Format Version,1.1,Take Name,Take 2016-04-07 08.32.07 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.32.07.811 PM,Total Frames,2981,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10000,Marker_10000,Marker_10000,Marker_10002,Marker_10002,Marker_10002
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E35702712"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
480,4.000000,-2.093747,1.411553,2.801672,,,
481,4.008333,-2.093817,1.411545,2.801565,,,
482,4.016667,-2.093896,1.411645,2.801491,,,
483,4.025000,-2.093760,1.411556,2.801582,,,
484,4.033333,-2.093840,1.411647,2.801474,,,
485,4.041667,-2.093893,1.411605,2.801506,,,
486,4.050000,-2.093845,1.411607,2.801502,,,
487,4.058333,-2.093811,1.411654,2.801584,,,
488,4.066667,-2.093824,1.411531,2.801517,,,
489,4.075000,-2.093827,1.411620,2.801531,,,
490,4.083333,-2.093809,1.411622,2.801512,,,
491,4.091667,-2.093804,1.411625,2.801582,,,
492,4.100000,-2.093806,1.411594,2.801464,,,
493,4.108333,-2.093795,1.411573,2.801566,,,
494,4.116667,-2.093821,1.411655,2.801541,,,
495,4.125000,-2.093842,1.411574,2.801542,,,
496,4.133333,-2.093824,1.411592,2.801502,,,
497,4.141667,-2.093809,1.411602,2.801558,,,
498,4.150000,-2.093766,1.411540,2.801601,,,
499,4.158333,-2.093763,1.411585,2.801536,,,
500,4.166667,-2.093868,1.411614,2.801533,,,
501,4.175000,-2.093853,1.411655,2.801484,,,
502,4.183333,-2.093733,1.411478,2.801545,,,
503,4.191667,-2.093763,1.411530,2.801628,,,
504,4.200000,-2.093775,1.411534,2.801641,,,
505,4.208333,-2.093778,1.411572,2.801525,,,
506,4.216667,-2.093771,1.411596,2.801569,,,
507,4.225000,-2.093748,1.411521,2.801634,,,
508,4.233333,-2.093794,1.411621,2.801523,,,
509,4.241667,-2.093781,1.411637,2.801569,,,
510,4.250000,-2.093721,1.411510,2.801581,,,
511,4.258333,-2.093776,1.411606,2.801674,,,
512,4.266667,-2.093804,1.411655,2.801587,,,
513,4.275000,-2.093817,1.411539,2.801561,,,
514,4.283333,-2.093800,1.411661,2.801563,,,
515,4.291667,-2.093860,1.411584,2.801543,,,
516,4.300000,-2.093855,1.411702,2.801603,,,
517,4.308333,-2.093789,1.411634,2.801637,,,
518,4.316667,-2.093814,1.411634,2.801617,,,
519,4.325000,-2.093875,1.411635,2.801466,,,
520,4.333333,-2.093776,1.411582,2.801616,,,
521,4.341667,-2.093717,1.411580,2.801647,,,
522,4.350000,-2.093754,1.411609,2.801597,,,
523,4.358333,-2.093774,1.411559,2.801589,,,
524,4.366667,-2.093813,1.411624,2.801544,,,
525,4.375000,-2.093771,1.411631,2.801598,,,
526,4.383333,-2.093780,1.411551,2.801568,,,
527,4.391667,-2.093781,1.411525,2.801652,,,
528,4.400000,-2.093779,1.411557,2.801534,,,
529,4.408333,-2.093814,1.411568,2.801566,,,
530,4.416667,-2.093760,1.411533,2.801611,,,
531,4.425000,-2.093778,1.411527,2.801620,,,
532,4.433333,-2.093780,1.411535,2.801592,,,
533,4.441667,-2.093731,1.411577,2.801635,,,
534,4.450000,-2.093680,1.411439,2.801554,,,
535,4.458333,-2.093889,1.411619,2.801491,,,
536,4.466667,-2.093801,1.411608,2.801557,,,
537,4.475000,-2.093818,1.411604,2.801592,,,
538,4.483333,-2.093785,1.411576,2.801566,,,
539,4.491667,-2.093798,1.411534,2.801555,,,
540,4.500000,-2.093911,1.411608,2.801496,,,
541,4.508333,-2.093786,1.411536,2.801552,,,
542,4.516667,-2.093859,1.411608,2.801513,,,
543,4.525000,-2.093874,1.411622,2.801652,,,
544,4.533333,-2.093865,1.411592,2.801558,,,
545,4.541667,-2.093741,1.411634,2.801611,,,
546,4.550000,-2.093797,1.411492,2.801543,,,
547,4.558333,-2.093865,1.411600,2.801617,,,
548,4.566667,-2.093753,1.411446,2.801573,,,
549,4.575000,-2.093706,1.411477,2.801535,,,
550,4.583333,-2.093713,1.411539,2.801621,,,
551,4.591667,-2.093755,1.411523,2.801579,,,
552,4.600000,-2.093740,1.411556,2.801635,,,
553,4.608333,-2.093801,1.411597,2.801523,,,
554,4.616667,-2.093744,1.411561,2.801658,,,
555,4.625000,-2.093781,1.411526,2.801542,,,
556,4.633333,-2.093820,1.411663,2.801543,,,
557,4.641667,-2.093812,1.411529,2.801517,,,
558,4.650000,-2.093813,1.411535,2.801566,,,
559,4.658333,-2.093758,1.411575,2.801607,,,
560,4.666667,-2.093758,1.411516,2.801636,,,
561,4.675000,-2.093735,1.411492,2.801625,,,
562,4.683333,-2.093737,1.411552,2.801615,,,
563,4.691667,-2.093720,1.411537,2.801601,,,
564,4.700000,-2.093718,1.411502,2.801597,,,
565,4.708333,-2.093739,1.411545,2.801673,,,
566,4.716667,-2.093720,1.411619,2.801691,,,
567,4.725000,-2.093764,1.411578,2.801583,,,
568,4.733333,-2.093742,1.411600,2.801618,,,
569,4.741667,-2.093729,1.411611,2.801617,,,
570,4.750000,-2.093797,1.411617,2.801570,,,
571,4.758333,-2.093815,1.411580,2.801528,,,
572,4.766667,-2.093770,1.411546,2.801607,,,
573,4.775000,-2.093742,1.411530,2.801574,,,
574,4.783333,-2.093832,1.411578,2.801514,,,
575,4.791667,-2.093852,1.411580,2.801517,,,
576,4.800000,-2.093799,1.411497,2.801598,,,
577,4.808333,-2.093813,1.411585,2.801600,,,
578,4.816667,-2.093815,1.411647,2.801551,,,
579,4.825000,-2.093751,1.411618,2.801566,,,
580,4.833333,-2.093779,1.411572,2.801504,,,
581,4.841667,-2.093760,1.411615,2.801562,,,
582,4.850000,-2.093837,1.411645,2.801596,,,
583,4.858333,-2.093741,1.411541,2.801552,,,
584,4.866667,-2.093766,1.411573,2.801635,,,
585,4.875000,-2.093786,1.411663,2.801609,,,
586,4.883333,-2.093833,1.411627,2.801520,,,
587,4.891667,-2.093802,1.411574,2.801530,,,
588,4.900000,-2.093790,1.411518,2.801607,,,
589,4.908333,-2.093802,1.411579,2.801589,,,
590,4.916667,-2.093838,1.411562,2.801618,,,
591,4.925000,-2.093814,1.411513,2.801600,,,
592,4.933333,-2.093776,1.411603,2.801621,,,
593,4.941667,-2.093723,1.411619,2.801690,,,
594,4.950000,-2.093808,1.411534,2.801549,,,
595,4.958333,-2.093755,1.411514,2.801556,,,
596,4.966667,-2.093817,1.411615,2.801593,,,
597,4.975000,-2.093860,1.411537,2.801607,,,
598,4.983333,-2.093781,1.411632,2.801595,,,
599,4.991667,-2.093775,1.411527,2.801585,,,
600,5.000000,-2.093843,1.411604,2.801606,,,
601,5.008333,-2.093808,1.411562,2.801583,,,
602,5.016667,-2.093778,1.411512,2.801556,,,
603,5.025000,-2.093804,1.411587,2.801673,,,
604,5.033333,-2.093781,1.411601,2.801667,,,
605,5.041667,-2.093821,1.411608,2.801522,,,
606,5.050000,-2.093814,1.411567,2.801558,,,
607,5.058333,-2.093798,1.411621,2.801662,,,
608,5.066667,-2.093794,1.411626,2.801617,,,
609,5.075000,-2.093849,1.411612,2.801502,,,
610,5.083333,-2.093793,1.411584,2.801582,,,
611,5.091667,-2.093765,1.411581,2.801641,,,
612,5.100000,-2.093749,1.411563,2.801678,,,
613,5.108333,-2.093718,1.411554,2.801630,,,
614,5.116667,-2.093807,1.411520,2.801541,,,
615,5.125000,-2.093792,1.411524,2.801653,,,
616,5.133333,-2.093786,1.411576,2.801599,,,
617,5.141667,-2.093815,1.411605,2.801514,,,
618,5.150000,-2.093791,1.411534,2.801573,,,
619,5.158333,-2.093739,1.411555,2.801634,,,
620,5.166667,-2.093743,1.411532,2.801523,,,
621,5.175000,-2.093784,1.411621,2.801593,,,
622,5.183333,-2.093782,1.411543,2.801610,,,
623,5.191667,-2.093822,1.411594,2.801585,,,
624,5.200000,-2.093781,1.411560,2.801637,,,
625,5.208333,-2.093796,1.411644,2.801613,,,
626,5.216667,-2.093837,1.411590,2.801506,,,
627,5.225000,-2.093785,1.411523,2.801568,,,
628,5.233333,-2.093863,1.411638,2.801596,,,
629,5.241667,-2.093774,1.411596,2.801571,,,
630,5.250000,-2.093853,1.411553,2.801519,,,
631,5.258333,-2.093770,1.411576,2.801651,,,
632,5.266667,-2.093824,1.411637,2.801579,,,
633,5.275000,-2.093846,1.411649,2.801586,,,
634,5.283333,-2.093817,1.411623,2.801583,,,
635,5.291667,-2.093738,1.411565,2.801634,,,
636,5.300000,-2.093755,1.411532,2.801559,,,
637,5.308333,-2.093794,1.411496,2.801620,,,
638,5.316667,-2.093816,1.411636,2.801614,,,
639,5.325000,-2.093758,1.411531,2.801607,,,
640,5.333333,-2.093755,1.411566,2.801600,,,
641,5.341667,-2.093744,1.411516,2.801596,,,
642,5.350000,-2.093773,1.411587,2.801642,,,
643,5.358333,-2.093673,1.411477,2.801621,,,
644,5.366667,-2.093723,1.411509,2.801621,,,
645,5.375000,-2.093729,1.411545,2.801579,,,
646,5.383333,-2.093786,1.411568,2.801534,,,
647,5.391667,-2.093764,1.411607,2.801662,,,
648,5.400000,-2.093770,1.411567,2.801526,,,
649,5.408333,-2.093775,1.411573,2.801564,,,
650,5.416667,-2.093755,1.411615,2.801545,,,
651,5.425000,-2.093733,1.411577,2.801678,,,
652,5.433333,-2.093778,1.411565,2.801576,,,
653,5.441667,-2.093754,1.411549,2.801675,,,
654,5.450000,-2.093768,1.411586,2.801714,,,
655,5.458333,-2.093778,1.411570,2.801562,,,
656,5.466667,-2.093766,1.411565,2.801583,,,
657,5.475000,-2.093819,1.411582,2.801535,,,
658,5.483333,-2.093768,1.411539,2.801579,,,
659,5.491667,-2.093795,1.411531,2.801516,,,
660,5.500000,-2.093689,1.411559,2.801609,,,
661,5.508333,-2.093741,1.411539,2.801565,,,
662,5.516667,-2.093807,1.411586,2.801576,,,
663,5.525000,-2.093717,1.411604,2.801613,,,
664,5.533333,-2.093795,1.411558,2.801579,,,
665,5.541667,-2.093756,1.411558,2.801562,,,
666,5.550000,-2.093843,1.411610,2.801600,,,
667,5.558333,-2.093835,1.411623,2.801607,,,
668,5.566667,-2.093837,1.411638,2.801563,,,
669,5.575000,-2.093757,1.411675,2.801643,,,
670,5.583333,-2.093828,1.411570,2.801551,,,
671,5.591667,-2.093808,1.411629,2.801598,,,
672,5.600000,-2.093809,1.411550,2.801568,,,
673,5.608333,-2.093854,1.411534,2.801483,,,
674,5.616667,-2.093779,1.411581,2.801588,,,
675,5.625000,-2.093866,1.411590,2.801445,,,
676,5.633333,-2.093747,1.411594,2.801561,,,
677,5.641667,-2.093829,1.411593,2.801523,,,
678,5.650000,-2.093853,1.411617,2.801553,,,
679,5.658333,-2.093880,1.411622,2.801585,,,
680,5.666667,-2.093830,1.411629,2.801580,,,
681,5.675000,-2.093838,1.411602,2.801574,,,
682,5.683333,-2.093863,1.411662,2.801568,,,
683,5.691667,-2.093779,1.411603,2.801650,,,
684,5.700000,-2.093771,1.411510,2.801528,,,
685,5.708333,-2.093808,1.411559,2.801571,,,
686,5.716667,-2.093780,1.411628,2.801558,,,
687,5.725000,-2.093827,1.411613,2.801628,,,
688,5.733333,-2.093884,1.411595,2.801490,,,
689,5.741667,-2.093840,1.411664,2.801575,,,
690,5.750000,-2.093804,1.411681,2.801615,,,
691,5.758333,-2.093814,1.411591,2.801571,,,
692,5.766667,-2.093806,1.411611,2.801598,,,
693,5.775000,-2.093864,1.411567,2.801591,,,
694,5.783333,-2.093881,1.411570,2.801532,,,
695,5.791667,-2.093836,1.411616,2.801551,,,
696,5.800000,-2.093783,1.411600,2.801574,,,
697,5.808333,-2.093827,1.411633,2.801529,,,
698,5.816667,-2.093799,1.411545,2.801579,,,
699,5.825000,-2.093822,1.411563,2.801583,,,
700,5.833333,-2.093897,1.411550,2.801516,,,
701,5.841667,-2.093853,1.411671,2.801583,,,
702,5.850000,-2.093818,1.411609,2.801482,,,
703,5.858333,-2.093795,1.411536,2.801602,,,
704,5.866667,-2.093689,1.411545,2.801602,,,
705,5.875000,-2.093797,1.411525,2.801532,,,
706,5.883333,-2.093817,1.411600,2.801593,,,
707,5.891667,-2.093751,1.411595,2.801682,,,
708,5.900000,-2.093897,1.411645,2.801578,,,
709,5.908333,-2.093830,1.411593,2.801628,,,
710,5.916667,-2.093872,1.411497,2.801516,,,
711,5.925000,-2.093813,1.411583,2.801658,,,
712,5.933333,-2.093783,1.411507,2.801583,,,
713,5.941667,-2.093801,1.411572,2.801651,,,
714,5.950000,-2.093769,1.411541,2.801613,,,
715,5.958333,-2.093792,1.411647,2.801539,,,
716,5.966667,-2.093763,1.411605,2.801637,,,
717,5.975000,-2.093737,1.411568,2.801585,,,
718,5.983333,-2.093747,1.411573,2.801628,,,
719,5.991667,-2.093759,1.411514,2.801631,,,
720,6.000000,-2.093771,1.411629,2.801574,,,
721,6.008333,-2.093805,1.411598,2.801610,,,
722,6.016667,-2.093782,1.411546,2.801608,,,
723,6.025000,-2.093713,1.411529,2.801577,,,
724,6.033333,-2.093734,1.411471,2.801633,,,
725,6.041667,-2.093766,1.411564,2.801569,,,
726,6.050000,-2.093838,1.411589,2.801564,,,
727,6.058333,-2.093763,1.411621,2.801656,,,
728,6.066667,-2.093752,1.411614,2.801629,,,
729,6.075000,-2.093628,1.411518,2.801600,,,
730,6.083333,-2.093616,1.411382,2.801633,,,
731,6.091667,-2.093778,1.411530,2.801517,,,
732,6.100000,-2.093743,1.411586,2.801615,,,
733,6.108333,-2.093658,1.411462,2.801659,,,
734,6.116667,-2.093662,1.411470,2.801695,,,
735,6.125000,-2.093759,1.411479,2.801542,,,
736,6.133333,-2.093754,1.411479,2.801652,,,
737,6.141667,-2.093721,1.411430,2.801627,,,
738,6.150000,-2.093726,1.411484,2.801608,,,
739,6.158333,-2.093788,1.411578,2.801616,,,
740,6.166667,-2.093706,1.411508,2.801576,,,
741,6.175000,-2.093726,1.411447,2.801605,,,
742,6.183333,-2.093735,1.411500,2.801655,,,
743,6.191667,-2.093760,1.411516,2.801630,,,
744,6.200000,-2.093799,1.411487,2.801568,,,
745,6.208333,-2.093783,1.411489,2.801648,,,
746,6.216667,-2.093738,1.411484,2.801638,,,
747,6.225000,-2.093717,1.411517,2.801631,,,
748,6.233333,-2.093777,1.411499,2.801613,,,
749,6.241667,-2.093859,1.411543,2.801594,,,
750,6.250000,-2.093711,1.411503,2.801591,,,
751,6.258333,-2.093787,1.411506,2.801517,,,
752,6.266667,-2.093768,1.411482,2.801526,,,
753,6.275000,-2.093795,1.411511,2.801543,,,
754,6.283333,-2.093765,1.411534,2.801600,,,
755,6.291667,-2.093705,1.411473,2.801610,,,
756,6.300000,-2.093756,1.411474,2.801599,,,
757,6.308333,-2.093819,1.411587,2.801548,,,
758,6.316667,-2.093794,1.411552,2.801578,,,
759,6.325000,-2.093766,1.411630,2.801708,,,
760,6.333333,-2.093762,1.411495,2.801617,,,
761,6.341667,-2.093669,1.411489,2.801626,,,
762,6.350000,-2.093705,1.411545,2.801603,,,
763,6.358333,-2.093776,1.411571,2.801602,,,
764,6.366667,-2.093730,1.411594,2.801563,,,
765,6.375000,-2.093715,1.411566,2.801662,,,
766,6.383333,-2.093870,1.411635,2.801587,,,
767,6.391667,-2.093824,1.411631,2.801582,,,
768,6.400000,-2.093779,1.411544,2.801585,,,
769,6.408333,-2.093779,1.411541,2.801541,,,
770,6.416667,-2.093678,1.411505,2.801641,,,
771,6.425000,-2.093714,1.411499,2.801709,,,
772,6.433333,-2.093740,1.411571,2.801684,,,
773,6.441667,-2.093738,1.411670,2.801631,,,
774,6.450000,-2.093784,1.411566,2.801659,,,
775,6.458333,-2.093677,1.411554,2.801708,,,
776,6.466667,-2.093785,1.411520,2.801614,,,
777,6.475000,-2.093819,1.411544,2.801643,,,
778,6.483333,-2.093859,1.411542,2.801613,,,
779,6.491667,-2.093778,1.411549,2.801571,,,
780,6.500000,-2.093770,1.411567,2.801592,,,
781,6.508333,-2.093795,1.411538,2.801580,,,
782,6.516667,-2.093786,1.411597,2.801534,,,
783,6.525000,-2.093792,1.411628,2.801586,,,
784,6.533333,-2.093775,1.411620,2.801636,,,
785,6.541667,-2.093798,1.411612,2.801555,,,
786,6.550000,-2.093742,1.411589,2.801574,,,
787,6.558333,-2.093788,1.411570,2.801664,,,
788,6.566667,-2.093723,1.411569,2.801659,,,
789,6.575000,-2.093739,1.411508,2.801605,,,
790,6.583333,-2.093805,1.411590,2.801644,,,
791,6.591667,-2.093834,1.411568,2.801551,,,
792,6.600000,-2.093794,1.411642,2.801646,,,
793,6.608333,-2.093727,1.411555,2.801621,,,
794,6.616667,-2.093682,1.411459,2.801685,,,
795,6.625000,-2.093669,1.411533,2.801692,,,
796,6.633333,-2.093812,1.411599,2.801561,,,
797,6.641667,-2.093843,1.411570,2.801551,,,
798,6.650000,-2.093769,1.411526,2.801624,,,
799,6.658333,-2.093800,1.411571,2.801560,,,
800,6.666667,-2.093777,1.411585,2.801560,,,
801,6.675000,-2.093755,1.411556,2.801556,,,
802,6.683333,-2.093798,1.411506,2.801558,,,
803,6.691667,-2.093788,1.411562,2.801521,,,
804,6.700000,-2.093750,1.411565,2.801577,,,
805,6.708333,-2.093749,1.411607,2.801635,,,
806,6.716667,-2.093716,1.411434,2.801592,,,
807,6.725000,-2.093744,1.411534,2.801646,,,
808,6.733333,-2.093797,1.411657,2.801591,,,
809,6.741667,-2.093805,1.411601,2.801645,,,
810,6.750000,-2.093762,1.411595,2.801614,,,
811,6.758333,-2.093786,1.411578,2.801622,,,
812,6.766667,-2.093826,1.411614,2.801610,,,
813,6.775000,-2.093768,1.411643,2.801606,,,
814,6.783333,-2.093738,1.411642,2.801678,,,
815,6.791667,-2.093753,1.411718,2.801634,,,
816,6.800000,-2.093802,1.411641,2.801527,,,
817,6.808333,-2.093880,1.411651,2.801577,,,
818,6.816667,-2.093887,1.411648,2.801487,,,
819,6.825000,-2.093882,1.411632,2.801514,,,
820,6.833333,-2.093865,1.411644,2.801515,,,
821,6.841667,-2.093843,1.411626,2.801576,,,
822,6.850000,-2.093867,1.411596,2.801531,,,
823,6.858333,-2.093788,1.411588,2.801528,,,
824,6.866667,-2.093880,1.411715,2.801576,,,
825,6.875000,-2.093811,1.411608,2.801612,,,
826,6.883333,-2.093804,1.411569,2.801550,,,
827,6.891667,-2.093792,1.411569,2.801551,,,
828,6.900000,-2.093782,1.411510,2.801600,,,
829,6.908333,-2.093801,1.411605,2.801560,,,
830,6.916667,-2.093694,1.411480,2.801578,,,
831,6.925000,-2.093787,1.411518,2.801557,,,
832,6.933333,-2.093786,1.411574,2.801585,,,
833,6.941667,-2.093828,1.411659,2.801566,,,
834,6.950000,-2.093719,1.411628,2.801547,,,
835,6.958333,-2.093743,1.411558,2.801589,,,
836,6.966667,-2.093749,1.411616,2.801594,,,
837,6.975000,-2.093818,1.411501,2.801601,,,
838,6.983333,-2.093915,1.411572,2.801518,,,
839,6.991667,-2.093856,1.411579,2.801637,,,
840,7.000000,-2.093854,1.411588,2.801571,,,
841,7.008333,-2.093949,1.411642,2.801552,,,
842,7.016667,-2.093988,1.411552,2.801574,,,
843,7.025000,-2.094141,1.411578,2.801596,,,
844,7.033333,-2.094367,1.411611,2.801474,,,
845,7.041667,-2.094550,1.411633,2.801363,,,
846,7.050000,-2.094971,1.411680,2.801315,,,
847,7.058333,-2.095404,1.411683,2.801027,,,
848,7.066667,-2.095981,1.411821,2.800776,,,
849,7.075000,-2.096666,1.411835,2.800443,,,
850,7.083333,-2.097311,1.411765,2.799990,,,
851,7.091667,-2.097939,1.411709,2.799615,,,
852,7.100000,-2.098439,1.411678,2.799150,,,
853,7.108333,-2.098855,1.411512,2.798918,,,
854,7.116667,-2.099437,1.411527,2.798297,,,
855,7.125000,-2.099815,1.411607,2.797903,,,
856,7.133333,-2.100189,1.411661,2.797300,,,
857,7.141667,-2.100469,1.411596,2.796769,,,
858,7.150000,-2.100784,1.411586,2.796290,,,
859,7.158333,-2.101076,1.411680,2.795800,,,
860,7.166667,-2.101270,1.411723,2.795500,,,
861,7.175000,-2.101644,1.411602,2.794934,,,
862,7.183333,-2.101952,1.411718,2.794554,,,
863,7.191667,-2.102126,1.411644,2.794297,,,
864,7.200000,-2.102529,1.411608,2.793894,,,
865,7.208333,-2.102844,1.411678,2.793637,,,
866,7.216667,-2.103158,1.411643,2.793423,,,
867,7.225000,-2.103482,1.411630,2.793277,,,
868,7.233333,-2.103776,1.411641,2.793015,,,
869,7.241667,-2.104090,1.411627,2.792779,,,
870,7.250000,-2.104321,1.411630,2.792549,,,
871,7.258333,-2.104516,1.411587,2.792357,,,
872,7.266667,-2.104643,1.411661,2.792310,,,
873,7.275000,-2.104757,1.411643,2.792218,,,
874,7.283333,-2.104926,1.411727,2.792042,,,
875,7.291667,-2.104961,1.411706,2.792130,,,
876,7.300000,-2.105060,1.411661,2.792104,,,
877,7.308333,-2.105141,1.411639,2.792331,,,
878,7.316667,-2.105229,1.411733,2.792443,,,
879,7.325000,-2.105228,1.411700,2.792652,,,
880,7.333333,-2.105119,1.411652,2.792806,,,
881,7.341667,-2.104910,1.411752,2.793203,,,
882,7.350000,-2.104770,1.411962,2.793547,,,
883,7.358333,-2.104578,1.412392,2.793961,,,
884,7.366667,-2.104343,1.412949,2.794442,,,
885,7.375000,-2.104032,1.413499,2.795132,,,
886,7.383333,-2.103870,1.414638,2.795684,,,
887,7.391667,-2.103792,1.416003,2.796354,,,
888,7.400000,-2.103341,1.417359,2.797246,,,
889,7.408333,-2.103017,1.418818,2.798120,,,
890,7.416667,-2.102690,1.420480,2.799011,,,
891,7.425000,-2.102244,1.422489,2.799988,,,
892,7.433333,-2.101947,1.424685,2.801013,,,
893,7.441667,-2.101892,1.427089,2.802063,,,
894,7.450000,-2.101522,1.429399,2.803308,,,
895,7.458333,-2.100920,1.432211,2.804615,,,
896,7.466667,-2.100502,1.435049,2.805958,,,
897,7.475000,-2.100474,1.438355,2.807018,,,
898,7.483333,-2.099920,1.441563,2.808440,,,
899,7.491667,-2.099423,1.445013,2.810012,,,
900,7.500000,-2.098954,1.448795,2.811459,,,
901,7.508333,-2.098501,1.452354,2.813163,,,
902,7.516667,-2.098132,1.456733,2.814804,,,
903,7.525000,-2.097652,1.460606,2.816380,,,
904,7.533333,-2.097505,1.465319,2.818062,,,
905,7.541667,-2.096989,1.469491,2.819789,,,
906,7.550000,-2.096721,1.474456,2.821645,,,
907,7.558333,-2.096379,1.479008,2.823362,,,
908,7.566667,-2.096299,1.484041,2.825206,,,
909,7.575000,-2.095778,1.489107,2.827297,,,
910,7.583333,-2.095713,1.494363,2.829082,,,
911,7.591667,-2.095415,1.499575,2.831448,,,
912,7.600000,-2.095262,1.505317,2.833411,,,
913,7.608333,-2.095137,1.510679,2.835549,,,
914,7.616667,-2.094997,1.516439,2.837914,,,
915,7.625000,-2.094943,1.522384,2.839509,,,
916,7.633333,-2.094814,1.527821,2.842248,,,
917,7.641667,-2.094376,1.533312,2.845132,,,
918,7.650000,-2.094626,1.539808,2.847284,,,
919,7.658333,-2.094715,1.545869,2.849657,,,
920,7.666667,-2.094679,1.551666,2.852179,,,
921,7.675000,-2.094894,1.558020,2.854660,,,
922,7.683333,-2.095141,1.564544,2.857224,,,
923,7.691667,-2.095341,1.570744,2.859783,,,
924,7.700000,-2.095504,1.577102,2.862560,,,
925,7.708333,-2.095858,1.583896,2.864628,,,
926,7.716667,-2.096404,1.590932,2.867949,,,
927,7.725000,-2.096791,1.598026,2.870680,,,
928,7.733333,-2.097318,1.604834,2.873228,,,
929,7.741667,-2.097869,1.611819,2.876153,,,
930,7.750000,-2.098423,1.619107,2.879100,,,
931,7.758333,-2.099272,1.626654,2.881795,,,
932,7.766667,-2.100169,1.634218,2.884470,,,
933,7.775000,-2.100971,1.641862,2.887320,,,
934,7.783333,-2.101865,1.649667,2.890242,,,
935,7.791667,-2.102620,1.657728,2.893845,,,
936,7.800000,-2.103844,1.665677,2.896876,,,
937,7.808333,-2.105038,1.673818,2.899775,,,
938,7.816667,-2.106086,1.682109,2.902786,,,
939,7.825000,-2.107421,1.690530,2.905639,,,
940,7.833333,-2.108759,1.698839,2.908505,,,
941,7.841667,-2.110045,1.707445,2.911554,,,
942,7.850000,-2.111300,1.716150,2.914587,,,
943,7.858333,-2.112774,1.724858,2.917633,,,
944,7.866667,-2.114581,1.733771,2.920688,,,
945,7.875000,-2.116177,1.742789,2.923480,,,
946,7.883333,-2.117744,1.751810,2.926512,,,
947,7.891667,-2.119484,1.760865,2.929544,,,
948,7.900000,-2.121130,1.770118,2.932383,,,
949,7.908333,-2.123175,1.779413,2.935044,,,
950,7.916667,-2.125176,1.788946,2.938014,,,
951,7.925000,-2.126913,1.798535,2.941010,,,
952,7.933333,-2.128694,1.808093,2.943915,,,
953,7.941667,-2.130429,1.817808,2.946944,,,
954,7.950000,-2.132316,1.827534,2.949781,,,
955,7.958333,-2.134196,1.837357,2.952415,,,
956,7.966667,-2.136118,1.847106,2.954957,,,
957,7.975000,-2.137921,1.856901,2.957728,,,
958,7.983333,-2.140002,1.866909,2.960606,,,
959,7.991667,-2.141992,1.876978,2.963225,,,
960,8.000000,-2.143939,1.886914,2.965810,,,
961,8.008333,-2.145800,1.897026,2.968524,,,
962,8.016667,-2.147705,1.907173,2.970990,,,
963,8.025000,-2.149753,1.917451,2.973642,,,
964,8.033333,-2.151413,1.927620,2.976092,,,
965,8.041667,-2.153261,1.938122,2.978338,,,
966,8.050000,-2.154893,1.948596,2.980789,,,
967,8.058333,-2.156663,1.959217,2.983231,,,
968,8.066667,-2.158413,1.969987,2.985272,,,
969,8.075000,-2.160018,1.980393,2.987373,,,
970,8.083333,-2.161679,1.991241,2.989606,,,
971,8.091667,-2.163363,2.002270,2.992049,,,
972,8.100000,-2.165021,2.012988,2.994005,,,
973,8.108333,-2.166705,2.023712,2.995937,,,
974,8.116667,-2.168344,2.034728,2.997775,,,
975,8.125000,-2.169943,2.045762,2.999826,,,
976,8.133333,-2.171622,2.056809,3.001506,,,
977,8.141667,-2.173164,2.067893,3.003052,,,
978,8.150000,-2.174789,2.079051,3.004855,,,
979,8.158333,-2.176432,2.090574,3.006699,,,
980,8.166667,-2.178012,2.101925,3.008153,,,
981,8.175000,-2.179515,2.113010,3.009527,,,
982,8.183333,-2.181133,2.124482,3.010708,,,
983,8.191667,-2.182664,2.136108,3.012509,,,
984,8.200000,-2.184360,2.147601,3.013914,,,
985,8.208333,-2.186129,2.158939,3.015005,,,
986,8.216667,-2.187820,2.170547,3.016224,,,
987,8.225000,-2.189607,2.182299,3.017667,,,
988,8.233333,-2.191481,2.193716,3.018781,,,
989,8.241667,-2.193348,2.205333,3.019999,,,
990,8.250000,-2.195382,2.216930,3.021168,,,
991,8.258333,-2.197549,2.228822,3.022358,,,
992,8.266667,-2.199783,2.240574,3.023517,,,
993,8.275000,-2.201784,2.252346,3.024883,,,
994,8.283333,-2.204060,2.264320,3.026372,,,
995,8.291667,-2.206385,2.275990,3.027372,,,
996,8.300000,-2.208919,2.287951,3.028613,,,
997,8.308333,-2.211537,2.299897,3.029674,,,
998,8.316667,-2.214221,2.311740,3.030538,,,
999,8.325000,-2.216818,2.323963,3.031904,,,
1000,8.333333,-2.219354,2.335904,3.033019,,,
1001,8.341667,-2.222068,2.347935,3.034225,,,
1002,8.350000,-2.224753,2.359970,3.035462,,,
1003,8.358333,-2.227560,2.371786,3.036271,,,
1004,8.366667,-2.230378,2.383751,3.037554,,,
1005,8.375000,-2.233177,2.395596,3.038423,,,
