Format Version,1.1,Take Name,Take 2016-04-07 08.32.07 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.32.07.811 PM,Total Frames,2981,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10000,Marker_10000,Marker_10000,Marker_10002,Marker_10002,Marker_10002
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E35702712"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
1006,8.383333,-2.236072,2.407528,3.039454,,,
1007,8.391667,-2.238996,2.419285,3.040271,,,
1008,8.400000,-2.241840,2.431087,3.040992,,,
1009,8.408333,-2.244720,2.443080,3.042087,,,
1010,8.416667,-2.247593,2.454718,3.042605,,,
1011,8.425000,-2.250504,2.466478,3.043488,,,
1012,8.433333,-2.253260,2.478137,3.044196,,,
1013,8.441667,-2.255924,2.489623,3.044816,,,
1014,8.450000,-2.258936,2.501140,3.045431,,,
1015,8.458333,-2.261734,2.512479,3.045976,,,
1016,8.466667,-2.264824,2.523616,3.046281,,,
1017,8.475000,-2.267853,2.534876,3.046762,,,
1018,8.483333,-2.270836,2.545794,3.046957,,,
1019,8.491667,-2.273664,2.556480,3.047029,,,
1020,8.500000,-2.276531,2.567209,3.047266,,,
1021,8.508333,-2.279358,2.577865,3.047537,,,
1022,8.516667,-2.282345,2.588183,3.047428,,,
1023,8.525000,-2.285514,2.598270,3.047092,,,
1024,8.533333,-2.288555,2.608223,3.047033,,,
1025,8.541667,-2.291738,2.617794,3.047257,,,
1026,8.550000,-2.295275,2.627282,3.046855,,,
1027,8.558333,-2.298721,2.636502,3.046477,,,
1028,8.566667,-2.301872,2.645148,3.046118,,,
1029,8.575000,-2.305142,2.653336,3.045501,,,
1030,8.583333,-2.308453,2.661323,3.044730,,,
1031,8.591667,-2.311764,2.668964,3.044409,,,
1032,8.600000,-2.315189,2.675975,3.043783,,,
1033,8.608333,-2.318705,2.682412,3.042828,,,
1034,8.616667,-2.321971,2.688164,3.042107,,,
1035,8.625000,-2.325351,2.693409,3.041342,,,
1036,8.633333,-2.328489,2.697868,3.040225,,,
1037,8.641667,-2.332099,2.701837,3.039234,,,
1038,8.650000,-2.335653,2.705144,3.038263,,,
1039,8.658333,-2.338896,2.707573,3.036936,,,
1040,8.666667,-2.342288,2.709900,3.035785,,,
1041,8.675000,-2.345962,2.711101,3.034385,,,
1042,8.683333,-2.349418,2.711682,3.032678,,,
1043,8.691667,-2.352894,2.711786,3.031277,,,
1044,8.700000,-2.356463,2.711200,3.029558,,,
1045,8.708333,-2.360059,2.709834,3.027696,,,
1046,8.716667,-2.363578,2.707960,3.026136,,,
1047,8.725000,-2.367492,2.705278,3.024063,,,
1048,8.733333,-2.371131,2.701962,3.021679,,,
1049,8.741667,-2.374753,2.698015,3.019515,,,
1050,8.750000,-2.378680,2.693263,3.017316,,,
1051,8.758333,-2.382485,2.687878,3.014722,,,
1052,8.766667,-2.386670,2.681631,3.011831,,,
1053,8.775000,-2.390451,2.674819,3.008972,,,
1054,8.783333,-2.394698,2.667330,3.005626,,,
1055,8.791667,-2.398882,2.659443,3.002072,,,
1056,8.800000,-2.403042,2.650913,2.998398,,,
1057,8.808333,-2.407111,2.641769,2.994400,,,
1058,8.816667,-2.411236,2.632018,2.990407,,,
1059,8.825000,-2.415133,2.621555,2.985546,,,
1060,8.833333,-2.419405,2.610671,2.980852,,,
1061,8.841667,-2.423568,2.599568,2.975381,,,
1062,8.850000,-2.428070,2.587928,2.969881,,,
1063,8.858333,-2.432378,2.575909,2.964142,,,
1064,8.866667,-2.436897,2.563902,2.958074,,,
1065,8.875000,-2.441180,2.551204,2.951768,,,
1066,8.883333,-2.445919,2.538361,2.945379,,,
1067,8.891667,-2.450513,2.525048,2.938307,,,
1068,8.900000,-2.455523,2.511708,2.931619,,,
1069,8.908333,-2.460163,2.497857,2.924120,,,
1070,8.916667,-2.465429,2.484030,2.916393,,,
1071,8.925000,-2.470521,2.469892,2.908962,,,
1072,8.933333,-2.475951,2.455605,2.900753,,,
1073,8.941667,-2.481424,2.441137,2.892634,,,
1074,8.950000,-2.487130,2.426606,2.884250,,,
1075,8.958333,-2.492981,2.411958,2.875823,,,
1076,8.966667,-2.498537,2.397095,2.866605,,,
1077,8.975000,-2.504521,2.382242,2.857618,,,
1078,8.983333,-2.510442,2.367340,2.848357,,,
1079,8.991667,-2.516409,2.352508,2.838629,,,
1080,9.000000,-2.522800,2.337439,2.828731,,,
1081,9.008333,-2.529217,2.322421,2.818834,,,
1082,9.016667,-2.535936,2.307631,2.808557,,,
1083,9.025000,-2.542700,2.292791,2.798037,,,
1084,9.033333,-2.549542,2.278069,2.787172,,,
1085,9.041667,-2.556427,2.263580,2.776442,,,
1086,9.050000,-2.563484,2.249118,2.765367,,,
1087,9.058333,-2.570415,2.234829,2.754148,,,
1088,9.066667,-2.577459,2.220746,2.742723,,,
1089,9.075000,-2.584754,2.206807,2.731187,,,
1090,9.083333,-2.591957,2.193076,2.719509,,,
1091,9.091667,-2.599454,2.179359,2.707609,,,
1092,9.100000,-2.607109,2.166077,2.695988,,,
1093,9.108333,-2.614805,2.152988,2.684102,,,
1094,9.116667,-2.622770,2.139725,2.672084,,,
1095,9.125000,-2.631121,2.126843,2.660160,,,
1096,9.133333,-2.639192,2.113983,2.648129,,,
1097,9.141667,-2.647707,2.101057,2.636081,,,
1098,9.150000,-2.656009,2.088403,2.624103,,,
1099,9.158333,-2.664452,2.075583,2.612002,,,
1100,9.166667,-2.672839,2.062742,2.599577,,,
1101,9.175000,-2.681331,2.050008,2.587305,,,
1102,9.183333,-2.689785,2.037565,2.575017,,,
1103,9.191667,-2.698455,2.025029,2.562506,,,
1104,9.200000,-2.706986,2.012752,2.550209,,,
1105,9.208333,-2.715568,2.000626,2.537769,,,
1106,9.216667,-2.724584,1.988226,2.525375,,,
1107,9.225000,-2.733297,1.976207,2.512811,,,
1108,9.233333,-2.742432,1.964369,2.500032,,,
1109,9.241667,-2.751345,1.952461,2.487662,,,
1110,9.250000,-2.760824,1.940900,2.474990,,,
1111,9.258333,-2.769979,1.929511,2.462438,,,
1112,9.266667,-2.779598,1.918338,2.449550,,,
1113,9.275000,-2.788759,1.907536,2.437400,,,
1114,9.283333,-2.798176,1.896596,2.424701,,,
1115,9.291667,-2.807638,1.885780,2.411857,,,
1116,9.300000,-2.817456,1.875276,2.398988,,,
1117,9.308333,-2.827262,1.864784,2.386003,,,
1118,9.316667,-2.836977,1.854629,2.373231,,,
1119,9.325000,-2.847136,1.844411,2.359317,,,
1120,9.333333,-2.857080,1.834103,2.346180,,,
1121,9.341667,-2.866791,1.824067,2.333153,,,
1122,9.350000,-2.876818,1.814055,2.320009,,,
1123,9.358333,-2.886739,1.804455,2.306726,,,
1124,9.366667,-2.896564,1.794789,2.293232,,,
1125,9.375000,-2.906481,1.785657,2.279665,,,
1126,9.383333,-2.916332,1.776625,2.266066,,,
1127,9.391667,-2.926054,1.767622,2.252280,,,
1128,9.400000,-2.935982,1.758967,2.238476,,,
1129,9.408333,-2.945908,1.750770,2.224276,,,
1130,9.416667,-2.955827,1.742380,2.209950,,,
1131,9.425000,-2.965358,1.734411,2.195840,,,
1132,9.433333,-2.975272,1.726951,2.181348,,,
1133,9.441667,-2.985344,1.719523,2.166456,,,
1134,9.450000,-2.994981,1.712285,2.151541,,,
1135,9.458333,-3.004834,1.705644,2.136530,,,
1136,9.466667,-3.014522,1.699153,2.121328,,,
1137,9.475000,-3.024302,1.692859,2.105978,,,
1138,9.483333,-3.034214,1.687170,2.090707,,,
1139,9.491667,-3.043953,1.681735,2.074682,,,
1140,9.500000,-3.053740,1.676741,2.058810,,,
1141,9.508333,-3.063539,1.672327,2.042620,,,
1142,9.516667,-3.073449,1.667852,2.026245,,,
1143,9.525000,-3.083635,1.664413,2.010117,,,
1144,9.533333,-3.093550,1.660880,1.993423,,,
1145,9.541667,-3.103495,1.657597,1.976553,,,
1146,9.550000,-3.113834,1.654793,1.959735,,,
1147,9.558333,-3.123926,1.652286,1.942470,,,
1148,9.566667,-3.134085,1.649800,1.925417,,,
1149,9.575000,-3.143981,1.647502,1.907842,,,
1150,9.583333,-3.153481,1.645481,1.890267,,,
1151,9.591667,-3.163142,1.644289,1.872976,,,
1152,9.600000,-3.172214,1.643399,1.855052,,,
1153,9.608333,-3.181474,1.642981,1.837409,,,
1154,9.616667,-3.190738,1.643259,1.819352,,,
1155,9.625000,-3.199454,1.643775,1.801429,,,
1156,9.633333,-3.208330,1.645077,1.783313,,,
1157,9.641667,-3.216918,1.646849,1.765250,,,
1158,9.650000,-3.225307,1.649097,1.747035,,,
1159,9.658333,-3.233640,1.652358,1.728929,,,
1160,9.666667,-3.241882,1.655879,1.710713,,,
1161,9.675000,-3.249752,1.659333,1.692377,,,
1162,9.683333,-3.257364,1.663983,1.674456,,,
1163,9.691667,-3.264720,1.668730,1.656303,,,
1164,9.700000,-3.272093,1.674239,1.638036,,,
1165,9.708333,-3.279400,1.679839,1.619910,,,
1166,9.716667,-3.286245,1.686152,1.601881,,,
1167,9.725000,-3.293001,1.693061,1.583891,,,
1168,9.733333,-3.299442,1.700279,1.566081,,,
1169,9.741667,-3.305562,1.707973,1.548322,,,
1170,9.750000,-3.311639,1.716393,1.530625,,,
1171,9.758333,-3.317438,1.725203,1.512967,,,
1172,9.766667,-3.323354,1.734637,1.495481,,,
1173,9.775000,-3.329192,1.744329,1.478018,,,
1174,9.783333,-3.334637,1.754453,1.460541,,,
1175,9.791667,-3.339689,1.765075,1.443378,,,
1176,9.800000,-3.344498,1.776186,1.426484,,,
1177,9.808333,-3.349367,1.787886,1.409290,,,
1178,9.816667,-3.353496,1.799654,1.392473,,,
1179,9.825000,-3.357697,1.812232,1.375625,,,
1180,9.833333,-3.361565,1.825066,1.358824,,,
1181,9.841667,-3.364998,1.838367,1.342531,,,
1182,9.850000,-3.368206,1.851738,1.325737,,,
1183,9.858333,-3.371223,1.866163,1.309804,,,
1184,9.866667,-3.373911,1.880538,1.293631,,,
1185,9.875000,-3.376601,1.894999,1.277521,,,
1186,9.883333,-3.378501,1.910073,1.261871,,,
1187,9.891667,-3.380497,1.925169,1.246211,,,
1188,9.900000,-3.382412,1.940897,1.230987,,,
1189,9.908333,-3.383977,1.956623,1.215744,,,
1190,9.916667,-3.385391,1.972413,1.200593,,,
1191,9.925000,-3.386384,1.988524,1.185577,,,
1192,9.933333,-3.387990,2.004569,1.170912,,,
1193,9.941667,-3.389211,2.020822,1.156319,,,
1194,9.950000,-3.390263,2.037176,1.141819,,,
1195,9.958333,-3.391450,2.053619,1.127162,,,
1196,9.966667,-3.391980,2.070204,1.113190,,,
1197,9.975000,-3.392643,2.086725,1.099319,,,
1198,9.983333,-3.393194,2.103479,1.085467,,,
1199,9.991667,-3.393626,2.120342,1.071884,,,
1200,10.000000,-3.393781,2.137042,1.058308,,,
1201,10.008333,-3.393502,2.153829,1.044969,,,
1202,10.016667,-3.393221,2.170523,1.032096,,,
1203,10.025000,-3.392733,2.187277,1.019289,,,
1204,10.033333,-3.392405,2.203966,1.006120,,,
1205,10.041667,-3.392132,2.220679,0.993540,,,
1206,10.050000,-3.391878,2.237588,0.981152,,,
1207,10.058333,-3.391850,2.254689,0.968541,,,
1208,10.066667,-3.392066,2.271639,0.956180,,,
1209,10.075000,-3.392055,2.288914,0.944034,,,
1210,10.083333,-3.392332,2.305970,0.931696,,,
1211,10.091667,-3.392426,2.323168,0.919765,,,
1212,10.100000,-3.392551,2.340243,0.907884,,,
1213,10.108333,-3.393010,2.357360,0.895759,,,
1214,10.116667,-3.393421,2.374349,0.883958,,,
1215,10.125000,-3.394013,2.391280,0.871802,,,
1216,10.133333,-3.395014,2.408041,0.859651,,,
1217,10.141667,-3.396038,2.424802,0.847377,,,
1218,10.150000,-3.397028,2.441085,0.835457,,,
1219,10.158333,-3.398254,2.457516,0.823193,,,
1220,10.166667,-3.399695,2.473193,0.810765,,,
1221,10.175000,-3.401366,2.489368,0.798756,,,
1222,10.183333,-3.403416,2.504831,0.786529,,,
1223,10.191667,-3.406191,2.520143,0.774002,,,
1224,10.200000,-3.408177,2.535108,0.761104,,,
1225,10.208333,-3.409933,2.550436,0.750695,,,
1226,10.216667,-3.411841,2.566208,0.741413,,,
1227,10.225000,-3.414804,2.583521,0.738271,,,
1228,10.233333,-3.417346,2.592233,0.712275,,,
1229,10.241667,-3.420147,2.604800,0.697653,,,
1230,10.250000,-3.422535,2.617289,0.684898,,,
1231,10.258333,-3.424823,2.629622,0.671714,,,
1232,10.266667,-3.426777,2.640978,0.658682,,,
1233,10.275000,-3.428939,2.651965,0.645976,,,
1234,10.283333,-3.430812,2.662301,0.632976,,,
1235,10.291667,-3.432823,2.672124,0.620173,,,
1236,10.300000,-3.434808,2.681260,0.607140,,,
1237,10.308333,-3.436198,2.689713,0.593948,,,
1238,10.316667,-3.438069,2.697715,0.580807,,,
1239,10.325000,-3.439258,2.704848,0.567994,,,
1240,10.333333,-3.440605,2.711364,0.554772,,,
1241,10.341667,-3.441831,2.717215,0.541631,,,
1242,10.350000,-3.442738,2.722355,0.528564,,,
1243,10.358333,-3.443866,2.726913,0.515519,,,
1244,10.366667,-3.444913,2.730717,0.502153,,,
1245,10.375000,-3.445634,2.733919,0.489033,,,
1246,10.383333,-3.446368,2.736267,0.475828,,,
1247,10.391667,-3.447018,2.737886,0.462570,,,
1248,10.400000,-3.447725,2.739089,0.449250,,,
1249,10.408333,-3.448401,2.739487,0.436094,,,
1250,10.416667,-3.448876,2.739100,0.422795,,,
1251,10.425000,-3.449445,2.738306,0.409536,,,
1252,10.433333,-3.449753,2.736715,0.396283,,,
1253,10.441667,-3.450324,2.734560,0.382728,,,
1254,10.450000,-3.450811,2.731627,0.369230,,,
1255,10.458333,-3.450951,2.728093,0.356010,,,
1256,10.466667,-3.451376,2.723971,0.342180,,,
1257,10.475000,-3.451595,2.719154,0.328552,,,
1258,10.483333,-3.452058,2.713861,0.314741,,,
1259,10.491667,-3.452150,2.708129,0.301281,,,
1260,10.500000,-3.452183,2.701575,0.287526,,,
1261,10.508333,-3.452442,2.694793,0.273795,,,
1262,10.516667,-3.452190,2.687244,0.260100,,,
1263,10.525000,-3.452333,2.679686,0.246000,,,
1264,10.533333,-3.452379,2.671687,0.232053,,,
1265,10.541667,-3.452447,2.663110,0.218146,,,
1266,10.550000,-3.452651,2.654665,0.203689,,,
1267,10.558333,-3.452558,2.645492,0.189034,,,
1268,10.566667,-3.452593,2.636609,0.174342,,,
1269,10.575000,-3.452629,2.627354,0.160058,,,
1270,10.583333,-3.452628,2.617936,0.145459,,,
1271,10.591667,-3.452684,2.608682,0.130789,,,
1272,10.600000,-3.452760,2.599519,0.116055,,,
1273,10.608333,-3.452686,2.589987,0.101273,,,
1274,10.616667,-3.452465,2.580678,0.086277,-2.998000,1.462889,-0.438681
1275,10.625000,-3.452161,2.571077,0.072215,,,
1276,10.633333,-3.452009,2.561753,0.057597,,,
1277,10.641667,-3.451464,2.551707,0.042980,,,
1278,10.650000,-3.451030,2.541784,0.028711,-2.946178,1.487419,-0.526556
1279,10.658333,-3.450612,2.531422,0.014308,-2.850956,1.475662,-0.553031
1280,10.666667,-3.449770,2.520850,-0.000093,-2.786899,1.459184,-0.568406
1281,10.675000,-3.449286,2.510434,-0.014271,,,
1282,10.683333,-3.448802,2.499642,-0.028562,,,
1283,10.691667,-3.448178,2.488819,-0.043197,,,
1284,10.700000,-3.447500,2.477946,-0.057466,,,
1285,10.708333,-3.447168,2.467298,-0.072324,,,
1286,10.716667,-3.446681,2.456457,-0.086754,,,
1287,10.725000,-3.446129,2.445709,-0.101423,,,
1288,10.733333,-3.445868,2.435512,-0.116067,,,
1289,10.741667,-3.445819,2.425317,-0.130378,,,
1290,10.750000,-3.445876,2.415286,-0.144905,,,
1291,10.758333,-3.446137,2.405422,-0.159885,,,
1292,10.766667,-3.446516,2.395783,-0.174986,,,
1293,10.775000,-3.446950,2.386173,-0.189675,,,
1294,10.783333,-3.447761,2.377033,-0.204931,,,
1295,10.791667,-3.448754,2.367898,-0.220034,,,
1296,10.800000,-3.449649,2.358665,-0.234926,,,
1297,10.808333,-3.451136,2.349859,-0.250252,,,
1298,10.816667,-3.452572,2.340937,-0.265500,,,
1299,10.825000,-3.454045,2.332268,-0.280563,,,
1300,10.833333,-3.456006,2.323314,-0.296044,,,
1301,10.841667,-3.457791,2.314395,-0.311022,,,
1302,10.850000,-3.460016,2.305377,-0.326728,,,
1303,10.858333,-3.462172,2.296402,-0.341907,,,
1304,10.866667,-3.464599,2.287216,-0.357250,,,
1305,10.875000,-3.467018,2.278005,-0.372485,,,
1306,10.883333,-3.469275,2.268585,-0.387719,,,
1307,10.891667,-3.472093,2.259375,-0.403387,,,
1308,10.900000,-3.474559,2.250312,-0.418505,,,
1309,10.908333,-3.477252,2.240740,-0.433760,,,
1310,10.916667,-3.480118,2.231617,-0.448993,,,
1311,10.925000,-3.483063,2.222327,-0.464565,,,
1312,10.933333,-3.486223,2.212843,-0.479961,,,
1313,10.941667,-3.489295,2.203881,-0.495151,,,
1314,10.950000,-3.492501,2.194532,-0.510589,,,
1315,10.958333,-3.495866,2.185225,-0.525974,,,
1316,10.966667,-3.499121,2.176095,-0.541436,,,
1317,10.975000,-3.502629,2.166745,-0.556795,,,
1318,10.983333,-3.506073,2.157217,-0.572055,,,
1319,10.991667,-3.509397,2.148128,-0.587392,,,
1320,11.000000,-3.512829,2.138483,-0.602650,,,
1321,11.008333,-3.516572,2.129119,-0.618119,,,
1322,11.016667,-3.520043,2.119895,-0.633317,,,
1323,11.025000,-3.523341,2.110429,-0.648501,,,
1324,11.033333,-3.526949,2.100795,-0.663798,,,
1325,11.041667,-3.530184,2.091334,-0.678781,,,
1326,11.050000,-3.533488,2.081982,-0.693589,,,
1327,11.058333,-3.537016,2.072513,-0.708981,,,
1328,11.066667,-3.540074,2.062846,-0.724015,,,
1329,11.075000,-3.543353,2.053325,-0.738980,,,
1330,11.083333,-3.546429,2.043808,-0.753729,,,
1331,11.091667,-3.549148,2.033903,-0.768475,,,
1332,11.100000,-3.552032,2.023990,-0.783432,,,
1333,11.108333,-3.554497,2.014111,-0.797993,,,
1334,11.116667,-3.557484,2.004233,-0.812582,,,
1335,11.125000,-3.559758,1.994309,-0.827303,,,
1336,11.133333,-3.562315,1.984195,-0.842066,,,
1337,11.141667,-3.564539,1.973960,-0.856618,,,
1338,11.150000,-3.567045,1.964039,-0.871393,,,
1339,11.158333,-3.568987,1.953923,-0.885440,,,
1340,11.166667,-3.571198,1.944121,-0.899896,,,
1341,11.175000,-3.573030,1.934270,-0.914459,,,
1342,11.183333,-3.575099,1.924394,-0.928771,,,
1343,11.191667,-3.577242,1.914792,-0.943110,,,
1344,11.200000,-3.579127,1.905215,-0.957510,,,
1345,11.208333,-3.580996,1.895963,-0.971803,,,
1346,11.216667,-3.582621,1.886780,-0.986206,,,
1347,11.225000,-3.584541,1.877494,-1.000635,,,
1348,11.233333,-3.586453,1.868722,-1.014928,,,
1349,11.241667,-3.588207,1.859971,-1.029407,,,
1350,11.250000,-3.589974,1.851416,-1.043669,,,
1351,11.258333,-3.591379,1.843341,-1.057803,,,
1352,11.266667,-3.592642,1.835060,-1.071932,,,
1353,11.275000,-3.594435,1.826852,-1.086444,,,
1354,11.283333,-3.596062,1.819643,-1.100371,,,
1355,11.291667,-3.597313,1.811788,-1.114539,,,
1356,11.300000,-3.598737,1.804636,-1.128588,,,
1357,11.308333,-3.600103,1.796974,-1.142628,,,
1358,11.316667,-3.601347,1.789558,-1.156826,,,
1359,11.325000,-3.602553,1.782648,-1.170849,,,
1360,11.333333,-3.603431,1.776109,-1.184665,,,
1361,11.341667,-3.604643,1.769442,-1.198789,,,
1362,11.350000,-3.605740,1.763309,-1.213060,,,
1363,11.358333,-3.606812,1.757529,-1.226721,,,
1364,11.366667,-3.607197,1.751757,-1.240338,,,
1365,11.375000,-3.607566,1.746397,-1.253541,,,
1366,11.383333,-3.607947,1.741400,-1.267183,,,
1367,11.391667,-3.608820,1.736515,-1.281199,,,
1368,11.400000,-3.609047,1.731876,-1.294857,,,
1369,11.408333,-3.609090,1.727424,-1.308424,,,
1370,11.416667,-3.609084,1.723101,-1.321754,,,
1371,11.425000,-3.608901,1.719104,-1.335275,,,
1372,11.433333,-3.609065,1.715496,-1.349484,,,
1373,11.441667,-3.609054,1.711716,-1.363126,,,
1374,11.450000,-3.608788,1.708284,-1.376735,,,
1375,11.458333,-3.608310,1.705227,-1.390572,,,
1376,11.466667,-3.607720,1.702376,-1.404511,,,
1377,11.475000,-3.607045,1.699736,-1.418619,,,
1378,11.483333,-3.605859,1.697401,-1.432400,,,
1379,11.491667,-3.605285,1.695396,-1.447170,,,
1380,11.500000,-3.604086,1.693584,-1.461128,,,
1381,11.508333,-3.603224,1.692501,-1.475914,,,
1382,11.516667,-3.602037,1.691833,-1.490348,,,
1383,11.525000,-3.600990,1.691788,-1.505091,,,
1384,11.533333,-3.599425,1.691925,-1.519957,,,
1385,11.541667,-3.597459,1.692697,-1.534799,,,
1386,11.550000,-3.595855,1.694046,-1.550060,,,
1387,11.558333,-3.594141,1.696025,-1.565444,,,
1388,11.566667,-3.592220,1.698371,-1.580915,,,
1389,11.575000,-3.590189,1.701400,-1.596509,,,
1390,11.583333,-3.587843,1.704672,-1.612352,,,
1391,11.591667,-3.585594,1.708826,-1.628160,,,
1392,11.600000,-3.583064,1.713217,-1.644064,,,
1393,11.608333,-3.580238,1.718092,-1.660089,,,
1394,11.616667,-3.577600,1.723062,-1.676247,,,
1395,11.625000,-3.574789,1.728850,-1.692758,,,
1396,11.633333,-3.571742,1.734940,-1.709129,,,
1397,11.641667,-3.568632,1.741384,-1.725252,,,
1398,11.650000,-3.565442,1.748337,-1.741574,,,
1399,11.658333,-3.562038,1.755442,-1.757784,,,
1400,11.666667,-3.558550,1.762894,-1.774151,,,
1401,11.675000,-3.554846,1.770799,-1.790157,,,
1402,11.683333,-3.550916,1.778744,-1.806247,,,
1403,11.691667,-3.547094,1.787210,-1.822378,,,
1404,11.700000,-3.542819,1.795567,-1.838147,,,
1405,11.708333,-3.536900,1.805296,-1.851833,,,
1406,11.716667,-3.534113,1.813209,-1.869514,,,
1407,11.725000,-3.529649,1.822667,-1.885071,,,
1408,11.733333,-3.524834,1.832026,-1.900529,,,
1409,11.741667,-3.518492,1.842732,-1.913640,,,
1410,11.750000,-3.515111,1.851585,-1.930779,,,
1411,11.758333,-3.508392,1.862353,-1.943656,,,
1412,11.766667,-3.504742,1.871656,-1.960201,,,
1413,11.775000,-3.499090,1.881705,-1.974596,,,
1414,11.783333,-3.493765,1.892050,-1.989015,,,
1415,11.791667,-3.485805,1.903666,-2.000719,,,
1416,11.800000,-3.480266,1.914029,-2.014839,,,
1417,11.808333,-3.474050,1.925079,-2.028114,,,
1418,11.816667,-3.467529,1.936283,-2.041439,,,
1419,11.825000,-3.461285,1.947334,-2.054434,,,
1420,11.833333,-3.456534,1.958113,-2.068859,,,
1421,11.841667,-3.448159,1.970788,-2.078880,,,
1422,11.850000,-3.441092,1.982166,-2.090248,,,
1423,11.858333,-3.435577,1.993692,-2.104795,,,
1424,11.866667,-3.428535,2.006006,-2.116657,,,
1425,11.875000,-3.421289,2.018731,-2.127785,,,
1426,11.883333,-3.412502,2.032361,-2.136963,,,
1427,11.891667,-3.405203,2.045462,-2.147575,,,
1428,11.900000,-3.397454,2.058338,-2.158700,,,
1429,11.908333,-3.389752,2.071680,-2.168934,,,
1430,11.916667,-3.382076,2.085032,-2.179219,,,
1431,11.925000,-3.376106,2.097952,-2.191069,,,
1432,11.933333,-3.368594,2.111882,-2.200913,,,
1433,11.941667,-3.361171,2.126102,-2.210578,,,
1434,11.950000,-3.353600,2.140245,-2.220032,,,
1435,11.958333,-3.346166,2.154742,-2.229440,,,
1436,11.966667,-3.338654,2.169347,-2.238827,,,
1437,11.975000,-3.331150,2.184074,-2.248302,,,
1438,11.983333,-3.323674,2.198955,-2.257333,,,
1439,11.991667,-3.316360,2.213857,-2.266755,,,
1440,12.000000,-3.309247,2.228878,-2.275914,,,
1441,12.008333,-3.302248,2.244178,-2.285016,,,
1442,12.016667,-3.295223,2.259367,-2.293996,,,
1443,12.025000,-3.288313,2.274577,-2.302917,,,
1444,12.033333,-3.281460,2.289859,-2.312010,,,
1445,12.041667,-3.274577,2.305179,-2.321001,,,
1446,12.050000,-3.267495,2.320198,-2.330075,,,
1447,12.058333,-3.260801,2.335443,-2.338923,,,
1448,12.066667,-3.254120,2.350541,-2.347811,,,
1449,12.075000,-3.247300,2.365290,-2.356970,,,
1450,12.083333,-3.240575,2.380036,-2.366136,,,
1451,12.091667,-3.233641,2.394440,-2.375248,,,
1452,12.100000,-3.226813,2.408650,-2.384436,,,
1453,12.108333,-3.219861,2.422455,-2.393737,,,
1454,12.116667,-3.212855,2.435821,-2.403029,,,
1455,12.125000,-3.205907,2.449042,-2.412472,,,
1456,12.133333,-3.198881,2.461894,-2.422029,,,
1457,12.141667,-3.191572,2.474186,-2.431669,,,
1458,12.150000,-3.184232,2.486030,-2.441340,,,
1459,12.158333,-3.176954,2.497704,-2.451254,,,
1460,12.166667,-3.169616,2.508672,-2.460953,,,
1461,12.175000,-3.162261,2.519153,-2.471092,,,
1462,12.183333,-3.154884,2.529528,-2.481181,,,
1463,12.191667,-3.147290,2.538941,-2.491338,,,
1464,12.200000,-3.139512,2.548002,-2.501482,,,
1465,12.208333,-3.131738,2.556302,-2.511563,,,
1466,12.216667,-3.123871,2.564250,-2.521812,,,
1467,12.225000,-3.115933,2.571605,-2.532074,,,
1468,12.233333,-3.107634,2.578231,-2.542258,,,
1469,12.241667,-3.099539,2.584628,-2.552713,,,
1470,12.250000,-3.091851,2.590724,-2.563184,,,
1471,12.258333,-3.083095,2.595648,-2.573432,,,
1472,12.266667,-3.074199,2.600147,-2.583452,,,
1473,12.275000,-3.065594,2.604119,-2.593559,,,
1474,12.283333,-3.057381,2.608001,-2.603720,,,
1475,12.291667,-3.047987,2.610623,-2.613679,,,
1476,12.300000,-3.039565,2.613486,-2.623960,,,
1477,12.308333,-3.030145,2.615459,-2.633731,,,
1478,12.316667,-3.020998,2.617012,-2.643756,,,
1479,12.325000,-3.011965,2.618345,-2.653565,,,
1480,12.333333,-3.002095,2.618820,-2.663232,,,
1481,12.341667,-2.992396,2.618927,-2.672782,,,
1482,12.350000,-2.982533,2.618467,-2.682133,,,
1483,12.358333,-2.972861,2.617803,-2.691625,,,
1484,12.366667,-2.962622,2.616131,-2.700836,,,
1485,12.375000,-2.952920,2.614585,-2.709928,,,
1486,12.383333,-2.942895,2.612272,-2.718768,,,
1487,12.391667,-2.932347,2.609477,-2.727464,,,
1488,12.400000,-2.922339,2.606443,-2.736308,,,
1489,12.408333,-2.911608,2.602761,-2.744698,,,
1490,12.416667,-2.900069,2.598109,-2.752831,,,
1491,12.425000,-2.890256,2.594019,-2.761571,,,
1492,12.433333,-2.877330,2.588074,-2.769051,,,
1493,12.441667,-2.868347,2.583988,-2.777563,,,
1494,12.450000,-2.855960,2.577621,-2.785024,,,
1495,12.458333,-2.845443,2.571725,-2.792690,,,
1496,12.466667,-2.833674,2.564974,-2.799877,,,
1497,12.475000,-2.822319,2.558028,-2.806870,,,
1498,12.483333,-2.810785,2.550645,-2.813783,,,
1499,12.491667,-2.799505,2.543493,-2.820862,,,
1500,12.500000,-2.785305,2.534224,-2.824789,,,
1501,12.508333,-2.774625,2.526656,-2.833177,,,
1502,12.516667,-2.763342,2.519062,-2.840062,,,
