Format Version,1.1,Take Name,Take 2016-04-07 08.33.59 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.33.59.370 PM,Total Frames,3382,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
835,6.958333,-2.036067,2.067311,4.270554,,,,,,,,,,,,
836,6.966667,-2.038792,2.075219,4.264135,,,,,,,,,,,,
837,6.975000,-2.042055,2.082846,4.257118,,,,,,,,,,,,
838,6.983333,-2.044974,2.090896,4.250585,,,,,,,,,,,,
839,6.991667,-2.048336,2.098345,4.243199,,,,,,,,,,,,
840,7.000000,-2.051391,2.106355,4.236406,,,,,,,,,,,,
841,7.008333,-2.054821,2.113616,4.228797,,,,,,,,,,,,
842,7.016667,-2.058262,2.121468,4.221504,,,,,,,,,,,,
843,7.025000,-2.061783,2.128769,4.213791,,,,,,,,,,,,
844,7.033333,-2.065457,2.136382,4.206203,,,,,,,,,,,,
845,7.041667,-2.069139,2.143401,4.197960,,,,,,,,,,,,
846,7.050000,-2.072766,2.150648,4.190083,,,,,,,,,,,,
847,7.058333,-2.076656,2.157773,4.181867,,,,,,,,,,,,
848,7.066667,-2.080234,2.164870,4.173738,,,,,,,,,,,,
849,7.075000,-2.084399,2.171889,4.165346,,,,,,,,,,,,
850,7.083333,-2.087889,2.178666,4.156996,,,,,,,,,,,,
851,7.091667,-2.091890,2.185452,4.148212,,,,,,,,,,,,
852,7.100000,-2.095715,2.192155,4.139532,,,,,,,,,,,,
853,7.108333,-2.099980,2.198642,4.130811,,,,,,,,,,,,
854,7.116667,-2.103902,2.204960,4.121951,,,,,,,,,,,,
855,7.125000,-2.107917,2.211355,4.112831,,,,,,,,,,,,
856,7.133333,-2.112303,2.217802,4.103910,,,,,,,,,,,,
857,7.141667,-2.116545,2.223874,4.094623,,,,,,,,,,,,
858,7.150000,-2.120803,2.230065,4.085280,,,,,,,,,,,,
859,7.158333,-2.125202,2.236076,4.075664,,,,,,,,,,,,
860,7.166667,-2.129704,2.242181,4.066057,,,,,,,,,,,,
861,7.175000,-2.133899,2.248237,4.056570,,,,,,,,,,,,
862,7.183333,-2.138115,2.254180,4.046676,,,,,,,,,,,,
863,7.191667,-2.142454,2.259852,4.036865,,,,,,,,,,,,
864,7.200000,-2.146999,2.265700,4.026993,,,,,,,,,,,,
865,7.208333,-2.151118,2.271423,4.017179,,,,,,,,,,,,
866,7.216667,-2.155454,2.277208,4.007225,,,,,,,,,,,,
867,7.225000,-2.159996,2.282601,3.996905,,,,,,,,,,,,
868,7.233333,-2.164489,2.288249,3.986694,,,,,,,,,,,,
869,7.241667,-2.168996,2.293974,3.976614,,,,,,,,,,,,
870,7.250000,-2.173390,2.299520,3.966292,,,,,,,,,,,,
871,7.258333,-2.177744,2.305048,3.956200,,,,,,,,,,,,
872,7.266667,-2.182137,2.310239,3.945548,,,,,,,,,,,,
873,7.275000,-2.186577,2.315522,3.935364,,,,,,,,,,,,
874,7.283333,-2.190917,2.321120,3.925276,,,,,,,,,,,,
875,7.291667,-2.195491,2.326407,3.914986,,,,,,,,,,,,
876,7.300000,-2.199866,2.331564,3.904543,,,,,,,,,,,,
877,7.308333,-2.204244,2.336734,3.894183,,,,,,,,,,,,
878,7.316667,-2.208640,2.341846,3.883775,,,,,,,,,,,,
879,7.325000,-2.213068,2.347118,3.873164,,,,,,,,,,,,
880,7.333333,-2.217470,2.352380,3.862796,,,,,,,,,,,,
881,7.341667,-2.221861,2.357539,3.852246,,,,,,,,,,,,
882,7.350000,-2.226612,2.362605,3.841525,,,,,,,,,,,,
883,7.358333,-2.230999,2.367713,3.831001,,,,,,,,,,,,
884,7.366667,-2.235641,2.372825,3.820286,,,,,,,,,,,,
885,7.375000,-2.240311,2.377863,3.809616,,,,,,,,,,,,
886,7.383333,-2.244936,2.383114,3.798838,,,,,,,,,,,,
887,7.391667,-2.249817,2.388344,3.788208,,,,,,,,,,,,
888,7.400000,-2.254615,2.393420,3.777149,,,,,,,,,,,,
889,7.408333,-2.259417,2.398459,3.766368,,,,,,,,,,,,
890,7.416667,-2.264536,2.403635,3.755201,,,,,,,,,,,,
891,7.425000,-2.269813,2.408628,3.743807,,,,,,,,,,,,
892,7.433333,-2.275208,2.413453,3.732416,,,,,,,,,,,,
893,7.441667,-2.280722,2.418500,3.721053,,,,,,,,,,,,
894,7.450000,-2.286191,2.423475,3.709796,,,,,,,,,,,,
895,7.458333,-2.291891,2.428170,3.698158,,,,,,,,,,,,
896,7.466667,-2.297783,2.432942,3.686481,,,,,,,,,,,,
897,7.475000,-2.303735,2.437361,3.674882,,,,,,,,,,,,
898,7.483333,-2.309807,2.441982,3.663084,,,,,,,,,,,,
899,7.491667,-2.316050,2.446225,3.651244,,,,,,,,,,,,
900,7.500000,-2.322559,2.450470,3.639278,,,,,,,,,,,,
901,7.508333,-2.329014,2.454545,3.627095,,,,,,,,,,,,
902,7.516667,-2.335505,2.458355,3.614977,,,,,,,,,,,,
903,7.525000,-2.342280,2.462002,3.602444,,,,,,,,,,,,
904,7.533333,-2.349072,2.465419,3.589867,,,,,,,,,,,,
905,7.541667,-2.355829,2.468787,3.577434,,,,,,,,,,,,
906,7.550000,-2.363100,2.471794,3.564639,,,,,,,,,,,,
907,7.558333,-2.370144,2.474863,3.551988,,,,,,,,,,,,
908,7.566667,-2.377378,2.477272,3.538868,,,,,,,,,,,,
909,7.575000,-2.384409,2.479733,3.525960,,,,,,,,,,,,
910,7.583333,-2.391623,2.481757,3.512764,,,,,,,,,,,,
911,7.591667,-2.398986,2.483646,3.499553,,,,,,,,,,,,
912,7.600000,-2.406269,2.485372,3.486171,,,,,,,,,,,,
913,7.608333,-2.413473,2.486819,3.472755,,,,,,,,,,,,
914,7.616667,-2.420712,2.488127,3.459062,,,,,,,,,,,,
915,7.625000,-2.428152,2.488918,3.445457,,,,,,,,,,,,
916,7.633333,-2.435255,2.489675,3.431614,,,,,,,,,,,,
917,7.641667,-2.442330,2.490181,3.417583,,,,,,,,,,,,
918,7.650000,-2.449361,2.490616,3.403677,,,,,,,,,,,,
919,7.658333,-2.456430,2.490857,3.389924,,,,,,,,,,,,
920,7.666667,-2.463712,2.490258,3.375414,,,,,,,,,,,,
921,7.675000,-2.470505,2.490013,3.361264,,,,,,,,,,,,
922,7.683333,-2.477532,2.489412,3.346801,,,,,,,,,,,,
923,7.691667,-2.484427,2.488420,3.332422,,,,,,,,,,,,
924,7.700000,-2.491469,2.487480,3.317817,,,,,,,,,,,,
925,7.708333,-2.498278,2.486068,3.302854,,,,,,,,,,,,
926,7.716667,-2.505021,2.484585,3.288052,,,,,,,,,,,,
927,7.725000,-2.511660,2.482904,3.272996,,,,,,,,,,,,
928,7.733333,-2.518839,2.480712,3.257534,,,,,,,,,,,,
929,7.741667,-2.525528,2.478477,3.241951,,,,,,,,,,,,
930,7.750000,-2.532654,2.475968,3.226250,,,,,,,,,,,,
931,7.758333,-2.542163,2.472181,3.208023,,,,,,,,,,,,
932,7.766667,-2.554552,2.465671,3.186395,,,,,,,,,,,,
933,7.775000,-2.555389,2.466845,3.176504,,,,,,,,,,,,
934,7.783333,-2.556458,2.468532,3.166355,,,,,,,,,,,,
935,7.791667,-2.562758,2.465497,3.150319,,,,,,,,,,,,
936,7.800000,-2.569873,2.460847,3.132851,,,,,,,,,,,,
937,7.808333,-2.575660,2.457673,3.116983,,,,,,,,,,,,
938,7.816667,-2.581604,2.454482,3.100986,,,,,,,,,,,,
939,7.825000,-2.587313,2.451164,3.084951,,,,,,,,,,,,
940,7.833333,-2.592730,2.447668,3.069141,,,,,,,,,,,,
941,7.841667,-2.598418,2.443815,3.052540,,,,,,,,,,,,
942,7.850000,-2.603827,2.439890,3.036321,,,,,,,,,,,,
943,7.858333,-2.609151,2.435952,3.020170,,,,,,,,,,,,
944,7.866667,-2.614375,2.431582,3.003721,,,,,,,,,,,,
945,7.875000,-2.619707,2.427076,2.987346,,,,,,,,,,,,
946,7.883333,-2.625135,2.422206,2.970737,,,,,,,,,,,,
947,7.891667,-2.630198,2.417437,2.954021,,,,,,,,,,,,
948,7.900000,-2.635357,2.412640,2.937853,,,,,,,,,,,,
949,7.908333,-2.640373,2.407583,2.921161,,,,,,,,,,,,
950,7.916667,-2.645468,2.402124,2.904304,,,,,,,,,,,,
951,7.925000,-2.650175,2.396761,2.887671,,,,,,,,,,,,
952,7.933333,-2.654954,2.391327,2.871324,,,,,,,,,,,,
953,7.941667,-2.659812,2.385680,2.854358,,,,,,,,,,,,
954,7.950000,-2.664229,2.380015,2.837487,,,,,,,,,,,,
955,7.958333,-2.668815,2.374337,2.820749,,,,,,,,,,,,
956,7.966667,-2.673378,2.368274,2.803761,,,,,,,,,,,,
957,7.975000,-2.677544,2.362278,2.786997,,,,,,,,,,,,
958,7.983333,-2.681874,2.356197,2.770158,,,,,,,,,,,,
959,7.991667,-2.686209,2.349754,2.752879,,,,,,,,,,,,
960,8.000000,-2.690549,2.343839,2.736206,,,,,,,,,,,,
961,8.008333,-2.694812,2.337004,2.718784,,,,,,,,,,,,
962,8.016667,-2.699041,2.330748,2.701785,,,,,,,,,,,,
963,8.025000,-2.703428,2.323998,2.684223,,,,,,,,,,,,
964,8.033333,-2.707432,2.317580,2.667617,,,,,,,,,,,,
965,8.041667,-2.711731,2.310970,2.650120,,,,,,,,,,,,
966,8.050000,-2.716149,2.304646,2.632860,,,,,,,,,,,,
967,8.058333,-2.720409,2.297615,2.615435,,,,,,,,,,,,
968,8.066667,-2.724867,2.291258,2.598222,,,,,,,,,,,,
969,8.075000,-2.729358,2.284561,2.580659,,,,,,,,,,,,
970,8.083333,-2.733897,2.277706,2.563297,,,,,,,,,,,,
971,8.091667,-2.738560,2.271175,2.545827,,,,,,,,,,,,
972,8.100000,-2.743043,2.264440,2.528071,,,,,,,,,,,,
973,8.108333,-2.747723,2.257723,2.510770,,,,,,,,,,,,
974,8.116667,-2.752225,2.250960,2.492786,,,,,,,,,,,,
975,8.125000,-2.757172,2.244141,2.475136,,,,,,,,,,,,
976,8.133333,-2.761751,2.237072,2.457254,,,,,,,,,,,,
977,8.141667,-2.766663,2.230440,2.439493,,,,,,,,,,,,
978,8.150000,-2.771144,2.223425,2.421953,,,,,,,,,,,,
979,8.158333,-2.775741,2.216272,2.404006,,,,,,,,,,,,
980,8.166667,-2.780556,2.209486,2.386148,,,,,,,,,,,,
981,8.175000,-2.785067,2.202214,2.368227,,,,,,,,,,,,
982,8.183333,-2.789508,2.195350,2.350365,,,,,,,,,,,,
983,8.191667,-2.794000,2.188400,2.332388,,,,,,,,,,,,
984,8.200000,-2.798515,2.181409,2.314380,,,,,,,,,,,,
985,8.208333,-2.802636,2.174288,2.296073,,,,,,,,,,,,
986,8.216667,-2.806860,2.167409,2.278344,,,,,,,,,,,,
987,8.225000,-2.811037,2.160300,2.259940,,,,,,,,,,,,
988,8.233333,-2.814955,2.153519,2.242149,,,,,,,,,,,,
989,8.241667,-2.819327,2.146334,2.222813,,,,,,,,,,,,
990,8.250000,-2.823321,2.139462,2.204787,,,,,,,,,,,,
991,8.258333,-2.827196,2.132170,2.186572,,,,,,,,,,,,
992,8.266667,-2.831350,2.125400,2.168221,,,,,,,,,,,,
993,8.275000,-2.835266,2.118159,2.149855,,,,,,,,,,,,
994,8.283333,-2.839294,2.110959,2.131502,,,,,,,,,,,,
995,8.291667,-2.843010,2.103880,2.112958,,,,,,,,,,,,
996,8.300000,-2.846767,2.096715,2.094755,,,,,,,,,,,,
997,8.308333,-2.850412,2.089557,2.076051,,,,,,,,,,,,
998,8.316667,-2.853923,2.082647,2.057848,,,,,,,,,,,,
999,8.325000,-2.857584,2.075611,2.038941,,,,,,,,,,,,
1000,8.333333,-2.861205,2.068648,2.020528,,,,,,,,,,,,
1001,8.341667,-2.864878,2.061578,2.001599,,,,,,,,,,,,
1002,8.350000,-2.868758,2.054849,1.982564,,,,,,,,,,,,
1003,8.358333,-2.872294,2.047642,1.963671,,,,,,,,,,,,
1004,8.366667,-2.876183,2.040715,1.944566,,,,,,,,,,,,
1005,8.375000,-2.879474,2.033540,1.925602,,,,,,,,,,,,
1006,8.383333,-2.883154,2.026588,1.906495,,,,,,,,,,,,
1007,8.391667,-2.886853,2.019648,1.886944,,,,,,,,,,,,
1008,8.400000,-2.890544,2.012866,1.867654,,,,,,,,,,,,
1009,8.408333,-2.893857,2.006180,1.848358,,,,,,,,,,,,
1010,8.416667,-2.897212,1.999482,1.828691,,,,,,,,,,,,
1011,8.425000,-2.900669,1.992758,1.809101,,,,,,,,,,,,
1012,8.433333,-2.904159,1.986045,1.789632,,,,,,,,,,,,
1013,8.441667,-2.907691,1.979407,1.769607,,,,,,,,,,,,
1014,8.450000,-2.911040,1.973216,1.749426,,,,,,,,,,,,
1015,8.458333,-2.914577,1.966573,1.729707,,,,,,,,,,,,
1016,8.466667,-2.918014,1.960012,1.709389,,,,,,,,,,,,
1017,8.475000,-2.921539,1.953671,1.688777,,,,,,,,,,,,
1018,8.483333,-2.924955,1.947453,1.667691,,,,,,,,,,,,
1019,8.491667,-2.928352,1.941187,1.647062,,,,,,,,,,,,
1020,8.500000,-2.931954,1.934608,1.626175,,,,,,,,,,,,
1021,8.508333,-2.935606,1.928488,1.604753,,,,,,,,,,,,
1022,8.516667,-2.939120,1.922321,1.583748,,,,,,,,,,,,
1023,8.525000,-2.942770,1.916004,1.562161,,,,,,,,,,,,
1024,8.533333,-2.946486,1.909971,1.541054,,,,,,,,,,,,
1025,8.541667,-2.949902,1.903749,1.519410,,,,,,,,,,,,
1026,8.550000,-2.953374,1.897605,1.498075,,,,,,,,,,,,
1027,8.558333,-2.957207,1.891775,1.475853,,,,,,,,,,,,
1028,8.566667,-2.960651,1.885957,1.454378,,,,,,,,,,,,
1029,8.575000,-2.964208,1.880212,1.432049,,,,,,,,,,,,
1030,8.583333,-2.967803,1.874538,1.410237,,,,,,,,,,,,
1031,8.591667,-2.971601,1.868989,1.387783,,,,,,,,,,,,
1032,8.600000,-2.975037,1.863421,1.365727,,,,,,,,,,,,
1033,8.608333,-2.978548,1.858307,1.343430,,,,,,,,,,,,
1034,8.616667,-2.982159,1.852840,1.320886,,,,,,,,,,,,
1035,8.625000,-2.985849,1.847865,1.298367,,,,,,,,,,,,
1036,8.633333,-2.989333,1.842715,1.275567,,,,,,,,,,,,
1037,8.641667,-2.992737,1.838032,1.253104,,,,,,,,,,,,
1038,8.650000,-2.996083,1.833185,1.230408,,,,,,,,,,,,
1039,8.658333,-2.999839,1.828586,1.207242,,,,,,,,,,,,
1040,8.666667,-3.003643,1.823940,1.184392,,,,,,,,,,,,
1041,8.675000,-3.007275,1.819407,1.161262,,,,,,,,,,,,
1042,8.683333,-3.010944,1.815107,1.138109,,,,,,,,,,,,
1043,8.691667,-3.014646,1.810829,1.114854,,,,,,,,,,,,
1044,8.700000,-3.018823,1.806823,1.091385,,,,,,,,,,,,
1045,8.708333,-3.022758,1.803058,1.067507,,,,,,,,,,,,
1046,8.716667,-3.026731,1.799165,1.044242,,,,,,,,,,,,
1047,8.725000,-3.030721,1.795372,1.020772,,,,,,,,,,,,
1048,8.733333,-3.034576,1.791579,0.997007,,,,,,,,,,,,
1049,8.741667,-3.038419,1.787835,0.973534,,,,,,,,,,,,
1050,8.750000,-3.041892,1.784016,0.950048,,,,,,,,,,,,
1051,8.758333,-3.045771,1.780354,0.926570,,,,,,,,,,,,
1052,8.766667,-3.049343,1.776751,0.902993,,,,,,,,,,,,
1053,8.775000,-3.053169,1.773233,0.879506,,,,,,,,,,,,
1054,8.783333,-3.056685,1.769766,0.856148,,,,,,,,,,,,
1055,8.791667,-3.060315,1.766671,0.832569,,,,,,,,,,,,
1056,8.800000,-3.064013,1.764019,0.809156,,,,,,,,,,,,
1057,8.808333,-3.067491,1.761551,0.785548,,,,,,,,,,,,
1058,8.816667,-3.071181,1.759212,0.762458,,,,,,,,,,,,
1059,8.825000,-3.074593,1.756925,0.738983,,,,,,,,,,,,
1060,8.833333,-3.078316,1.755250,0.715576,,,,,,,,,,,,
1061,8.841667,-3.081954,1.753363,0.692291,,,,,,,,,,,,
1062,8.850000,-3.085927,1.751772,0.668709,,,,,,,,,,,,
1063,8.858333,-3.089584,1.750689,0.645220,,,,,,,,,,,,
1064,8.866667,-3.093465,1.749477,0.622070,,,,,,,,,,,,
1065,8.875000,-3.097406,1.748674,0.598806,,,,,,,,,,,,
1066,8.883333,-3.101245,1.747615,0.575471,,,,,,,,,,,,
1067,8.891667,-3.105039,1.747080,0.552233,,,,,,,,,,,,
1068,8.900000,-3.108546,1.746858,0.529176,,,,,,,,,,,,
1069,8.908333,-3.112255,1.746740,0.506326,,,,,,,,,,,,
1070,8.916667,-3.115816,1.746815,0.483127,,,,,,,,,,,,
1071,8.925000,-3.119138,1.747098,0.460136,,,,,,,,,,,,
1072,8.933333,-3.122644,1.747948,0.437299,,,,,,,,,,,,
1073,8.941667,-3.125866,1.748684,0.414671,,,,,,,,,,,,
1074,8.950000,-3.129104,1.749873,0.391863,,,,,,,,,,,,
1075,8.958333,-3.132351,1.751075,0.368817,,,,,,,,,,,,
1076,8.966667,-3.135545,1.752621,0.346047,,,,,,,,,,,,
1077,8.975000,-3.138854,1.754315,0.323061,,,,,,,,,,,,
1078,8.983333,-3.141769,1.756445,0.300657,,,,,,,,,,,,
1079,8.991667,-3.144886,1.758792,0.278173,,,,,,,,,,,,
1080,9.000000,-3.147644,1.761226,0.255607,,,,,,,,,,,,
1081,9.008333,-3.150798,1.763849,0.232982,,,,,,,,,,,,
1082,9.016667,-3.153726,1.766660,0.210356,,,,,,,,,,,,
1083,9.025000,-3.156776,1.769668,0.187668,,,,,,,,,,,,
1084,9.033333,-3.159656,1.772856,0.165312,,,,,,,,,,,,
1085,9.041667,-3.162456,1.776476,0.143116,,,,,,,,,,,,
1086,9.050000,-3.165312,1.780216,0.120666,,,,,,,,,,,,
1087,9.058333,-3.168535,1.784042,0.098066,,,,,,,,,,,,
1088,9.066667,-3.171411,1.788065,0.075814,,,,,,,,,,,,
1089,9.075000,-3.174267,1.792109,0.053495,,,,,,,,,,,,
1090,9.083333,-3.176828,1.796318,0.031386,,,,,,,,,,,,
1091,9.091667,-3.179713,1.800729,0.009155,,,,,,,,,,,,
1092,9.100000,-3.182334,1.805138,-0.012703,,,,,,,,,,,,
1093,9.108333,-3.184452,1.809946,-0.033854,,,,,,,,,,,,
1094,9.116667,-3.186907,1.814835,-0.055437,,,,,,,,,,,,
1095,9.125000,-3.188718,1.820164,-0.076284,,,,,,,,,,,,
1096,9.133333,-3.190348,1.825569,-0.096875,,,,,,,,,,,,
1097,9.141667,-3.192178,1.831148,-0.117845,,,,,,,,,,,,
1098,9.150000,-3.193616,1.837378,-0.138125,,,,,,,,,,,,
1099,9.158333,-3.194978,1.843810,-0.158477,,,,,,,,,,,,
1100,9.166667,-3.196202,1.850336,-0.178712,,,,,,,,,,,,
1101,9.175000,-3.197444,1.857171,-0.199109,,,,,,,,,,,,
1102,9.183333,-3.198642,1.864471,-0.219359,,,,,,,,,,,,
1103,9.191667,-3.199348,1.871904,-0.238978,,,,,,,,,,,,
1104,9.200000,-3.200389,1.879529,-0.259066,,,,,,,,,,,,
1105,9.208333,-3.201312,1.887387,-0.279219,,,,,,,,,,,,
1106,9.216667,-3.202133,1.895554,-0.299253,,,,,,,,,,,,
1107,9.225000,-3.202981,1.903624,-0.319082,,,,,,,,,,,,
1108,9.233333,-3.203270,1.911844,-0.338896,,,,,,,,,,,,
1109,9.241667,-3.203648,1.920369,-0.358464,,,,,,,,,,,,
1110,9.250000,-3.204110,1.928893,-0.378338,,,,,,,,,,,,
1111,9.258333,-3.204478,1.937909,-0.397953,,,,,,,,,,,,
1112,9.266667,-3.204662,1.946619,-0.417379,,,,,,,,,,,,
1113,9.275000,-3.204553,1.955914,-0.436352,-2.337313,1.213464,-0.372268,,,,,,,,,
1114,9.283333,-3.204537,1.965095,-0.455659,,,,,,,,,,,,
1115,9.291667,-3.204368,1.974519,-0.474607,-2.375481,1.219829,-0.408023,,,,,,,,,
1116,9.300000,-3.203976,1.984020,-0.493410,,,,,,,,,,,,
1117,9.308333,-3.203506,1.993352,-0.512394,,,,,,,,,,,,
1118,9.316667,-3.203122,2.003126,-0.531029,,,,,,,,,,,,
1119,9.325000,-3.202783,2.012738,-0.550046,,,,,,,,,,,,
1120,9.333333,-3.202331,2.022385,-0.568775,,,,,,,,,,,,
1121,9.341667,-3.201964,2.032290,-0.587582,,,,,,,,,,,,
1122,9.350000,-3.201499,2.042186,-0.606219,,,,,,,,,,,,
1123,9.358333,-3.201120,2.051988,-0.624936,,,,,,,,,,,,
1124,9.366667,-3.200901,2.061944,-0.643817,,,,,,,,,,,,
1125,9.375000,-3.200588,2.072047,-0.662565,,,,,,,,,,,,
1126,9.383333,-3.200362,2.081742,-0.681627,,,,,,,,,,,,
1127,9.391667,-3.200114,2.091751,-0.700270,,,,,,,,,,,,
1128,9.400000,-3.199769,2.101639,-0.719270,,,,,,,,,,,,
1129,9.408333,-3.199695,2.111473,-0.738348,,,,,,,,,,,,
1130,9.416667,-3.199703,2.121677,-0.757651,,,,,,,,,,,,
1131,9.425000,-3.199626,2.131292,-0.777028,,,,,,,,,,,,
1132,9.433333,-3.199555,2.141357,-0.796038,,,,,,,,,,,,
1133,9.441667,-3.199296,2.151213,-0.814891,,,,,,,,,,,,
1134,9.450000,-3.199189,2.160864,-0.834206,,,,,,,,,,,,
1135,9.458333,-3.198893,2.170500,-0.852936,,,,,,,,,,,,
1136,9.466667,-3.198540,2.179803,-0.871896,,,,,,,,,,,,
1137,9.475000,-3.198315,2.189006,-0.891106,,,,,,,,,,,,
1138,9.483333,-3.197853,2.197877,-0.909992,,,,,,,,,,,,
1139,9.491667,-3.197164,2.206636,-0.929011,,,,,,,,,,,,
1140,9.500000,-3.196871,2.215255,-0.948169,,,,,,,,,,,,
1141,9.508333,-3.196218,2.223917,-0.966934,,,,,,,,,,,,
1142,9.516667,-3.195405,2.231982,-0.986010,,,,,,,,,,,,
1143,9.525000,-3.194723,2.240334,-1.004864,,,,,,,,,,,,
1144,9.533333,-3.194060,2.248579,-1.023702,,,,,,,,,,,,
1145,9.541667,-3.193312,2.256420,-1.043044,,,,,,,,,,,,
1146,9.550000,-3.191804,2.264320,-1.061317,,,,,,,,,,,,
1147,9.558333,-3.190419,2.272151,-1.080271,,,,,,,,,,,,
1148,9.566667,-3.189093,2.279938,-1.098552,,,,,,,,,,,,
1149,9.575000,-3.187790,2.287055,-1.117582,,,,,,,,,,,,
1150,9.583333,-3.186389,2.294253,-1.136402,,,,,,,,,,,,
1151,9.591667,-3.184673,2.301244,-1.155109,,,,,,,,,,,,
1152,9.600000,-3.182489,2.308089,-1.173579,,,,,,,,,,,,
1153,9.608333,-3.179984,2.314705,-1.192036,,,,,,,,,,,,
1154,9.616667,-3.177515,2.321120,-1.210154,,,,,,,,,,,,
1155,9.625000,-3.175164,2.327241,-1.228961,,,,,,,,,,,,
1156,9.633333,-3.172369,2.333179,-1.247215,,,,,,,,,,,,
1157,9.641667,-3.168972,2.338830,-1.265323,,,,,,,,,,,,
1158,9.650000,-3.166248,2.344427,-1.284117,,,,,,,,,,,,
1159,9.658333,-3.162960,2.349751,-1.302443,,,,,,,,,,,,
1160,9.666667,-3.159131,2.354796,-1.320776,,,,,,,,,,,,
1161,9.675000,-3.155704,2.359797,-1.339302,,,,,,,,,,,,
1162,9.683333,-3.151877,2.364359,-1.357743,,,,,,,,,,,,
1163,9.691667,-3.147888,2.368978,-1.376308,,,,,,,,,,,,
1164,9.700000,-3.144161,2.373260,-1.394819,,,,,,,,,,,,
1165,9.708333,-3.139434,2.377295,-1.413171,,,,,,,,,,,,
1166,9.716667,-3.135682,2.381487,-1.432247,,,,,,,,,,,,
1167,9.725000,-3.131347,2.385256,-1.450946,,,,,,,,,,,,
1168,9.733333,-3.126948,2.389056,-1.469995,,,,,,,,,,,,
1169,9.741667,-3.122214,2.392550,-1.488738,,,,,,,,,,,,
1170,9.750000,-3.118000,2.396095,-1.507940,,,,,,,,,,,,
1171,9.758333,-3.112794,2.399547,-1.527200,,,,,,,,,,,,
1172,9.766667,-3.108244,2.402951,-1.546935,,,,,,,,,,,,
1173,9.775000,-3.102872,2.406360,-1.566332,,,,,,,,,,,,
1174,9.783333,-3.097835,2.409387,-1.586008,,,,,,,,,,,,
1175,9.791667,-3.092188,2.412333,-1.605480,,,,,,,,,,,,
1176,9.800000,-3.086325,2.415045,-1.625007,,,,,,,,,,,,
1177,9.808333,-3.080463,2.417681,-1.644495,,,,,,,,,,,,
1178,9.816667,-3.074215,2.420225,-1.663749,,,,,,,,,,,,
1179,9.825000,-3.067757,2.422808,-1.683463,,,,,,,,,,,,
1180,9.833333,-3.061202,2.425286,-1.703110,,,,,,,,,,,,
1181,9.841667,-3.054290,2.427913,-1.722344,,,,,,,,,,,,
1182,9.850000,-3.046925,2.430303,-1.741729,,,,,,,,,,,,
1183,9.858333,-3.039512,2.432689,-1.761250,,,,,,,,,,,,
1184,9.866667,-3.032152,2.435221,-1.780617,,,,,,,,,,,,
1185,9.875000,-3.024455,2.437664,-1.799831,,,,,,,,,,,,
1186,9.883333,-3.016630,2.439991,-1.819219,,,,,,,,,,,,
1187,9.891667,-3.008319,2.442415,-1.838684,,,,,,,,,,,,
1188,9.900000,-2.999876,2.444748,-1.858038,,,,,,,,,,,,
1189,9.908333,-2.991264,2.447104,-1.877319,,,,,,,,,,,,
1190,9.916667,-2.982628,2.449405,-1.896633,,,,,,,,,,,,
1191,9.925000,-2.973652,2.452011,-1.915941,,,,,,,,,,,,
1192,9.933333,-2.964586,2.454606,-1.935072,,,,,,,,,,,,
1193,9.941667,-2.955075,2.457007,-1.954094,,,,,,,,,,,,
1194,9.950000,-2.945271,2.459127,-1.972931,,,,,,,,,,,,
1195,9.958333,-2.935067,2.461320,-1.991703,,,,,,,,,,,,
1196,9.966667,-2.924785,2.463336,-2.010266,,,,,,,,,,,,
1197,9.975000,-2.914158,2.465238,-2.028939,,,,,,,,,,,,
1198,9.983333,-2.903337,2.467198,-2.047300,,,,,,,,,,,,
1199,9.991667,-2.892252,2.468688,-2.065573,,,,,,,,,,,,
1200,10.000000,-2.880993,2.470294,-2.083877,,,,,,,,,,,,
1201,10.008333,-2.869657,2.471783,-2.102298,,,,,,,,,,,,
1202,10.016667,-2.857919,2.473104,-2.120383,,,,,,,,,,,,
1203,10.025000,-2.846436,2.474303,-2.138815,,,,,,,,,,,,
1204,10.033333,-2.834558,2.475292,-2.157186,,,,,,,,,,,,
1205,10.041667,-2.822382,2.476231,-2.175345,,,,,,,,,,,,
1206,10.050000,-2.809938,2.476911,-2.193416,,,,,,,,,,,,
1207,10.058333,-2.797696,2.477896,-2.211786,,,,,,,,,,,,
1208,10.066667,-2.785035,2.478537,-2.229846,,,,,,,,,,,,
1209,10.075000,-2.772171,2.479192,-2.247727,,,,,,,,,,,,
1210,10.083333,-2.759493,2.479840,-2.265992,,,,,,,,,,,,
1211,10.091667,-2.746197,2.480314,-2.283867,,,,,,,,,,,,
1212,10.100000,-2.733085,2.480955,-2.302036,,,,,,,,,,,,
1213,10.108333,-2.719830,2.481560,-2.320282,,,,,,,,,,,,
1214,10.116667,-2.705830,2.481857,-2.337950,,,,,,,,,,,,
1215,10.125000,-2.691964,2.481795,-2.356112,,,,,,,,,,,,
1216,10.133333,-2.677692,2.481857,-2.373828,,,,,,,,,,,,
1217,10.141667,-2.663720,2.481667,-2.391953,,,,,,,,,,,,
1218,10.150000,-2.648956,2.481332,-2.409745,,,,,,,,,,,,
