#Time	X	Y	Z	22:5.687757734167262:6.860601073829677:2.184	23:0.456699805021469:13.621159074905579:2.184	27:-0.0347464218529554:8.885839952284737:2.184	2b:5.800808800076867:3.8185823631946056:2.184	2c:-0.04052054425628793:4.852695354223979:2.184	2e:0.1806430089623272:2.8091662395874213:2.184	31:-0.19103679563592513:10.810429804989036:2.184	3e:4.693287432619167:13.466995121979497:2.184	3f:2.3501069808980755:-0.0034689849945337414:2.184
1459998471.8   1.13783570705     10.5573288975  1.04259796219   5.87384925218   3.37760724111   2.37676992121  8.50420693745  5.83873695016  7.81984593023   1.77283042251  4.66238418545  0
1459998473.82  1.06137752175     10.558761382   0.844686158416  5.92696731166   3.3703543491    2.48532854082  8.53385219306  5.81600148817  7.8589555741    1.85694891696  0              10.7813536673
1459998475.8   1.20656626817     10.5392615286  1.01465523553   5.89539823472   3.3102540363    2.42602107533  8.27168197253  5.86815034832  7.82858363785   1.87183229782  4.6998144675   0
1459998477.8   1.1923546566      10.5859900027  1.06025991587   5.98076480048   3.38377997755   2.46067040572  8.42625505835  5.83273645102  7.80226781415   1.78185973076  4.51707353266  0
1459998479.82  1.28284965387     10.4996217968  1.02273722973   5.75858297248   3.40660145534   2.49129373744  8.62505020201  5.79774059508  7.85042261592   1.85695336643  4.71654307853  10.712941477
1459998481.8   1.14012511687     10.5211417466  0.995123450668  5.91524690737   3.36015700097   2.43191965668  8.37861641373  5.80776752913  7.76061278351   1.80761058469  4.72241493923  0
1459998483.8   1.20376714217     10.5534273253  1.06714691958   5.87825201071   3.35630141078   2.42244416361  8.33996075205  5.8434135139   7.85058683416   1.79482148243  4.63868983253  0
1459998485.82  1.18524002167     10.5545756748  1.02499607278   5.91996258922   3.32897073239   2.40872183464  8.30888820735  5.84960493071  7.79225087406   1.84795839741  4.66938019269  10.7699801254
1459998487.8   1.21706636996     10.5749228648  1.07540090856   5.90264344106   3.2854857307    2.44620513571  8.37264804532  5.87850228563  7.76384078967   1.83911854863  4.5897507056   0
1459998489.82  1.17038506375     10.5743944644  1.01948741233   5.92984648872   3.35932682833   2.36757485244  8.60572219521  5.83899609116  7.8589567376    1.83434621879  4.68877697243  10.924057667
1459998491.8   1.19067444103     10.5405185079  0.96395766115   5.92599871357   3.32772655153   2.47377882744  8.33374678781  5.8339238313   7.79376345345   1.8931989785   4.68516933101  0
1459998493.8   1.1042758446      10.4843785946  0.904779498292  5.96511991622   3.38047352845   2.44717217924  8.29067757098  5.76342767961  7.80011749981   1.84801325842  4.23483735898  0
1459998495.82  1.1677893843      10.5360221097  1.03494281416   5.86141499423   3.33572919035   2.37825107533  8.35483058148  5.85774060983  7.83814318449   1.81701872009  0              0
1459998497.8   1.23670686797     10.5471912426  1.05062393472   5.89376869925   3.37592361896   2.45571898544  8.28234148771  5.87044643556  7.81524140694   1.8235721737   4.60846269788  0
1459998499.8   1.24353148607     10.5230883378  1.07757162029   5.89139370409   3.31133730854   2.45034917746  8.23157071508  5.77668218185  7.78324955948   1.85911078471  4.62135586794  0
1459998501.82  1.25502280957     10.5535231388  1.06145517757   5.83478408201   3.36306551175   2.46596813898  8.25683552382  5.83071933046  7.88725841545   1.8255961557   4.63509852224  10.721333436
1459998503.8   1.14387535296     10.5725427624  0.905533122525  5.96805239154   3.42682611161   2.48331922462  8.50601375584  5.91398414386  7.77737796495   1.85445890679  4.64274126918  0
1459998505.8   1.05480758146     10.4874356166  0.830690012205  5.98375744657   3.41326519516   2.41006270053  8.74060556341  5.85035141796  7.87870516058   1.85978184221  4.95221399642  0
1459998507.8   1.13137317716     10.6040403074  1.08079386483   5.95170488579   3.31216080432   2.47973505694  8.47917009718  5.82980992754  7.83800589312   1.69312326662  4.62265713718  0
1459998509.8   1.27524227223     10.5897678036  1.1069947714    5.94869441322   3.33559426098   2.41949125795  8.30813917475  5.87797803231  7.83628393262   1.87436656112  4.46713945002  0
1459998511.82  1.13247010033     10.5599893233  1.02347869229   5.91093224877   0               2.37757772074  8.41942506167  5.83610321021  7.89045139355   1.78986769712  4.71280393492  11.1912309671
1459998513.8   1.23859222895     10.5578466362  1.04366553638   5.91902067442   3.36577035629   2.42196753181  8.61863980517  5.9212278316   7.88994326763   1.83574463479  4.6350858625   11.1695156155
1459998515.8   1.28668391248     10.5892101853  1.11332666153   5.90399755617   3.35942382913   2.41397670774  8.71199050085  5.89823417557  0               1.83797630966  4.53301115492  10.7562487799
1459998517.82  1.13826333796     10.5366019175  1.23461725105   5.90440468456   3.33714289788   0              8.32436178361  5.81518561858  7.85219973003   1.65915120427  4.65363297299  0
1459998519.8   1.30699208869     10.5376041922  1.22840928745   5.87856906706   3.29634834168   2.25604027887  8.54665559319  5.89114927521  7.83589706373   1.89492171766  4.51702398916  0
1459998521.8   1.43590754641     10.4922588271  1.26498912033   6.01107305702   3.36459199736   2.49380124313  7.94190993217  5.81689291237  7.89251255015   1.8239479053   4.56350401292  0
1459998506.59  1.08246560882     10.5447474497  0.953838117338  5.96509045079   3.32313456866   2.47972466449  8.39790605546  5.83100034657  7.80050854575   1.76331970049  0              0
1459998508.61  1.17931807328     10.5882094442  0.916362397697  5.98750809753   3.39472758506   2.48078895015  7.89022343571  5.93179685853  7.79649144975   1.87679301114  4.67276652447  10.9166683635
1459998510.59  1.19614658533     10.5577506383  1.02328657428   5.91992115878   3.3829505577    2.4416141741   8.40014537733  5.80022980691  7.84224348377   1.83245028084  4.59527873356  0
1459998512.59  1.23701890846     10.532196311   1.0569319738    5.91246745121   3.39895993258   2.37774951526  8.28756690802  5.8715856001   7.78717859803   1.86579364976  4.57685890637  0
1459998514.61  1.20134441986     10.554193948   1.08033923264   5.93851493281   3.347269939     2.32899833126  8.29958322844  5.87142294965  7.86288498394   1.83984684263  4.61169168953  10.6805113289
1459998516.59  1.23386936411     10.5605874301  1.06733233529   5.90362277629   3.32494472227   2.43994378052  8.27452657852  5.88362777861  7.83018798464   1.83344389902  4.61519345544  0
1459998518.61  0.547657455264    10.5241730013  0.593192610116  6.53931417517   3.40845749003   2.42216694939  8.63933069723  5.8485510241   7.82523046937   1.79426213052  4.57002639412  10.8211895495
1459998520.59  1.24329594203     10.5584728905  1.05976727602   5.95598736885   3.39851629522   2.45626843557  8.34359588638  5.77053901268  7.8225825139    1.85072123125  4.49305144673  0
1459998522.59  1.25937519386     10.6299411714  1.17247089957   5.88740121866   3.32354754064   2.42708842527  8.33683049213  0              7.89364221671   1.74094493902  4.51090483504  0
1459998524.61  1.21716026966     10.5424315304  0.996436315582  5.97506481224   3.32353182071   2.51914387317  8.24631261465  5.79341877804  7.83372908012   1.86311627377  4.63733139027  10.6378993491
1459998526.61  1.20993834363     10.6169608336  1.04298006646   5.95044395635   3.39880253699   2.43612852332  8.37047233462  5.85895016244  7.86562822044   1.81018820097  4.53560805245  10.9174594175
1459998528.59  1.26930251257     10.519348583   1.0759161306    5.85509462154   3.39100022225   2.42019379626  0              5.90244822477  7.82296412175   1.83102472167  4.63919880506  0
1459998530.61  1.24867567225     10.5246067134  1.09281347594   5.8772518089    3.39165541219   2.38717232911  8.34024257941  5.84505896012  7.77763583443   1.85033517106  4.54548536776  10.5704482437
1459998532.61  1.15830697702     10.5919050418  1.03546994135   5.94120564957   3.3839433352    2.45357556652  8.4098600895   5.8800684594   7.91527023347   1.73155709795  4.63931993211  10.7195861236
1459998534.59  1.25076931535     10.581272256   0.988235650468  5.90682290313   3.39525089487   2.46622870792  8.37325303067  5.92991516502  7.84493483651   1.89751389387  4.55835375499  0
1459998536.59  1.20470577951     10.5427700502  0.981795953025  5.88973853791   3.39821390886   2.44149921887  8.38663279178  5.84285863394  7.81980075628   1.87372155485  4.63486078363  0
1459998538.59  1.23619469315     10.6338626685  1.07568694981   5.87423714426   3.2294604031    2.42720753509  8.4084424628   5.90339460376  0               1.87865923384  4.589116219    0
1459998523.4   1.27311963381     10.6118387812  1.14367654227   5.9199901819    3.34522854945   2.40593649116  8.49495820837  5.91183156152  7.85489509103   1.81059994856  4.50294279729  10.8795963264
1459998525.38  1.15583055129     10.4892193961  0.990483918307  5.93114098169   3.41407127958   0              8.21317691685  5.41054210646  7.82479153686   1.83447221988  4.09668031594  0
1459998527.38  1.22518533459     10.4933650608  1.02070673848   5.84926677631   3.38030059676   2.42417620008  8.21647821193  5.82532377077  7.7971649137    1.85665378014  4.71316309013  0
1459998529.38  1.25465185802     10.5732152671  1.01306148522   5.83655480351   3.41294997001   2.45554978139  8.42542313157  5.90258049194  7.8472767868    1.8746632529   4.55987457707  0
1459998531.38  1.18735135387     10.5156145708  1.01918723527   5.86691971583   3.37332400229   0              8.28669429627  5.86894878266  7.85196763648   1.85387038549  0              0
1459998533.4   1.23292711555     10.5746817037  1.05898030138   5.8496229547    3.3890076918    2.4526885385   8.39514462241  5.76490652095  7.87656227899   1.82814133524  4.56427576901  10.7865906054
1459998535.38  1.18089156752     10.5972518931  0.913737460122  5.89169914866   3.31502619483   2.51022756811  8.43548403819  5.88303034275  7.22875731885   1.89984072381  4.71798507287  0
1459998537.38  1.27830417658     10.5713184654  1.05289818739   5.90783633941   3.34977908476   2.46642601507  8.28963596043  5.84368205189  7.86512671575   1.89455511422  4.53065385015  0
1459998539.4   1.07736002111     10.5529401784  0.952842608442  5.90572195017   3.36260043529   2.4146767562   8.45349219786  5.83631814095  7.78355333223   1.78174910305  0              10.8315632675
1459998524.18  1.24854251011     10.5331718154  1.04632116548   5.91009112207   3.36714165734   2.39739128676  8.32334501467  5.79925563418  7.7826137323    1.92092974474  4.54754011427  0
1459998526.18  1.1720895693      10.5549827627  1.05214509456   5.98309387467   3.34560665902   2.42644701066  8.27282558286  5.88289718447  7.81048153963   1.77058257876  4.65445432467  0
1459998528.18  1.21555065834     10.5466020866  1.00709557907   5.89029008792   3.34811499331   2.49992070812  8.28909925005  5.82850253727  7.85278459223   1.83085061062  4.6733480344   0
1459998530.2   1.20263122845     10.5048262276  1.03912032752   5.88128554874   3.41562821822   2.43861627139  8.25430880467  5.86589990845  7.67941775377   1.7900914123   4.67244148656  10.6935826461
1459998532.18  1.1536715191      10.5595111567  0.935462313017  5.97819577919   3.41187446965   2.48169395428  8.43204364805  5.84082083354  7.81540613243   1.84189750186  4.64337851257  0
1459998534.18  1.42770061657     10.5616156164  1.36853194193   5.55397416021   3.301076954     2.42734395356  8.28758611898  5.87175740178  7.83884083635   1.82761197647  0              0
1459998536.18  1.16243392546     10.5516197818  0.951903361093  5.85703048204   3.34082537727   2.4745509184   8.43121510258  5.87032838821  7.82128924839   1.85049029526  0              0
1459998538.18  1.15658155188     10.5205272508  0.945549306083  5.86524802227   3.45631939568   2.47832991775  8.38892229176  5.83482796174  7.83671988203   1.78723674134  4.74149544151  0
1459998540.18  1.16590104097     10.5029069721  1.01317388372   5.88710876262   3.42560438629   2.46012802447  8.28099921499  5.87883660684  7.73291202934   1.74015786533  4.7372260093   0
1459998542.18  1.18669613748     10.5860878681  1.03684476509   5.88906291302   3.25972893247   2.47739195317  8.38016881253  5.87699508807  7.84458222479   1.81872246204  4.67947090947  0
1459998544.18  1.12534964518     10.5401647465  0.938739979216  5.92017696745   3.38572609003   2.44392335217  8.41208903523  5.835446664    7.85493880134   1.8209476021   4.75702659922  0
1459998546.18  1.20548360509     10.5362851065  0.997131222827  5.86068915686   3.40179205775   2.41396881282  8.38395578565  5.84018442718  7.83810682087   1.86684318923  4.65017228952  0
1459998548.18  1.17513035931     10.559907143   0.937091672077  5.95694191046   3.31852191381   2.43803766074  8.30457643075  0              7.81826068805   1.90003959317  4.24368474645  0
1459998550.18  1.519246895       10.574481171   1.6951490296    5.98302185918   3.2309171449    2.48025688658  8.09109382917  5.73847772755  7.87252536324   1.78144401708  4.27408650515  0
1459998552.2   1.12975460923     10.5289682098  0.956971925559  5.95729194706   3.31952056467   2.4002193245   8.30326720826  5.80848939242  7.81812207343   1.87020739706  4.776495424    10.7324312841
1459998554.18  1.22165698363     10.5300863459  1.03203251882   5.86852950197   3.3835083012    2.42059716898  8.29094294756  5.8575337071   7.82867381332   1.8405799763   4.65679125878  0
1459998556.2   1.18638349968     10.5348180026  1.0956776418    5.86908084662   3.34698719273   2.34320058928  8.34078391768  5.8590889979   7.80515016743   1.7966082153   4.65958027095  11.1192973158
1459998540.97  1.16152261273     10.5466130891  0.957695804106  5.93705612206   3.30080721479   2.43171141741  8.32007450749  5.88141302685  7.8289666841    1.8851263001   4.74821293222  0
1459998542.99  1.23309384791     10.6120458888  1.08633503482   5.96840639176   0               2.44785989513  8.3941583917   5.89571134865  7.80685632295   1.84872611775  4.49280074245  11.0579121125
