Format Version,1.1,Take Name,Take 2016-04-06 08.04.07 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.04.07.496 PM,Total Frames,8788,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1758,14.650000,-2.462226,1.417422,3.491533,,,,,,,,,,,,
1759,14.658333,-2.462068,1.417292,3.491698,,,,,,,,,,,,
1760,14.666667,-2.462337,1.417429,3.491424,,,,,,,,,,,,
1761,14.675000,-2.462088,1.417475,3.491658,,,,,,,,,,,,
1762,14.683333,-2.462400,1.417525,3.491416,,,,,,,,,,,,
1763,14.691667,-2.462287,1.417389,3.491465,,,,,,,,,,,,
1764,14.700000,-2.462328,1.417348,3.491475,,,,,,,,,,,,
1765,14.708333,-2.462139,1.417443,3.491550,,,,,,,,,,,,
1766,14.716667,-2.462199,1.417449,3.491451,,,,,,,,,,,,
1767,14.725000,-2.462143,1.417396,3.491563,,,,,,,,,,,,
1768,14.733333,-2.462235,1.417481,3.491488,,,,,,,,,,,,
1769,14.741667,-2.462263,1.417439,3.491570,,,,,,,,,,,,
1770,14.750000,-2.462267,1.417291,3.491492,,,,,,,,,,,,
1771,14.758333,-2.462416,1.417435,3.491400,,,,,,,,,,,,
1772,14.766667,-2.462099,1.417206,3.491603,,,,,,,,,,,,
1773,14.775000,-2.462091,1.417233,3.491669,,,,,,,,,,,,
1774,14.783333,-2.462194,1.417333,3.491573,,,,,,,,,,,,
1775,14.791667,-2.462126,1.417334,3.491712,,,,,,,,,,,,
1776,14.800000,-2.462216,1.417367,3.491562,,,,,,,,,,,,
1777,14.808333,-2.461980,1.417199,3.491783,,,,,,,,,,,,
1778,14.816667,-2.461850,1.417220,3.491743,,,,,,,,,,,,
1779,14.825000,-2.461879,1.417240,3.491806,,,,,,,,,,,,
1780,14.833333,-2.461957,1.417361,3.491673,,,,,,,,,,,,
1781,14.841667,-2.461988,1.417276,3.491790,,,,,,,,,,,,
1782,14.850000,-2.462182,1.417313,3.491556,,,,,,,,,,,,
1783,14.858333,-2.462244,1.417372,3.491568,,,,,,,,,,,,
1784,14.866667,-2.462276,1.417400,3.491499,,,,,,,,,,,,
1785,14.875000,-2.462168,1.417343,3.491674,,,,,,,,,,,,
1786,14.883333,-2.462214,1.417321,3.491634,,,,,,,,,,,,
1787,14.891667,-2.462232,1.417319,3.491548,,,,,,,,,,,,
1788,14.900000,-2.462104,1.417111,3.491629,,,,,,,,,,,,
1789,14.908333,-2.462138,1.417169,3.491639,,,,,,,,,,,,
1790,14.916667,-2.462064,1.417266,3.491673,,,,,,,,,,,,
1791,14.925000,-2.461910,1.417113,3.491794,,,,,,,,,,,,
1792,14.933333,-2.461939,1.417334,3.491829,,,,,,,,,,,,
1793,14.941667,-2.462077,1.417379,3.491668,,,,,,,,,,,,
1794,14.950000,-2.461971,1.417264,3.491729,,,,,,,,,,,,
1795,14.958333,-2.461960,1.417344,3.491865,,,,,,,,,,,,
1796,14.966667,-2.461884,1.417138,3.491712,,,,,,,,,,,,
1797,14.975000,-2.462250,1.417480,3.491563,,,,,,,,,,,,
1798,14.983333,-2.462049,1.417462,3.491644,,,,,,,,,,,,
1799,14.991667,-2.462011,1.417183,3.491756,,,,,,,,,,,,
1800,15.000000,-2.462071,1.417193,3.491633,,,,,,,,,,,,
1801,15.008333,-2.462110,1.417542,3.491589,,,,,,,,,,,,
1802,15.016667,-2.461853,1.417185,3.491853,,,,,,,,,,,,
1803,15.025000,-2.461948,1.417109,3.491780,,,,,,,,,,,,
1804,15.033333,-2.462098,1.417047,3.491733,,,,,,,,,,,,
1805,15.041667,-2.461908,1.417056,3.491728,,,,,,,,,,,,
1806,15.050000,-2.461652,1.416794,3.492109,,,,,,,,,,,,
1807,15.058333,-2.461826,1.417180,3.491796,,,,,,,,,,,,
1808,15.066667,-2.461797,1.417124,3.491856,,,,,,,,,,,,
1809,15.075000,-2.462003,1.417184,3.491673,,,,,,,,,,,,
1810,15.083333,-2.461853,1.417125,3.491812,,,,,,,,,,,,
1811,15.091667,-2.461962,1.417172,3.491729,,,,,,,,,,,,
1812,15.100000,-2.462138,1.417159,3.491625,,,,,,,,,,,,
1813,15.108333,-2.462008,1.417200,3.491669,,,,,,,,,,,,
1814,15.116667,-2.462277,1.417316,3.491506,,,,,,,,,,,,
1815,15.125000,-2.462119,1.417207,3.491666,,,,,,,,,,,,
1816,15.133333,-2.462067,1.417304,3.491654,,,,,,,,,,,,
1817,15.141667,-2.461898,1.417273,3.491919,,,,,,,,,,,,
1818,15.150000,-2.462229,1.417437,3.491561,,,,,,,,,,,,
1819,15.158333,-2.462027,1.417306,3.491698,,,,,,,,,,,,
1820,15.166667,-2.462024,1.417062,3.491628,,,,,,,,,,,,
1821,15.175000,-2.462230,1.417240,3.491693,,,,,,,,,,,,
1822,15.183333,-2.462198,1.417302,3.491613,,,,,,,,,,,,
1823,15.191667,-2.462113,1.417265,3.491630,,,,,,,,,,,,
1824,15.200000,-2.462099,1.417179,3.491662,,,,,,,,,,,,
1825,15.208333,-2.462130,1.417297,3.491621,,,,,,,,,,,,
1826,15.216667,-2.462101,1.417361,3.491706,,,,,,,,,,,,
1827,15.225000,-2.462165,1.417395,3.491493,,,,,,,,,,,,
1828,15.233333,-2.462199,1.417385,3.491538,,,,,,,,,,,,
1829,15.241667,-2.461903,1.417263,3.491781,,,,,,,,,,,,
1830,15.250000,-2.461823,1.417126,3.491870,,,,,,,,,,,,
1831,15.258333,-2.461906,1.417440,3.491779,,,,,,,,,,,,
1832,15.266667,-2.461968,1.417434,3.491724,,,,,,,,,,,,
1833,15.275000,-2.461964,1.417363,3.491713,,,,,,,,,,,,
1834,15.283333,-2.461984,1.417211,3.491786,,,,,,,,,,,,
1835,15.291667,-2.461952,1.417317,3.491824,,,,,,,,,,,,
1836,15.300000,-2.462023,1.417478,3.491627,,,,,,,,,,,,
1837,15.308333,-2.462074,1.417303,3.491641,,,,,,,,,,,,
1838,15.316667,-2.462035,1.417408,3.491702,,,,,,,,,,,,
1839,15.325000,-2.462260,1.417273,3.491590,,,,,,,,,,,,
1840,15.333333,-2.462570,1.417432,3.491181,,,,,,,,,,,,
1841,15.341667,-2.462255,1.417165,3.491468,,,,,,,,,,,,
1842,15.350000,-2.462183,1.417295,3.491620,,,,,,,,,,,,
1843,15.358333,-2.462163,1.417199,3.491602,,,,,,,,,,,,
1844,15.366667,-2.462270,1.417434,3.491415,,,,,,,,,,,,
1845,15.375000,-2.461915,1.417133,3.491796,,,,,,,,,,,,
1846,15.383333,-2.461884,1.417151,3.491771,,,,,,,,,,,,
1847,15.391667,-2.461813,1.417365,3.491854,,,,,,,,,,,,
1848,15.400000,-2.461866,1.417303,3.491851,,,,,,,,,,,,
1849,15.408333,-2.462142,1.417361,3.491652,,,,,,,,,,,,
1850,15.416667,-2.461984,1.417130,3.491779,,,,,,,,,,,,
1851,15.425000,-2.462085,1.417208,3.491774,,,,,,,,,,,,
1852,15.433333,-2.462059,1.417064,3.491709,,,,,,,,,,,,
1853,15.441667,-2.462140,1.417241,3.491577,,,,,,,,,,,,
1854,15.450000,-2.462106,1.417313,3.491643,,,,,,,,,,,,
1855,15.458333,-2.462024,1.417292,3.491693,,,,,,,,,,,,
1856,15.466667,-2.461992,1.417102,3.491720,,,,,,,,,,,,
1857,15.475000,-2.461902,1.417107,3.491714,,,,,,,,,,,,
1858,15.483333,-2.461818,1.417104,3.491920,,,,,,,,,,,,
1859,15.491667,-2.462092,1.417370,3.491542,,,,,,,,,,,,
1860,15.500000,-2.462221,1.417345,3.491573,,,,,,,,,,,,
1861,15.508333,-2.462244,1.417372,3.491560,,,,,,,,,,,,
1862,15.516667,-2.462098,1.417339,3.491660,,,,,,,,,,,,
1863,15.525000,-2.462128,1.417117,3.491680,,,,,,,,,,,,
1864,15.533333,-2.461936,1.417181,3.491705,,,,,,,,,,,,
1865,15.541667,-2.461779,1.416933,3.491883,,,,,,,,,,,,
1866,15.550000,-2.461904,1.417217,3.491826,,,,,,,,,,,,
1867,15.558333,-2.462335,1.417393,3.491468,,,,,,,,,,,,
1868,15.566667,-2.462219,1.417379,3.491501,,,,,,,,,,,,
1869,15.575000,-2.462348,1.417401,3.491435,,,,,,,,,,,,
1870,15.583333,-2.462382,1.417520,3.491337,,,,,,,,,,,,
1871,15.591667,-2.462023,1.417284,3.491676,,,,,,,,,,,,
1872,15.600000,-2.461957,1.417186,3.491704,,,,,,,,,,,,
1873,15.608333,-2.461827,1.417254,3.491805,,,,,,,,,,,,
1874,15.616667,-2.462088,1.417172,3.491650,,,,,,,,,,,,
1875,15.625000,-2.461884,1.417145,3.491863,,,,,,,,,,,,
1876,15.633333,-2.462262,1.417143,3.491569,,,,,,,,,,,,
1877,15.641667,-2.461898,1.417289,3.491770,,,,,,,,,,,,
1878,15.650000,-2.461851,1.417206,3.491919,,,,,,,,,,,,
1879,15.658333,-2.462002,1.417293,3.491768,,,,,,,,,,,,
1880,15.666667,-2.462063,1.417165,3.491748,,,,,,,,,,,,
1881,15.675000,-2.462211,1.417266,3.491475,,,,,,,,,,,,
1882,15.683333,-2.462004,1.417248,3.491701,,,,,,,,,,,,
1883,15.691667,-2.462018,1.417143,3.491676,,,,,,,,,,,,
1884,15.700000,-2.461941,1.417069,3.491833,,,,,,,,,,,,
1885,15.708333,-2.462088,1.417349,3.491578,,,,,,,,,,,,
1886,15.716667,-2.462227,1.417387,3.491495,,,,,,,,,,,,
1887,15.725000,-2.461976,1.417188,3.491713,,,,,,,,,,,,
1888,15.733333,-2.461958,1.417298,3.491781,,,,,,,,,,,,
1889,15.741667,-2.462110,1.417118,3.491617,,,,,,,,,,,,
1890,15.750000,-2.462103,1.417123,3.491624,,,,,,,,,,,,
1891,15.758333,-2.462088,1.417249,3.491640,,,,,,,,,,,,
1892,15.766667,-2.462157,1.417302,3.491621,,,,,,,,,,,,
1893,15.775000,-2.462221,1.417225,3.491533,,,,,,,,,,,,
1894,15.783333,-2.462208,1.417302,3.491570,,,,,,,,,,,,
1895,15.791667,-2.462121,1.417223,3.491652,,,,,,,,,,,,
1896,15.800000,-2.462226,1.417239,3.491613,,,,,,,,,,,,
1897,15.808333,-2.462122,1.417269,3.491654,,,,,,,,,,,,
1898,15.816667,-2.461915,1.417106,3.491872,,,,,,,,,,,,
1899,15.825000,-2.461977,1.417246,3.491669,,,,,,,,,,,,
1900,15.833333,-2.462080,1.417383,3.491657,,,,,,,,,,,,
1901,15.841667,-2.462095,1.417422,3.491643,,,,,,,,,,,,
1902,15.850000,-2.462038,1.417138,3.491707,,,,,,,,,,,,
1903,15.858333,-2.462009,1.417330,3.491807,,,,,,,,,,,,
1904,15.866667,-2.462163,1.417252,3.491630,,,,,,,,,,,,
1905,15.875000,-2.461855,1.417081,3.491832,,,,,,,,,,,,
1906,15.883333,-2.461994,1.417131,3.491742,,,,,,,,,,,,
1907,15.891667,-2.462030,1.417306,3.491727,,,,,,,,,,,,
1908,15.900000,-2.462065,1.417343,3.491730,,,,,,,,,,,,
1909,15.908333,-2.461908,1.417106,3.491795,,,,,,,,,,,,
1910,15.916667,-2.462050,1.417163,3.491706,,,,,,,,,,,,
1911,15.925000,-2.462162,1.417349,3.491652,,,,,,,,,,,,
1912,15.933333,-2.462052,1.417290,3.491713,,,,,,,,,,,,
1913,15.941667,-2.461943,1.417110,3.491755,,,,,,,,,,,,
1914,15.950000,-2.462265,1.417422,3.491554,,,,,,,,,,,,
1915,15.958333,-2.462034,1.417441,3.491692,,,,,,,,,,,,
1916,15.966667,-2.462314,1.417663,3.491480,,,,,,,,,,,,
1917,15.975000,-2.462143,1.417441,3.491647,,,,,,,,,,,,
1918,15.983333,-2.462152,1.417362,3.491715,,,,,,,,,,,,
1919,15.991667,-2.462336,1.417437,3.491478,,,,,,,,,,,,
1920,16.000000,-2.462241,1.417333,3.491540,,,,,,,,,,,,
1921,16.008333,-2.462089,1.417235,3.491709,,,,,,,,,,,,
1922,16.016667,-2.461984,1.417355,3.491764,,,,,,,,,,,,
1923,16.025000,-2.461966,1.417271,3.491769,,,,,,,,,,,,
1924,16.033333,-2.461982,1.417263,3.491643,,,,,,,,,,,,
1925,16.041667,-2.461915,1.417127,3.491787,,,,,,,,,,,,
1926,16.050000,-2.462043,1.417328,3.491678,,,,,,,,,,,,
1927,16.058333,-2.461999,1.417397,3.491758,,,,,,,,,,,,
1928,16.066667,-2.462091,1.417387,3.491638,,,,,,,,,,,,
1929,16.075000,-2.462027,1.417459,3.491653,,,,,,,,,,,,
1930,16.083333,-2.462179,1.417461,3.491572,,,,,,,,,,,,
1931,16.091667,-2.462240,1.417326,3.491470,,,,,,,,,,,,
1932,16.100000,-2.462240,1.417234,3.491471,,,,,,,,,,,,
1933,16.108333,-2.462112,1.417235,3.491700,,,,,,,,,,,,
1934,16.116667,-2.461955,1.417139,3.491803,,,,,,,,,,,,
1935,16.125000,-2.462068,1.417373,3.491726,,,,,,,,,,,,
1936,16.133333,-2.462134,1.417019,3.491716,,,,,,,,,,,,
1937,16.141667,-2.461918,1.417055,3.491711,,,,,,,,,,,,
1938,16.150000,-2.461948,1.417143,3.491846,,,,,,,,,,,,
1939,16.158333,-2.462082,1.417228,3.491546,,,,,,,,,,,,
1940,16.166667,-2.462136,1.417285,3.491686,,,,,,,,,,,,
1941,16.175000,-2.462145,1.417294,3.491611,,,,,,,,,,,,
1942,16.183333,-2.461974,1.417143,3.491690,,,,,,,,,,,,
1943,16.191667,-2.461864,1.417153,3.491829,,,,,,,,,,,,
1944,16.200000,-2.461896,1.417301,3.491746,,,,,,,,,,,,
1945,16.208333,-2.461880,1.417259,3.491874,,,,,,,,,,,,
1946,16.216667,-2.461915,1.417178,3.491716,,,,,,,,,,,,
1947,16.225000,-2.462019,1.417338,3.491668,,,,,,,,,,,,
1948,16.233333,-2.461961,1.417148,3.491649,,,,,,,,,,,,
1949,16.241667,-2.462114,1.417105,3.491643,,,,,,,,,,,,
1950,16.250000,-2.462237,1.417122,3.491579,,,,,,,,,,,,
1951,16.258333,-2.462270,1.417307,3.491471,,,,,,,,,,,,
1952,16.266667,-2.462109,1.417237,3.491727,,,,,,,,,,,,
1953,16.275000,-2.462040,1.417146,3.491672,,,,,,,,,,,,
1954,16.283333,-2.462084,1.417300,3.491606,,,,,,,,,,,,
1955,16.291667,-2.462156,1.417208,3.491612,,,,,,,,,,,,
1956,16.300000,-2.462207,1.417371,3.491536,,,,,,,,,,,,
1957,16.308333,-2.462098,1.417261,3.491688,,,,,,,,,,,,
1958,16.316667,-2.462312,1.417348,3.491447,,,,,,,,,,,,
1959,16.325000,-2.462133,1.417380,3.491537,,,,,,,,,,,,
1960,16.333333,-2.462257,1.417492,3.491565,,,,,,,,,,,,
1961,16.341667,-2.462310,1.417436,3.491492,,,,,,,,,,,,
1962,16.350000,-2.462007,1.417336,3.491705,,,,,,,,,,,,
1963,16.358333,-2.462073,1.417341,3.491546,,,,,,,,,,,,
1964,16.366667,-2.461830,1.417095,3.491919,,,,,,,,,,,,
1965,16.375000,-2.462102,1.417246,3.491594,,,,,,,,,,,,
1966,16.383333,-2.461886,1.417116,3.491754,,,,,,,,,,,,
1967,16.391667,-2.462325,1.417286,3.491499,,,,,,,,,,,,
1968,16.400000,-2.462149,1.417010,3.491641,,,,,,,,,,,,
1969,16.408333,-2.461967,1.416939,3.491805,,,,,,,,,,,,
1970,16.416667,-2.462089,1.417276,3.491596,,,,,,,,,,,,
1971,16.425000,-2.462119,1.417193,3.491632,,,,,,,,,,,,
1972,16.433333,-2.462274,1.417209,3.491483,,,,,,,,,,,,
1973,16.441667,-2.462075,1.417328,3.491639,,,,,,,,,,,,
1974,16.450000,-2.462158,1.417212,3.491474,,,,,,,,,,,,
1975,16.458333,-2.462202,1.417180,3.491575,,,,,,,,,,,,
1976,16.466667,-2.462058,1.416986,3.491657,,,,,,,,,,,,
1977,16.475000,-2.461931,1.417136,3.491732,,,,,,,,,,,,
1978,16.483333,-2.462024,1.417167,3.491749,,,,,,,,,,,,
1979,16.491667,-2.462220,1.417202,3.491596,,,,,,,,,,,,
1980,16.500000,-2.462265,1.417463,3.491544,,,,,,,,,,,,
1981,16.508333,-2.462191,1.417306,3.491586,,,,,,,,,,,,
1982,16.516667,-2.461942,1.417220,3.491748,,,,,,,,,,,,
1983,16.525000,-2.462126,1.417406,3.491609,,,,,,,,,,,,
1984,16.533333,-2.462464,1.417218,3.491441,,,,,,,,,,,,
1985,16.541667,-2.462224,1.417415,3.491420,,,,,,,,,,,,
1986,16.550000,-2.462175,1.417262,3.491552,,,,,,,,,,,,
1987,16.558333,-2.462007,1.417089,3.491707,,,,,,,,,,,,
1988,16.566667,-2.462246,1.417413,3.491589,,,,,,,,,,,,
1989,16.575000,-2.462222,1.417323,3.491627,,,,,,,,,,,,
1990,16.583333,-2.462370,1.417548,3.491325,,,,,,,,,,,,
1991,16.591667,-2.462382,1.417700,3.491369,,,,,,,,,,,,
1992,16.600000,-2.462423,1.417633,3.491423,,,,,,,,,,,,
1993,16.608333,-2.462295,1.417281,3.491540,,,,,,,,,,,,
1994,16.616667,-2.462330,1.417261,3.491519,,,,,,,,,,,,
1995,16.625000,-2.462326,1.417353,3.491501,,,,,,,,,,,,
1996,16.633333,-2.462257,1.417362,3.491582,,,,,,,,,,,,
1997,16.641667,-2.462150,1.417360,3.491558,,,,,,,,,,,,
1998,16.650000,-2.461988,1.417293,3.491682,,,,,,,,,,,,
1999,16.658333,-2.461929,1.417286,3.491808,,,,,,,,,,,,
2000,16.666667,-2.462032,1.417289,3.491659,,,,,,,,,,,,
2001,16.675000,-2.462313,1.417337,3.491470,,,,,,,,,,,,
2002,16.683333,-2.462103,1.417080,3.491645,,,,,,,,,,,,
2003,16.691667,-2.462095,1.417208,3.491585,,,,,,,,,,,,
2004,16.700000,-2.462035,1.417176,3.491702,,,,,,,,,,,,
2005,16.708333,-2.462270,1.417246,3.491490,,,,,,,,,,,,
2006,16.716667,-2.462103,1.417305,3.491660,,,,,,,,,,,,
2007,16.725000,-2.462346,1.417390,3.491457,,,,,,,,,,,,
2008,16.733333,-2.462285,1.417407,3.491514,,,,,,,,,,,,
2009,16.741667,-2.462055,1.417186,3.491749,,,,,,,,,,,,
2010,16.750000,-2.462264,1.417351,3.491578,,,,,,,,,,,,
2011,16.758333,-2.462239,1.417268,3.491532,,,,,,,,,,,,
2012,16.766667,-2.462390,1.417267,3.491477,,,,,,,,,,,,
2013,16.775000,-2.462291,1.417312,3.491480,,,,,,,,,,,,
2014,16.783333,-2.462275,1.417230,3.491464,,,,,,,,,,,,
2015,16.791667,-2.462150,1.417147,3.491632,,,,,,,,,,,,
2016,16.800000,-2.462237,1.417258,3.491502,,,,,,,,,,,,
2017,16.808333,-2.462082,1.417147,3.491656,,,,,,,,,,,,
2018,16.816667,-2.462161,1.417261,3.491514,,,,,,,,,,,,
2019,16.825000,-2.462002,1.417397,3.491760,,,,,,,,,,,,
2020,16.833333,-2.461991,1.417361,3.491711,,,,,,,,,,,,
2021,16.841667,-2.462180,1.417321,3.491535,,,,,,,,,,,,
2022,16.850000,-2.462152,1.417309,3.491596,,,,,,,,,,,,
2023,16.858333,-2.462193,1.417475,3.491544,,,,,,,,,,,,
2024,16.866667,-2.462013,1.417274,3.491684,,,,,,,,,,,,
2025,16.875000,-2.462324,1.417379,3.491416,,,,,,,,,,,,
2026,16.883333,-2.462143,1.417345,3.491701,,,,,,,,,,,,
2027,16.891667,-2.462150,1.417235,3.491539,,,,,,,,,,,,
2028,16.900000,-2.462142,1.417385,3.491594,,,,,,,,,,,,
2029,16.908333,-2.462034,1.417241,3.491631,,,,,,,,,,,,
2030,16.916667,-2.461972,1.417177,3.491724,,,,,,,,,,,,
2031,16.925000,-2.461985,1.417388,3.491733,,,,,,,,,,,,
2032,16.933333,-2.462044,1.417273,3.491676,,,,,,,,,,,,
2033,16.941667,-2.462089,1.417318,3.491635,,,,,,,,,,,,
2034,16.950000,-2.461998,1.417396,3.491745,,,,,,,,,,,,
2035,16.958333,-2.462021,1.417314,3.491732,,,,,,,,,,,,
2036,16.966667,-2.462091,1.417193,3.491658,,,,,,,,,,,,
2037,16.975000,-2.462204,1.417393,3.491560,,,,,,,,,,,,
2038,16.983333,-2.462017,1.417219,3.491650,,,,,,,,,,,,
2039,16.991667,-2.461916,1.417087,3.491772,,,,,,,,,,,,
2040,17.000000,-2.462124,1.417355,3.491674,,,,,,,,,,,,
2041,17.008333,-2.462251,1.417432,3.491426,,,,,,,,,,,,
2042,17.016667,-2.462285,1.417573,3.491501,,,,,,,,,,,,
2043,17.025000,-2.462080,1.417329,3.491713,,,,,,,,,,,,
2044,17.033333,-2.462029,1.417398,3.491649,,,,,,,,,,,,
2045,17.041667,-2.461867,1.417280,3.491860,,,,,,,,,,,,
2046,17.050000,-2.462003,1.417140,3.491774,,,,,,,,,,,,
2047,17.058333,-2.462183,1.417411,3.491498,,,,,,,,,,,,
2048,17.066667,-2.461814,1.417045,3.491830,,,,,,,,,,,,
2049,17.075000,-2.462070,1.417254,3.491699,,,,,,,,,,,,
2050,17.083333,-2.462142,1.417329,3.491606,,,,,,,,,,,,
2051,17.091667,-2.462113,1.417445,3.491706,,,,,,,,,,,,
2052,17.100000,-2.462114,1.417103,3.491675,,,,,,,,,,,,
2053,17.108333,-2.462188,1.417339,3.491631,,,,,,,,,,,,
2054,17.116667,-2.462228,1.417264,3.491539,,,,,,,,,,,,
2055,17.125000,-2.462231,1.417108,3.491632,,,,,,,,,,,,
2056,17.133333,-2.462235,1.417377,3.491536,,,,,,,,,,,,
2057,17.141667,-2.462219,1.417345,3.491594,,,,,,,,,,,,
2058,17.150000,-2.462099,1.417404,3.491601,,,,,,,,,,,,
2059,17.158333,-2.462401,1.417451,3.491385,,,,,,,,,,,,
2060,17.166667,-2.462339,1.417291,3.491453,,,,,,,,,,,,
2061,17.175000,-2.462428,1.417410,3.491339,,,,,,,,,,,,
2062,17.183333,-2.462274,1.417351,3.491446,,,,,,,,,,,,
2063,17.191667,-2.462178,1.417356,3.491499,,,,,,,,,,,,
2064,17.200000,-2.462277,1.417412,3.491378,,,,,,,,,,,,
2065,17.208333,-2.462128,1.417302,3.491628,,,,,,,,,,,,
2066,17.216667,-2.462282,1.417440,3.491576,,,,,,,,,,,,
2067,17.225000,-2.462400,1.417369,3.491403,,,,,,,,,,,,
2068,17.233333,-2.462295,1.417454,3.491514,,,,,,,,,,,,
2069,17.241667,-2.462295,1.417290,3.491603,,,,,,,,,,,,
2070,17.250000,-2.462291,1.417232,3.491577,,,,,,,,,,,,
2071,17.258333,-2.462357,1.417429,3.491396,,,,,,,,,,,,
2072,17.266667,-2.462448,1.417473,3.491400,,,,,,,,,,,,
2073,17.275000,-2.462193,1.417361,3.491582,,,,,,,,,,,,
2074,17.283333,-2.462113,1.417208,3.491670,,,,,,,,,,,,
2075,17.291667,-2.462327,1.417295,3.491474,,,,,,,,,,,,
2076,17.300000,-2.462219,1.417372,3.491570,,,,,,,,,,,,
2077,17.308333,-2.462176,1.417286,3.491636,,,,,,,,,,,,
2078,17.316667,-2.462140,1.417282,3.491552,,,,,,,,,,,,
2079,17.325000,-2.462293,1.417284,3.491483,,,,,,,,,,,,
2080,17.333333,-2.462292,1.417258,3.491510,,,,,,,,,,,,
2081,17.341667,-2.462329,1.417347,3.491387,,,,,,,,,,,,
2082,17.350000,-2.462048,1.417109,3.491728,,,,,,,,,,,,
2083,17.358333,-2.462039,1.417325,3.491677,,,,,,,,,,,,
2084,17.366667,-2.462040,1.417252,3.491735,,,,,,,,,,,,
2085,17.375000,-2.462008,1.417269,3.491703,,,,,,,,,,,,
2086,17.383333,-2.462269,1.417382,3.491528,,,,,,,,,,,,
2087,17.391667,-2.462021,1.417274,3.491727,,,,,,,,,,,,
2088,17.400000,-2.462320,1.417262,3.491383,,,,,,,,,,,,
2089,17.408333,-2.462126,1.417315,3.491663,,,,,,,,,,,,
2090,17.416667,-2.462053,1.417314,3.491704,,,,,,,,,,,,
2091,17.425000,-2.462065,1.417393,3.491576,,,,,,,,,,,,
2092,17.433333,-2.462215,1.417523,3.491505,,,,,,,,,,,,
2093,17.441667,-2.462078,1.417223,3.491708,,,,,,,,,,,,
2094,17.450000,-2.462246,1.417340,3.491532,,,,,,,,,,,,
2095,17.458333,-2.462174,1.417400,3.491602,,,,,,,,,,,,
2096,17.466667,-2.461918,1.417089,3.491894,,,,,,,,,,,,
2097,17.475000,-2.462111,1.417251,3.491556,,,,,,,,,,,,
2098,17.483333,-2.461973,1.417264,3.491846,,,,,,,,,,,,
2099,17.491667,-2.462064,1.417139,3.491786,,,,,,,,,,,,
2100,17.500000,-2.462195,1.417338,3.491591,,,,,,,,,,,,
2101,17.508333,-2.462200,1.417434,3.491535,,,,,,,,,,,,
2102,17.516667,-2.462280,1.417314,3.491540,,,,,,,,,,,,
2103,17.525000,-2.462381,1.417409,3.491400,,,,,,,,,,,,
2104,17.533333,-2.462334,1.417426,3.491461,,,,,,,,,,,,
2105,17.541667,-2.462124,1.417311,3.491720,,,,,,,,,,,,
2106,17.550000,-2.462160,1.417403,3.491576,,,,,,,,,,,,
2107,17.558333,-2.462032,1.417219,3.491729,,,,,,,,,,,,
2108,17.566667,-2.462150,1.417305,3.491631,,,,,,,,,,,,
2109,17.575000,-2.462078,1.417151,3.491683,,,,,,,,,,,,
2110,17.583333,-2.462254,1.417369,3.491464,,,,,,,,,,,,
2111,17.591667,-2.462143,1.417228,3.491663,,,,,,,,,,,,
2112,17.600000,-2.462229,1.417323,3.491573,,,,,,,,,,,,
2113,17.608333,-2.462069,1.417313,3.491722,,,,,,,,,,,,
2114,17.616667,-2.462118,1.417378,3.491632,,,,,,,,,,,,
2115,17.625000,-2.462363,1.417472,3.491476,,,,,,,,,,,,
2116,17.633333,-2.462367,1.417458,3.491388,,,,,,,,,,,,
2117,17.641667,-2.462287,1.417413,3.491455,,,,,,,,,,,,
2118,17.650000,-2.462068,1.417231,3.491691,,,,,,,,,,,,
2119,17.658333,-2.462358,1.417439,3.491495,,,,,,,,,,,,
2120,17.666667,-2.462148,1.417253,3.491618,,,,,,,,,,,,
2121,17.675000,-2.462037,1.417237,3.491645,,,,,,,,,,,,
2122,17.683333,-2.462347,1.417353,3.491549,,,,,,,,,,,,
2123,17.691667,-2.462405,1.417529,3.491384,,,,,,,,,,,,
2124,17.700000,-2.462626,1.417393,3.491206,,,,,,,,,,,,
2125,17.708333,-2.462435,1.417328,3.491410,,,,,,,,,,,,
2126,17.716667,-2.462400,1.417545,3.491382,,,,,,,,,,,,
2127,17.725000,-2.462263,1.417393,3.491552,,,,,,,,,,,,
2128,17.733333,-2.462464,1.417374,3.491413,,,,,,,,,,,,
2129,17.741667,-2.462380,1.417300,3.491446,,,,,,,,,,,,
2130,17.750000,-2.462315,1.417516,3.491505,,,,,,,,,,,,
2131,17.758333,-2.462177,1.417487,3.491565,,,,,,,,,,,,
2132,17.766667,-2.462272,1.417427,3.491471,,,,,,,,,,,,
2133,17.775000,-2.462201,1.417311,3.491619,,,,,,,,,,,,
2134,17.783333,-2.462155,1.417238,3.491641,,,,,,,,,,,,
2135,17.791667,-2.462038,1.417353,3.491659,,,,,,,,,,,,
2136,17.800000,-2.462085,1.417441,3.491593,,,,,,,,,,,,
2137,17.808333,-2.462015,1.417266,3.491803,,,,,,,,,,,,
2138,17.816667,-2.461860,1.417314,3.491847,,,,,,,,,,,,
2139,17.825000,-2.461857,1.417192,3.491921,,,,,,,,,,,,
2140,17.833333,-2.462027,1.417369,3.491692,,,,,,,,,,,,
2141,17.841667,-2.462143,1.417339,3.491619,,,,,,,,,,,,
