#Time	X	Y	Z	22:0.212:8.661:4.047	23:12.704:3.873:2.398	24:11.649:0.058:0.333	26:12.704:15.277:1.494	27:0.719:3.864:0.068	28:12.704:9.745:3.695	2b:0.717:3.87:2.522	2c:2.312:0.052:1.369	2e:8.822:15.64:3.91	30:12.61:9.768:0.064	3f:7.05:0.064:3.295
1459998196.86  7.16975754935  7.81435405901  1.80148764499  7.36313120799  6.81412326319  0  9.28968340146  7.7500745257   0  7.6103485926   8.78627595827  0  6.05205037704  7.89645767491
1459998196.94  7.15572357488  7.86986511322  1.68040295065  7.38141070141  6.89649899286  0  9.30999147011  7.75026791034  0  7.64386840139  9.25085436271  0  5.98960991966  7.94972412812
1459998197.02  7.08880043666  7.86010823703  1.7299567309   7.40236396223  6.92576658389  0  9.20724596857  7.72987984317  0  7.61530128295  9.04142534579  0  6.24902706775  7.99332057614
1459998197.1   7.18226699832  7.84245952857  1.75457223857  7.50158290347  6.78495352293  0  9.14074594551  7.73957270286  0  7.57151416649  0              0  6.16494975102  7.97097657322
1459998197.18  7.1494406297   7.89374575915  1.72129684986  7.34486946983  6.92380965336  0  9.18329777813  7.72795806672  0  7.66982428055  0              0  6.00425034172  7.91591936486
1459998197.26  7.13959559973  7.81570243621  1.7981614647   7.41118128394  6.87941664231  0  9.2775667569   7.74434705121  0  7.56844910806  0              0  6.14178342504  7.88003656435
1459998197.34  7.1662694256   7.85515640106  1.71978430068  7.44037618043  6.82452322069  0  9.31649202151  7.77862751079  0  7.66220377176  0              0  6.11355164083  8.02406296563
1459998197.42  7.17164176358  7.81479050119  1.53428979389  7.44062332716  6.86374032467  0  9.38822487683  7.78358342723  0  7.58835973831  0              0  5.91019231539  7.98382488178
1459998197.5   7.20295951132  7.81132863025  1.56295178412  7.46800449083  6.86969666746  0  9.16203637582  7.67648996576  0  7.67977860897  0              0  5.93860191121  7.8311345229
1459998197.62  7.17688640584  7.84591900443  1.7413486588   7.33123194442  6.94125674453  0  9.24799192059  7.77761772817  0  7.64406246683  8.85711016598  0  5.8915231552   7.80592853771
1459998197.7   7.11171303768  7.81977347412  1.5026446147   7.42430137651  6.89723600375  0  9.21920785851  7.70047556618  0  7.61733740258  8.96150329174  0  6.07826372633  8.01267024794
1459998197.78  7.16507369485  7.78930526189  1.86228376152  7.37280250166  6.7945220165   0  9.28828203087  7.72359583942  0  7.61821442283  8.37019986359  0  6.14136518003  7.8605550144
1459998197.86  7.19204585658  7.82312326512  1.65476358114  7.42932841248  6.87210738715  0  9.23851375617  7.73899481858  0  7.58492728088  9.22722646945  0  5.91885198958  7.85081936121
1459998197.94  7.21754328537  7.79187955226  1.53294762745  7.45327652743  0              0  9.28375337608  7.70510007193  0  7.6212567616   9.20303212597  0  5.84758411888  7.89839764443
1459998198.02  7.20904098491  7.79119904602  1.62985252478  7.45262529488  0              0  9.31158353624  7.78170927299  0  7.56605567778  9.16508868538  0  5.9136406689   7.92566353708
