#Time	X	Y	Z	22:0.212:8.661:4.047	23:12.704:3.873:2.398	24:11.649:0.058:0.333	26:12.704:15.277:1.494	27:0.719:3.864:0.068	28:12.704:9.745:3.695	2b:0.717:3.87:2.522	2c:2.312:0.052:1.369	2e:8.822:15.64:3.91	30:12.61:9.768:0.064	3f:7.05:0.064:3.295
1459998193.26  7.13816099738  9.93713362331  1.71453293462  7.30281243286  8.29274731564   0  7.64527028843  8.91809553286  0  8.95566868877  0              0  5.64541545683  9.93684371478
1459998193.34  7.16575731941  10.0631479041  1.62144185689  7.43818447145  8.32521180922   0  7.57042899037  9.06577608782  0  8.9433729961   0              0  5.61303802854  10.1783447294
1459998193.42  7.15382117291  9.98437063872  1.81622306622  7.40768268184  8.35559874497   0  7.64579660361  9.06245220323  0  8.90493278165  0              0  5.7054395934   9.94463410384
1459998193.5   7.22861945569  9.95288343325  1.88111362013  7.39020905226  8.19321115128   0  7.6757521533   9.1032569319   0  8.96016464243  0              0  5.62528366646  10.0055051252
1459998193.62  7.21015341955  9.98978453245  1.64652220399  7.39758409355  8.34093058454   0  7.64281853892  9.12998884788  0  8.90109526477  0              0  5.4447076269   10.0388511976
1459998193.7   7.1847922426   10.0044324544  1.88074256687  7.404897101    8.25849764081   0  7.64418025145  9.1082763364   0  8.91974592219  0              0  5.70478083233  10.0583779956
1459998193.78  7.10785584237  10.0084260603  1.76378113013  7.40934742224  8.37472939633   0  7.73104154316  9.0537393714   0  8.91405148998  0              0  5.75785699202  10.0173674096
1459998193.86  7.15165747916  10.0040720559  1.58323281627  7.41655944365  8.38863613296   0  7.68061274716  9.04666450258  0  8.96187780351  0              0  5.56891908513  10.0286018677
1459998193.94  7.17402595208  10.0000814061  1.87817878088  7.37143030962  8.22423488089   0  7.65383820636  9.0564613889   0  8.96653445701  0              0  5.73226824328  10.0737828978
1459998194.02  7.17565607945  9.95812986557  1.79912005863  7.41446636984  8.2725954056    0  7.68509324042  9.03443253005  0  8.95961308939  0              0  5.69710752483  9.9639924979
1459998194.1   7.1085090704   9.91247745794  1.53192630261  7.3608539331   8.32187022515   0  7.64538534747  8.806656564    0  8.96110576084  0              0  5.66077451709  9.91526065005
1459998194.18  7.17483933453  9.96447966901  1.82628293037  7.43127745199  8.36875801065   0  7.66895560946  9.10691535482  0  8.8793498394   0              0  5.65974493139  9.89805846605
1459998194.26  7.07850211188  9.9762808904   1.40274378013  7.3882223616   8.37061615063   0  7.66009748983  8.84171473893  0  8.92897311303  0              0  5.62956429226  10.0795880024
1459998194.34  7.13913681247  9.92894445273  1.50926794999  7.39754306085  8.4078729139    0  7.75222148977  8.97750179822  0  8.95249888447  0              0  5.52601590124  9.9027151442
1459998194.42  7.13539798122  9.99923159568  1.59352711798  7.34233786093  8.41264826475   0  7.71582735208  9.0643215996   0  8.91043988618  0              0  5.50329679951  10.0393573282
1459998194.5   7.16306525217  9.98452375905  1.94905361555  7.40695801792  8.22584895312   0  7.70013603834  9.08583279407  0  8.89375765692  0              0  5.7956935805   10.0553082326
1459998194.62  7.11802849545  9.95051775982  1.63440371666  7.25032857942  8.2854355782    0  7.67052680916  8.89239793477  0  8.98090683426  10.9855344528  0  5.59736509274  10.0266204837
1459998194.7   7.2259703792   9.97580506683  1.98732370944  7.35377056912  8.24432695991   0  7.63092876132  9.12886324679  0  8.98195744931  10.5572287081  0  5.65919369192  9.95709505497
1459998194.78  7.17579774783  9.9837459242   1.87521174845  7.41132224053  8.27869409929   0  7.64670394863  9.08717914042  0  8.89619316398  10.702730077   0  5.71794824686  10.0027530542
