#Time	X	Y	Z	22:0.212:8.661:4.047	23:12.704:3.873:2.398	24:11.649:0.058:0.333	26:12.704:15.277:1.494	27:0.719:3.864:0.068	28:12.704:9.745:3.695	2b:0.717:3.87:2.522	2c:2.312:0.052:1.369	2e:8.822:15.64:3.91	30:12.61:9.768:0.064	3f:7.05:0.064:3.295
1459998193.78  8.67997328638  7.64869796229  1.75963848977   8.75243887937  5.55659954349  0  8.75598717416  8.90368504     0  8.88503876048  10.1035276029  0  4.70494119693  7.85067928741
1459998193.86  8.74479733751  7.63593683093  1.45560477786   8.80805909891  5.51773636981  0  8.68018218433  8.93954899662  0  8.92204228308  10.0185232803  0  4.40528245457  7.89432386728
1459998193.94  8.72869007774  7.56775389096  1.98014726664   8.87083137101  5.47055833734  0  8.76696357479  0              0  8.89178743494  0              0  4.90678581265  7.86171976138
1459998194.02  8.70004210839  7.48228159942  1.47009057087   8.86357023745  5.5579887666   0  8.83590241231  8.91536385577  0  8.90854555088  0              0  4.63287976632  7.70179915569
1459998194.1   8.72567603096  7.44130761794  1.31173137277   8.99439565515  5.44468873779  0  8.73217722929  8.79564297256  0  8.85589155058  0              0  4.62006923785  7.75270083965
1459998194.18  8.73254090086  7.54644565952  1.3040608758    9.06542037613  5.50991365654  0  8.69038772332  8.96106059412  0  8.75913150967  0              0  4.61328239168  7.95930013852
1459998194.26  8.66977212469  7.63126046241  1.68767340399   8.80015604539  5.54029900445  0  8.65354394732  8.91514812064  0  8.8915630902   0              0  4.75948453437  0
1459998194.34  8.67514664436  7.61388131387  1.33424771521   8.88498217099  5.58088878494  0  8.77168329549  8.92754184701  0  8.90889877793  0              0  4.64115452779  8.03444631939
1459998194.42  8.69930705292  7.6443175816   1.66499780654   8.77340292866  5.50042056824  0  8.6407997676   8.97800535153  0  8.84288588021  0              0  4.61917307111  6.45572186537
1459998194.5   8.78757930559  7.50713283144  0.911892296898  0              5.55752317937  0  8.77194369788  8.96121862965  0  8.88641316647  0              0  4.44369871555  8.0236053167
1459998194.58  8.73486601711  7.49286734508  1.23296782078   9.13386346656  5.4796166723   0  8.65893819941  8.83965015065  0  8.89493166388  0              0  4.76619984172  7.91548282923
1459998194.66  8.65820858019  7.62722643563  1.59824075965   8.77996464788  5.58122087594  0  8.58754427896  8.85305183916  0  8.89971530093  0              0  4.67192541075  7.80529007743
1459998194.78  8.7170809578   7.63884132909  1.54844671591   8.86422027558  5.56849703019  0  8.73115463534  8.92438575246  0  8.90725467796  10.0925547776  0  4.60589919678  7.88631256786
1459998194.86  8.66184105161  7.60328384289  1.61253915984   8.80209507994  5.52736046781  0  0              8.87477249002  0  8.87739628521  0              0  4.73732482999  7.88705309391
1459998194.94  8.6919383619   7.6618317931   1.53982553206   8.89818447812  5.58555952935  0  0              9.0077191577   0  8.76293226952  0              0  4.61054762175  7.96257338971
1459998195.02  8.65423056416  7.63276577149  1.68106342477   8.82584101127  5.56124969736  0  0              8.90087576124  0  8.87524354591  0              0  4.8109609648   7.91752690993
