1459998210.66	11.43903	7.55576	1.66741	11.43926	7.52069	2.02481	0.35911
1459998210.74	11.38761	7.42559	1.31384	11.43967	7.51591	2.02431	0.71808
1459998210.82	11.44481	7.44714	1.77136	11.43225	7.51112	2.02422	0.26113
1459998210.9	11.30386	7.66257	1.47785	11.43099	7.51059	2.02451	0.58146
1459998210.98	11.41066	7.55467	1.34182	11.42692	7.50741	2.02414	0.68414
1459998211.06	11.41501	7.59167	1.80595	11.41925	7.50819	2.02421	0.23372
1459998211.14	11.49572	7.24695	1.19725	11.42124	7.50604	2.02400	0.86959
1459998211.22	11.36052	7.59805	1.60994	11.43252	7.50104	2.02391	0.43124
1459998211.3	11.34381	7.55609	0.98965	11.44655	7.49751	2.02384	1.04093
1459998211.38	11.35414	7.67735	1.84746	11.45878	7.49968	2.02407	0.27150
1459998211.5	11.38952	7.60286	1.53894	11.46054	7.50244	2.02376	0.50018
1459998211.58	11.42930	7.60774	1.62996	11.45794	7.50570	2.02413	0.40817
1459998211.66	11.37633	7.65599	1.53743	11.45240	7.50801	2.02433	0.51454
1459998211.74	11.36703	7.64942	1.41020	11.44838	7.50852	2.02436	0.63534
1459998211.82	11.46334	7.32403	1.25046	11.44623	7.50886	2.02435	0.79584
1459998211.9	11.45178	7.49323	1.64765	11.44784	7.50997	2.02453	0.37727
1459998211.98	11.39225	7.52044	1.42799	11.44581	7.51430	2.02467	0.59912
1459998212.06	11.44703	7.59111	1.64765	11.44203	7.51803	2.02455	0.38395
1459998212.14	11.45934	7.46876	1.36220	11.43478	7.51959	2.02478	0.66498
1459998212.22	11.30298	7.52535	1.54689	11.43361	7.51430	2.02422	0.49500
1459998212.3	11.41042	7.55093	2.00144	11.44384	7.50728	2.02442	0.05958
1459998212.38	11.35257	7.33900	1.26759	11.45910	7.50357	2.02424	0.78163
1459998212.5	11.34266	7.53799	1.49018	11.46281	7.49371	2.02353	0.54850
1459998212.58	11.42858	7.54660	1.43541	11.45787	7.49522	2.02384	0.59139
