5.72 6.23 10.14 X X X X X 12.40 12.44 X X 5.38 X 8.72 X 13.29 X 
X X - X X 13.14 X X 11.47 11.51 X X X X 8.11 X X X 
X 5.83 9.41 X X 13.19 X X X 11.48 X X X X 8.18 X 12.49 X 
X 5.86 9.35 X X 13.26 X X X 11.53 X X X X X X X X 
X 5.89 9.33 X X X X X 11.51 11.43 X X X X X X 12.42 X 
X 5.84 9.32 X X 13.14 X X 11.50 11.56 X X 5.93 X X X X X 
X 5.87 9.38 X X 13.27 X X 11.51 X X X X X X X X X 
X X X X X X X X X X X X X X X X X X 
X 5.87 X X X X X X 11.45 X X X 5.95 X X X X X 
X 5.90 X X X 13.21 X X 11.34 X X X 5.94 X X X X X 
X 5.92 X X X X X X 11.53 X X X 5.99 X 8.17 X X X 
X X X X X X X X X X X X X X X X X X 
7.01 X X X X 13.20 X X 11.51 X X X 5.92 X 8.26 X 12.43 X 
X 5.89 X X X X X X 11.52 X X X X X X X 12.40 X 
7.02 5.84 X X X X X X X X X X X X X X X X 
X X X X X X X X X X X X X X X X X X 
X 5.83 X X X X X X 11.42 X X X X X 8.23 X X X 
X 5.85 X X X 13.13 X X 11.37 X X X X X X X 12.46 X 
X X X X X X X X X X X X 5.95 X X X X X 
6.83 5.87 X X X 13.21 X X 11.44 X X X X X X X 12.40 X 
X 5.85 X X X X X X 11.51 X X X 5.89 X 8.24 X X X 
6.88 5.85 X X X X X X 11.51 X X X 5.96 X X X X X 
X X X X X 13.26 X X 11.42 X X X 5.93 X 8.13 X X X 
X X X X X 13.20 X X 11.53 X X X 5.97 X X X X X 
X X X X X X X X 11.48 X X X X X X X X X 
X X X X X 13.25 X X 11.46 X X X X X X X X X 
X - X X X 13.20 X X X X X X X X X X X X 
X 5.80 X X X 13.25 X X 11.44 X X X X X 8.18 X X X 
X 5.88 X X X 13.15 X X 11.46 X X X X X 8.16 X X X 
6.90 5.85 X X X 13.19 X X 11.54 X X X X X X X X X 
6.86 5.86 X X X 13.10 X X 11.49 X X X 5.93 X 8.17 X X X 
X 5.78 X X X 13.20 X X 11.46 X X X 5.93 X X X 12.49 X 
X 5.82 X X X X X X 11.46 X X X X X X X 12.53 X 
X 5.88 X X X X X X 11.48 X X X 5.94 X 8.15 X X X 
X 5.87 9.36 X X X X X 11.50 X X X 5.93 X X X X X 
X X 9.35 X X X X X X X X X 5.92 X X X X X 
X X X X X X X X X X X X X X X X X X 
X X X X X X X X X X X X X X X X X X 
6.79 - 9.35 X X X 9.90 X 11.48 X X X X X - X X X 
X 5.81 9.46 X X X 9.92 X 11.50 X X X 5.94 X X X X X 
X 5.83 9.39 X X 13.20 X X X 11.53 X X X X 8.71 X X X 
X 5.86 9.41 X X X X X 11.46 11.54 X X X X X X 12.44 X 
X 5.80 9.30 X X 13.11 X X 11.45 11.55 X X 5.97 X X X 12.41 X 
6.90 5.85 9.32 X X 13.16 X X X 11.49 X X 5.95 X X X X X 
X X X X X X X X X X X X X X X X X X 
X X 9.31 X X 13.19 X X 11.46 X X X X X X X X X 
6.89 5.86 9.44 X X 13.20 X X 11.50 11.54 X X X X 8.21 X X X 
X 5.86 9.33 X X 13.11 X X 11.45 X X X X X X X X X 
X 5.85 X X X X X X X X X X X X X X X X 
X
