Format Version,1.1,Take Name,Take 2016-04-06 08.06.07 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.06.07.168 PM,Total Frames,2810,Rotation Type,Quaternion

,,Marker,Marker,Marker
,,Marker_10302,Marker_10302,Marker_10302
,,"8392B20CF49E3570283E","8392B20CF49E3570283E","8392B20CF49E3570283E"
,,Position,Position,Position
Frame,Time,X,Y,Z
1141,9.508333,-0.068560,2.548122,1.066592
1142,9.516667,-0.063291,2.547905,1.046225
1143,9.525000,-0.058987,2.548259,1.025954
1144,9.533333,-0.055276,2.548624,1.005143
1145,9.541667,-0.051639,2.548819,0.984371
1146,9.550000,-0.047920,2.548972,0.964054
1147,9.558333,-0.044679,2.548984,0.943704
1148,9.566667,-0.041438,2.549196,0.922763
1149,9.575000,-0.038885,2.549384,0.902432
1150,9.583333,-0.035993,2.549653,0.882172
1151,9.591667,-0.034503,2.549825,0.861234
1152,9.600000,-0.032297,2.550103,0.840909
1153,9.608333,-0.030761,2.550163,0.821151
1154,9.616667,-0.029628,2.550826,0.800674
1155,9.625000,-0.028428,2.550791,0.781433
1156,9.633333,-0.027900,2.551553,0.761285
1157,9.641667,-0.027560,2.551571,0.742335
1158,9.650000,-0.027824,2.551863,0.722695
1159,9.658333,-0.028254,2.551947,0.703391
1160,9.666667,-0.028973,2.551822,0.683722
1161,9.675000,-0.030228,2.551908,0.664637
1162,9.683333,-0.031857,2.551963,0.645069
1163,9.691667,-0.033628,2.551843,0.625924
1164,9.700000,-0.035461,2.551535,0.606679
1165,9.708333,-0.037324,2.551329,0.586905
1166,9.716667,-0.038916,2.551280,0.567686
1167,9.725000,-0.041505,2.551483,0.547953
1168,9.733333,-0.043105,2.551236,0.528965
1169,9.741667,-0.045764,2.551327,0.509167
1170,9.750000,-0.048213,2.551516,0.489944
1171,9.758333,-0.050488,2.551653,0.469849
1172,9.766667,-0.052708,2.551936,0.450227
1173,9.775000,-0.055429,2.552235,0.430409
1174,9.783333,-0.058275,2.552612,0.410677
1175,9.791667,-0.061250,2.552966,0.390961
1176,9.800000,-0.064626,2.553198,0.371527
1177,9.808333,-0.068040,2.553375,0.352197
1178,9.816667,-0.071508,2.553708,0.332468
1179,9.825000,-0.074906,2.554025,0.313294
1180,9.833333,-0.078488,2.554450,0.293744
1181,9.841667,-0.082292,2.555133,0.274679
1182,9.850000,-0.086548,2.555749,0.254954
1183,9.858333,-0.090482,2.556180,0.235395
1184,9.866667,-0.094665,2.557252,0.215728
1185,9.875000,-0.099185,2.557773,0.195992
1186,9.883333,-0.103751,2.558677,0.176513
1187,9.891667,-0.109195,2.559646,0.156606
1188,9.900000,-0.114202,2.560485,0.137773
1189,9.908333,-0.119839,2.561610,0.118510
1190,9.916667,-0.125838,2.562583,0.099775
1191,9.925000,-0.131831,2.563370,0.081623
1192,9.933333,-0.138012,2.563990,0.063672
1193,9.941667,-0.144612,2.564666,0.045363
1194,9.950000,-0.151937,2.565488,0.027811
1195,9.958333,-0.159002,2.565997,0.010323
1196,9.966667,-0.166238,2.566625,-0.007321
1197,9.975000,-0.174171,2.567335,-0.024609
1198,9.983333,-0.182090,2.567812,-0.042158
1199,9.991667,-0.190246,2.568446,-0.059848
1200,10.000000,-0.199108,2.569250,-0.077127
1201,10.008333,-0.207094,2.569794,-0.094391
1202,10.016667,-0.215893,2.570585,-0.111415
1203,10.025000,-0.224550,2.571151,-0.128380
1204,10.033333,-0.233673,2.571895,-0.145133
1205,10.041667,-0.242368,2.572464,-0.161838
1206,10.050000,-0.251684,2.573274,-0.178377
1207,10.058333,-0.260980,2.573929,-0.194951
1208,10.066667,-0.270224,2.574564,-0.211075
1209,10.075000,-0.280180,2.575077,-0.227506
1210,10.083333,-0.289865,2.575607,-0.243703
1211,10.091667,-0.300163,2.576399,-0.259899
1212,10.100000,-0.310242,2.576889,-0.275716
1213,10.108333,-0.320697,2.577502,-0.291426
1214,10.116667,-0.331125,2.577789,-0.307026
1215,10.125000,-0.341759,2.578211,-0.322269
1216,10.133333,-0.352170,2.578576,-0.337544
1217,10.141667,-0.362763,2.578692,-0.352554
1218,10.150000,-0.373615,2.578753,-0.366986
1219,10.158333,-0.384620,2.578929,-0.381714
1220,10.166667,-0.396217,2.578870,-0.396190
1221,10.175000,-0.407643,2.578417,-0.410016
1222,10.183333,-0.418950,2.578364,-0.423445
1223,10.191667,-0.430701,2.578167,-0.436708
1224,10.200000,-0.442557,2.577869,-0.449717
1225,10.208333,-0.454411,2.577227,-0.462177
1226,10.216667,-0.466428,2.576546,-0.474957
1227,10.225000,-0.478645,2.575970,-0.486950
1228,10.233333,-0.490892,2.574904,-0.499277
1229,10.241667,-0.503206,2.574180,-0.511035
1230,10.250000,-0.515725,2.573284,-0.523271
1231,10.258333,-0.528640,2.572276,-0.534838
1232,10.266667,-0.541156,2.571230,-0.546977
1233,10.275000,-0.553581,2.569958,-0.558409
1234,10.283333,-0.566859,2.568894,-0.570426
1235,10.291667,-0.580062,2.567567,-0.581987
1236,10.300000,-0.593136,2.566830,-0.594107
1237,10.308333,-0.606554,2.565642,-0.605573
1238,10.316667,-0.620046,2.564648,-0.617560
1239,10.325000,-0.633896,2.563744,-0.629236
1240,10.333333,-0.647587,2.562678,-0.641569
1241,10.341667,-0.661749,2.562056,-0.653748
1242,10.350000,-0.675909,2.560889,-0.665975
1243,10.358333,-0.690241,2.560121,-0.678197
1244,10.366667,-0.704776,2.559069,-0.690494
1245,10.375000,-0.719109,2.558352,-0.703188
1246,10.383333,-0.733936,2.557477,-0.715690
1247,10.391667,-0.748339,2.556354,-0.728115
1248,10.400000,-0.763439,2.555560,-0.740729
1249,10.408333,-0.778312,2.554707,-0.753233
1250,10.416667,-0.793537,2.554091,-0.766192
1251,10.425000,-0.808634,2.553555,-0.778920
1252,10.433333,-0.824094,2.552907,-0.791774
1253,10.441667,-0.839103,2.552270,-0.804586
1254,10.450000,-0.854753,2.551895,-0.817708
1255,10.458333,-0.870125,2.551156,-0.830599
1256,10.466667,-0.885785,2.550870,-0.843478
1257,10.475000,-0.901488,2.550321,-0.856360
1258,10.483333,-0.916906,2.549835,-0.868886
1259,10.491667,-0.932772,2.549347,-0.881597
1260,10.500000,-0.948206,2.548817,-0.893613
1261,10.508333,-0.963618,2.547888,-0.905438
1262,10.516667,-0.979411,2.547422,-0.917154
1263,10.525000,-0.995273,2.546399,-0.928499
1264,10.533333,-1.011007,2.545807,-0.939733
1265,10.541667,-1.027186,2.544776,-0.950801
1266,10.550000,-1.043342,2.544213,-0.961357
1267,10.558333,-1.059868,2.543467,-0.972041
1268,10.566667,-1.076049,2.542921,-0.982677
1269,10.575000,-1.092685,2.542066,-0.993299
1270,10.583333,-1.109289,2.541482,-1.003606
1271,10.591667,-1.126052,2.540890,-1.014032
1272,10.600000,-1.142638,2.540246,-1.023872
1273,10.608333,-1.159621,2.539339,-1.034049
1274,10.616667,-1.176758,2.538488,-1.044040
1275,10.625000,-1.193678,2.537505,-1.053733
1276,10.633333,-1.211049,2.536736,-1.063532
1277,10.641667,-1.228247,2.535867,-1.072660
1278,10.650000,-1.245624,2.535028,-1.082167
1279,10.658333,-1.263234,2.534025,-1.091585
1280,10.666667,-1.280810,2.533190,-1.100937
1281,10.675000,-1.298500,2.532281,-1.109761
1282,10.683333,-1.316320,2.531438,-1.118696
1283,10.691667,-1.334113,2.530612,-1.127697
1284,10.700000,-1.351862,2.529342,-1.136324
1285,10.708333,-1.369403,2.528068,-1.144261
1286,10.716667,-1.387817,2.527366,-1.152619
1287,10.725000,-1.405848,2.525852,-1.160531
1288,10.733333,-1.422953,2.523842,-1.167561
1289,10.741667,-1.442511,2.523324,-1.175971
1290,10.750000,-1.460690,2.521605,-1.182880
1291,10.758333,-1.478940,2.520124,-1.190052
1292,10.766667,-1.496662,2.517966,-1.195774
1293,10.775000,-1.516666,2.518736,-1.199622
1294,10.783333,-1.534338,2.515131,-1.208065
1295,10.791667,-1.554033,2.515769,-1.211250
1296,10.800000,-1.572684,2.512092,-1.219137
1297,10.808333,-1.591271,2.512305,-1.220632
1298,10.816667,-1.609608,2.507915,-1.227621
1299,10.825000,-1.628222,2.505981,-1.231179
1300,10.833333,-1.648319,2.504224,-1.235698
1301,10.841667,-1.667461,2.503796,-1.235852
1302,10.850000,-1.686942,2.501827,-1.238628
1303,10.858333,-1.706427,2.497339,-1.244351
1304,10.866667,-1.726110,2.496886,-1.244203
1305,10.875000,-1.744545,2.491825,-1.248965
1306,10.883333,-1.765698,2.489912,-1.252101
1307,10.891667,-1.786098,2.487710,-1.254142
1308,10.900000,-1.806191,2.485190,-1.255742
1309,10.908333,-1.826169,2.482816,-1.257306
1310,10.916667,-1.846808,2.480304,-1.258587
1311,10.925000,-1.867276,2.477634,-1.259368
1312,10.933333,-1.887712,2.474925,-1.260113
1313,10.941667,-1.907724,2.472204,-1.260005
1314,10.950000,-1.930667,2.470515,-1.260645
1315,10.958333,-1.951954,2.468140,-1.260543
1316,10.966667,-1.973589,2.465685,-1.260155
1317,10.975000,-1.994612,2.463218,-1.259032
1318,10.983333,-2.016172,2.461030,-1.258074
1319,10.991667,-2.037471,2.458739,-1.256768
1320,11.000000,-2.058824,2.456635,-1.255007
1321,11.008333,-2.080534,2.454537,-1.253523
1322,11.016667,-2.101645,2.452093,-1.251313
1323,11.025000,-2.122725,2.449945,-1.249285
1324,11.033333,-2.144127,2.447848,-1.246804
1325,11.041667,-2.165004,2.445620,-1.244070
1326,11.050000,-2.185787,2.443404,-1.241329
1327,11.058333,-2.206620,2.441186,-1.238380
1328,11.066667,-2.226829,2.439191,-1.234894
1329,11.075000,-2.247028,2.437314,-1.231390
1330,11.083333,-2.267017,2.435646,-1.228002
1331,11.091667,-2.284962,2.433025,-1.223723
1332,11.100000,-2.303871,2.430946,-1.219689
1333,11.108333,-2.323043,2.429245,-1.215702
1334,11.116667,-2.341565,2.427201,-1.211277
1335,11.125000,-2.358833,2.424605,-1.205976
1336,11.133333,-2.378025,2.422989,-1.201381
1337,11.141667,-2.395213,2.420553,-1.196179
1338,11.150000,-2.412930,2.418321,-1.190983
1339,11.158333,-2.429968,2.416139,-1.185367
1340,11.166667,-2.449135,2.415045,-1.180660
1341,11.175000,-2.465670,2.412611,-1.175050
1342,11.183333,-2.482365,2.410229,-1.169129
1343,11.191667,-2.500750,2.409058,-1.164274
1344,11.200000,-2.518343,2.407133,-1.159179
1345,11.208333,-2.535489,2.405096,-1.153420
1346,11.216667,-2.553465,2.403617,-1.148086
1347,11.225000,-2.571688,2.402244,-1.142423
1348,11.233333,-2.589771,2.400924,-1.136775
1349,11.241667,-2.606043,2.398492,-1.130154
1350,11.250000,-2.623237,2.397016,-1.123643
1351,11.258333,-2.640492,2.395525,-1.117379
1352,11.266667,-2.657850,2.394613,-1.111019
1353,11.275000,-2.674306,2.392984,-1.104128
1354,11.283333,-2.690803,2.391677,-1.097288
1355,11.291667,-2.706679,2.390115,-1.090217
1356,11.300000,-2.721008,2.387966,-1.082416
1357,11.308333,-2.738444,2.387431,-1.075570
1358,11.316667,-2.753634,2.386224,-1.067718
1359,11.325000,-2.769798,2.385332,-1.060320
1360,11.333333,-2.784931,2.384433,-1.052197
1361,11.341667,-2.797832,2.382995,-1.042883
1362,11.350000,-2.811790,2.381866,-1.034020
1363,11.358333,-2.826301,2.380844,-1.024978
1364,11.366667,-2.840418,2.380475,-1.015760
1365,11.375000,-2.853797,2.379710,-1.005889
1366,11.383333,-2.866606,2.378542,-0.995657
1367,11.391667,-2.881028,2.378304,-0.985914
1368,11.400000,-2.893879,2.377128,-0.975187
1369,11.408333,-2.905744,2.375720,-0.963808
1370,11.416667,-2.918844,2.375055,-0.953173
1371,11.425000,-2.931006,2.373866,-0.941770
1372,11.433333,-2.942931,2.372648,-0.930240
1373,11.441667,-2.953258,2.371098,-0.918225
1374,11.450000,-2.966304,2.370884,-0.907259
1375,11.458333,-2.977269,2.369808,-0.895383
1376,11.466667,-2.989674,2.369492,-0.883813
1377,11.475000,-2.999048,2.367892,-0.871421
1378,11.483333,-3.012308,2.368032,-0.860488
1379,11.491667,-3.022912,2.367278,-0.848598
1380,11.500000,-3.034386,2.366602,-0.836597
1381,11.508333,-3.045945,2.366132,-0.824620
1382,11.516667,-3.056636,2.365527,-0.812346
1383,11.525000,-3.067888,2.364962,-0.799931
1384,11.533333,-3.078597,2.364366,-0.787325
1385,11.541667,-3.089285,2.363715,-0.774213
1386,11.550000,-3.099804,2.362849,-0.761295
1387,11.558333,-3.110218,2.362422,-0.747855
1388,11.566667,-3.118729,2.361333,-0.732709
1389,11.575000,-3.130790,2.361249,-0.720571
1390,11.583333,-3.140356,2.360389,-0.706731
1391,11.591667,-3.149117,2.359354,-0.692218
1392,11.600000,-3.159746,2.359054,-0.678164
1393,11.608333,-3.171471,2.359263,-0.664980
1394,11.616667,-3.180345,2.358698,-0.650236
1395,11.625000,-3.188715,2.358510,-0.635071
1396,11.633333,-3.198318,2.358629,-0.620311
1397,11.641667,-3.206924,2.358155,-0.606120
1398,11.650000,-3.214983,2.357475,-0.591694
1399,11.658333,-3.222930,2.356803,-0.577104
1400,11.666667,-3.230564,2.356059,-0.562292
1401,11.675000,-3.239458,2.355223,-0.549595
1402,11.683333,-3.245486,2.353768,-0.533637
1403,11.691667,-3.252896,2.352797,-0.518241
1404,11.700000,-3.259598,2.351650,-0.502568
1405,11.708333,-3.267508,2.350901,-0.487170
1406,11.716667,-3.274350,2.349781,-0.471218
1407,11.725000,-3.281530,2.349595,-0.453942
1408,11.733333,-3.288984,2.348469,-0.438308
1409,11.741667,-3.296357,2.347201,-0.422318
1410,11.750000,-3.303764,2.345909,-0.406810
1411,11.758333,-3.311166,2.344695,-0.391205
1412,11.766667,-3.317623,2.342760,-0.375797
1413,11.775000,-3.325016,2.341034,-0.360663
1414,11.783333,-3.331848,2.340586,-0.342995
1415,11.791667,-3.338299,2.338979,-0.326739
1416,11.800000,-3.344080,2.336758,-0.310978
1417,11.808333,-3.350888,2.335072,-0.295421
1418,11.816667,-3.357135,2.334362,-0.277186
1419,11.825000,-3.362844,2.332499,-0.260970
1420,11.833333,-3.367848,2.329360,-0.245848
1421,11.841667,-3.374431,2.328527,-0.229145
1422,11.850000,-3.380241,2.328550,-0.210533
1423,11.858333,-3.385698,2.326345,-0.195647
1424,11.866667,-3.390446,2.325761,-0.177228
1425,11.875000,-3.395086,2.324424,-0.160669
1426,11.883333,-3.399735,2.323359,-0.143883
1427,11.891667,-3.403623,2.321432,-0.128035
1428,11.900000,-3.407962,2.320828,-0.110534
1429,11.908333,-3.411949,2.318730,-0.095545
1430,11.916667,-3.415543,2.318533,-0.077495
1431,11.925000,-3.418745,2.317255,-0.060690
1432,11.933333,-3.421105,2.315370,-0.045470
1433,11.941667,-3.424122,2.314190,-0.029256
1434,11.950000,-3.426833,2.313959,-0.011725
1435,11.958333,-3.428799,2.312742,0.004623
1436,11.966667,-3.430590,2.311828,0.021066
1437,11.975000,-3.431843,2.309718,0.035858
1438,11.983333,-3.433223,2.308771,0.052045
1439,11.991667,-3.433854,2.307529,0.068381
1440,12.000000,-3.434264,2.306430,0.084469
1441,12.008333,-3.434179,2.305187,0.101029
1442,12.016667,-3.434633,2.304021,0.116827
1443,12.025000,-3.435133,2.303642,0.134041
1444,12.033333,-3.435263,2.302689,0.150565
1445,12.041667,-3.435447,2.301651,0.166742
1446,12.050000,-3.435397,2.300623,0.183184
1447,12.058333,-3.435575,2.299731,0.199348
1448,12.066667,-3.435824,2.298630,0.215774
1449,12.075000,-3.436104,2.297722,0.232245
1450,12.083333,-3.435995,2.295665,0.247823
1451,12.091667,-3.436038,2.294712,0.264752
1452,12.100000,-3.436526,2.293756,0.281229
1453,12.108333,-3.436626,2.293572,0.299714
1454,12.116667,-3.436306,2.292762,0.316851
1455,12.125000,-3.435304,2.290923,0.333150
1456,12.133333,-3.434869,2.289596,0.350096
1457,12.141667,-3.434669,2.288688,0.367257
1458,12.150000,-3.434157,2.287781,0.384760
1459,12.158333,-3.433419,2.286943,0.402725
1460,12.166667,-3.432917,2.285923,0.420825
1461,12.175000,-3.432566,2.285009,0.438944
1462,12.183333,-3.431381,2.284033,0.457616
1463,12.191667,-3.430617,2.283130,0.476265
1464,12.200000,-3.429964,2.282594,0.494842
1465,12.208333,-3.428147,2.281482,0.513629
1466,12.216667,-3.426918,2.280920,0.532140
1467,12.225000,-3.424655,2.279968,0.550984
1468,12.233333,-3.422482,2.279307,0.569978
1469,12.241667,-3.420966,2.278723,0.587938
1470,12.250000,-3.417169,2.277411,0.607163
1471,12.258333,-3.415089,2.276995,0.625443
1472,12.266667,-3.412287,2.276363,0.644188
1473,12.275000,-3.407387,2.274868,0.664261
1474,12.283333,-3.405814,2.274745,0.681863
1475,12.291667,-3.399577,2.272748,0.702623
1476,12.300000,-3.395880,2.272019,0.721021
1477,12.308333,-3.392166,2.271733,0.739791
1478,12.316667,-3.386209,2.270103,0.759812
1479,12.325000,-3.381351,2.269488,0.777746
1480,12.333333,-3.376290,2.268690,0.797021
1481,12.341667,-3.371448,2.267708,0.814402
1482,12.350000,-3.366126,2.267016,0.832750
1483,12.358333,-3.360595,2.266868,0.851848
1484,12.366667,-3.354594,2.266262,0.869923
1485,12.375000,-3.348564,2.265429,0.887992
1486,12.383333,-3.342603,2.265312,0.906127
1487,12.391667,-3.336266,2.264516,0.923760
1488,12.400000,-3.329465,2.263604,0.941587
1489,12.408333,-3.322612,2.262476,0.959297
1490,12.416667,-3.315284,2.261549,0.976738
1491,12.425000,-3.307941,2.260321,0.994173
1492,12.433333,-3.300349,2.259354,1.011187
1493,12.441667,-3.292187,2.258055,1.028029
1494,12.450000,-3.283576,2.256389,1.045032
1495,12.458333,-3.274831,2.255352,1.061727
1496,12.466667,-3.265801,2.253995,1.078434
1497,12.475000,-3.256939,2.252843,1.094495
1498,12.483333,-3.247233,2.251601,1.110816
1499,12.491667,-3.237342,2.250404,1.126527
1500,12.500000,-3.227691,2.249500,1.141840
1501,12.508333,-3.217085,2.248136,1.157040
1502,12.516667,-3.207088,2.247248,1.171921
1503,12.525000,-3.196106,2.246185,1.187154
1504,12.533333,-3.185570,2.245311,1.201677
1505,12.541667,-3.174280,2.243919,1.216388
1506,12.550000,-3.163091,2.243002,1.230906
1507,12.558333,-3.151539,2.241931,1.245196
1508,12.566667,-3.139802,2.240678,1.259529
1509,12.575000,-3.128006,2.239676,1.273506
1510,12.583333,-3.116422,2.238555,1.287429
1511,12.591667,-3.104248,2.237434,1.301529
1512,12.600000,-3.092489,2.236292,1.315189
1513,12.608333,-3.080541,2.235116,1.329136
1514,12.616667,-3.068346,2.233933,1.343035
1515,12.625000,-3.055834,2.232471,1.357229
1516,12.633333,-3.043548,2.230958,1.371365
1517,12.641667,-3.030580,2.229279,1.385626
1518,12.650000,-3.017367,2.227503,1.400177
1519,12.658333,-3.004035,2.225453,1.414932
1520,12.666667,-2.990151,2.222614,1.428867
1521,12.675000,-2.976145,2.220284,1.443938
1522,12.683333,-2.962376,2.218105,1.458891
1523,12.691667,-2.948626,2.216454,1.475042
1524,12.700000,-2.933508,2.213833,1.491020
1525,12.708333,-2.918930,2.211457,1.506119
1526,12.716667,-2.904223,2.208944,1.520814
1527,12.725000,-2.889162,2.206207,1.535666
1528,12.733333,-2.874200,2.203698,1.550769
1529,12.741667,-2.859201,2.200912,1.565361
1530,12.750000,-2.844203,2.198447,1.580278
1531,12.758333,-2.828827,2.195745,1.595086
1532,12.766667,-2.815085,2.192038,1.608572
1533,12.775000,-2.798899,2.190446,1.623713
1534,12.783333,-2.783904,2.187878,1.637413
1535,12.791667,-2.769954,2.184213,1.650017
1536,12.800000,-2.754633,2.181635,1.663209
1537,12.808333,-2.739279,2.179013,1.676255
1538,12.816667,-2.723810,2.176538,1.689059
1539,12.825000,-2.708315,2.173941,1.701461
1540,12.833333,-2.692438,2.171205,1.713808
1541,12.841667,-2.676491,2.168486,1.726018
1542,12.850000,-2.660382,2.165726,1.737855
1543,12.858333,-2.644320,2.163038,1.749913
1544,12.866667,-2.628297,2.160051,1.761376
1545,12.875000,-2.612097,2.157246,1.772883
1546,12.883333,-2.595873,2.154317,1.784091
1547,12.891667,-2.579511,2.151520,1.795057
1548,12.900000,-2.563274,2.148551,1.805907
1549,12.908333,-2.546808,2.145878,1.816540
1550,12.916667,-2.530290,2.142842,1.826498
1551,12.925000,-2.513590,2.140016,1.836165
1552,12.933333,-2.496607,2.137199,1.845535
1553,12.941667,-2.479800,2.134432,1.854370
1554,12.950000,-2.462557,2.131582,1.862993
1555,12.958333,-2.445495,2.128892,1.871276
1556,12.966667,-2.428316,2.125944,1.879220
1557,12.975000,-2.411027,2.123090,1.886571
1558,12.983333,-2.393545,2.120415,1.893775
1559,12.991667,-2.376155,2.117532,1.900532
1560,13.000000,-2.358586,2.114450,1.906687
1561,13.008333,-2.341146,2.111626,1.912611
1562,13.016667,-2.323416,2.108854,1.918048
1563,13.025000,-2.305401,2.106031,1.922676
1564,13.033333,-2.287640,2.103221,1.927135
1565,13.041667,-2.269683,2.100290,1.931137
1566,13.050000,-2.251572,2.097917,1.934810
1567,13.058333,-2.233617,2.095423,1.937762
1568,13.066667,-2.215538,2.093090,1.940259
1569,13.075000,-2.197312,2.090747,1.942390
1570,13.083333,-2.179188,2.088587,1.944065
1571,13.091667,-2.160837,2.086440,1.945311
1572,13.100000,-2.142440,2.084167,1.946205
1573,13.108333,-2.124308,2.082070,1.946731
1574,13.116667,-2.105797,2.080164,1.947107
1575,13.125000,-2.087733,2.078073,1.947046
1576,13.133333,-2.067049,2.075995,1.946782
1577,13.141667,-2.051029,2.073589,1.946055
1578,13.150000,-2.033101,2.071407,1.945591
1579,13.158333,-2.014914,2.069389,1.944969
1580,13.166667,-1.996805,2.066752,1.944108
1581,13.175000,-1.978742,2.063852,1.942631
1582,13.183333,-1.958508,2.062569,1.941039
1583,13.191667,-1.940085,2.059774,1.939701
1584,13.200000,-1.921643,2.056488,1.937864
1585,13.208333,-1.903540,2.053617,1.936649
1586,13.216667,-1.885211,2.050292,1.935024
1587,13.225000,-1.866769,2.046818,1.932936
1588,13.233333,-1.848347,2.043687,1.930997
1589,13.241667,-1.829611,2.040323,1.928639
1590,13.250000,-1.811121,2.036700,1.925957
1591,13.258333,-1.792486,2.033309,1.924890
1592,13.266667,-1.775856,2.031608,1.924544
1593,13.275000,-1.755763,2.026450,1.918238
1594,13.283333,-1.737453,2.022985,1.915261
1595,13.291667,-1.718665,2.019353,1.911700
1596,13.300000,-1.700319,2.016152,1.908377
1597,13.308333,-1.681794,2.012933,1.904564
1598,13.316667,-1.663788,2.009843,1.900282
1599,13.325000,-1.646193,2.006746,1.895579
1600,13.333333,-1.628976,2.003888,1.891000
1601,13.341667,-1.612324,2.000954,1.885885
1602,13.350000,-1.595588,1.998318,1.880308
1603,13.358333,-1.578861,1.995771,1.873895
1604,13.366667,-1.562703,1.992390,1.865673
1605,13.375000,-1.546711,1.989512,1.857673
1606,13.383333,-1.531025,1.986849,1.850497
1607,13.391667,-1.515400,1.984423,1.843084
1608,13.400000,-1.499892,1.982119,1.835853
1609,13.408333,-1.484861,1.979895,1.828071
1610,13.416667,-1.469473,1.977328,1.820586
1611,13.425000,-1.454635,1.975044,1.812725
1612,13.433333,-1.439811,1.972597,1.804752
1613,13.441667,-1.425136,1.970108,1.796546
1614,13.450000,-1.411052,1.967822,1.787921
1615,13.458333,-1.396995,1.965639,1.779403
1616,13.466667,-1.383663,1.963762,1.770301
1617,13.475000,-1.370851,1.961986,1.760900
1618,13.483333,-1.357736,1.960371,1.751553
1619,13.491667,-1.345870,1.959228,1.741776
1620,13.500000,-1.333773,1.957996,1.731716
1621,13.508333,-1.322071,1.957000,1.721397
1622,13.516667,-1.311443,1.956463,1.710867
1623,13.525000,-1.300201,1.955953,1.699923
1624,13.533333,-1.290381,1.955983,1.688722
1625,13.541667,-1.280518,1.956001,1.677172
1626,13.550000,-1.271281,1.955892,1.665309
1627,13.558333,-1.261746,1.956121,1.653668
1628,13.566667,-1.252993,1.956726,1.641531
1629,13.575000,-1.244403,1.957426,1.628931
1630,13.583333,-1.235843,1.957709,1.616362
1631,13.591667,-1.227692,1.958471,1.603454
1632,13.600000,-1.220012,1.959689,1.590496
1633,13.608333,-1.212697,1.960495,1.577196
1634,13.616667,-1.205735,1.961745,1.563748
1635,13.625000,-1.198647,1.963013,1.549959
1636,13.633333,-1.193091,1.964937,1.535667
1637,13.641667,-1.187018,1.966233,1.521532
1638,13.650000,-1.182144,1.968033,1.507012
1639,13.658333,-1.175965,1.969099,1.495155
1640,13.666667,-1.172351,1.970987,1.478095
1641,13.675000,-1.168253,1.972696,1.463176
1642,13.683333,-1.165665,1.974923,1.447768
1643,13.691667,-1.161396,1.976172,1.433170
1644,13.700000,-1.157916,1.977709,1.418206
1645,13.708333,-1.155095,1.979167,1.403060
1646,13.716667,-1.152607,1.980800,1.387829
1647,13.725000,-1.151294,1.983037,1.372128
1648,13.733333,-1.147729,1.983774,1.357475
1649,13.741667,-1.146113,1.985482,1.342013
1650,13.750000,-1.143329,1.986342,1.326880
1651,13.758333,-1.141925,1.988036,1.311000
1652,13.766667,-1.139262,1.988631,1.295776
1653,13.775000,-1.137620,1.989698,1.280169
1654,13.783333,-1.134118,1.989673,1.265335
1655,13.791667,-1.132622,1.990524,1.249897
1656,13.800000,-1.128852,1.990720,1.235694
1657,13.808333,-1.127390,1.991627,1.220697
1658,13.816667,-1.124999,1.992288,1.206034
1659,13.825000,-1.121597,1.992437,1.192122
1660,13.833333,-1.120858,1.993480,1.177010
1661,13.841667,-1.119259,1.994071,1.162522
1662,13.850000,-1.117990,1.994817,1.147450
1663,13.858333,-1.116070,1.995982,1.134380
1664,13.866667,-1.117118,1.996372,1.116580
1665,13.875000,-1.115867,1.997446,1.103413
1666,13.883333,-1.117385,1.997526,1.085421
1667,13.891667,-1.118459,1.998222,1.069036
1668,13.900000,-1.120183,1.999307,1.052419
1669,13.908333,-1.119645,1.999565,1.036812
1670,13.916667,-1.122942,2.000744,1.020029
1671,13.925000,-1.123410,2.001137,1.004230
1672,13.933333,-1.125342,2.001712,0.988076
1673,13.941667,-1.128914,2.002541,0.971623
1674,13.950000,-1.134241,2.003435,0.954685
1675,13.958333,-1.136058,2.003261,0.939305
1676,13.966667,-1.140120,2.003650,0.923394
1677,13.975000,-1.144529,2.003672,0.907834
1678,13.983333,-1.149294,2.003616,0.892312
1679,13.991667,-1.155170,2.003754,0.876681
1680,14.000000,-1.160773,2.003556,0.861639
1681,14.008333,-1.166855,2.003459,0.846632
1682,14.016667,-1.172552,2.002952,0.831965
1683,14.025000,-1.178527,2.002625,0.817525
1684,14.033333,-1.184892,2.002445,0.803336
1685,14.041667,-1.191096,2.002153,0.789506
1686,14.050000,-1.197546,2.002138,0.776238
1687,14.058333,-1.203248,2.001962,0.763223
1688,14.066667,-1.209520,2.001706,0.750553
1689,14.075000,-1.216985,2.002021,0.737859
1690,14.083333,-1.224058,2.002331,0.725810
1691,14.091667,-1.231416,2.002076,0.713586
1692,14.100000,-1.238649,2.001944,0.701852
1693,14.108333,-1.246743,2.001971,0.690238
1694,14.116667,-1.254257,2.001443,0.678647
1695,14.125000,-1.262086,2.000799,0.667097
1696,14.133333,-1.270799,2.000680,0.655652
1697,14.141667,-1.279280,2.000392,0.644442
1698,14.150000,-1.288020,1.999787,0.633335
1699,14.158333,-1.296412,1.999154,0.622435
1700,14.166667,-1.305074,1.998883,0.611829
1701,14.175000,-1.312674,1.997721,0.601919
1702,14.183333,-1.322636,1.997855,0.591458
1703,14.191667,-1.331432,1.997498,0.581787
1704,14.200000,-1.339566,1.996550,0.572223
