Format Version,1.1,Take Name,Take 2016-04-06 08.06.07 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.06.07.168 PM,Total Frames,2810,Rotation Type,Quaternion

,,Marker,Marker,Marker
,,Marker_10302,Marker_10302,Marker_10302
,,"8392B20CF49E3570283E","8392B20CF49E3570283E","8392B20CF49E3570283E"
,,Position,Position,Position
Frame,Time,X,Y,Z
548,4.566667,-3.410611,1.415338,3.989525
549,4.575000,-3.410644,1.415380,3.989528
550,4.583333,-3.410551,1.415331,3.989431
551,4.591667,-3.410601,1.415309,3.989505
552,4.600000,-3.410509,1.415447,3.989588
553,4.608333,-3.410458,1.415465,3.989558
554,4.616667,-3.410576,1.415346,3.989524
555,4.625000,-3.410903,1.415459,3.989724
556,4.633333,-3.411034,1.417172,3.991080
557,4.641667,-3.411074,1.417156,3.991079
558,4.650000,-3.410996,1.417264,3.991096
559,4.658333,-3.411046,1.417232,3.991161
560,4.666667,-3.411060,1.417258,3.991082
561,4.675000,-3.411036,1.417273,3.991120
562,4.683333,-3.411017,1.417203,3.991057
563,4.691667,-3.411033,1.417259,3.991092
564,4.700000,-3.411031,1.417282,3.991144
565,4.708333,-3.411040,1.417227,3.991089
566,4.716667,-3.411045,1.417235,3.991091
567,4.725000,-3.411075,1.417186,3.991106
568,4.733333,-3.411052,1.417132,3.991071
569,4.741667,-3.411055,1.417247,3.991168
570,4.750000,-3.411075,1.417330,3.991162
571,4.758333,-3.410625,1.415818,3.989872
572,4.766667,-3.410588,1.415706,3.989791
573,4.775000,-3.410537,1.415399,3.989546
574,4.783333,-3.410492,1.415486,3.989586
575,4.791667,-3.410587,1.415401,3.989538
576,4.800000,-3.410606,1.415360,3.989505
577,4.808333,-3.410572,1.415358,3.989451
578,4.816667,-3.410563,1.415361,3.989530
579,4.825000,-3.410563,1.415392,3.989523
580,4.833333,-3.410603,1.415304,3.989488
581,4.841667,-3.410629,1.415247,3.989384
582,4.850000,-3.410501,1.415363,3.989483
583,4.858333,-3.410533,1.415323,3.989386
584,4.866667,-3.410400,1.415439,3.989511
585,4.875000,-3.410496,1.415401,3.989552
586,4.883333,-3.410543,1.415414,3.989541
587,4.891667,-3.410517,1.415328,3.989517
588,4.900000,-3.410576,1.415395,3.989526
589,4.908333,-3.410603,1.415344,3.989474
590,4.916667,-3.410557,1.415425,3.989559
591,4.925000,-3.410593,1.415366,3.989491
592,4.933333,-3.410614,1.415312,3.989454
593,4.941667,-3.410532,1.415399,3.989496
594,4.950000,-3.410556,1.415350,3.989470
595,4.958333,-3.410619,1.415381,3.989539
596,4.966667,-3.410569,1.415375,3.989510
597,4.975000,-3.410533,1.415304,3.989464
598,4.983333,-3.410622,1.415341,3.989509
599,4.991667,-3.410656,1.415349,3.989502
600,5.000000,-3.410634,1.415278,3.989495
601,5.008333,-3.410639,1.415317,3.989469
602,5.016667,-3.410640,1.415399,3.989587
603,5.025000,-3.410647,1.415380,3.989548
604,5.033333,-3.410542,1.415312,3.989507
605,5.041667,-3.410714,1.415409,3.989608
606,5.050000,-3.410694,1.415326,3.989473
607,5.058333,-3.410626,1.415246,3.989443
608,5.066667,-3.410639,1.415151,3.989362
609,5.075000,-3.410738,1.415149,3.989477
610,5.083333,-3.410606,1.415325,3.989473
611,5.091667,-3.410584,1.415292,3.989443
612,5.100000,-3.410606,1.415118,3.989345
613,5.108333,-3.410599,1.415312,3.989495
614,5.116667,-3.410651,1.415317,3.989556
615,5.125000,-3.410653,1.415183,3.989413
616,5.133333,-3.410623,1.415234,3.989468
617,5.141667,-3.410511,1.415349,3.989485
618,5.150000,-3.410561,1.415326,3.989479
619,5.158333,-3.410624,1.415248,3.989437
620,5.166667,-3.410802,1.415325,3.989499
621,5.175000,-3.410949,1.415315,3.989510
622,5.183333,-3.411213,1.415414,3.989669
623,5.191667,-3.411462,1.415260,3.989688
624,5.200000,-3.411663,1.415407,3.989800
625,5.208333,-3.412008,1.415448,3.989880
626,5.216667,-3.412403,1.415475,3.989999
627,5.225000,-3.412896,1.415620,3.990102
628,5.233333,-3.413383,1.415434,3.990030
629,5.241667,-3.414004,1.415379,3.989908
630,5.250000,-3.414569,1.415395,3.989916
631,5.258333,-3.414182,1.413778,3.989554
632,5.266667,-3.414532,1.413835,3.989395
633,5.275000,-3.414828,1.413571,3.989080
634,5.283333,-3.415290,1.413722,3.988869
635,5.291667,-3.416509,1.415448,3.988566
636,5.300000,-3.416885,1.415521,3.988099
637,5.308333,-3.417198,1.415416,3.987543
638,5.316667,-3.417413,1.415426,3.986997
639,5.325000,-3.417604,1.415290,3.986269
640,5.333333,-3.416934,1.413256,3.985513
641,5.341667,-3.417154,1.413502,3.984717
642,5.350000,-3.417956,1.415190,3.983953
643,5.358333,-3.417970,1.415129,3.983231
644,5.366667,-3.417767,1.415190,3.983049
645,5.375000,-3.417420,1.415301,3.982989
646,5.383333,-3.417011,1.415453,3.983208
647,5.391667,-3.416728,1.415361,3.983333
648,5.400000,-3.416441,1.415505,3.983650
649,5.408333,-3.416178,1.415583,3.983834
650,5.416667,-3.415820,1.415633,3.983968
651,5.425000,-3.415509,1.415613,3.983990
652,5.433333,-3.415170,1.415610,3.983970
653,5.441667,-3.414908,1.416007,3.984068
654,5.450000,-3.414515,1.416386,3.983931
655,5.458333,-3.414150,1.417219,3.983818
656,5.466667,-3.413872,1.418842,3.984249
657,5.475000,-3.413299,1.420389,3.984006
658,5.483333,-3.412683,1.422783,3.984060
659,5.491667,-3.412145,1.425283,3.984279
660,5.500000,-3.410422,1.427098,3.984578
661,5.508333,-3.410489,1.432505,3.984850
662,5.516667,-3.409273,1.437377,3.985431
663,5.525000,-3.407987,1.442313,3.986082
664,5.533333,-3.406973,1.447877,3.986813
665,5.541667,-3.405791,1.453946,3.987720
666,5.550000,-3.403623,1.458454,3.988458
667,5.558333,-3.403348,1.467130,3.989561
668,5.566667,-3.401979,1.474417,3.990441
669,5.575000,-3.400882,1.482074,3.991199
670,5.583333,-3.399269,1.490583,3.991953
671,5.591667,-3.397989,1.499561,3.992801
672,5.600000,-3.396639,1.508790,3.993528
673,5.608333,-3.395042,1.518716,3.994442
674,5.616667,-3.392868,1.526935,3.994971
675,5.625000,-3.392548,1.539187,3.996058
676,5.633333,-3.390965,1.550375,3.996748
677,5.641667,-3.389576,1.561858,3.997670
678,5.650000,-3.387165,1.571557,3.998094
679,5.658333,-3.386432,1.585867,3.999403
680,5.666667,-3.384971,1.598375,4.000515
681,5.675000,-3.383195,1.611188,4.001509
682,5.683333,-3.381709,1.624194,4.002447
683,5.691667,-3.380076,1.637653,4.003488
684,5.700000,-3.378378,1.651328,4.004548
685,5.708333,-3.376823,1.665210,4.005460
686,5.716667,-3.375197,1.679290,4.006407
687,5.725000,-3.373664,1.693629,4.007375
688,5.733333,-3.372037,1.708132,4.008002
689,5.741667,-3.370501,1.722973,4.008824
690,5.750000,-3.368779,1.738034,4.009587
691,5.758333,-3.367289,1.753170,4.010225
692,5.766667,-3.365564,1.768415,4.010992
693,5.775000,-3.363806,1.784078,4.011765
694,5.783333,-3.361952,1.799771,4.012444
695,5.791667,-3.360073,1.815546,4.013125
696,5.800000,-3.358241,1.831406,4.013782
697,5.808333,-3.356236,1.847411,4.014389
698,5.816667,-3.354379,1.863850,4.015489
699,5.825000,-3.352204,1.880032,4.016090
700,5.833333,-3.350358,1.896127,4.016666
701,5.841667,-3.348190,1.912525,4.017432
702,5.850000,-3.346078,1.928751,4.018153
703,5.858333,-3.344062,1.944866,4.018852
704,5.866667,-3.342138,1.961106,4.019503
705,5.875000,-3.340089,1.977654,4.020837
706,5.883333,-3.337915,1.993839,4.021718
707,5.891667,-3.336266,2.009677,4.022483
708,5.900000,-3.334417,2.025616,4.023425
709,5.908333,-3.332889,2.041269,4.024379
710,5.916667,-3.331435,2.057358,4.025728
711,5.925000,-3.330106,2.072612,4.026591
712,5.933333,-3.328997,2.088003,4.027502
713,5.941667,-3.328182,2.103533,4.028991
714,5.950000,-3.327142,2.118614,4.029707
715,5.958333,-3.326253,2.133865,4.030629
716,5.966667,-3.325825,2.149178,4.031628
717,5.975000,-3.325026,2.164184,4.032458
718,5.983333,-3.324625,2.178843,4.032693
719,5.991667,-3.324312,2.194169,4.033962
720,6.000000,-3.323839,2.208812,4.034534
721,6.008333,-3.323667,2.223315,4.034856
722,6.016667,-3.323508,2.238411,4.035611
723,6.025000,-3.323277,2.253074,4.035985
724,6.033333,-3.323304,2.268307,4.036896
725,6.041667,-3.323012,2.282777,4.036937
726,6.050000,-3.322069,2.295763,4.036132
727,6.058333,-3.322823,2.312515,4.038049
728,6.066667,-3.322447,2.326961,4.038073
729,6.075000,-3.322525,2.342075,4.038641
730,6.083333,-3.322243,2.356578,4.038598
731,6.091667,-3.322368,2.371549,4.038745
732,6.100000,-3.322571,2.386100,4.038318
733,6.108333,-3.322636,2.400639,4.037544
734,6.116667,-3.323193,2.415445,4.037291
735,6.125000,-3.323622,2.429733,4.036439
736,6.133333,-3.324274,2.444431,4.036115
737,6.141667,-3.324836,2.458695,4.035316
738,6.150000,-3.325593,2.472567,4.034164
739,6.158333,-3.326591,2.486904,4.033619
740,6.166667,-3.327428,2.500350,4.032409
741,6.175000,-3.328748,2.514246,4.032116
742,6.183333,-3.329933,2.527627,4.031382
743,6.191667,-3.332008,2.540785,4.031637
744,6.200000,-3.334328,2.554217,4.032250
745,6.208333,-3.337544,2.568615,4.034390
746,6.216667,-3.338939,2.579554,4.033098
747,6.225000,-3.341576,2.592262,4.034004
748,6.233333,-3.345419,2.606767,4.037484
749,6.241667,-3.347801,2.619017,4.038501
750,6.250000,-3.349784,2.630235,4.038993
751,6.258333,-3.352315,2.641679,4.040141
752,6.266667,-3.354528,2.653421,4.041510
753,6.275000,-3.357020,2.663867,4.041759
754,6.283333,-3.359292,2.674984,4.043092
755,6.291667,-3.362004,2.686195,4.044222
756,6.300000,-3.364151,2.696850,4.044798
757,6.308333,-3.366775,2.707437,4.045730
758,6.316667,-3.369161,2.718740,4.046984
759,6.325000,-3.371575,2.729074,4.047259
760,6.333333,-3.373935,2.739995,4.048221
761,6.341667,-3.376390,2.750751,4.049188
762,6.350000,-3.378416,2.761088,4.049415
763,6.358333,-3.380677,2.772190,4.050413
764,6.366667,-3.382787,2.782342,4.050505
765,6.375000,-3.384862,2.793115,4.051386
766,6.383333,-3.386985,2.803820,4.052004
767,6.391667,-3.388990,2.813898,4.052015
768,6.400000,-3.390958,2.824363,4.052799
769,6.408333,-3.393023,2.834239,4.052575
770,6.416667,-3.394777,2.844220,4.052631
771,6.425000,-3.396786,2.854313,4.052942
772,6.433333,-3.398558,2.863781,4.052617
773,6.441667,-3.400347,2.873714,4.052868
774,6.450000,-3.402056,2.883008,4.052518
775,6.458333,-3.403617,2.892201,4.052110
776,6.466667,-3.405236,2.901275,4.051824
777,6.475000,-3.406897,2.910274,4.051572
778,6.483333,-3.408228,2.918970,4.051134
779,6.491667,-3.409610,2.927372,4.050472
780,6.500000,-3.410908,2.935403,4.049721
781,6.508333,-3.412224,2.943430,4.048956
782,6.516667,-3.413306,2.951125,4.048162
783,6.525000,-3.414280,2.958578,4.047291
784,6.533333,-3.415295,2.965633,4.046388
785,6.541667,-3.416119,2.972105,4.044835
786,6.550000,-3.416861,2.978575,4.043768
787,6.558333,-3.417639,2.984574,4.042566
788,6.566667,-3.418168,2.990113,4.040968
789,6.575000,-3.418758,2.995397,4.039612
790,6.583333,-3.419291,2.999903,4.037810
791,6.591667,-3.419699,3.004145,4.036133
792,6.600000,-3.420249,3.008016,4.034460
793,6.608333,-3.420582,3.011278,4.032724
794,6.616667,-3.420891,3.013947,4.030705
795,6.625000,-3.421180,3.016322,4.028835
796,6.633333,-3.421536,3.018129,4.026810
797,6.641667,-3.421677,3.019447,4.024801
798,6.650000,-3.421931,3.020397,4.022748
799,6.658333,-3.421892,3.020983,4.020833
800,6.666667,-3.421898,3.020803,4.018302
801,6.675000,-3.421860,3.020643,4.016404
802,6.683333,-3.421738,3.020018,4.014294
803,6.691667,-3.421554,3.018813,4.011942
804,6.700000,-3.421313,3.017245,4.009769
805,6.708333,-3.421030,3.015216,4.007271
806,6.716667,-3.420698,3.012923,4.004997
807,6.725000,-3.420265,3.010290,4.002502
808,6.733333,-3.419708,3.007324,3.999995
809,6.741667,-3.419093,3.003937,3.997381
810,6.750000,-3.418290,3.000255,3.994843
811,6.758333,-3.417489,2.996389,3.992230
812,6.766667,-3.416563,2.992196,3.989529
813,6.775000,-3.415559,2.987683,3.986948
814,6.783333,-3.414505,2.982889,3.984237
815,6.791667,-3.413326,2.977897,3.981514
816,6.800000,-3.412078,2.972729,3.978842
817,6.808333,-3.410774,2.967273,3.976072
818,6.816667,-3.409285,2.961691,3.973207
819,6.825000,-3.407750,2.955759,3.970230
820,6.833333,-3.406102,2.949886,3.967338
821,6.841667,-3.404424,2.943936,3.964510
822,6.850000,-3.402525,2.937511,3.961574
823,6.858333,-3.400698,2.931305,3.958820
824,6.866667,-3.398641,2.924718,3.955604
825,6.875000,-3.396654,2.918173,3.952695
826,6.883333,-3.394422,2.911563,3.949982
827,6.891667,-3.392227,2.904744,3.946986
828,6.900000,-3.389685,2.898221,3.944229
829,6.908333,-3.387376,2.891277,3.941264
830,6.916667,-3.384691,2.884499,3.938537
831,6.925000,-3.382081,2.877599,3.935569
832,6.933333,-3.379266,2.870701,3.932592
833,6.941667,-3.376534,2.863701,3.929726
834,6.950000,-3.373427,2.856521,3.926756
835,6.958333,-3.370327,2.849337,3.923848
836,6.966667,-3.367305,2.842366,3.920985
837,6.975000,-3.363874,2.835177,3.917873
838,6.983333,-3.360565,2.828063,3.914760
839,6.991667,-3.357188,2.820877,3.911832
840,7.000000,-3.353562,2.813677,3.908913
841,7.008333,-3.349856,2.806419,3.905905
842,7.016667,-3.346093,2.799287,3.902996
843,7.025000,-3.342343,2.791960,3.899718
844,7.033333,-3.338336,2.785062,3.896775
845,7.041667,-3.334173,2.777875,3.893755
846,7.050000,-3.329856,2.770685,3.890601
847,7.058333,-3.325456,2.763617,3.887617
848,7.066667,-3.320904,2.756464,3.884470
849,7.075000,-3.316209,2.749621,3.881505
850,7.083333,-3.311481,2.742615,3.878543
851,7.091667,-3.306632,2.735442,3.875420
852,7.100000,-3.301611,2.728640,3.872390
853,7.108333,-3.296669,2.721922,3.869521
854,7.116667,-3.291597,2.714859,3.866730
855,7.125000,-3.286376,2.707867,3.863956
856,7.133333,-3.281245,2.700877,3.860966
857,7.141667,-3.276057,2.693885,3.858070
858,7.150000,-3.270823,2.686776,3.855190
859,7.158333,-3.264204,2.677908,3.850194
860,7.166667,-3.258712,2.671084,3.847366
861,7.175000,-3.253320,2.663993,3.844340
862,7.183333,-3.246837,2.655281,3.839704
863,7.191667,-3.241319,2.647792,3.836591
864,7.200000,-3.235848,2.640780,3.833843
865,7.208333,-3.230283,2.633871,3.831159
866,7.216667,-3.224633,2.626443,3.828219
867,7.225000,-3.219010,2.619235,3.825771
868,7.233333,-3.214396,2.613812,3.825148
869,7.241667,-3.208425,2.606641,3.822961
870,7.250000,-3.202309,2.599434,3.820946
871,7.258333,-3.196173,2.592309,3.819247
872,7.266667,-3.189771,2.585168,3.817820
873,7.275000,-3.183422,2.577820,3.816318
874,7.283333,-3.176609,2.570935,3.815316
875,7.291667,-3.169903,2.563375,3.814074
876,7.300000,-3.163158,2.556083,3.813023
877,7.308333,-3.156112,2.548856,3.812110
878,7.316667,-3.148874,2.541567,3.811502
879,7.325000,-3.141418,2.534213,3.811174
880,7.333333,-3.133797,2.527449,3.810231
881,7.341667,-3.125939,2.520637,3.809528
882,7.350000,-3.117796,2.513710,3.809177
883,7.358333,-3.109375,2.506869,3.809120
884,7.366667,-3.100811,2.499949,3.809093
885,7.375000,-3.092041,2.493089,3.809164
886,7.383333,-3.082966,2.486596,3.809417
887,7.391667,-3.073770,2.480091,3.809630
888,7.400000,-3.064172,2.473791,3.810073
889,7.408333,-3.054470,2.467341,3.810316
890,7.416667,-3.044540,2.461285,3.810734
891,7.425000,-3.034191,2.455238,3.811071
892,7.433333,-3.023674,2.449507,3.811530
893,7.441667,-3.012925,2.443671,3.811919
894,7.450000,-3.002005,2.438303,3.812468
895,7.458333,-2.990949,2.432931,3.812860
896,7.466667,-2.979742,2.427817,3.813079
897,7.475000,-2.968194,2.422840,3.813408
898,7.483333,-2.956413,2.418261,3.813676
899,7.491667,-2.944621,2.413812,3.813934
900,7.500000,-2.932767,2.409481,3.814134
901,7.508333,-2.920507,2.405522,3.814325
902,7.516667,-2.908264,2.401614,3.814273
903,7.525000,-2.895805,2.397921,3.814348
904,7.533333,-2.883175,2.394629,3.814336
905,7.541667,-2.870418,2.391208,3.814074
906,7.550000,-2.857597,2.388098,3.813948
907,7.558333,-2.844533,2.385193,3.813558
908,7.566667,-2.831339,2.382380,3.813025
909,7.575000,-2.817960,2.379752,3.812381
910,7.583333,-2.804444,2.377373,3.811702
911,7.591667,-2.790883,2.375151,3.810789
912,7.600000,-2.777028,2.373393,3.809956
913,7.608333,-2.763043,2.371560,3.808873
914,7.616667,-2.749029,2.369881,3.807571
915,7.625000,-2.734923,2.368389,3.806106
916,7.633333,-2.720651,2.367276,3.804575
917,7.641667,-2.706118,2.366274,3.802896
918,7.650000,-2.691648,2.365557,3.801271
919,7.658333,-2.677201,2.364850,3.799303
920,7.666667,-2.662590,2.364511,3.797322
921,7.675000,-2.648162,2.364051,3.795011
922,7.683333,-2.633703,2.363908,3.792645
923,7.691667,-2.619139,2.363687,3.789981
924,7.700000,-2.604547,2.363904,3.787392
925,7.708333,-2.589923,2.364206,3.784036
926,7.716667,-2.575336,2.364430,3.780622
927,7.725000,-2.560674,2.365060,3.777095
928,7.733333,-2.545871,2.365717,3.773189
929,7.741667,-2.531146,2.366394,3.769321
930,7.750000,-2.516197,2.367331,3.765185
931,7.758333,-2.501285,2.368212,3.760772
932,7.766667,-2.486286,2.369373,3.756743
933,7.775000,-2.471315,2.370423,3.752244
934,7.783333,-2.456234,2.371686,3.747747
935,7.791667,-2.441168,2.372813,3.743253
936,7.800000,-2.426022,2.374008,3.738630
937,7.808333,-2.411002,2.375403,3.734158
938,7.816667,-2.395630,2.376421,3.730381
939,7.825000,-2.380832,2.377775,3.724495
940,7.833333,-2.365792,2.379419,3.719562
941,7.841667,-2.350710,2.380965,3.714806
942,7.850000,-2.335837,2.382486,3.709696
943,7.858333,-2.320711,2.383945,3.704670
944,7.866667,-2.305708,2.385881,3.699674
945,7.875000,-2.290814,2.387410,3.694456
946,7.883333,-2.275802,2.389241,3.689293
947,7.891667,-2.260942,2.391032,3.684071
948,7.900000,-2.246075,2.392865,3.678541
949,7.908333,-2.231099,2.394697,3.672801
950,7.916667,-2.216246,2.396945,3.667288
951,7.925000,-2.201349,2.399091,3.661313
952,7.933333,-2.186425,2.401223,3.655172
953,7.941667,-2.171671,2.403772,3.649015
954,7.950000,-2.156904,2.406199,3.642598
955,7.958333,-2.142013,2.408665,3.636144
956,7.966667,-2.127174,2.411398,3.629551
957,7.975000,-2.112562,2.414121,3.622847
958,7.983333,-2.098099,2.416808,3.616007
959,7.991667,-2.083689,2.419621,3.608646
960,8.000000,-2.069266,2.422440,3.601335
961,8.008333,-2.055524,2.423530,3.592098
962,8.016667,-2.041306,2.426526,3.584768
963,8.025000,-2.027637,2.429567,3.577097
964,8.033333,-2.012863,2.432383,3.569256
965,8.041667,-2.000279,2.435781,3.561741
966,8.050000,-1.985237,2.438677,3.554010
967,8.058333,-1.972051,2.441550,3.545744
968,8.066667,-1.959959,2.445182,3.537899
969,8.075000,-1.945358,2.447680,3.529583
970,8.083333,-1.933225,2.451274,3.521461
971,8.091667,-1.918621,2.453893,3.513057
972,8.100000,-1.906765,2.457284,3.504793
973,8.108333,-1.893745,2.460226,3.496032
974,8.116667,-1.880579,2.463045,3.487432
975,8.125000,-1.866447,2.465755,3.478759
976,8.133333,-1.853738,2.468505,3.469794
977,8.141667,-1.840569,2.471055,3.460799
978,8.150000,-1.827775,2.473828,3.451944
979,8.158333,-1.815184,2.476494,3.442748
980,8.166667,-1.802199,2.479039,3.433635
981,8.175000,-1.789311,2.481633,3.424468
982,8.183333,-1.777255,2.483622,3.414801
983,8.191667,-1.765727,2.486618,3.405777
984,8.200000,-1.751660,2.488704,3.396471
985,8.208333,-1.740577,2.491071,3.387132
986,8.216667,-1.727311,2.492751,3.377351
987,8.225000,-1.714644,2.494948,3.368221
988,8.233333,-1.702414,2.497022,3.359026
989,8.241667,-1.691600,2.498910,3.349264
990,8.250000,-1.679500,2.500675,3.339943
991,8.258333,-1.666358,2.502103,3.330189
992,8.266667,-1.654433,2.504023,3.320600
993,8.275000,-1.642666,2.505206,3.310634
994,8.283333,-1.631584,2.507058,3.300707
995,8.291667,-1.620772,2.508861,3.290873
996,8.300000,-1.608143,2.509943,3.280622
997,8.308333,-1.596603,2.511372,3.270748
998,8.316667,-1.585956,2.513416,3.261065
999,8.325000,-1.573210,2.514307,3.250714
1000,8.333333,-1.561410,2.515782,3.240629
1001,8.341667,-1.551001,2.517585,3.230787
1002,8.350000,-1.538080,2.518524,3.220245
1003,8.358333,-1.527267,2.520096,3.210120
1004,8.366667,-1.515717,2.521509,3.199865
1005,8.375000,-1.502726,2.522404,3.189160
1006,8.383333,-1.491706,2.524075,3.179080
1007,8.391667,-1.478749,2.524632,3.168272
1008,8.400000,-1.466964,2.526076,3.157612
1009,8.408333,-1.455173,2.527378,3.146760
1010,8.416667,-1.443324,2.528570,3.136034
1011,8.425000,-1.431247,2.529932,3.125142
1012,8.433333,-1.419353,2.531119,3.114063
1013,8.441667,-1.407422,2.532591,3.103248
1014,8.450000,-1.395432,2.533690,3.092298
1015,8.458333,-1.383160,2.534574,3.081234
1016,8.466667,-1.370989,2.535671,3.070188
1017,8.475000,-1.358936,2.537025,3.059305
1018,8.483333,-1.346080,2.538004,3.048834
1019,8.491667,-1.333699,2.538974,3.037525
1020,8.500000,-1.321527,2.540163,3.026748
1021,8.508333,-1.309184,2.541387,3.015827
1022,8.516667,-1.296462,2.541889,3.004677
1023,8.525000,-1.283989,2.542828,2.993833
1024,8.533333,-1.271716,2.543529,2.982743
1025,8.541667,-1.259196,2.544217,2.971471
1026,8.550000,-1.246236,2.544956,2.960549
1027,8.558333,-1.234039,2.545280,2.948984
1028,8.566667,-1.221694,2.545872,2.937592
1029,8.575000,-1.208570,2.546410,2.926519
1030,8.583333,-1.196317,2.546875,2.914898
1031,8.591667,-1.183540,2.546969,2.903522
1032,8.600000,-1.171101,2.547036,2.892287
1033,8.608333,-1.158723,2.547295,2.880465
1034,8.616667,-1.146351,2.547142,2.868694
1035,8.625000,-1.134249,2.547039,2.856614
1036,8.633333,-1.121988,2.547219,2.844619
1037,8.641667,-1.109632,2.547069,2.832377
1038,8.650000,-1.097504,2.547193,2.820261
1039,8.658333,-1.085568,2.547274,2.807909
1040,8.666667,-1.073199,2.547306,2.795362
1041,8.675000,-1.060615,2.547441,2.783096
1042,8.683333,-1.048458,2.548119,2.770643
1043,8.691667,-1.036188,2.548327,2.758178
1044,8.700000,-1.023485,2.548666,2.745764
1045,8.708333,-1.010852,2.549164,2.733358
1046,8.716667,-0.998553,2.550029,2.721082
1047,8.725000,-0.985866,2.550284,2.708336
1048,8.733333,-0.973733,2.551041,2.695655
1049,8.741667,-0.960853,2.551862,2.683220
1050,8.750000,-0.948099,2.552736,2.670675
1051,8.758333,-0.935467,2.553701,2.657833
1052,8.766667,-0.922551,2.554462,2.645472
1053,8.775000,-0.909787,2.555469,2.632626
1054,8.783333,-0.896617,2.556384,2.619840
1055,8.791667,-0.883988,2.557320,2.606800
1056,8.800000,-0.870647,2.558569,2.594297
1057,8.808333,-0.857723,2.559896,2.581164
1058,8.816667,-0.844295,2.560790,2.568464
1059,8.825000,-0.831201,2.561916,2.555101
1060,8.833333,-0.818006,2.562968,2.541631
1061,8.841667,-0.804934,2.564220,2.528266
1062,8.850000,-0.791871,2.565079,2.514040
1063,8.858333,-0.778874,2.566010,2.500140
1064,8.866667,-0.766350,2.567219,2.485886
1065,8.875000,-0.753382,2.567916,2.471488
1066,8.883333,-0.740637,2.568994,2.456923
1067,8.891667,-0.727671,2.569331,2.442114
1068,8.900000,-0.714938,2.569778,2.427370
1069,8.908333,-0.702039,2.569902,2.412282
1070,8.916667,-0.689648,2.570305,2.396905
1071,8.925000,-0.676484,2.570494,2.381985
1072,8.933333,-0.663702,2.570731,2.366409
1073,8.941667,-0.651077,2.570611,2.350844
1074,8.950000,-0.638084,2.570389,2.335371
1075,8.958333,-0.626172,2.570514,2.319091
1076,8.966667,-0.613751,2.570324,2.303131
1077,8.975000,-0.601472,2.569899,2.286937
1078,8.983333,-0.589706,2.569737,2.270600
1079,8.991667,-0.578175,2.569488,2.254431
1080,9.000000,-0.567031,2.569326,2.237743
1081,9.008333,-0.556452,2.568791,2.220865
1082,9.016667,-0.545932,2.567932,2.204089
1083,9.025000,-0.535763,2.567345,2.186518
1084,9.033333,-0.525442,2.567005,2.169305
1085,9.041667,-0.515381,2.566290,2.152020
1086,9.050000,-0.505382,2.565444,2.134208
1087,9.058333,-0.495239,2.565044,2.116614
1088,9.066667,-0.485575,2.564348,2.099019
1089,9.075000,-0.476436,2.563913,2.081027
1090,9.083333,-0.466969,2.563429,2.062850
1091,9.091667,-0.457250,2.562830,2.045059
1092,9.100000,-0.447490,2.562567,2.027352
1093,9.108333,-0.438391,2.561901,2.008967
1094,9.116667,-0.429730,2.561820,1.990938
1095,9.125000,-0.420832,2.561439,1.972451
1096,9.133333,-0.411767,2.561038,1.954056
1097,9.141667,-0.402607,2.560580,1.935555
1098,9.150000,-0.393494,2.560326,1.917125
1099,9.158333,-0.384486,2.559626,1.898942
1100,9.166667,-0.376020,2.559305,1.879982
1101,9.175000,-0.367292,2.559373,1.861246
1102,9.183333,-0.358157,2.559223,1.843102
1103,9.191667,-0.348978,2.558921,1.824468
1104,9.200000,-0.339628,2.558713,1.805546
1105,9.208333,-0.330216,2.558628,1.786981
1106,9.216667,-0.321190,2.558453,1.767955
1107,9.225000,-0.312168,2.558266,1.748889
1108,9.233333,-0.303436,2.558060,1.729565
1109,9.241667,-0.294856,2.557992,1.709788
1110,9.250000,-0.285665,2.557832,1.690575
1111,9.258333,-0.277122,2.557167,1.670823
1112,9.266667,-0.268548,2.556844,1.651171
1113,9.275000,-0.259863,2.556637,1.631290
1114,9.283333,-0.251778,2.556146,1.611112
1115,9.291667,-0.243474,2.555763,1.591058
1116,9.300000,-0.235074,2.555461,1.571077
1117,9.308333,-0.227906,2.554814,1.550520
1118,9.316667,-0.219552,2.554267,1.530748
1119,9.325000,-0.212038,2.553663,1.511040
1120,9.333333,-0.204210,2.552867,1.491221
1121,9.341667,-0.196625,2.552254,1.470909
1122,9.350000,-0.189321,2.551385,1.450626
1123,9.358333,-0.182576,2.550951,1.430442
1124,9.366667,-0.175633,2.550428,1.410522
1125,9.375000,-0.168082,2.549629,1.390840
1126,9.383333,-0.160966,2.548928,1.370724
1127,9.391667,-0.153990,2.548814,1.350548
1128,9.400000,-0.146977,2.548447,1.330400
1129,9.408333,-0.139994,2.547756,1.310560
1130,9.416667,-0.133095,2.547532,1.290713
1131,9.425000,-0.126308,2.547435,1.270479
1132,9.433333,-0.119937,2.547212,1.250070
1133,9.441667,-0.112949,2.546748,1.229793
1134,9.450000,-0.107120,2.546922,1.209663
1135,9.458333,-0.100873,2.546709,1.189713
1136,9.466667,-0.095464,2.546917,1.169148
1137,9.475000,-0.089656,2.547028,1.148420
1138,9.483333,-0.083560,2.547038,1.127888
1139,9.491667,-0.078125,2.547080,1.108036
1140,9.500000,-0.073174,2.547707,1.087450
