Format Version,1.1,Take Name,Take 2016-04-06 08.07.39 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.07.39.119 PM,Total Frames,4607,Rotation Type,Quaternion

,,Marker,Marker,Marker
3491,29.091667,-1.850936,2.829793,0.487954
3492,29.100000,-1.845415,2.819789,0.495965
3493,29.108333,-1.840269,2.809640,0.503673
3494,29.116667,-1.834966,2.799262,0.511626
3495,29.125000,-1.829783,2.788687,0.519120
3496,29.133333,-1.824669,2.778185,0.526840
3497,29.141667,-1.819677,2.767458,0.533851
3498,29.150000,-1.814705,2.756567,0.541298
3499,29.158333,-1.809988,2.745921,0.548368
3500,29.166667,-1.805398,2.734999,0.555427
3501,29.175000,-1.800731,2.723866,0.562632
3502,29.183333,-1.796563,2.712959,0.569201
3503,29.191667,-1.792039,2.701810,0.576377
3504,29.200000,-1.787712,2.690627,0.583161
3505,29.208333,-1.783730,2.679462,0.589512
3506,29.216667,-1.779579,2.668114,0.596445
3507,29.225000,-1.775801,2.656810,0.603024
3508,29.233333,-1.772094,2.645302,0.609509
3509,29.241667,-1.768903,2.634001,0.616121
3510,29.250000,-1.765538,2.622474,0.622717
3511,29.258333,-1.762172,2.611374,0.629143
3512,29.266667,-1.759455,2.599779,0.635904
3513,29.275000,-1.756546,2.588363,0.642447
3514,29.283333,-1.753565,2.576917,0.649092
3515,29.291667,-1.751934,2.565792,0.655557
3516,29.300000,-1.749130,2.554322,0.662252
3517,29.308333,-1.746589,2.543184,0.668753
3518,29.316667,-1.744691,2.532026,0.675398
3519,29.325000,-1.742877,2.521195,0.681833
3520,29.333333,-1.740942,2.510137,0.688829
3521,29.341667,-1.739178,2.499496,0.695399
3522,29.350000,-1.737611,2.488599,0.702188
3523,29.358333,-1.736697,2.478003,0.708346
3524,29.366667,-1.734841,2.466992,0.715192
3525,29.375000,-1.733843,2.456423,0.721731
3526,29.383333,-1.732856,2.445759,0.728301
3527,29.391667,-1.732092,2.435500,0.734927
3528,29.400000,-1.731842,2.425073,0.740792
3529,29.408333,-1.730673,2.414459,0.747699
3530,29.416667,-1.729911,2.403842,0.753809
3531,29.425000,-1.729805,2.393774,0.760116
3532,29.433333,-1.729481,2.383590,0.766393
3533,29.441667,-1.730322,2.373548,0.771836
3534,29.450000,-1.729985,2.363210,0.778096
3535,29.458333,-1.730173,2.353179,0.783820
3536,29.466667,-1.730316,2.343083,0.790054
3537,29.475000,-1.730516,2.333126,0.795799
3538,29.483333,-1.730769,2.322796,0.801794
3539,29.491667,-1.731951,2.312901,0.807174
3540,29.500000,-1.732820,2.302984,0.813200
3541,29.508333,-1.734345,2.293357,0.818668
3542,29.516667,-1.735314,2.283230,0.824556
3543,29.525000,-1.736154,2.273501,0.830519
3544,29.533333,-1.736867,2.263466,0.836590
3545,29.541667,-1.737911,2.253916,0.842666
3546,29.550000,-1.739657,2.244029,0.848255
3547,29.558333,-1.742176,2.234832,0.854001
3548,29.566667,-1.742947,2.224886,0.860336
3549,29.575000,-1.744232,2.214966,0.866504
3550,29.583333,-1.746614,2.205564,0.872511
3551,29.591667,-1.748515,2.196011,0.878607
3552,29.600000,-1.750640,2.186285,0.884566
3553,29.608333,-1.752978,2.177119,0.890649
3554,29.616667,-1.754810,2.167541,0.897139
3555,29.625000,-1.757426,2.157969,0.902865
3556,29.633333,-1.759562,2.148786,0.909378
3557,29.641667,-1.761371,2.139163,0.915838
3558,29.650000,-1.764586,2.130014,0.921623
3559,29.658333,-1.766564,2.120656,0.928292
3560,29.666667,-1.769266,2.111356,0.934051
3561,29.675000,-1.771373,2.102065,0.940882
3562,29.683333,-1.773998,2.092726,0.946717
3563,29.691667,-1.778089,2.084390,0.952288
3564,29.700000,-1.778390,2.074457,0.959689
3565,29.708333,-1.781669,2.065495,0.965144
3566,29.716667,-1.783872,2.056619,0.971618
3567,29.725000,-1.785474,2.047059,0.978128
3568,29.733333,-1.789332,2.038375,0.983591
3569,29.741667,-1.790784,2.029019,0.990279
3570,29.750000,-1.793830,2.020314,0.995754
3571,29.758333,-1.795102,2.011127,1.002607
3572,29.766667,-1.798097,2.002162,1.007964
3573,29.775000,-1.800099,1.993576,1.014301
3574,29.783333,-1.802402,1.984636,1.019806
3575,29.791667,-1.805097,1.976172,1.025468
3576,29.800000,-1.807450,1.967363,1.031045
3577,29.808333,-1.810216,1.959328,1.036226
3578,29.816667,-1.812563,1.950736,1.041834
3579,29.825000,-1.814536,1.942479,1.047305
3580,29.833333,-1.817219,1.934456,1.052406
3581,29.841667,-1.819067,1.926045,1.057610
3582,29.850000,-1.821101,1.918061,1.062717
3583,29.858333,-1.823668,1.910168,1.067401
3584,29.866667,-1.825562,1.902635,1.072532
3585,29.875000,-1.826927,1.894550,1.077613
3586,29.883333,-1.829447,1.887197,1.082015
3587,29.891667,-1.831204,1.879683,1.086729
3588,29.900000,-1.832844,1.872745,1.091307
3589,29.908333,-1.834433,1.865373,1.095971
3590,29.916667,-1.837137,1.858411,1.100014
3591,29.925000,-1.838993,1.851205,1.104019
3592,29.933333,-1.840554,1.844194,1.108608
3593,29.941667,-1.842543,1.837317,1.112558
3594,29.950000,-1.844569,1.830406,1.116286
3595,29.958333,-1.846224,1.823637,1.120462
3596,29.966667,-1.848214,1.816898,1.124048
3597,29.975000,-1.850750,1.810499,1.127506
3598,29.983333,-1.852160,1.803665,1.131180
3599,29.991667,-1.854383,1.797551,1.134641
3600,30.000000,-1.855754,1.790814,1.138048
3601,30.008333,-1.857473,1.784685,1.141581
3602,30.016667,-1.859522,1.778458,1.144745
3603,30.025000,-1.860470,1.772344,1.148178
3604,30.033333,-1.862813,1.766445,1.150653
3605,30.041667,-1.864735,1.760532,1.153314
3606,30.050000,-1.866597,1.754898,1.156085
3607,30.058333,-1.867934,1.748726,1.158754
3608,30.066667,-1.869888,1.743263,1.161162
3609,30.075000,-1.871797,1.737352,1.163094
3610,30.083333,-1.873239,1.731569,1.165322
3611,30.091667,-1.875335,1.725835,1.167033
3612,30.100000,-1.876596,1.720216,1.169006
3613,30.108333,-1.878639,1.714757,1.170684
3614,30.116667,-1.879928,1.709010,1.172254
3615,30.125000,-1.882308,1.703492,1.173219
3616,30.133333,-1.883607,1.697812,1.174456
3617,30.141667,-1.885595,1.692149,1.175133
3618,30.150000,-1.887061,1.686540,1.175989
3619,30.158333,-1.888873,1.680735,1.176344
3620,30.166667,-1.890010,1.674905,1.177150
3621,30.175000,-1.891834,1.669023,1.177200
3622,30.183333,-1.893737,1.663419,1.177334
3623,30.191667,-1.894985,1.657614,1.177076
3624,30.200000,-1.896050,1.651535,1.176821
3625,30.208333,-1.897317,1.645754,1.176720
3626,30.216667,-1.898559,1.639688,1.176157
3627,30.225000,-1.900026,1.634221,1.175228
3628,30.233333,-1.901072,1.628537,1.174608
3629,30.241667,-1.902366,1.622434,1.173775
3630,30.250000,-1.903232,1.616968,1.172911
3631,30.258333,-1.904146,1.611708,1.171946
3632,30.266667,-1.905043,1.605959,1.170890
3633,30.275000,-1.905837,1.600793,1.169553
3634,30.283333,-1.906444,1.595398,1.168565
3635,30.291667,-1.907368,1.590088,1.167048
3636,30.300000,-1.907037,1.584636,1.166306
3637,30.308333,-1.908348,1.579684,1.164393
3638,30.316667,-1.908596,1.574676,1.162707
3639,30.325000,-1.907584,1.569401,1.162686
3640,30.333333,-1.908836,1.564383,1.160130
3641,30.341667,-1.909708,1.559494,1.158304
3642,30.350000,-1.909583,1.554730,1.156915
3643,30.358333,-1.909863,1.549818,1.155416
3644,30.366667,-1.910249,1.545364,1.153604
3645,30.375000,-1.909904,1.540569,1.152305
3646,30.383333,-1.909969,1.536479,1.150653
3647,30.391667,-1.910192,1.532006,1.148954
3648,30.400000,-1.910106,1.528095,1.147188
3649,30.408333,-1.909808,1.523867,1.145875
3650,30.416667,-1.909861,1.520061,1.144341
3651,30.425000,-1.909361,1.516223,1.142844
3652,30.433333,-1.909412,1.512421,1.141252
3653,30.441667,-1.908992,1.508689,1.139918
3654,30.450000,-1.909071,1.505065,1.138178
3655,30.458333,-1.909347,1.501856,1.136633
3656,30.466667,-1.909640,1.498471,1.135242
3657,30.475000,-1.909091,1.495055,1.133668
3658,30.483333,-1.909156,1.491917,1.132430
3659,30.491667,-1.908941,1.488564,1.131357
3660,30.500000,-1.908879,1.485733,1.130081
3661,30.508333,-1.908917,1.482640,1.128565
3662,30.516667,-1.908844,1.479513,1.127577
3663,30.525000,-1.909151,1.476939,1.126372
3664,30.533333,-1.908816,1.474154,1.125311
3665,30.541667,-1.908893,1.471432,1.124171
3666,30.550000,-1.908779,1.469179,1.123470
3667,30.558333,-1.908577,1.466595,1.122714
3668,30.566667,-1.908561,1.464044,1.121570
3669,30.575000,-1.908604,1.462222,1.120899
3670,30.583333,-1.908773,1.459947,1.120050
3671,30.591667,-1.908406,1.457560,1.119642
3672,30.600000,-1.907642,1.455201,1.119149
3673,30.608333,-1.907874,1.453732,1.118345
3674,30.616667,-1.907795,1.451908,1.117637
3675,30.625000,-1.907930,1.449948,1.116847
3676,30.633333,-1.907614,1.448117,1.116413
3677,30.641667,-1.907508,1.446740,1.116019
3678,30.650000,-1.907199,1.445084,1.115533
3679,30.658333,-1.907689,1.443397,1.114128
3680,30.666667,-1.908051,1.442108,1.113200
3681,30.675000,-1.907835,1.440668,1.112381
3682,30.683333,-1.907839,1.439248,1.111640
3683,30.691667,-1.907737,1.437863,1.110850
3684,30.700000,-1.907697,1.436321,1.109628
3685,30.708333,-1.907363,1.434807,1.108737
3686,30.716667,-1.907302,1.433679,1.107815
3687,30.725000,-1.907281,1.432413,1.106764
3688,30.733333,-1.906994,1.430991,1.105527
3689,30.741667,-1.907033,1.429721,1.104203
3690,30.750000,-1.906674,1.428333,1.102907
3691,30.758333,-1.906209,1.427132,1.101959
3692,30.766667,-1.906093,1.426085,1.100777
3693,30.775000,-1.906286,1.424953,1.099313
3694,30.783333,-1.906411,1.423725,1.097933
3695,30.791667,-1.906074,1.422461,1.096547
3696,30.800000,-1.905897,1.421888,1.095818
3697,30.808333,-1.906282,1.422184,1.094442
3698,30.816667,-1.907797,1.422672,1.091985
3699,30.825000,-1.908420,1.422622,1.090365
3700,30.833333,-1.909062,1.422725,1.088834
3701,30.841667,-1.909114,1.422557,1.087072
3702,30.850000,-1.910454,1.422386,1.085337
3703,30.858333,-1.912353,1.422245,1.083782
3704,30.866667,-1.912849,1.422359,1.082441
3705,30.875000,-1.913795,1.422492,1.080583
3706,30.883333,-1.915630,1.422408,1.079239
3707,30.891667,-1.917528,1.422778,1.078322
3708,30.900000,-1.918792,1.423201,1.077182
3709,30.908333,-1.920316,1.423322,1.076148
3710,30.916667,-1.922725,1.423213,1.075616
3711,30.925000,-1.924843,1.423337,1.075188
3712,30.933333,-1.926631,1.423475,1.074801
3713,30.941667,-1.928669,1.423390,1.074556
3714,30.950000,-1.931233,1.423642,1.074687
3715,30.958333,-1.933212,1.423500,1.075160
3716,30.966667,-1.936203,1.423571,1.074933
3717,30.975000,-1.938130,1.423370,1.075510
3718,30.983333,-1.941331,1.423453,1.075828
3719,30.991667,-1.944391,1.423660,1.076183
3720,31.000000,-1.946675,1.423591,1.076881
3721,31.008333,-1.950237,1.423890,1.077147
3722,31.016667,-1.953061,1.423876,1.077596
3723,31.025000,-1.955971,1.423621,1.078109
3724,31.033333,-1.959570,1.424085,1.078563
3725,31.041667,-1.962816,1.424044,1.078680
3726,31.050000,-1.965106,1.423837,1.079687
3727,31.058333,-1.969595,1.424000,1.079246
3728,31.066667,-1.972446,1.424074,1.079753
3729,31.075000,-1.976197,1.423889,1.079715
3730,31.083333,-1.979167,1.423741,1.079797
3731,31.091667,-1.983483,1.424265,1.079348
3732,31.100000,-1.987826,1.424693,1.079052
3733,31.108333,-1.990594,1.423892,1.078767
3734,31.116667,-1.993727,1.424131,1.078846
3735,31.125000,-1.997940,1.424120,1.078233
3736,31.133333,-2.000852,1.423945,1.077987
3737,31.141667,-2.004057,1.424071,1.077560
3738,31.150000,-2.007628,1.424141,1.077057
3739,31.158333,-2.010385,1.423856,1.076544
3740,31.166667,-2.013345,1.423925,1.076213
3741,31.175000,-2.016640,1.424023,1.075489
3742,31.183333,-2.017896,1.423356,1.076344
3743,31.191667,-2.022391,1.423888,1.074827
3744,31.200000,-2.024774,1.424025,1.074654
3745,31.208333,-2.028357,1.423947,1.073692
3746,31.216667,-2.029856,1.423568,1.074002
3747,31.225000,-2.033295,1.423726,1.073132
3748,31.233333,-2.035785,1.423703,1.072989
3749,31.241667,-2.038300,1.423662,1.072898
3750,31.250000,-2.041177,1.423635,1.072366
3751,31.258333,-2.042526,1.423347,1.072848
3752,31.266667,-2.045156,1.423391,1.072538
3753,31.275000,-2.048377,1.423617,1.072127
3754,31.283333,-2.048924,1.423077,1.073134
3755,31.291667,-2.052027,1.423308,1.072461
3756,31.300000,-2.054435,1.423357,1.072095
3757,31.308333,-2.056175,1.423267,1.072104
3758,31.316667,-2.058604,1.423324,1.071661
3759,31.325000,-2.060594,1.423213,1.071206
3760,31.333333,-2.061458,1.422839,1.071072
3761,31.341667,-2.063245,1.422825,1.070801
3762,31.350000,-2.065394,1.422711,1.069776
3763,31.358333,-2.066995,1.422770,1.069316
3764,31.366667,-2.069167,1.423383,1.068639
3765,31.375000,-2.069933,1.422963,1.068390
3766,31.383333,-2.071126,1.422815,1.067681
3767,31.391667,-2.072181,1.422719,1.067031
3768,31.400000,-2.072781,1.422639,1.066586
3769,31.408333,-2.073293,1.422329,1.066059
3770,31.416667,-2.073801,1.422477,1.065539
3771,31.425000,-2.074113,1.422394,1.064898
3772,31.433333,-2.074476,1.422442,1.064378
3773,31.441667,-2.074267,1.422498,1.063964
3774,31.450000,-2.074005,1.422470,1.063426
3775,31.458333,-2.073164,1.422320,1.063136
3776,31.466667,-2.072749,1.422576,1.062717
3777,31.475000,-2.071831,1.422646,1.062468
3778,31.483333,-2.071196,1.422769,1.062074
3779,31.491667,-2.070418,1.422931,1.061828
3780,31.500000,-2.069420,1.423037,1.061661
3781,31.508333,-2.068661,1.423203,1.061317
3782,31.516667,-2.067362,1.423164,1.061146
3783,31.525000,-2.066223,1.423084,1.060842
3784,31.533333,-2.065044,1.422914,1.060495
3785,31.541667,-2.063613,1.422917,1.060274
3786,31.550000,-2.062120,1.423160,1.060075
3787,31.558333,-2.060384,1.423129,1.059963
3788,31.566667,-2.059333,1.423251,1.059498
3789,31.575000,-2.058148,1.423250,1.058940
3790,31.583333,-2.056765,1.423323,1.058448
3791,31.591667,-2.054471,1.423058,1.058751
3792,31.600000,-2.053984,1.423837,1.057942
3793,31.608333,-2.051356,1.423285,1.058106
3794,31.616667,-2.049470,1.423339,1.058036
3795,31.625000,-2.048813,1.423446,1.057251
3796,31.633333,-2.047019,1.423512,1.057144
3797,31.641667,-2.045837,1.423558,1.056262
3798,31.650000,-2.043707,1.423411,1.055971
3799,31.658333,-2.042432,1.423318,1.055139
3800,31.666667,-2.040916,1.423513,1.054520
3801,31.675000,-2.039061,1.423450,1.053955
3802,31.683333,-2.037400,1.423238,1.053215
3803,31.691667,-2.036140,1.423299,1.052422
3804,31.700000,-2.034581,1.423313,1.051852
3805,31.708333,-2.032898,1.423583,1.051327
3806,31.716667,-2.031167,1.423483,1.050709
3807,31.725000,-2.029952,1.423636,1.049910
3808,31.733333,-2.028812,1.423840,1.049618
3809,31.741667,-2.027772,1.423876,1.049190
3810,31.750000,-2.027086,1.424124,1.048794
3811,31.758333,-2.025793,1.424068,1.048465
3812,31.766667,-2.024729,1.423892,1.048260
3813,31.775000,-2.023615,1.423897,1.048559
3814,31.783333,-2.023130,1.424040,1.048294
3815,31.791667,-2.022580,1.424099,1.048297
3816,31.800000,-2.022105,1.424205,1.048353
3817,31.808333,-2.021867,1.424200,1.048522
3818,31.816667,-2.021638,1.424267,1.048837
3819,31.825000,-2.021121,1.424310,1.049338
3820,31.833333,-2.020557,1.423916,1.049843
3821,31.841667,-2.020535,1.424060,1.050421
3822,31.850000,-2.020720,1.424044,1.050957
3823,31.858333,-2.020130,1.423893,1.051845
3824,31.866667,-2.020756,1.424001,1.052367
3825,31.875000,-2.020377,1.423771,1.053160
3826,31.883333,-2.020774,1.423812,1.054034
3827,31.891667,-2.020858,1.423873,1.055130
3828,31.900000,-2.021504,1.423897,1.055885
3829,31.908333,-2.021718,1.423775,1.056697
3830,31.916667,-2.021713,1.423820,1.057378
3831,31.925000,-2.021885,1.423797,1.058152
3832,31.933333,-2.022604,1.423761,1.058606
3833,31.941667,-2.022584,1.423764,1.059376
3834,31.950000,-2.022730,1.423872,1.060093
3835,31.958333,-2.022619,1.423817,1.060748
3836,31.966667,-2.023218,1.423591,1.061047
3837,31.975000,-2.023526,1.423814,1.061607
3838,31.983333,-2.023827,1.423893,1.062041
3839,31.991667,-2.024343,1.423899,1.062268
3840,32.000000,-2.024891,1.423989,1.062626
3841,32.008333,-2.025033,1.423943,1.063022
3842,32.016667,-2.025085,1.423949,1.063403
3843,32.025000,-2.025517,1.423881,1.063612
3844,32.033333,-2.025378,1.423731,1.063956
3845,32.041667,-2.026074,1.423837,1.063932
3846,32.050000,-2.026438,1.423969,1.064019
3847,32.058333,-2.026340,1.423814,1.064221
3848,32.066667,-2.026576,1.423772,1.064171
3849,32.075000,-2.026781,1.423920,1.064239
3850,32.083333,-2.027070,1.423944,1.064081
3851,32.091667,-2.027299,1.423893,1.063910
3852,32.100000,-2.027586,1.423884,1.063702
3853,32.108333,-2.026898,1.423659,1.064364
3854,32.116667,-2.027530,1.423777,1.063817
3855,32.125000,-2.028394,1.424013,1.063066
3856,32.133333,-2.028400,1.424010,1.062723
3857,32.141667,-2.028776,1.423995,1.062200
3858,32.150000,-2.028789,1.423882,1.062285
3859,32.158333,-2.029605,1.424093,1.061456
3860,32.166667,-2.029907,1.424060,1.060894
3861,32.175000,-2.030186,1.424082,1.060461
3862,32.183333,-2.030405,1.424082,1.060012
3863,32.191667,-2.030207,1.423951,1.059584
3864,32.200000,-2.030396,1.424002,1.058981
3865,32.208333,-2.030044,1.423764,1.058474
3866,32.216667,-2.030328,1.423872,1.058014
3867,32.225000,-2.030256,1.423986,1.057501
3868,32.233333,-2.030217,1.423893,1.057024
3869,32.241667,-2.030384,1.423965,1.056465
3870,32.250000,-2.030049,1.423840,1.056057
3871,32.258333,-2.030000,1.423812,1.055730
3872,32.266667,-2.030002,1.423825,1.055041
3873,32.275000,-2.029868,1.423785,1.054406
3874,32.283333,-2.029713,1.423699,1.053653
3875,32.291667,-2.029634,1.423743,1.053161
3876,32.300000,-2.029738,1.423837,1.052405
3877,32.308333,-2.029750,1.423903,1.051737
3878,32.316667,-2.029461,1.423801,1.050887
3879,32.325000,-2.029047,1.423877,1.050561
3880,32.333333,-2.028693,1.423686,1.050249
3881,32.341667,-2.029207,1.423870,1.049649
3882,32.350000,-2.028726,1.423839,1.049637
3883,32.358333,-2.028861,1.423891,1.049064
3884,32.366667,-2.029235,1.423997,1.048529
3885,32.375000,-2.029207,1.423949,1.048374
3886,32.383333,-2.029798,1.424081,1.047821
3887,32.391667,-2.030159,1.424069,1.047424
3888,32.400000,-2.030529,1.424083,1.047258
3889,32.408333,-2.030657,1.423918,1.047367
3890,32.416667,-2.031150,1.423986,1.047151
3891,32.425000,-2.032034,1.424026,1.046843
3892,32.433333,-2.032715,1.424093,1.046929
3893,32.441667,-2.033184,1.423888,1.046968
3894,32.450000,-2.033565,1.423774,1.047236
3895,32.458333,-2.034528,1.423894,1.047188
3896,32.466667,-2.035090,1.423855,1.047585
3897,32.475000,-2.035624,1.423771,1.047977
3898,32.483333,-2.036085,1.423728,1.048604
3899,32.491667,-2.036624,1.423718,1.049000
3900,32.500000,-2.036785,1.423686,1.049619
3901,32.508333,-2.037650,1.423792,1.049825
3902,32.516667,-2.038107,1.423568,1.050274
3903,32.525000,-2.039167,1.423694,1.050618
3904,32.533333,-2.040096,1.423688,1.050839
3905,32.541667,-2.040777,1.423658,1.051175
3906,32.550000,-2.041210,1.423499,1.051547
3907,32.558333,-2.042144,1.423504,1.051729
3908,32.566667,-2.043007,1.423470,1.051771
3909,32.575000,-2.043687,1.423326,1.051915
3910,32.583333,-2.044322,1.423164,1.051991
3911,32.591667,-2.045372,1.423215,1.052148
3912,32.600000,-2.045842,1.423224,1.052203
3913,32.608333,-2.047093,1.423443,1.052146
3914,32.616667,-2.047831,1.423344,1.052149
3915,32.625000,-2.048958,1.423590,1.052286
3916,32.633333,-2.049832,1.423666,1.052495
3917,32.641667,-2.050775,1.423698,1.052727
3918,32.650000,-2.051484,1.423511,1.053262
3919,32.658333,-2.052228,1.423369,1.053620
3920,32.666667,-2.052822,1.423269,1.054235
3921,32.675000,-2.053584,1.423155,1.054658
3922,32.683333,-2.054097,1.422902,1.055198
3923,32.691667,-2.055057,1.422874,1.055604
3924,32.700000,-2.056225,1.423130,1.055990
3925,32.708333,-2.057260,1.423328,1.056399
3926,32.716667,-2.058553,1.423772,1.056846
3927,32.725000,-2.059375,1.423798,1.057209
3928,32.733333,-2.059946,1.423929,1.057698
3929,32.741667,-2.059210,1.423030,1.058729
3930,32.750000,-2.060853,1.423193,1.058361
3931,32.758333,-2.061992,1.423108,1.058220
3932,32.766667,-2.062889,1.423244,1.058447
3933,32.775000,-2.063937,1.423229,1.058360
3934,32.783333,-2.064765,1.423061,1.058491
3935,32.791667,-2.065300,1.422849,1.058577
3936,32.800000,-2.065953,1.422899,1.058624
3937,32.808333,-2.066473,1.422842,1.058654
3938,32.816667,-2.067411,1.422916,1.058460
3939,32.825000,-2.068775,1.423107,1.058038
3940,32.833333,-2.069372,1.422940,1.057737
3941,32.841667,-2.070346,1.423058,1.057469
3942,32.850000,-2.071010,1.422896,1.057219
3943,32.858333,-2.071833,1.422901,1.057030
3944,32.866667,-2.072007,1.422580,1.057010
3945,32.875000,-2.072670,1.422720,1.056826
3946,32.883333,-2.073447,1.422711,1.056541
3947,32.891667,-2.074587,1.422748,1.056212
3948,32.900000,-2.075276,1.422798,1.055956
3949,32.908333,-2.075644,1.422800,1.055900
3950,32.916667,-2.076000,1.422861,1.055848
3951,32.925000,-2.076288,1.422922,1.055873
3952,32.933333,-2.076170,1.422799,1.056001
3953,32.941667,-2.076261,1.422796,1.056137
3954,32.950000,-2.076503,1.422863,1.056231
3955,32.958333,-2.076418,1.422860,1.056396
3956,32.966667,-2.076356,1.422880,1.056588
3957,32.975000,-2.076255,1.422975,1.056847
3958,32.983333,-2.076121,1.422965,1.057079
3959,32.991667,-2.075966,1.422978,1.057353
3960,33.000000,-2.075675,1.422931,1.057636
3961,33.008333,-2.075363,1.422839,1.057999
3962,33.016667,-2.074792,1.422785,1.058535
3963,33.025000,-2.073225,1.422439,1.059676
3964,33.033333,-2.072486,1.422395,1.060506
3965,33.041667,-2.072327,1.422466,1.060643
3966,33.050000,-2.072867,1.422703,1.060198
3967,33.058333,-2.072085,1.422692,1.060751
3968,33.066667,-2.072088,1.422822,1.060747
3969,33.075000,-2.071801,1.422944,1.060802
3970,33.083333,-2.071470,1.422897,1.060878
3971,33.091667,-2.070968,1.422917,1.061080
3972,33.100000,-2.070426,1.422858,1.061337
3973,33.108333,-2.070492,1.423106,1.060922
3974,33.116667,-2.070194,1.423079,1.060711
3975,33.125000,-2.069817,1.423110,1.060571
3976,33.133333,-2.069569,1.423153,1.060372
3977,33.141667,-2.068646,1.422987,1.060660
3978,33.150000,-2.068564,1.422969,1.060241
3979,33.158333,-2.068033,1.422873,1.060000
3980,33.166667,-2.067701,1.422791,1.059665
3981,33.175000,-2.067123,1.422759,1.059467
3982,33.183333,-2.066851,1.422750,1.059168
3983,33.191667,-2.067157,1.422888,1.058155
3984,33.200000,-2.066733,1.422827,1.057708
3985,33.208333,-2.066492,1.422881,1.057037
3986,33.216667,-2.065863,1.422837,1.056667
3987,33.225000,-2.065543,1.422711,1.056237
3988,33.233333,-2.065299,1.422807,1.055787
3989,33.241667,-2.065287,1.422857,1.055301
3990,33.250000,-2.065147,1.422846,1.054846
3991,33.258333,-2.065197,1.422943,1.054517
3992,33.266667,-2.064601,1.422949,1.054460
3993,33.275000,-2.064117,1.422761,1.054504
3994,33.283333,-2.063962,1.422895,1.054504
3995,33.291667,-2.063503,1.422873,1.054639
3996,33.300000,-2.063193,1.422878,1.054797
3997,33.308333,-2.062774,1.422924,1.055111
3998,33.316667,-2.062618,1.423006,1.055127
3999,33.325000,-2.062260,1.423101,1.055396
4000,33.333333,-2.061580,1.423044,1.055722
4001,33.341667,-2.061131,1.423035,1.055961
4002,33.350000,-2.060872,1.423090,1.056046
4003,33.358333,-2.060205,1.423015,1.056225
4004,33.366667,-2.059564,1.422969,1.056362
4005,33.375000,-2.059168,1.423001,1.056379
4006,33.383333,-2.059084,1.423119,1.056153
4007,33.391667,-2.058892,1.423171,1.055836
4008,33.400000,-2.058088,1.422904,1.056063
4009,33.408333,-2.057590,1.422864,1.056044
4010,33.416667,-2.057694,1.423029,1.055435
4011,33.425000,-2.057434,1.423201,1.055041
4012,33.433333,-2.056962,1.423091,1.054831
4013,33.441667,-2.056745,1.423163,1.054684
4014,33.450000,-2.056242,1.423191,1.054468
4015,33.458333,-2.055943,1.423221,1.054231
4016,33.466667,-2.055393,1.423094,1.054122
4017,33.475000,-2.054986,1.423006,1.053883
4018,33.483333,-2.054503,1.423030,1.053873
4019,33.491667,-2.053974,1.423043,1.053745
4020,33.500000,-2.053509,1.423215,1.053666
4021,33.508333,-2.052905,1.423071,1.053566
4022,33.516667,-2.052569,1.423230,1.053425
4023,33.525000,-2.052196,1.423304,1.053305
4024,33.533333,-2.051794,1.423315,1.052927
4025,33.541667,-2.051422,1.423521,1.052714
4026,33.550000,-2.050801,1.423642,1.052639
4027,33.558333,-2.050024,1.423525,1.052295
4028,33.566667,-2.049266,1.423304,1.051945
4029,33.575000,-2.048340,1.423195,1.051780
4030,33.583333,-2.047715,1.423172,1.051371
4031,33.591667,-2.046614,1.423013,1.051273
4032,33.600000,-2.045668,1.422993,1.051088
4033,33.608333,-2.045480,1.423267,1.050671
4034,33.616667,-2.044542,1.423236,1.050567
4035,33.625000,-2.044057,1.423443,1.050251
4036,33.633333,-2.043360,1.423523,1.049884
4037,33.641667,-2.042511,1.423572,1.049647
4038,33.650000,-2.041572,1.423607,1.049338
4039,33.658333,-2.040658,1.423809,1.049104
4040,33.666667,-2.039066,1.423769,1.049137
4041,33.675000,-2.037231,1.423551,1.049574
4042,33.683333,-2.037138,1.423736,1.048746
4043,33.691667,-2.036286,1.423627,1.048488
4044,33.700000,-2.035619,1.423782,1.047825
4045,33.708333,-2.034822,1.423818,1.047100
4046,33.716667,-2.034002,1.424113,1.046347
4047,33.725000,-2.032512,1.424143,1.046066
4048,33.733333,-2.031286,1.424109,1.045852
4049,33.741667,-2.030351,1.424232,1.045472
4050,33.750000,-2.029004,1.424118,1.045303
4051,33.758333,-2.028281,1.424219,1.044862
4052,33.766667,-2.027191,1.423988,1.044770
4053,33.775000,-2.026336,1.424025,1.044681
4054,33.783333,-2.025240,1.424114,1.044679
4055,33.791667,-2.024190,1.424100,1.044608
4056,33.800000,-2.023428,1.424229,1.044605
4057,33.808333,-2.022456,1.424225,1.044643
4058,33.816667,-2.021431,1.424184,1.044827
4059,33.825000,-2.020736,1.424338,1.044940
4060,33.833333,-2.019813,1.424335,1.045154
4061,33.841667,-2.018651,1.424248,1.045319
4062,33.850000,-2.017715,1.424258,1.045630
4063,33.858333,-2.016901,1.424186,1.045895
4064,33.866667,-2.016202,1.424210,1.046318
4065,33.875000,-2.015527,1.424228,1.046540
4066,33.883333,-2.014608,1.424181,1.047131
4067,33.891667,-2.013880,1.424297,1.047595
4068,33.900000,-2.012682,1.424370,1.048363
