Format Version,1.1,Take Name,Take 2016-04-06 08.07.11 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-06 08.07.11.120 PM,Total Frames,3226,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10302,Marker_10302,Marker_10302,Marker_10310,Marker_10310,Marker_10310
,,"8392B20CF49E3570283E","8392B20CF49E3570283E","8392B20CF49E3570283E","8392B20CF49E35702846","8392B20CF49E35702846","8392B20CF49E35702846"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
480,4.000000,-2.943242,1.423201,0.308106,,,
481,4.008333,-2.943277,1.423196,0.308017,,,
482,4.016667,-2.943276,1.423161,0.307959,,,
483,4.025000,-2.943302,1.423164,0.307942,,,
484,4.033333,-2.943329,1.423201,0.307974,,,
485,4.041667,-2.943291,1.423144,0.307898,,,
486,4.050000,-2.943330,1.423185,0.307992,,,
487,4.058333,-2.943263,1.423101,0.308024,,,
488,4.066667,-2.943308,1.423134,0.307942,,,
489,4.075000,-2.943220,1.423081,0.307964,,,
490,4.083333,-2.943278,1.423166,0.307925,,,
491,4.091667,-2.943314,1.423176,0.307907,,,
492,4.100000,-2.943220,1.423085,0.307969,,,
493,4.108333,-2.943299,1.423129,0.307938,,,
494,4.116667,-2.943315,1.423121,0.307972,,,
495,4.125000,-2.943287,1.423133,0.307942,,,
496,4.133333,-2.943258,1.423144,0.307968,,,
497,4.141667,-2.943297,1.423123,0.307881,,,
498,4.150000,-2.943296,1.423195,0.308009,,,
499,4.158333,-2.943304,1.423130,0.307932,,,
500,4.166667,-2.943279,1.423130,0.307967,,,
501,4.175000,-2.943294,1.423122,0.307970,,,
502,4.183333,-2.943204,1.423086,0.307884,,,
503,4.191667,-2.943270,1.423172,0.308058,,,
504,4.200000,-2.943310,1.423207,0.307969,,,
505,4.208333,-2.943256,1.423156,0.307963,,,
506,4.216667,-2.943273,1.423139,0.307962,,,
507,4.225000,-2.943223,1.423087,0.307956,,,
508,4.233333,-2.943261,1.423138,0.307926,,,
509,4.241667,-2.943300,1.423146,0.307992,,,
510,4.250000,-2.943278,1.423188,0.308024,,,
511,4.258333,-2.943275,1.423193,0.307954,,,
512,4.266667,-2.943284,1.423125,0.307992,,,
513,4.275000,-2.943248,1.423166,0.307944,,,
514,4.283333,-2.943265,1.423122,0.307973,,,
515,4.291667,-2.943305,1.423140,0.307966,,,
516,4.300000,-2.943247,1.423137,0.307989,,,
517,4.308333,-2.943243,1.423127,0.307959,,,
518,4.316667,-2.943302,1.423197,0.307976,,,
519,4.325000,-2.943300,1.423189,0.307963,,,
520,4.333333,-2.943250,1.423092,0.307907,,,
521,4.341667,-2.943285,1.423158,0.307969,,,
522,4.350000,-2.943274,1.423179,0.307986,,,
523,4.358333,-2.943270,1.423136,0.307923,,,
524,4.366667,-2.943306,1.423195,0.307964,,,
525,4.375000,-2.943228,1.423088,0.307989,,,
526,4.383333,-2.943295,1.423103,0.307958,,,
527,4.391667,-2.943253,1.423075,0.307915,,,
528,4.400000,-2.943259,1.423144,0.307978,,,
529,4.408333,-2.943309,1.423198,0.307982,,,
530,4.416667,-2.943254,1.423123,0.307971,,,
531,4.425000,-2.943270,1.423202,0.307985,,,
532,4.433333,-2.943296,1.423162,0.307940,,,
533,4.441667,-2.943250,1.423148,0.308025,,,
534,4.450000,-2.943253,1.423155,0.308000,,,
535,4.458333,-2.943284,1.423182,0.307937,,,
536,4.466667,-2.943304,1.423184,0.307975,,,
537,4.475000,-2.943251,1.423170,0.307991,,,
538,4.483333,-2.943257,1.423136,0.307972,,,
539,4.491667,-2.943252,1.423133,0.307993,,,
540,4.500000,-2.943297,1.423186,0.307963,,,
541,4.508333,-2.943276,1.423147,0.307969,,,
542,4.516667,-2.943248,1.423133,0.307899,,,
543,4.525000,-2.943252,1.423118,0.307960,,,
544,4.533333,-2.943186,1.423058,0.307990,,,
545,4.541667,-2.943242,1.423138,0.308033,,,
546,4.550000,-2.943263,1.423177,0.307978,,,
547,4.558333,-2.943279,1.423152,0.308008,,,
548,4.566667,-2.943194,1.423179,0.308043,,,
549,4.575000,-2.943288,1.423187,0.307947,,,
550,4.583333,-2.943314,1.423100,0.307951,,,
551,4.591667,-2.943317,1.423179,0.307955,,,
552,4.600000,-2.943290,1.423115,0.307937,,,
553,4.608333,-2.943264,1.423115,0.307982,,,
554,4.616667,-2.943264,1.423077,0.307957,,,
555,4.625000,-2.943264,1.423137,0.307979,,,
556,4.633333,-2.943211,1.423109,0.308061,,,
557,4.641667,-2.943226,1.423031,0.307951,,,
558,4.650000,-2.943269,1.423105,0.307941,,,
559,4.658333,-2.943266,1.423160,0.307924,,,
560,4.666667,-2.943213,1.423151,0.307988,,,
561,4.675000,-2.943244,1.423056,0.307944,,,
562,4.683333,-2.943265,1.423156,0.308019,,,
563,4.691667,-2.943223,1.423123,0.307969,,,
564,4.700000,-2.943264,1.423119,0.308004,,,
565,4.708333,-2.943237,1.423119,0.308009,,,
566,4.716667,-2.943269,1.423186,0.308021,,,
567,4.725000,-2.943224,1.423152,0.308042,,,
568,4.733333,-2.943305,1.423102,0.307953,,,
569,4.741667,-2.943254,1.423118,0.308045,,,
570,4.750000,-2.943301,1.423095,0.307908,,,
571,4.758333,-2.943241,1.423115,0.308001,,,
572,4.766667,-2.943227,1.423123,0.308013,,,
573,4.775000,-2.943223,1.423090,0.307963,,,
574,4.783333,-2.943215,1.423064,0.308001,,,
575,4.791667,-2.943268,1.423152,0.307968,,,
576,4.800000,-2.943229,1.423106,0.307970,,,
577,4.808333,-2.943276,1.423176,0.307974,,,
578,4.816667,-2.943224,1.423147,0.307984,,,
579,4.825000,-2.943234,1.423135,0.308008,,,
580,4.833333,-2.943290,1.423169,0.307991,,,
581,4.841667,-2.943262,1.423097,0.307976,,,
582,4.850000,-2.943283,1.423149,0.307966,,,
583,4.858333,-2.943281,1.423120,0.307961,,,
584,4.866667,-2.943301,1.423110,0.307945,,,
585,4.875000,-2.943257,1.423075,0.307988,,,
586,4.883333,-2.943236,1.423087,0.307961,,,
587,4.891667,-2.943293,1.423077,0.307992,,,
588,4.900000,-2.943262,1.423168,0.308003,,,
589,4.908333,-2.943270,1.423107,0.307995,,,
590,4.916667,-2.943264,1.423168,0.307944,,,
591,4.925000,-2.943244,1.423127,0.308000,,,
592,4.933333,-2.943301,1.423113,0.307974,,,
593,4.941667,-2.943243,1.423112,0.307962,,,
594,4.950000,-2.943244,1.423166,0.308012,,,
595,4.958333,-2.943237,1.423136,0.308055,,,
596,4.966667,-2.943236,1.423094,0.308025,,,
597,4.975000,-2.943255,1.423135,0.307976,,,
598,4.983333,-2.943239,1.423097,0.307983,,,
599,4.991667,-2.943252,1.423171,0.307972,,,
600,5.000000,-2.943312,1.423134,0.307915,,,
601,5.008333,-2.943281,1.423175,0.307991,,,
602,5.016667,-2.943256,1.423080,0.307933,,,
603,5.025000,-2.943295,1.423148,0.307954,,,
604,5.033333,-2.943282,1.423167,0.307975,,,
605,5.041667,-2.943208,1.423183,0.308010,,,
606,5.050000,-2.943286,1.423144,0.308008,,,
607,5.058333,-2.943290,1.423131,0.307987,,,
608,5.066667,-2.943261,1.423100,0.307946,,,
609,5.075000,-2.943286,1.423133,0.308059,,,
610,5.083333,-2.943262,1.423139,0.307963,,,
611,5.091667,-2.943288,1.423184,0.307910,,,
612,5.100000,-2.943294,1.423137,0.307974,,,
613,5.108333,-2.943258,1.423089,0.307945,,,
614,5.116667,-2.943234,1.423088,0.307926,,,
615,5.125000,-2.943255,1.423169,0.307934,,,
616,5.133333,-2.943234,1.423100,0.307920,,,
617,5.141667,-2.943247,1.423130,0.307966,,,
618,5.150000,-2.943267,1.423121,0.307903,,,
619,5.158333,-2.943273,1.423122,0.307920,,,
620,5.166667,-2.943300,1.423197,0.307969,,,
621,5.175000,-2.943287,1.423130,0.307972,,,
622,5.183333,-2.943241,1.423150,0.307998,,,
623,5.191667,-2.943266,1.423128,0.307976,,,
624,5.200000,-2.943299,1.423123,0.308013,,,
625,5.208333,-2.943288,1.423101,0.307958,,,
626,5.216667,-2.943195,1.423168,0.307998,,,
627,5.225000,-2.943213,1.423098,0.307955,,,
628,5.233333,-2.943266,1.423047,0.307909,,,
629,5.241667,-2.943286,1.423182,0.307964,,,
630,5.250000,-2.943208,1.423171,0.307973,,,
631,5.258333,-2.943294,1.423159,0.307941,,,
632,5.266667,-2.943267,1.423159,0.308022,,,
633,5.275000,-2.943231,1.423093,0.307993,,,
634,5.283333,-2.943270,1.423115,0.308013,,,
635,5.291667,-2.943270,1.423119,0.307958,,,
636,5.300000,-2.943281,1.423151,0.307966,,,
637,5.308333,-2.943240,1.423147,0.307989,,,
638,5.316667,-2.943214,1.423133,0.308008,,,
639,5.325000,-2.943326,1.423160,0.307931,,,
640,5.333333,-2.943264,1.423109,0.307911,,,
641,5.341667,-2.943266,1.423115,0.307962,,,
642,5.350000,-2.943248,1.423156,0.307975,,,
643,5.358333,-2.943285,1.423085,0.307949,,,
644,5.366667,-2.943235,1.423100,0.308007,,,
645,5.375000,-2.943254,1.423093,0.307981,,,
646,5.383333,-2.943239,1.423138,0.307888,,,
647,5.391667,-2.943273,1.423134,0.308006,,,
648,5.400000,-2.943278,1.423129,0.307966,,,
649,5.408333,-2.943276,1.423165,0.308024,,,
650,5.416667,-2.943267,1.423119,0.308034,,,
651,5.425000,-2.943283,1.423080,0.307937,,,
652,5.433333,-2.943266,1.423108,0.307979,,,
653,5.441667,-2.943293,1.423198,0.308027,,,
654,5.450000,-2.943256,1.423151,0.308026,,,
655,5.458333,-2.943304,1.423114,0.307980,,,
656,5.466667,-2.943313,1.423146,0.307954,,,
657,5.475000,-2.943287,1.423141,0.308015,,,
658,5.483333,-2.943249,1.423106,0.307973,,,
659,5.491667,-2.943275,1.423177,0.307990,,,
660,5.500000,-2.943286,1.423177,0.308011,,,
661,5.508333,-2.943294,1.423147,0.307983,,,
662,5.516667,-2.943318,1.423198,0.307975,,,
663,5.525000,-2.943307,1.423156,0.307984,,,
664,5.533333,-2.943262,1.423175,0.307999,,,
665,5.541667,-2.943279,1.423167,0.307968,,,
666,5.550000,-2.943221,1.423135,0.307975,,,
667,5.558333,-2.943290,1.423161,0.307978,,,
668,5.566667,-2.943303,1.423140,0.307976,,,
669,5.575000,-2.943283,1.423185,0.308046,,,
670,5.583333,-2.943336,1.423143,0.308012,,,
671,5.591667,-2.943219,1.423106,0.308012,,,
672,5.600000,-2.943267,1.423055,0.307944,,,
673,5.608333,-2.943275,1.423168,0.307926,,,
674,5.616667,-2.943270,1.423149,0.307981,,,
675,5.625000,-2.943272,1.423199,0.307992,,,
676,5.633333,-2.943250,1.423159,0.307987,,,
677,5.641667,-2.943297,1.423164,0.307996,,,
678,5.650000,-2.943331,1.423185,0.307923,,,
679,5.658333,-2.943280,1.423178,0.307979,,,
680,5.666667,-2.943286,1.423170,0.307964,,,
681,5.675000,-2.943312,1.423141,0.307985,,,
682,5.683333,-2.943233,1.423084,0.307992,,,
683,5.691667,-2.943271,1.423133,0.307973,,,
684,5.700000,-2.943200,1.423116,0.307966,,,
685,5.708333,-2.943275,1.423065,0.307939,,,
686,5.716667,-2.943288,1.423129,0.307906,,,
687,5.725000,-2.943245,1.423108,0.307900,,,
688,5.733333,-2.943231,1.423087,0.308001,,,
689,5.741667,-2.943229,1.423074,0.307947,,,
690,5.750000,-2.943217,1.423087,0.307916,,,
691,5.758333,-2.943243,1.423131,0.307931,,,
692,5.766667,-2.943260,1.423139,0.308046,,,
693,5.775000,-2.943293,1.423137,0.307975,,,
694,5.783333,-2.943308,1.423197,0.307935,,,
695,5.791667,-2.943246,1.423085,0.308033,,,
696,5.800000,-2.943296,1.423146,0.308000,,,
697,5.808333,-2.943220,1.423116,0.307981,,,
698,5.816667,-2.943264,1.423153,0.308057,,,
699,5.825000,-2.943357,1.423190,0.307974,,,
700,5.833333,-2.943240,1.423138,0.308058,,,
701,5.841667,-2.943310,1.423165,0.308041,,,
702,5.850000,-2.943287,1.423217,0.308014,,,
703,5.858333,-2.943236,1.423100,0.307997,,,
704,5.866667,-2.943253,1.423115,0.307961,,,
705,5.875000,-2.943290,1.423161,0.307928,,,
706,5.883333,-2.943337,1.423163,0.307981,,,
707,5.891667,-2.943291,1.423153,0.307940,,,
708,5.900000,-2.943252,1.423094,0.307984,,,
709,5.908333,-2.943292,1.423146,0.308016,,,
710,5.916667,-2.943310,1.423177,0.307937,,,
711,5.925000,-2.943291,1.423196,0.308003,,,
712,5.933333,-2.943275,1.423118,0.307981,,,
713,5.941667,-2.943276,1.423064,0.307969,,,
714,5.950000,-2.943230,1.423108,0.307968,,,
715,5.958333,-2.943293,1.423167,0.307986,,,
716,5.966667,-2.943314,1.423156,0.307936,,,
717,5.975000,-2.943288,1.423165,0.307936,,,
718,5.983333,-2.943300,1.423138,0.308025,,,
719,5.991667,-2.943264,1.423156,0.307995,,,
720,6.000000,-2.943260,1.423151,0.308025,,,
721,6.008333,-2.943262,1.423095,0.308069,,,
722,6.016667,-2.943265,1.423149,0.307959,,,
723,6.025000,-2.943258,1.423135,0.307968,,,
724,6.033333,-2.943266,1.423142,0.307951,,,
725,6.041667,-2.943254,1.423117,0.308010,,,
726,6.050000,-2.943259,1.423135,0.307914,,,
727,6.058333,-2.943269,1.423140,0.307986,,,
728,6.066667,-2.943202,1.423093,0.308001,,,
729,6.075000,-2.943203,1.423104,0.307983,,,
730,6.083333,-2.943231,1.423100,0.308037,,,
731,6.091667,-2.943261,1.423154,0.307984,,,
732,6.100000,-2.943163,1.423115,0.308038,,,
733,6.108333,-2.943230,1.423177,0.307951,,,
734,6.116667,-2.943250,1.423134,0.307987,,,
735,6.125000,-2.943305,1.423169,0.307955,,,
736,6.133333,-2.943281,1.423134,0.307933,,,
737,6.141667,-2.943199,1.423153,0.307922,,,
738,6.150000,-2.943283,1.423142,0.307986,,,
739,6.158333,-2.943299,1.423089,0.307969,,,
740,6.166667,-2.943273,1.423174,0.307964,,,
741,6.175000,-2.943249,1.423114,0.308007,,,
742,6.183333,-2.943297,1.423192,0.307965,,,
743,6.191667,-2.943215,1.423128,0.308007,,,
744,6.200000,-2.943232,1.423164,0.307992,,,
745,6.208333,-2.943231,1.423183,0.308005,,,
746,6.216667,-2.943265,1.423119,0.307969,,,
747,6.225000,-2.943265,1.423087,0.307963,,,
748,6.233333,-2.943268,1.423089,0.307961,,,
749,6.241667,-2.943287,1.423165,0.307997,,,
750,6.250000,-2.943230,1.423132,0.308044,,,
751,6.258333,-2.943303,1.423106,0.307993,,,
752,6.266667,-2.943260,1.423123,0.307983,,,
753,6.275000,-2.943225,1.423102,0.307965,,,
754,6.283333,-2.943227,1.423079,0.307955,,,
755,6.291667,-2.943241,1.423082,0.307915,,,
756,6.300000,-2.943285,1.423163,0.307950,,,
757,6.308333,-2.943189,1.423110,0.307967,,,
758,6.316667,-2.943256,1.423131,0.308023,,,
759,6.325000,-2.943262,1.423056,0.307942,,,
760,6.333333,-2.943273,1.423073,0.307937,,,
761,6.341667,-2.943290,1.423090,0.308003,,,
762,6.350000,-2.943270,1.423170,0.307961,,,
763,6.358333,-2.943219,1.423152,0.308052,,,
764,6.366667,-2.943241,1.423120,0.307945,,,
765,6.375000,-2.943256,1.423166,0.307937,,,
766,6.383333,-2.943287,1.423128,0.308027,,,
767,6.391667,-2.943320,1.423111,0.307959,,,
768,6.400000,-2.943295,1.423084,0.307941,,,
769,6.408333,-2.943371,1.423158,0.307946,,,
770,6.416667,-2.943271,1.423133,0.307977,,,
771,6.425000,-2.943275,1.423069,0.307993,,,
772,6.433333,-2.943268,1.423100,0.307972,,,
773,6.441667,-2.943236,1.423140,0.307969,,,
774,6.450000,-2.943291,1.423052,0.307944,,,
775,6.458333,-2.943306,1.423099,0.307982,,,
776,6.466667,-2.943322,1.423127,0.307999,,,
777,6.475000,-2.943301,1.423154,0.308047,,,
778,6.483333,-2.943291,1.423136,0.307981,,,
779,6.491667,-2.943284,1.423115,0.308016,,,
780,6.500000,-2.943329,1.423148,0.308008,,,
781,6.508333,-2.943319,1.423200,0.307988,,,
782,6.516667,-2.943339,1.423142,0.308030,,,
783,6.525000,-2.943298,1.423159,0.307985,,,
784,6.533333,-2.943274,1.423121,0.307988,,,
785,6.541667,-2.943279,1.423096,0.307949,,,
786,6.550000,-2.943239,1.423115,0.307982,,,
787,6.558333,-2.943299,1.423078,0.307958,,,
788,6.566667,-2.943315,1.423200,0.307964,,,
789,6.575000,-2.943310,1.423114,0.308009,,,
790,6.583333,-2.943241,1.423133,0.307987,,,
791,6.591667,-2.943292,1.423158,0.308023,,,
792,6.600000,-2.943300,1.423084,0.308004,,,
793,6.608333,-2.943374,1.423168,0.307929,,,
794,6.616667,-2.943327,1.423095,0.307935,,,
795,6.625000,-2.943315,1.423146,0.307926,,,
796,6.633333,-2.943314,1.423130,0.307977,,,
797,6.641667,-2.943326,1.423221,0.308032,,,
798,6.650000,-2.943352,1.423146,0.307956,,,
799,6.658333,-2.943295,1.423143,0.308025,,,
800,6.666667,-2.943258,1.423185,0.308010,,,
801,6.675000,-2.943284,1.423170,0.308003,,,
802,6.683333,-2.943331,1.423161,0.307984,,,
803,6.691667,-2.943287,1.423105,0.308052,,,
804,6.700000,-2.943240,1.423048,0.308000,,,
805,6.708333,-2.943354,1.423203,0.307965,,,
806,6.716667,-2.943339,1.423160,0.307969,,,
807,6.725000,-2.943283,1.423134,0.308002,,,
808,6.733333,-2.943264,1.423104,0.308040,,,
809,6.741667,-2.943347,1.423160,0.307983,,,
810,6.750000,-2.943321,1.423120,0.308007,,,
811,6.758333,-2.943265,1.423113,0.307982,,,
812,6.766667,-2.943307,1.423185,0.307947,,,
813,6.775000,-2.943251,1.423138,0.308042,,,
814,6.783333,-2.943269,1.423131,0.308005,,,
815,6.791667,-2.943269,1.423144,0.307915,,,
816,6.800000,-2.943252,1.423157,0.307953,,,
817,6.808333,-2.943218,1.423132,0.307996,,,
818,6.816667,-2.943275,1.423141,0.307974,,,
819,6.825000,-2.943282,1.423154,0.308026,,,
820,6.833333,-2.943262,1.423162,0.307995,,,
821,6.841667,-2.943253,1.423153,0.308036,,,
822,6.850000,-2.943268,1.423156,0.308001,,,
823,6.858333,-2.943325,1.423221,0.307951,,,
824,6.866667,-2.943274,1.423140,0.308051,,,
825,6.875000,-2.943252,1.423191,0.308021,,,
826,6.883333,-2.943263,1.423179,0.308068,,,
827,6.891667,-2.943304,1.423183,0.307955,,,
828,6.900000,-2.943297,1.423152,0.307985,,,
829,6.908333,-2.943327,1.423118,0.307975,,,
830,6.916667,-2.943262,1.423153,0.307966,,,
831,6.925000,-2.943280,1.423185,0.307980,,,
832,6.933333,-2.943283,1.423191,0.307975,,,
833,6.941667,-2.943204,1.423127,0.307997,,,
834,6.950000,-2.943331,1.423181,0.307893,,,
835,6.958333,-2.943341,1.423162,0.307957,,,
836,6.966667,-2.943296,1.423174,0.307990,,,
837,6.975000,-2.943320,1.423206,0.307939,,,
838,6.983333,-2.943282,1.423091,0.308004,,,
839,6.991667,-2.943230,1.423092,0.308023,,,
840,7.000000,-2.943220,1.423108,0.307955,,,
841,7.008333,-2.943345,1.423137,0.307934,,,
842,7.016667,-2.943350,1.423137,0.307933,,,
843,7.025000,-2.943238,1.423128,0.308032,,,
844,7.033333,-2.943267,1.423160,0.307883,,,
845,7.041667,-2.943210,1.423041,0.307846,,,
846,7.050000,-2.943259,1.423051,0.307899,,,
847,7.058333,-2.943230,1.423120,0.308004,,,
848,7.066667,-2.943279,1.423175,0.307969,,,
849,7.075000,-2.943287,1.423202,0.307999,,,
850,7.083333,-2.943244,1.423213,0.308026,,,
851,7.091667,-2.943271,1.423171,0.307989,,,
852,7.100000,-2.943307,1.423151,0.307991,,,
853,7.108333,-2.943351,1.423130,0.307940,,,
854,7.116667,-2.943310,1.423089,0.307963,,,
855,7.125000,-2.943279,1.423134,0.307976,,,
856,7.133333,-2.943309,1.423150,0.307922,,,
857,7.141667,-2.943267,1.423188,0.308022,,,
858,7.150000,-2.943347,1.423164,0.307962,,,
859,7.158333,-2.943278,1.423114,0.307974,,,
860,7.166667,-2.943271,1.423151,0.308075,,,
861,7.175000,-2.943307,1.423167,0.307968,,,
862,7.183333,-2.943277,1.423143,0.307974,,,
863,7.191667,-2.943249,1.423119,0.308013,,,
864,7.200000,-2.943267,1.423135,0.308020,,,
865,7.208333,-2.943309,1.423201,0.307928,,,
866,7.216667,-2.943285,1.423174,0.307963,,,
867,7.225000,-2.943320,1.423170,0.308015,,,
868,7.233333,-2.943328,1.423192,0.308028,,,
869,7.241667,-2.943343,1.423135,0.308016,,,
870,7.250000,-2.943295,1.423113,0.307888,,,
871,7.258333,-2.943329,1.423143,0.307939,,,
872,7.266667,-2.943318,1.423106,0.307968,,,
873,7.275000,-2.943280,1.423180,0.307973,,,
874,7.283333,-2.943231,1.423155,0.308011,,,
875,7.291667,-2.943260,1.423153,0.307979,,,
876,7.300000,-2.943215,1.423172,0.307964,,,
877,7.308333,-2.943219,1.423210,0.308006,,,
878,7.316667,-2.943235,1.423177,0.307945,,,
879,7.325000,-2.943181,1.423100,0.308019,,,
880,7.333333,-2.943224,1.423089,0.308011,,,
881,7.341667,-2.943254,1.423162,0.308033,,,
882,7.350000,-2.943279,1.423173,0.307994,,,
883,7.358333,-2.943269,1.423141,0.307949,,,
884,7.366667,-2.943248,1.423144,0.307994,,,
885,7.375000,-2.943211,1.423091,0.307998,,,
886,7.383333,-2.943243,1.423047,0.307982,,,
887,7.391667,-2.943226,1.423111,0.307980,,,
888,7.400000,-2.943226,1.423097,0.307961,,,
889,7.408333,-2.943265,1.423130,0.307967,,,
890,7.416667,-2.943287,1.423098,0.308009,,,
891,7.425000,-2.943340,1.423143,0.307960,,,
892,7.433333,-2.943330,1.423109,0.308047,,,
893,7.441667,-2.943336,1.423212,0.308056,,,
894,7.450000,-2.943328,1.423190,0.307886,,,
895,7.458333,-2.943334,1.423167,0.308015,,,
896,7.466667,-2.943306,1.423171,0.307993,,,
897,7.475000,-2.943319,1.423111,0.308027,,,
898,7.483333,-2.943319,1.423164,0.307999,,,
899,7.491667,-2.943233,1.423035,0.308020,,,
900,7.500000,-2.943279,1.423091,0.308036,,,
901,7.508333,-2.943293,1.423132,0.308010,,,
902,7.516667,-2.943282,1.423138,0.307985,,,
903,7.525000,-2.943321,1.423197,0.307984,,,
904,7.533333,-2.943310,1.423163,0.308057,,,
905,7.541667,-2.943262,1.423160,0.308000,,,
906,7.550000,-2.943254,1.423152,0.307945,,,
907,7.558333,-2.943277,1.423119,0.307920,,,
908,7.566667,-2.943359,1.423057,0.307993,,,
909,7.575000,-2.943255,1.423069,0.308037,,,
910,7.583333,-2.943213,1.423085,0.307980,,,
911,7.591667,-2.943159,1.423095,0.308064,,,
912,7.600000,-2.943231,1.423126,0.307971,,,
913,7.608333,-2.943230,1.423172,0.307961,,,
914,7.616667,-2.943230,1.423171,0.308025,,,
915,7.625000,-2.943280,1.423174,0.307976,,,
916,7.633333,-2.943233,1.423156,0.307984,,,
917,7.641667,-2.943264,1.423136,0.307902,,,
918,7.650000,-2.943264,1.423050,0.307958,,,
919,7.658333,-2.943254,1.423132,0.308027,,,
920,7.666667,-2.943279,1.423110,0.308012,,,
921,7.675000,-2.943240,1.423106,0.307961,,,
922,7.683333,-2.943275,1.423156,0.307935,,,
923,7.691667,-2.943339,1.423216,0.307992,,,
924,7.700000,-2.943325,1.423185,0.307981,,,
925,7.708333,-2.943294,1.423172,0.308021,,,
926,7.716667,-2.943292,1.423131,0.307984,,,
927,7.725000,-2.943306,1.423182,0.308013,,,
928,7.733333,-2.943326,1.423131,0.307987,,,
929,7.741667,-2.943277,1.423105,0.308048,,,
930,7.750000,-2.943296,1.423087,0.308012,,,
931,7.758333,-2.943289,1.423174,0.307993,,,
932,7.766667,-2.943237,1.423138,0.308009,,,
933,7.775000,-2.943254,1.423146,0.307991,,,
934,7.783333,-2.943259,1.423177,0.308006,,,
935,7.791667,-2.943266,1.423118,0.308002,,,
936,7.800000,-2.943265,1.423192,0.307997,,,
937,7.808333,-2.943207,1.423093,0.307987,,,
938,7.816667,-2.943244,1.423118,0.308028,,,
939,7.825000,-2.943232,1.423183,0.307976,,,
940,7.833333,-2.943254,1.423130,0.308006,,,
941,7.841667,-2.943223,1.423084,0.308000,,,
942,7.850000,-2.943207,1.423014,0.308021,,,
943,7.858333,-2.943289,1.423086,0.307989,,,
944,7.866667,-2.943263,1.423136,0.307992,,,
945,7.875000,-2.943210,1.423142,0.307935,,,
946,7.883333,-2.943275,1.423210,0.308001,,,
947,7.891667,-2.943244,1.423178,0.308061,,,
948,7.900000,-2.943270,1.423160,0.308007,,,
949,7.908333,-2.943195,1.423106,0.307981,,,
950,7.916667,-2.943269,1.423157,0.307989,,,
951,7.925000,-2.943217,1.423125,0.308016,,,
952,7.933333,-2.943216,1.423148,0.308022,,,
953,7.941667,-2.943238,1.423168,0.308082,,,
954,7.950000,-2.943271,1.423125,0.308013,,,
955,7.958333,-2.943277,1.423123,0.308034,,,
956,7.966667,-2.943252,1.423150,0.308074,,,
957,7.975000,-2.943157,1.423064,0.308037,,,
958,7.983333,-2.943197,1.423126,0.308000,,,
959,7.991667,-2.943243,1.423180,0.308046,,,
960,8.000000,-2.943290,1.423163,0.307958,,,
961,8.008333,-2.943280,1.423144,0.308016,,,
962,8.016667,-2.943228,1.423151,0.307973,,,
963,8.025000,-2.943231,1.423126,0.307987,,,
964,8.033333,-2.943211,1.423098,0.307965,,,
965,8.041667,-2.943238,1.423039,0.307950,,,
966,8.050000,-2.943195,1.423083,0.307942,,,
967,8.058333,-2.943261,1.423090,0.307992,,,
968,8.066667,-2.943165,1.423043,0.308007,,,
969,8.075000,-2.943161,1.423133,0.308012,,,
970,8.083333,-2.943222,1.423120,0.307987,,,
971,8.091667,-2.943297,1.423087,0.308013,,,
972,8.100000,-2.943232,1.423102,0.308008,,,
973,8.108333,-2.943208,1.423100,0.308004,,,
974,8.116667,-2.943301,1.423131,0.307988,,,
975,8.125000,-2.943187,1.423099,0.307999,,,
976,8.133333,-2.943214,1.423110,0.307968,,,
977,8.141667,-2.943225,1.423115,0.308011,,,
978,8.150000,-2.943273,1.423144,0.307964,,,
979,8.158333,-2.943287,1.423116,0.308070,,,
980,8.166667,-2.943239,1.423113,0.308048,,,
981,8.175000,-2.943298,1.423084,0.307999,,,
982,8.183333,-2.943308,1.423132,0.307958,,,
983,8.191667,-2.943207,1.423077,0.307930,,,
984,8.200000,-2.943266,1.423168,0.307970,,,
985,8.208333,-2.943201,1.423108,0.307933,,,
986,8.216667,-2.943168,1.423131,0.307990,,,
987,8.225000,-2.943224,1.423108,0.308025,,,
988,8.233333,-2.943226,1.423133,0.307960,,,
989,8.241667,-2.943247,1.423085,0.308036,,,
990,8.250000,-2.943274,1.423160,0.308022,,,
991,8.258333,-2.943231,1.423100,0.308004,,,
992,8.266667,-2.943218,1.423130,0.307970,,,
993,8.275000,-2.943256,1.423171,0.307990,,,
994,8.283333,-2.943226,1.423131,0.307973,,,
995,8.291667,-2.943236,1.423157,0.307966,,,
996,8.300000,-2.943299,1.423158,0.307920,,,
997,8.308333,-2.943265,1.423172,0.307923,,,
998,8.316667,-2.943225,1.423105,0.307957,,,
999,8.325000,-2.943167,1.423133,0.307976,,,
1000,8.333333,-2.943218,1.423114,0.307918,,,
1001,8.341667,-2.943237,1.423104,0.308000,,,
1002,8.350000,-2.943179,1.423104,0.308039,,,
1003,8.358333,-2.943199,1.423103,0.308043,,,
1004,8.366667,-2.943248,1.423139,0.307936,,,
1005,8.375000,-2.943248,1.423120,0.307962,,,
