1433135408.091	9.65050	3.84448	-0.10438	9.59331	4.07308	0.24432	0.42086
1433135408.253	9.58587	3.97185	-0.19400	9.59320	4.07312	0.24431	0.44991
1433135408.316	9.56510	3.87855	-0.26563	9.59329	4.07303	0.24423	0.54641
1433135408.471	9.63599	4.00666	-0.15004	9.59326	4.07300	0.24429	0.40216
1433135408.654	9.54346	3.99600	-0.17764	9.59327	4.07300	0.24428	0.43177
1433135408.849	9.69875	3.77316	0.12190	9.59322	4.07310	0.24434	0.34073
1433135409.051	9.87232	4.17828	0.55108	9.59332	4.07302	0.24431	0.42782
1433135409.307	9.67743	4.00906	0.06134	9.59326	4.07321	0.24435	0.21141
1433135409.362	9.59616	3.93434	-0.10407	9.59323	4.07298	0.24415	0.37482
1433135409.418	9.65283	3.87699	-0.14622	9.59316	4.07329	0.24443	0.44126
1433135409.531	9.65350	4.00663	0.06568	9.59318	4.07314	0.24431	0.19993
1433135409.586	9.49732	3.87108	-0.45056	9.59333	4.07290	0.24414	0.72976
1433135409.64	9.88151	4.27796	0.54429	9.59324	4.07308	0.24437	0.46370
1433135409.695	9.68641	3.90549	-0.06265	9.59317	4.07301	0.24435	0.36194
1433135409.899	9.74198	4.01972	0.23082	9.59322	4.07315	0.24432	0.15864
1433135409.954	9.61264	3.81895	-0.28237	9.59333	4.07310	0.24431	0.58511
1433135410.168	10.01046	4.29073	0.86429	9.59319	4.07303	0.24443	0.77829
1433135410.282	9.41357	3.65666	-0.45353	9.59323	4.07323	0.24450	0.83250
1433135410.336	9.83176	4.07374	0.32715	9.59312	4.07323	0.24441	0.25258
1433135410.393	9.59623	3.93099	-0.16793	9.59324	4.07320	0.24444	0.43621
1433135410.502	9.70297	3.92834	0.06231	9.59328	4.07318	0.24439	0.25722
1433135410.734	9.54653	3.92539	-0.26911	9.59319	4.07306	0.24429	0.53626
1433135410.85	9.81120	4.09641	0.23780	9.59318	4.07333	0.24449	0.21935
1433135410.908	9.50785	3.87468	-0.27730	9.59317	4.07338	0.24444	0.56478
1433135411.02	9.54613	3.83286	-0.24823	9.59319	4.07341	0.24444	0.55028
1433135411.076	9.69447	4.04685	0.03528	9.59328	4.07305	0.24431	0.23371
