Format Version,1.1,Take Name,Take 2016-04-07 09.26.14 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 09.26.14.430 PM,Total Frames,11477,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10363,Marker_10363,Marker_10363,Marker_10368,Marker_10368,Marker_10368,Marker_10367,Marker_10367,Marker_10367,Marker_10371,Marker_10371,Marker_10371,Marker_10373,Marker_10373,Marker_10373
,,"8392B20CF49E3570287B","8392B20CF49E3570287B","8392B20CF49E3570287B","8392B20CF49E35702880","8392B20CF49E35702880","8392B20CF49E35702880","8392B20CF49E3570287F","8392B20CF49E3570287F","8392B20CF49E3570287F","8392B20CF49E35702883","8392B20CF49E35702883","8392B20CF49E35702883","8392B20CF49E35702885","8392B20CF49E35702885","8392B20CF49E35702885"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2996,24.966667,,,,-1.820973,2.034971,-2.153110,,,,,,,,,
2997,24.975000,,,,-1.820646,2.034829,-2.147024,,,,,,,,,
2998,24.983333,,,,-1.820838,2.034469,-2.141105,,,,,,,,,
2999,24.991667,,,,-1.820926,2.034479,-2.135098,,,,,,,,,
3000,25.000000,,,,-1.820732,2.034309,-2.128961,,,,,,,,,
3001,25.008333,,,,-1.820391,2.034160,-2.122844,,,,,,,,,
3002,25.016667,,,,-1.820436,2.033746,-2.117095,,,,,,,,,
3003,25.025000,,,,-1.820784,2.033524,-2.111645,,,,,,,,,
3004,25.033333,,,,-1.820551,2.033130,-2.105825,,,,,,,,,
3005,25.041667,,,,-1.820486,2.033178,-2.099992,,,,,,,,,
3006,25.050000,,,,-1.820784,2.032676,-2.094734,,,,,,,,,
3007,25.058333,,,,-1.821075,2.032612,-2.089481,,,,,,,,,
3008,25.066667,,,,-1.821396,2.032350,-2.084164,,,,,,,,,
3009,25.075000,,,,-1.820993,2.032254,-2.078418,,,,,,,,,
3010,25.083333,,,,-1.821026,2.032040,-2.073188,,,,,,,,,
3011,25.091667,,,,-1.821098,2.031679,-2.068248,,,,,,,,,
3012,25.100000,,,,-1.820966,2.031593,-2.062906,,,,,,,,,
3013,25.108333,,,,-1.820961,2.031231,-2.057977,,,,,,,,,
3014,25.116667,,,,-1.820734,2.031112,-2.053072,,,,,,,,,
3015,25.125000,,,,-1.820650,2.030915,-2.048101,,,,,,,,,
3016,25.133333,,,,-1.820536,2.030581,-2.043401,,,,,,,,,
3017,25.141667,,,,-1.820597,2.030280,-2.038845,,,,,,,,,
3018,25.150000,,,,-1.820444,2.029998,-2.034009,,,,,,,,,
3019,25.158333,,,,-1.819938,2.029435,-2.029467,,,,,,,,,
3020,25.166667,,,,-1.819893,2.029285,-2.024939,,,,,,,,,
3021,25.175000,,,,-1.819742,2.028843,-2.020617,,,,,,,,,
3022,25.183333,,,,-1.819705,2.028649,-2.016147,,,,,,,,,
3023,25.191667,,,,-1.819845,2.028307,-2.012238,,,,,,,,,
3024,25.200000,,,,-1.819757,2.027841,-2.008373,,,,,,,,,
3025,25.208333,,,,-1.819329,2.027705,-2.003756,,,,,,,,,
3026,25.216667,,,,-1.819157,2.027413,-2.000324,,,,,,,,,
3027,25.225000,,,,-1.818904,2.027279,-1.996442,,,,,,,,,
3028,25.233333,,,,-1.818372,2.026846,-1.992900,,,,,,,,,
3029,25.241667,,,,-1.818585,2.026514,-1.990029,,,,,,,,,
3030,25.250000,,,,-1.818422,2.026602,-1.986145,,,,,,,,,
3031,25.258333,,,,-1.818289,2.026423,-1.983378,,,,,,,,,
3032,25.266667,,,,-1.818009,2.026259,-1.979982,,,,,,,,,
3033,25.275000,,,,-1.817944,2.026405,-1.976994,,,,,,,,,
3034,25.283333,,,,-1.817298,2.026211,-1.973916,,,,,,,,,
3035,25.291667,,,,-1.816972,2.026284,-1.971253,,,,,,,,,
3036,25.300000,,,,-1.816266,2.026434,-1.967740,,,,,,,,,
3037,25.308333,,,,-1.815965,2.026440,-1.965275,,,,,,,,,
3038,25.316667,,,,-1.815349,2.026600,-1.961999,,,,,,,,,
3039,25.325000,,,,-1.814648,2.026978,-1.959158,,,,,,,,,
3040,25.333333,,,,-1.813611,2.027302,-1.955825,,,,,,,,,
3041,25.341667,,,,-1.812615,2.027666,-1.952983,,,,,,,,,
3042,25.350000,,,,-1.811296,2.027911,-1.950395,,,,,,,,,
3043,25.358333,,,,-1.810086,2.028305,-1.947872,,,,,,,,,
3044,25.366667,,,,-1.808586,2.028831,-1.944728,,,,,,,,,
3045,25.375000,,,,-1.807224,2.029248,-1.942424,,,,,,,,,
3046,25.383333,,,,-1.805468,2.029408,-1.940373,,,,,,,,,
3047,25.391667,,,,-1.803679,2.030006,-1.937570,,,,,,,,,
3048,25.400000,,,,-1.801587,2.030430,-1.934865,,,,,,,,,
3049,25.408333,,,,-1.798915,2.030731,-1.931763,,,,,,,,,
3050,25.416667,,,,-1.796235,2.031357,-1.929339,,,,,,,,,
3051,25.425000,,,,-1.793516,2.031850,-1.926510,,,,,,,,,
3052,25.433333,,,,-1.790792,2.032085,-1.924390,,,,,,,,,
3053,25.441667,,,,-1.788313,2.032584,-1.922526,,,,,,,,,
3054,25.450000,,,,-1.784775,2.032923,-1.920174,,,,,,,,,
3055,25.458333,,,,-1.781508,2.033697,-1.917569,,,,,,,,,
3056,25.466667,,,,-1.778394,2.033866,-1.916209,,,,,,,,,
3057,25.475000,,,,-1.774738,2.034280,-1.913866,,,,,,,,,
3058,25.483333,,,,-1.770637,2.034624,-1.912016,,,,,,,,,
3059,25.491667,,,,-1.766959,2.035201,-1.910049,,,,,,,,,
3060,25.500000,,,,-1.762419,2.035417,-1.908187,,,,,,,,,
3061,25.508333,,,,-1.758079,2.035726,-1.905920,,,,,,,,,
3062,25.516667,,,,-1.753742,2.036135,-1.904779,,,,,,,,,
3063,25.525000,,,,-1.749096,2.036295,-1.902905,,,,,,,,,
3064,25.533333,,,,-1.744898,2.036502,-1.901613,,,,,,,,,
3065,25.541667,,,,-1.739548,2.036850,-1.899187,,,,,,,,,
3066,25.550000,,,,-1.735152,2.036704,-1.898387,,,,,,,,,
3067,25.558333,,,,-1.729679,2.037210,-1.896438,,,,,,,,,
3068,25.566667,,,,-1.724650,2.036812,-1.895514,,,,,,,,,
3069,25.575000,,,,-1.719113,2.037187,-1.893862,,,,,,,,,
3070,25.583333,,,,-1.713867,2.037440,-1.892021,,,,,,,,,
3071,25.591667,,,,-1.708459,2.037442,-1.890946,,,,,,,,,
3072,25.600000,,,,-1.702999,2.037227,-1.890230,,,,,,,,,
3073,25.608333,,,,-1.697858,2.037385,-1.889202,,,,,,,,,
3074,25.616667,,,,-1.691967,2.037556,-1.887961,,,,,,,,,
3075,25.625000,,,,-1.686437,2.037486,-1.887582,,,,,,,,,
3076,25.633333,,,,-1.680736,2.037547,-1.886763,,,,,,,,,
3077,25.641667,,,,-1.674307,2.037685,-1.885341,,,,,,,,,
3078,25.650000,,,,-1.668521,2.037654,-1.884535,,,,,,,,,
3079,25.658333,,,,-1.662392,2.037593,-1.884059,,,,,,,,,
3080,25.666667,,,,-1.656213,2.037421,-1.882977,,,,,,,,,
3081,25.675000,,,,-1.650321,2.037707,-1.882257,,,,,,,,,
3082,25.683333,,,,-1.644073,2.037405,-1.881458,,,,,,,,,
3083,25.691667,,,,-1.637568,2.037500,-1.880831,,,,,,,,,
3084,25.700000,,,,-1.631386,2.037280,-1.880245,,,,,,,,,
3085,25.708333,,,,-1.625300,2.037318,-1.880520,,,,,,,,,
3086,25.716667,,,,-1.618486,2.037161,-1.879587,,,,,,,,,
3087,25.725000,,,,-1.611735,2.037333,-1.879075,,,,,,,,,
3088,25.733333,,,,-1.605186,2.036958,-1.878671,,,,,,,,,
3089,25.741667,,,,-1.598534,2.036942,-1.878353,,,,,,,,,
3090,25.750000,,,,-1.591850,2.036633,-1.878195,,,,,,,,,
3091,25.758333,,,,-1.585081,2.036849,-1.877242,,,,,,,,,
3092,25.766667,,,,-1.578476,2.036884,-1.876738,,,,,,,,,
3093,25.775000,,,,-1.572033,2.036693,-1.876722,,,,,,,,,
3094,25.783333,,,,-1.564999,2.036861,-1.876223,,,,,,,,,
3095,25.791667,,,,-1.557825,2.036541,-1.875738,,,,,,,,,
3096,25.800000,,,,-1.550538,2.036678,-1.875526,,,,,,,,,
3097,25.808333,,,,-1.543622,2.036325,-1.875276,,,,,,,,,
3098,25.816667,,,,-1.536556,2.036390,-1.874820,,,,,,,,,
3099,25.825000,,,,-1.529577,2.036218,-1.874401,,,,,,,,,
3100,25.833333,,,,-1.522272,2.035978,-1.873934,,,,,,,,,
3101,25.841667,,,,-1.515029,2.035964,-1.873576,,,,,,,,,
3102,25.850000,,,,-1.507790,2.035613,-1.872932,,,,,,,,,
3103,25.858333,,,,-1.500525,2.035625,-1.872392,,,,,,,,,
3104,25.866667,,,,-1.493361,2.035273,-1.871753,,,,,,,,,
3105,25.875000,,,,-1.485887,2.035079,-1.871339,,,,,,,,,
3106,25.883333,,,,-1.478522,2.034615,-1.870672,,,,,,,,,
3107,25.891667,,,,-1.470917,2.034367,-1.870220,,,,,,,,,
3108,25.900000,,,,-1.463880,2.034172,-1.869647,,,,,,,,,
3109,25.908333,,,,-1.457090,2.033906,-1.869311,,,,,,,,,
3110,25.916667,,,,-1.449742,2.033770,-1.868360,,,,,,,,,
3111,25.925000,,,,-1.442590,2.033387,-1.867871,,,,,,,,,
3112,25.933333,,,,-1.435109,2.033149,-1.867091,,,,,,,,,
3113,25.941667,,,,-1.427880,2.032893,-1.866376,,,,,,,,,
3114,25.950000,,,,-1.420901,2.032793,-1.865626,,,,,,,,,
3115,25.958333,,,,-1.414205,2.032495,-1.865051,,,,,,,,,
3116,25.966667,,,,-1.406865,2.032297,-1.864110,,,,,,,,,
3117,25.975000,,,,-1.399700,2.032126,-1.863251,,,,,,,,,
3118,25.983333,,,,-1.392709,2.031897,-1.862399,,,,,,,,,
3119,25.991667,,,,-1.385481,2.031771,-1.861584,,,,,,,,,
3120,26.000000,,,,-1.378474,2.031749,-1.860538,,,,,,,,,
3121,26.008333,,,,-1.371095,2.031681,-1.859877,,,,,,,,,
3122,26.016667,,,,-1.363785,2.031391,-1.859089,,,,,,,,,
3123,26.025000,,,,-1.356252,2.031412,-1.858429,,,,,,,,,
3124,26.033333,,,,-1.348974,2.031144,-1.857573,,,,,,,,,
3125,26.041667,,,,-1.341239,2.031107,-1.856799,,,,,,,,,
3126,26.050000,,,,-1.334493,2.030882,-1.856281,,,,,,,,,
3127,26.058333,,,,-1.326514,2.030568,-1.855613,,,,,,,,,
3128,26.066667,,,,-1.319555,2.030677,-1.855051,,,,,,,,,
3129,26.075000,,,,-1.312263,2.030356,-1.854624,,,,,,,,,
3130,26.083333,,,,-1.304940,2.030331,-1.854036,,,,,,,,,
3131,26.091667,,,,-1.297638,2.030106,-1.853369,,,,,,,,,
3132,26.100000,,,,-1.290112,2.030027,-1.852295,,,,,,,,,
3133,26.108333,,,,-1.282985,2.029792,-1.852024,,,,,,,,,
3134,26.116667,,,,-1.275503,2.029793,-1.851064,,,,,,,,,
3135,26.125000,,,,-1.268429,2.029648,-1.850871,,,,,,,,,
3136,26.133333,,,,-1.260712,2.029652,-1.849973,,,,,,,,,
3137,26.141667,,,,-1.253528,2.029593,-1.849240,,,,,,,,,
3138,26.150000,,,,-1.246545,2.029679,-1.849123,,,,,,,,,
3139,26.158333,,,,-1.239177,2.029715,-1.848574,,,,,,,,,
3140,26.166667,,,,-1.231738,2.029613,-1.848110,,,,,,,,,
3141,26.175000,,,,-1.224410,2.029766,-1.847286,,,,,,,,,
3142,26.183333,,,,-1.217452,2.030005,-1.847175,,,,,,,,,
3143,26.191667,,,,-1.210024,2.030047,-1.846725,,,,,,,,,
3144,26.200000,,,,-1.203140,2.030523,-1.846130,,,,,,,,,
3145,26.208333,,,,-1.196296,2.030757,-1.845821,,,,,,,,,
3146,26.216667,,,,-1.188721,2.031044,-1.844829,,,,,,,,,
3147,26.225000,,,,-1.181705,2.031160,-1.844629,,,,,,,,,
3148,26.233333,,,,-1.174589,2.031464,-1.844039,,,,,,,,,
3149,26.241667,,,,-1.167581,2.031713,-1.843554,,,,,,,,,
3150,26.250000,,,,-1.160386,2.032058,-1.843189,,,,,,,,,
3151,26.258333,,,,-1.153351,2.032425,-1.842569,,,,,,,,,
3152,26.266667,,,,-1.146171,2.032841,-1.842429,,,,,,,,,
3153,26.275000,,,,-1.138797,2.033320,-1.841663,,,,,,,,,
3154,26.283333,,,,-1.131565,2.033541,-1.841474,,,,,,,,,
3155,26.291667,,,,-1.124362,2.033911,-1.841134,,,,,,,,,
3156,26.300000,,,,-1.117625,2.034265,-1.840737,,,,,,,,,
3157,26.308333,,,,-1.110830,2.034712,-1.840824,,,,,,,,,
3158,26.316667,,,,-1.103683,2.035211,-1.840280,,,,,,,,,
3159,26.325000,,,,-1.096806,2.035564,-1.840212,,,,,,,,,
3160,26.333333,,,,-1.089662,2.035939,-1.840021,,,,,,,,,
3161,26.341667,,,,-1.082673,2.036293,-1.839862,,,,,,,,,
3162,26.350000,,,,-1.076253,2.036681,-1.839804,,,,,,,,,
3163,26.358333,,,,-1.069660,2.036890,-1.839866,,,,,,,,,
3164,26.366667,,,,-1.062860,2.037120,-1.839985,,,,,,,,,
3165,26.375000,,,,-1.056088,2.037411,-1.839849,,,,,,,,,
3166,26.383333,,,,-1.049093,2.037545,-1.839545,,,,,,,,,
3167,26.391667,,,,-1.042220,2.037802,-1.839200,,,,,,,,,
3168,26.400000,,,,-1.035514,2.037771,-1.839017,,,,,,,,,
3169,26.408333,,,,-1.028603,2.037852,-1.839007,,,,,,,,,
3170,26.416667,,,,-1.021711,2.037785,-1.838787,,,,,,,,,
3171,26.425000,,,,-1.014777,2.037817,-1.838754,,,,,,,,,
3172,26.433333,,,,-1.007848,2.037852,-1.838655,,,,,,,,,
3173,26.441667,,,,-1.001038,2.037744,-1.838473,,,,,,,,,
3174,26.450000,,,,-0.994658,2.037609,-1.838662,,,,,,,,,
3175,26.458333,,,,-0.988088,2.037346,-1.838706,,,,,,,,,
3176,26.466667,,,,-0.981435,2.037116,-1.838609,,,,,,,,,
3177,26.475000,,,,-0.974723,2.036886,-1.838630,,,,,,,,,
3178,26.483333,,,,-0.968210,2.036651,-1.838486,,,,,,,,,
3179,26.491667,,,,-0.961691,2.036220,-1.838552,,,,,,,,,
3180,26.500000,,,,-0.955034,2.035960,-1.838267,,,,,,,,,
3181,26.508333,,,,-0.948154,2.035236,-1.837981,,,,,,,,,
3182,26.516667,,,,-0.941240,2.034913,-1.837603,,,,,,,,,
3183,26.525000,,,,-0.934841,2.034507,-1.837530,,,,,,,,,
3184,26.533333,,,,-0.928407,2.034126,-1.837506,,,,,,,,,
3185,26.541667,,,,-0.921908,2.033670,-1.837565,,,,,,,,,
3186,26.550000,,,,-0.915449,2.033031,-1.837627,,,,,,,,,
3187,26.558333,,,,-0.908881,2.032856,-1.837401,,,,,,,,,
3188,26.566667,,,,-0.902949,2.032401,-1.837631,,,,,,,,,
3189,26.575000,,,,-0.896748,2.032027,-1.837956,,,,,,,,,
3190,26.583333,,,,-0.890702,2.031802,-1.837966,,,,,,,,,
3191,26.591667,,,,-0.884795,2.031317,-1.838162,,,,,,,,,
3192,26.600000,,,,-0.878949,2.031070,-1.838537,,,,,,,,,
3193,26.608333,,,,-0.873067,2.030832,-1.838714,,,,,,,,,
3194,26.616667,,,,-0.867334,2.030487,-1.839144,,,,,,,,,
3195,26.625000,,,,-0.861946,2.030448,-1.839423,,,,,,,,,
3196,26.633333,,,,-0.856135,2.030276,-1.839589,,,,,,,,,
3197,26.641667,,,,-0.850411,2.030108,-1.839858,,,,,,,,,
3198,26.650000,,,,-0.844979,2.029938,-1.840124,,,,,,,,,
3199,26.658333,,,,-0.839328,2.029769,-1.840220,,,,,,,,,
3200,26.666667,,,,-0.833631,2.029798,-1.840511,,,,,,,,,
3201,26.675000,,,,-0.828022,2.029594,-1.840695,,,,,,,,,
3202,26.683333,,,,-0.822401,2.029466,-1.840843,,,,,,,,,
3203,26.691667,,,,-0.816960,2.029404,-1.841343,,,,,,,,,
3204,26.700000,,,,-0.811293,2.029382,-1.841537,,,,,,,,,
3205,26.708333,,,,-0.805385,2.029315,-1.841795,,,,,,,,,
3206,26.716667,,,,-0.799847,2.029278,-1.842250,,,,,,,,,
3207,26.725000,,,,-0.794054,2.029265,-1.842624,,,,,,,,,
3208,26.733333,,,,-0.788171,2.029400,-1.842825,,,,,,,,,
3209,26.741667,,,,-0.782802,2.029440,-1.843463,,,,,,,,,
3210,26.750000,,,,-0.777203,2.029526,-1.843958,,,,,,,,,
3211,26.758333,,,,-0.771662,2.029586,-1.844301,,,,,,,,,
3212,26.766667,,,,-0.766512,2.029736,-1.844810,,,,,,,,,
3213,26.775000,,,,-0.760993,2.029969,-1.845256,,,,,,,,,
3214,26.783333,,,,-0.755768,2.030187,-1.845472,,,,,,,,,
3215,26.791667,,,,-0.750571,2.030360,-1.845865,,,,,,,,,
3216,26.800000,,,,-0.745214,2.030846,-1.846339,,,,,,,,,
3217,26.808333,,,,-0.739838,2.031261,-1.846430,,,,,,,,,
3218,26.816667,,,,-0.734664,2.031656,-1.846694,,,,,,,,,
3219,26.825000,,,,-0.729172,2.032178,-1.847049,,,,,,,,,
3220,26.833333,,,,-0.724044,2.032615,-1.847309,,,,,,,,,
3221,26.841667,,,,-0.718770,2.033063,-1.847569,,,,,,,,,
3222,26.850000,,,,-0.713162,2.033799,-1.847661,,,,,,,,,
3223,26.858333,,,,-0.708161,2.034203,-1.847878,,,,,,,,,
3224,26.866667,,,,-0.702894,2.035005,-1.847806,,,,,,,,,
3225,26.875000,,,,-0.699178,2.036307,-1.848063,,,,,,,,,
3226,26.883333,,,,-0.692774,2.036264,-1.847715,,,,,,,,,
3227,26.891667,,,,-0.687531,2.037097,-1.847151,,,,,,,,,
3228,26.900000,,,,-0.682921,2.037947,-1.847049,,,,,,,,,
3229,26.908333,,,,-0.677904,2.038738,-1.846501,,,,,,,,,
3230,26.916667,,,,-0.672744,2.039664,-1.846046,,,,,,,,,
3231,26.925000,,,,-0.669497,2.041002,-1.846312,,,,,,,,,
3232,26.933333,,,,-0.662724,2.041322,-1.845206,,,,,,,,,
3233,26.941667,,,,-0.659422,2.042710,-1.845276,,,,,,,,,
3234,26.950000,,,,-0.653165,2.042996,-1.844021,,,,,,,,,
3235,26.958333,,,,-0.650038,2.044621,-1.843989,,,,,,,,,
3236,26.966667,,,,-0.645862,2.045356,-1.843393,,,,,,,,,
3237,26.975000,,,,-0.641816,2.046154,-1.842870,,,,,,,,,
3238,26.983333,,,,-0.638076,2.046947,-1.842475,,,,,,,,,
3239,26.991667,,,,-0.634336,2.047614,-1.841762,,,,,,,,,
3240,27.000000,,,,-0.629759,2.047836,-1.841029,,,,,,,,,
3241,27.008333,,,,-0.627864,2.049135,-1.840697,,,,,,,,,
3242,27.016667,,,,-0.624804,2.049817,-1.840495,,,,,,,,,
3243,27.025000,,,,-0.621714,2.050211,-1.839813,,,,,,,,,
3244,27.033333,,,,-0.618660,2.050886,-1.838901,,,,,,,,,
3245,27.041667,,,,-0.616131,2.051339,-1.838478,,,,,,,,,
3246,27.050000,,,,-0.611574,2.051119,-1.837060,,,,,,,,,
3247,27.058333,,,,-0.610565,2.052202,-1.836700,,,,,,,,,
3248,27.066667,,,,-0.608371,2.052467,-1.836419,,,,,,,,,
3249,27.075000,,,,-0.605828,2.052584,-1.835726,,,,,,,,,
3250,27.083333,,,,-0.603476,2.052705,-1.834751,,,,,,,,,
3251,27.091667,,,,-0.601687,2.052740,-1.834495,,,,,,,,,
3252,27.100000,,,,-0.600121,2.052810,-1.834073,,,,,,,,,
3253,27.108333,,,,-0.598339,2.052635,-1.833652,,,,,,,,,
3254,27.116667,,,,-0.596581,2.052608,-1.832992,,,,,,,,,
3255,27.125000,,,,-0.595262,2.052491,-1.832539,,,,,,,,,
3256,27.133333,,,,-0.594189,2.052379,-1.832213,,,,,,,,,
3257,27.141667,,,,-0.591491,2.051574,-1.831057,,,,,,,,,
3258,27.150000,,,,-0.590329,2.051378,-1.830463,,,,,,,,,
3259,27.158333,,,,-0.589262,2.051160,-1.829847,,,,,,,,,
3260,27.166667,,,,-0.589885,2.051573,-1.829662,,,,,,,,,
3261,27.175000,,,,-0.589004,2.051457,-1.829039,,,,,,,,,
3262,27.183333,,,,-0.588393,2.051302,-1.828592,,,,,,,,,
3263,27.191667,,,,-0.587793,2.051024,-1.828143,,,,,,,,,
3264,27.200000,,,,-0.587243,2.050710,-1.827590,,,,,,,,,
3265,27.208333,,,,-0.586762,2.050439,-1.827144,,,,,,,,,
3266,27.216667,,,,-0.586501,2.050226,-1.826676,,,,,,,,,
3267,27.225000,,,,-0.586344,2.049905,-1.826100,,,,,,,,,
3268,27.233333,,,,-0.586325,2.049613,-1.825539,,,,,,,,,
3269,27.241667,,,,-0.586519,2.049389,-1.824960,,,,,,,,,
3270,27.250000,,,,-0.586700,2.049235,-1.824188,,,,,,,,,
3271,27.258333,,,,-0.587052,2.049006,-1.823496,,,,,,,,,
3272,27.266667,,,,-0.587639,2.048770,-1.822859,,,,,,,,,
3273,27.275000,,,,-0.588230,2.048591,-1.822173,,,,,,,,,
3274,27.283333,,,,-0.587547,2.047871,-1.821077,,,,,,,,,
3275,27.291667,,,,-0.589945,2.048307,-1.820823,,,,,,,,,
3276,27.300000,,,,-0.591082,2.048208,-1.820467,,,,,,,,,
3277,27.308333,,,,-0.592552,2.047980,-1.820146,,,,,,,,,
3278,27.316667,,,,-0.592369,2.047176,-1.819103,,,,,,,,,
3279,27.325000,,,,-0.593740,2.046952,-1.818305,,,,,,,,,
3280,27.333333,,,,-0.596782,2.047408,-1.818134,,,,,,,,,
3281,27.341667,,,,-0.598155,2.047364,-1.817562,,,,,,,,,
3282,27.350000,,,,-0.599680,2.047192,-1.816811,,,,,,,,,
3283,27.358333,,,,-0.601358,2.046936,-1.815981,,,,,,,,,
3284,27.366667,,,,-0.603223,2.046730,-1.815446,,,,,,,,,
3285,27.375000,,,,-0.605086,2.046494,-1.814953,,,,,,,,,
3286,27.383333,,,,-0.606864,2.046236,-1.814167,,,,,,,,,
3287,27.391667,,,,-0.608921,2.046013,-1.813517,,,,,,,,,
3288,27.400000,,,,-0.611017,2.045818,-1.812884,,,,,,,,,
3289,27.408333,,,,-0.613125,2.045734,-1.812375,,,,,,,,,
3290,27.416667,,,,-0.615113,2.045378,-1.811358,,,,,,,,,
3291,27.425000,,,,-0.616909,2.045218,-1.810361,,,,,,,,,
3292,27.433333,,,,-0.618958,2.045093,-1.809493,,,,,,,,,
3293,27.441667,,,,-0.621434,2.044795,-1.808754,,,,,,,,,
3294,27.450000,,,,-0.623922,2.044780,-1.808145,,,,,,,,,
3295,27.458333,,,,-0.626467,2.044754,-1.807280,,,,,,,,,
3296,27.466667,,,,-0.627590,2.043873,-1.805740,,,,,,,,,
3297,27.475000,,,,-0.632256,2.044325,-1.805627,,,,,,,,,
3298,27.483333,,,,-0.635311,2.044249,-1.804560,,,,,,,,,
3299,27.491667,,,,-0.638221,2.044069,-1.803488,,,,,,,,,
3300,27.500000,,,,-0.640105,2.043304,-1.802466,,,,,,,,,
3301,27.508333,,,,-0.643091,2.043250,-1.801482,,,,,,,,,
3302,27.516667,,,,-0.647906,2.043654,-1.801144,,,,,,,,,
3303,27.525000,,,,-0.649799,2.043015,-1.799693,,,,,,,,,
3304,27.533333,,,,-0.653069,2.042982,-1.798521,,,,,,,,,
3305,27.541667,,,,-0.656795,2.042824,-1.797567,,,,,,,,,
3306,27.550000,,,,-0.660295,2.042696,-1.796457,,,,,,,,,
3307,27.558333,,,,-0.663992,2.042450,-1.795238,,,,,,,,,
3308,27.566667,,,,-0.668211,2.042316,-1.794269,,,,,,,,,
3309,27.575000,,,,-0.671919,2.042072,-1.792773,,,,,,,,,
3310,27.583333,,,,-0.676688,2.041799,-1.791764,,,,,,,,,
3311,27.591667,,,,-0.680571,2.041701,-1.790441,,,,,,,,,
3312,27.600000,,,,-0.685176,2.041215,-1.789427,,,,,,,,,
3313,27.608333,,,,-0.689474,2.041174,-1.788187,,,,,,,,,
3314,27.616667,,,,-0.694222,2.040812,-1.786968,,,,,,,,,
3315,27.625000,,,,-0.698775,2.040754,-1.785362,,,,,,,,,
3316,27.633333,,,,-0.703497,2.040530,-1.784209,,,,,,,,,
3317,27.641667,,,,-0.708399,2.040445,-1.782599,,,,,,,,,
3318,27.650000,,,,-0.713481,2.040334,-1.781517,,,,,,,,,
3319,27.658333,,,,-0.718337,2.040439,-1.780397,,,,,,,,,
3320,27.666667,,,,-0.723626,2.040160,-1.779424,,,,,,,,,
3321,27.675000,,,,-0.729252,2.040170,-1.778680,,,,,,,,,
3322,27.683333,,,,-0.734324,2.040079,-1.777399,,,,,,,,,
3323,27.691667,,,,-0.740112,2.039972,-1.776500,,,,,,,,,
3324,27.700000,,,,-0.745430,2.039922,-1.774951,,,,,,,,,
3325,27.708333,,,,-0.750994,2.039781,-1.773979,,,,,,,,,
3326,27.716667,,,,-0.756499,2.039613,-1.772575,,,,,,,,,
3327,27.725000,,,,-0.761755,2.039580,-1.770759,,,,,,,,,
3328,27.733333,,,,-0.767527,2.039538,-1.769698,,,,,,,,,
3329,27.741667,,,,-0.772680,2.039430,-1.768395,,,,,,,,,
3330,27.750000,,,,-0.778506,2.039392,-1.767385,,,,,,,,,
3331,27.758333,,,,-0.784405,2.039277,-1.766442,,,,,,,,,
3332,27.766667,,,,-0.790490,2.039143,-1.765412,,,,,,,,,
3333,27.775000,,,,-0.796661,2.038983,-1.764511,,,,,,,,,
3334,27.783333,,,,-0.803065,2.038749,-1.763563,,,,,,,,,
3335,27.791667,,,,-0.809717,2.038591,-1.762875,,,,,,,,,
3336,27.800000,,,,-0.816115,2.038582,-1.761901,,,,,,,,,
3337,27.808333,,,,-0.822531,2.038384,-1.761370,,,,,,,,,
3338,27.816667,,,,-0.829087,2.038304,-1.760952,,,,,,,,,
3339,27.825000,,,,-0.835869,2.037889,-1.760652,,,,,,,,,
3340,27.833333,,,,-0.842641,2.037790,-1.760311,,,,,,,,,
3341,27.841667,,,,-0.849421,2.037410,-1.759768,,,,,,,,,
3342,27.850000,,,,-0.856428,2.037204,-1.759359,,,,,,,,,
3343,27.858333,,,,-0.863657,2.036725,-1.759005,,,,,,,,,
3344,27.866667,,,,-0.871154,2.036432,-1.758502,,,,,,,,,
3345,27.875000,,,,-0.878630,2.036145,-1.758294,,,,,,,,,
3346,27.883333,,,,-0.886204,2.035830,-1.758440,,,,,,,,,
3347,27.891667,,,,-0.893807,2.035749,-1.758629,,,,,,,,,
3348,27.900000,,,,-0.901482,2.035560,-1.758995,,,,,,,,,
3349,27.908333,,,,-0.909347,2.035394,-1.759382,,,,,,,,,
3350,27.916667,,,,-0.917480,2.035116,-1.759702,,,,,,,,,
3351,27.925000,,,,-0.925768,2.034716,-1.760142,,,,,,,,,
3352,27.933333,,,,-0.934110,2.034545,-1.760256,,,,,,,,,
3353,27.941667,,,,-0.942752,2.034191,-1.760386,,,,,,,,,
3354,27.950000,,,,-0.951342,2.034032,-1.760602,,,,,,,,,
3355,27.958333,,,,-0.959767,2.033925,-1.760952,,,,,,,,,
3356,27.966667,,,,-0.968348,2.033671,-1.761675,,,,,,,,,
3357,27.975000,,,,-0.976955,2.033651,-1.762720,,,,,,,,,
3358,27.983333,,,,-0.985480,2.033626,-1.763906,,,,,,,,,
