Format Version,1.1,Take Name,Take 2016-04-07 09.30.11 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 09.30.11.679 PM,Total Frames,8363,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10008,Marker_10008,Marker_10008,Marker_10009,Marker_10009,Marker_10009,Marker_10010,Marker_10010,Marker_10010
,,"8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E35702719","8392B20CF49E3570271A","8392B20CF49E3570271A","8392B20CF49E3570271A"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
373,3.108333,-3.585281,1.945095,-3.683481,,,,,,
374,3.116667,-3.585232,1.945026,-3.683958,,,,,,
375,3.125000,-3.585007,1.945048,-3.684430,,,,,,
376,3.133333,-3.584920,1.944981,-3.684805,,,,,,
377,3.141667,-3.584737,1.945049,-3.685423,,,,,,
378,3.150000,-3.584738,1.945147,-3.685754,,,,,,
379,3.158333,-3.584605,1.945082,-3.686177,,,,,,
380,3.166667,-3.584535,1.945153,-3.686654,,,,,,
381,3.175000,-3.584434,1.945185,-3.687030,,,,,,
382,3.183333,-3.584483,1.945055,-3.687514,,,,,,
383,3.191667,-3.584675,1.945165,-3.687721,,,,,,
384,3.200000,-3.584729,1.944995,-3.687986,,,,,,
385,3.208333,-3.584915,1.945041,-3.688265,,,,,,
386,3.216667,-3.585020,1.945170,-3.688334,,,,,,
387,3.225000,-3.585126,1.945071,-3.688510,,,,,,
388,3.233333,-3.585197,1.945043,-3.688662,,,,,,
389,3.241667,-3.585401,1.945153,-3.688791,,,,,,
390,3.250000,-3.585375,1.945117,-3.688795,,,,,,
391,3.258333,-3.585382,1.945161,-3.689119,,,,,,
392,3.266667,-3.585620,1.945066,-3.689316,,,,,,
393,3.275000,-3.585871,1.945137,-3.689676,,,,,,
394,3.283333,-3.586043,1.945108,-3.690003,,,,,,
395,3.291667,-3.586364,1.945082,-3.690393,,,,,,
396,3.300000,-3.586748,1.945008,-3.691105,,,,,,
397,3.308333,-3.587120,1.944996,-3.691703,,,,,,
398,3.316667,-3.592059,1.945489,-3.696408,,,,,,
399,3.325000,-3.592185,1.945458,-3.696768,,,,,,
400,3.333333,-3.592312,1.945384,-3.696955,,,,,,
401,3.341667,-3.592409,1.945503,-3.697186,,,,,,
402,3.350000,-3.592565,1.945496,-3.697220,,,,,,
403,3.358333,-3.592966,1.945629,-3.697179,,,,,,
404,3.366667,-3.589185,1.945116,-3.693766,,,,,,
405,3.375000,-3.589638,1.945285,-3.693621,,,,,,
406,3.383333,-3.590131,1.945353,-3.693735,,,,,,
407,3.391667,-3.590610,1.945331,-3.693810,,,,,,
408,3.400000,-3.590842,1.945066,-3.694010,,,,,,
409,3.408333,-3.591027,1.945119,-3.693866,,,,,,
410,3.416667,-3.591262,1.945153,-3.693628,,,,,,
411,3.425000,-3.591466,1.945336,-3.693073,,,,,,
412,3.433333,-3.591539,1.945190,-3.692482,,,,,,
413,3.441667,-3.589748,1.941033,-3.696797,,,,,,
414,3.450000,-3.589887,1.940961,-3.695985,,,,,,
415,3.458333,-3.592216,1.945516,-3.689589,,,,,,
416,3.466667,-3.592481,1.945563,-3.688313,,,,,,
417,3.475000,-3.592615,1.945604,-3.687218,,,,,,
418,3.483333,-3.592803,1.945359,-3.686309,,,,,,
419,3.491667,-3.593027,1.945402,-3.685291,,,,,,
420,3.500000,-3.593001,1.945244,-3.684295,,,,,,
421,3.508333,-3.592864,1.945135,-3.683345,,,,,,
422,3.516667,-3.592966,1.945167,-3.682820,,,,,,
423,3.525000,-3.597158,1.945524,-3.686240,,,,,,
424,3.533333,-3.596939,1.945745,-3.685587,,,,,,
425,3.541667,-3.592258,1.945142,-3.681238,,,,,,
426,3.550000,-3.592056,1.945218,-3.680605,,,,,,
427,3.558333,-3.591637,1.945171,-3.679996,,,,,,
428,3.566667,-3.591482,1.945082,-3.679442,,,,,,
429,3.575000,-3.591337,1.944965,-3.678809,,,,,,
430,3.583333,-3.591356,1.945178,-3.677834,,,,,,
431,3.591667,-3.591159,1.944920,-3.677211,,,,,,
432,3.600000,-3.591270,1.945058,-3.676427,,,,,,
433,3.608333,-3.591183,1.945206,-3.675603,,,,,,
434,3.616667,-3.590977,1.945160,-3.674948,,,,,,
435,3.625000,-3.590743,1.945088,-3.674360,,,,,,
436,3.633333,-3.590491,1.945218,-3.673524,,,,,,
437,3.641667,-3.589855,1.945178,-3.673149,,,,,,
438,3.650000,-3.593623,1.945728,-3.676895,,,,,,
439,3.658333,-3.593173,1.945757,-3.676991,,,,,,
440,3.666667,-3.592762,1.945830,-3.677220,,,,,,
441,3.675000,-3.587484,1.945185,-3.672961,,,,,,
442,3.683333,-3.587237,1.945208,-3.673143,,,,,,
443,3.691667,-3.586978,1.945300,-3.673407,,,,,,
444,3.700000,-3.586871,1.945381,-3.673271,,,,,,
445,3.708333,-3.586750,1.945433,-3.673287,,,,,,
446,3.716667,-3.586492,1.945372,-3.673376,,,,,,
447,3.725000,-3.586246,1.945371,-3.673273,,,,,,
448,3.733333,-3.585944,1.945244,-3.673359,,,,,,
449,3.741667,-3.585732,1.945341,-3.673487,,,,,,
450,3.750000,-3.585377,1.945158,-3.673848,,,,,,
451,3.758333,-3.582784,1.940055,-3.680496,,,,,,
452,3.766667,-3.582504,1.940037,-3.680827,,,,,,
453,3.775000,-3.582399,1.940079,-3.681207,,,,,,
454,3.783333,-3.582302,1.940044,-3.681430,,,,,,
455,3.791667,-3.582249,1.940245,-3.681638,,,,,,
456,3.800000,-3.584347,1.944830,-3.676031,,,,,,
457,3.808333,-3.584245,1.944948,-3.675972,,,,,,
458,3.816667,-3.584108,1.944878,-3.675868,,,,,,
459,3.825000,-3.584188,1.944991,-3.675531,,,,,,
460,3.833333,-3.584053,1.944924,-3.675346,,,,,,
461,3.841667,-3.583949,1.944972,-3.674813,,,,,,
462,3.850000,-3.583998,1.944973,-3.674704,,,,,,
463,3.858333,-3.581757,1.940292,-3.679989,,,,,,
464,3.866667,-3.584032,1.944818,-3.674721,,,,,,
465,3.875000,-3.584054,1.944862,-3.674755,,,,,,
466,3.883333,-3.584205,1.944909,-3.675072,,,,,,
467,3.891667,-3.584224,1.944933,-3.675220,,,,,,
468,3.900000,-3.584265,1.944904,-3.675378,,,,,,
469,3.908333,-3.584384,1.944954,-3.675408,,,,,,
470,3.916667,-3.584387,1.944850,-3.675622,,,,,,
471,3.925000,-3.582254,1.940153,-3.681010,,,,,,
472,3.933333,-3.582133,1.940222,-3.680896,,,,,,
473,3.941667,-3.582113,1.940229,-3.680758,,,,,,
474,3.950000,-3.584221,1.944768,-3.675176,,,,,,
475,3.958333,-3.584082,1.944994,-3.675233,,,,,,
476,3.966667,-3.583869,1.944792,-3.675471,,,,,,
477,3.975000,-3.583710,1.944783,-3.675771,,,,,,
478,3.983333,-3.583636,1.944829,-3.675993,,,,,,
479,3.991667,-3.583636,1.944882,-3.676394,,,,,,
480,4.000000,-3.583850,1.944889,-3.676643,,,,,,
481,4.008333,-3.584090,1.944793,-3.676787,,,,,,
482,4.016667,-3.584455,1.944939,-3.676652,,,,,,
483,4.025000,-3.582544,1.940054,-3.682528,,,,,,
484,4.033333,-3.582735,1.940124,-3.682455,,,,,,
485,4.041667,-3.583293,1.940093,-3.682159,,,,,,
486,4.050000,-3.583553,1.939968,-3.681934,,,,,,
487,4.058333,-3.586335,1.945359,-3.674967,,,,,,
488,4.066667,-3.586625,1.945279,-3.674783,,,,,,
489,4.075000,-3.587015,1.945440,-3.674597,,,,,,
490,4.083333,-3.587233,1.945373,-3.674763,,,,,,
491,4.091667,-3.587574,1.945346,-3.675087,,,,,,
492,4.100000,-3.587790,1.945332,-3.675500,,,,,,
493,4.108333,-3.593269,1.945998,-3.680622,,,,,,
494,4.116667,-3.593387,1.945974,-3.681293,,,,,,
495,4.125000,-3.593420,1.945832,-3.681858,,,,,,
496,4.133333,-3.593781,1.945965,-3.682045,,,,,,
497,4.141667,-3.593716,1.945852,-3.682229,,,,,,
498,4.150000,-3.593786,1.945867,-3.682211,,,,,,
499,4.158333,-3.593599,1.945662,-3.682183,,,,,,
500,4.166667,-3.593584,1.945844,-3.682163,,,,,,
501,4.175000,-3.593367,1.945869,-3.682194,,,,,,
502,4.183333,-3.587903,1.945248,-3.677927,,,,,,
503,4.191667,-3.584605,1.940173,-3.684906,,,,,,
504,4.200000,-3.583794,1.940024,-3.685577,,,,,,
505,4.208333,-3.585477,1.945061,-3.680734,,,,,,
506,4.216667,-3.584646,1.945009,-3.682159,,,,,,
507,4.225000,-3.588609,1.945523,-3.687137,,,,,,
508,4.233333,-3.583480,1.945182,-3.684317,,,,,,
509,4.241667,-3.582955,1.945441,-3.685048,,,,,,
510,4.250000,-3.582292,1.945531,-3.685553,,,,,,
511,4.258333,-3.581585,1.945387,-3.685922,,,,,,
512,4.266667,-3.584782,1.945789,-3.690066,,,,,,
513,4.275000,-3.576750,1.940663,-3.692382,,,,,,
514,4.283333,-3.575345,1.940500,-3.693000,,,,,,
515,4.291667,-3.576560,1.945156,-3.687761,,,,,,
516,4.300000,-3.575758,1.945113,-3.688540,,,,,,
517,4.308333,-3.574972,1.945120,-3.689381,,,,,,
518,4.316667,-3.574488,1.945297,-3.689924,,,,,,
519,4.325000,-3.574059,1.945306,-3.690776,,,,,,
520,4.333333,-3.573668,1.945384,-3.691275,,,,,,
521,4.341667,-3.573164,1.945313,-3.691486,,,,,,
522,4.350000,-3.572527,1.945339,-3.691723,,,,,,
523,4.358333,-3.571724,1.945486,-3.692008,,,,,,
524,4.366667,,,,,,,,,
525,4.375000,,,,,,,,,
526,4.383333,-3.568487,1.945183,-3.693341,,,,,,
527,4.391667,-3.567646,1.945069,-3.693958,,,,,,
528,4.400000,-3.566806,1.945033,-3.694894,,,,,,
529,4.408333,-3.566235,1.945078,-3.695603,,,,,,
530,4.416667,-3.565557,1.945035,-3.696627,,,,,,
531,4.425000,-3.565139,1.945129,-3.696959,,,,,,
532,4.433333,-3.564572,1.945430,-3.697611,,,,,,
533,4.441667,-3.563944,1.945563,-3.698334,,,,,,
534,4.450000,-3.560897,1.940951,-3.704977,,,,,,
535,4.458333,-3.562031,1.945368,-3.701638,,,,,,
536,4.466667,-3.565130,1.946008,-3.706606,,,,,,
537,4.475000,-3.564420,1.946018,-3.708175,,,,,,
538,4.483333,-3.557694,1.940791,-3.711368,,,,,,
539,4.491667,-3.559706,1.945283,-3.707103,,,,,,
540,4.500000,-3.559610,1.945158,-3.707695,,,,,,
541,4.508333,-3.559775,1.945476,-3.708248,,,,,,
542,4.516667,-3.559992,1.945410,-3.709542,,,,,,
543,4.525000,-3.564611,1.946226,-3.714398,,,,,,
544,4.533333,-3.564532,1.946235,-3.715334,,,,,,
545,4.541667,-3.564367,1.946151,-3.716086,,,,,,
546,4.550000,-3.564421,1.946226,-3.716475,,,,,,
547,4.558333,-3.564541,1.946208,-3.716261,,,,,,
548,4.566667,-3.564753,1.946326,-3.715814,,,,,,
549,4.575000,-3.564821,1.946140,-3.715543,,,,,,
550,4.583333,-3.565108,1.946320,-3.715414,,,,,,
551,4.591667,-3.565322,1.946181,-3.715144,,,,,,
552,4.600000,-3.565454,1.946368,-3.715058,,,,,,
553,4.608333,-3.561694,1.945413,-3.711238,,,,,,
554,4.616667,-3.562126,1.945429,-3.711311,,,,,,
555,4.625000,-3.562519,1.945441,-3.710835,,,,,,
556,4.633333,-3.562992,1.945311,-3.710258,,,,,,
557,4.641667,-3.563385,1.945291,-3.709791,,,,,,
558,4.650000,-3.563645,1.945225,-3.709105,,,,,,
559,4.658333,-3.563907,1.945283,-3.708168,,,,,,
560,4.666667,-3.564181,1.945304,-3.707345,,,,,,
561,4.675000,-3.564424,1.945283,-3.706162,,,,,,
562,4.683333,-3.564695,1.945448,-3.704647,,,,,,
563,4.691667,-3.562845,1.941147,-3.708528,,,,,,
564,4.700000,-3.565130,1.945483,-3.701742,,,,,,
565,4.708333,-3.565314,1.945609,-3.700453,,,,,,
566,4.716667,-3.565259,1.945478,-3.699396,,,,,,
567,4.725000,-3.565296,1.945361,-3.698477,,,,,,
568,4.733333,-3.565413,1.945222,-3.697533,,,,,,
569,4.741667,-3.565476,1.945206,-3.696411,,,,,,
570,4.750000,-3.565549,1.945111,-3.695833,,,,,,
571,4.758333,-3.565684,1.945044,-3.695032,,,,,,
572,4.766667,-3.565792,1.945002,-3.694007,,,,,,
573,4.775000,-3.565902,1.944817,-3.693005,,,,,,
574,4.783333,-3.566082,1.944941,-3.692210,,,,,,
575,4.791667,-3.566271,1.944863,-3.691167,,,,,,
576,4.800000,-3.566395,1.944948,-3.689688,,,,,,
577,4.808333,-3.566546,1.944977,-3.688176,,,,,,
578,4.816667,-3.564658,1.940863,-3.691874,,,,,,
579,4.825000,-3.564786,1.940953,-3.690547,,,,,,
580,4.833333,-3.564840,1.940892,-3.689383,,,,,,
581,4.841667,-3.564971,1.940831,-3.688612,,,,,,
582,4.850000,-3.564916,1.940784,-3.687922,,,,,,
583,4.858333,-3.567252,1.945487,-3.681356,,,,,,
584,4.866667,-3.567357,1.945325,-3.680593,,,,,,
585,4.875000,-3.567442,1.945209,-3.679700,,,,,,
586,4.883333,-3.567730,1.945290,-3.679222,,,,,,
587,4.891667,-3.567915,1.945304,-3.678787,,,,,,
588,4.900000,-3.567981,1.945331,-3.678359,,,,,,
589,4.908333,-3.568196,1.945250,-3.678165,,,,,,
590,4.916667,-3.568464,1.945181,-3.678141,,,,,,
591,4.925000,-3.568669,1.945277,-3.677815,,,,,,
592,4.933333,-3.568711,1.944993,-3.677761,,,,,,
593,4.941667,-3.568820,1.945133,-3.677544,,,,,,
594,4.950000,-3.568805,1.945023,-3.677198,,,,,,
595,4.958333,-3.568756,1.945035,-3.676946,,,,,,
596,4.966667,-3.568830,1.945044,-3.676941,,,,,,
597,4.975000,-3.568853,1.945104,-3.676904,,,,,,
598,4.983333,-3.568890,1.944892,-3.677212,,,,,,
599,4.991667,-3.569081,1.945039,-3.677619,,,,,,
600,5.000000,-3.569187,1.945094,-3.677991,,,,,,
601,5.008333,-3.569205,1.945137,-3.678246,,,,,,
602,5.016667,-3.569229,1.945296,-3.678554,,,,,,
603,5.025000,-3.569178,1.945279,-3.678788,,,,,,
604,5.033333,-3.569240,1.945367,-3.679001,,,,,,
605,5.041667,-3.569004,1.945366,-3.679352,,,,,,
606,5.050000,-3.568779,1.945201,-3.679789,,,,,,
607,5.058333,-3.568526,1.945316,-3.680019,,,,,,
608,5.066667,-3.568247,1.945213,-3.680785,,,,,,
609,5.075000,-3.567907,1.945294,-3.681345,,,,,,
610,5.083333,-3.567543,1.945219,-3.682250,,,,,,
611,5.091667,-3.565009,1.940787,-3.688379,,,,,,
612,5.100000,-3.564954,1.940855,-3.688822,,,,,,
613,5.108333,-3.564755,1.940853,-3.689289,,,,,,
614,5.116667,-3.564642,1.940873,-3.689901,,,,,,
615,5.125000,-3.566360,1.945008,-3.685870,,,,,,
616,5.133333,-3.566135,1.944877,-3.686749,,,,,,
617,5.141667,-3.565928,1.944773,-3.687627,,,,,,
618,5.150000,-3.565689,1.944800,-3.688515,,,,,,
619,5.158333,-3.565480,1.944655,-3.689331,,,,,,
620,5.166667,-3.565603,1.944684,-3.690038,,,,,,
621,5.175000,-3.565763,1.944677,-3.690502,,,,,,
622,5.183333,-3.566200,1.944716,-3.690947,,,,,,
623,5.191667,-3.566934,1.944746,-3.690907,,,,,,
624,5.200000,-3.567816,1.944917,-3.690407,,,,,,
625,5.208333,-3.566729,1.940354,-3.696032,,,,,,
626,5.216667,,,,,,,,,
627,5.225000,-3.576368,1.946088,-3.694232,,,,,,
628,5.233333,-3.573345,1.945217,-3.690940,,,,,,
629,5.241667,-3.574373,1.944827,-3.691420,,,,,,
630,5.250000,-3.575641,1.944719,-3.691984,,,,,,
631,5.258333,-3.576935,1.944724,-3.692244,,,,,,
632,5.266667,-3.582505,1.945595,-3.696384,,,,,,
633,5.275000,-3.580381,1.944963,-3.693129,,,,,,
634,5.283333,-3.580129,1.940922,-3.698295,,,,,,
635,5.291667,-3.583140,1.945143,-3.692616,,,,,,
636,5.300000,-3.583745,1.945193,-3.692465,,,,,,
637,5.308333,-3.584428,1.945170,-3.692404,,,,,,
638,5.316667,-3.584876,1.945049,-3.692158,,,,,,
639,5.325000,-3.585032,1.944815,-3.692077,,,,,,
640,5.333333,-3.585275,1.944786,-3.691787,,,,,,
641,5.341667,-3.585326,1.944729,-3.691130,,,,,,
642,5.350000,-3.585282,1.944764,-3.690693,,,,,,
643,5.358333,-3.584819,1.944639,-3.689906,,,,,,
644,5.366667,-3.584534,1.944836,-3.689074,,,,,,
645,5.375000,-3.583965,1.944860,-3.688365,,,,,,
646,5.383333,-3.583407,1.944835,-3.687407,,,,,,
647,5.391667,-3.582821,1.945141,-3.686452,,,,,,
648,5.400000,-3.582144,1.945202,-3.685656,,,,,,
649,5.408333,-3.581523,1.945225,-3.685012,,,,,,
650,5.416667,-3.580874,1.945394,-3.684295,,,,,,
651,5.425000,-3.584710,1.946259,-3.687581,,,,,,
652,5.433333,-3.583941,1.946153,-3.687008,,,,,,
653,5.441667,-3.576300,1.940635,-3.688292,,,,,,
654,5.450000,-3.575832,1.940738,-3.687541,,,,,,
655,5.458333,-3.575406,1.940616,-3.687027,,,,,,
656,5.466667,-3.574954,1.940589,-3.686463,,,,,,
657,5.475000,-3.574674,1.940587,-3.686011,,,,,,
658,5.483333,-3.574372,1.940498,-3.685469,,,,,,
659,5.491667,-3.574121,1.940458,-3.684796,,,,,,
660,5.500000,-3.573818,1.940480,-3.684228,,,,,,
661,5.508333,-3.573498,1.940424,-3.683700,,,,,,
662,5.516667,-3.573274,1.940449,-3.683311,,,,,,
663,5.525000,-3.573048,1.940541,-3.683105,,,,,,
664,5.533333,-3.573017,1.940716,-3.682932,,,,,,
665,5.541667,-3.572929,1.940729,-3.682878,,,,,,
666,5.550000,-3.572903,1.940568,-3.682793,,,,,,
667,5.558333,-3.572834,1.940614,-3.682762,,,,,,
668,5.566667,-3.572779,1.940521,-3.682721,,,,,,
669,5.575000,-3.572712,1.940496,-3.682778,,,,,,
670,5.583333,-3.572689,1.940530,-3.682716,,,,,,
671,5.591667,-3.572780,1.940710,-3.682676,,,,,,
672,5.600000,-3.572557,1.940391,-3.682677,,,,,,
673,5.608333,-3.572629,1.940567,-3.682574,,,,,,
674,5.616667,-3.572641,1.940489,-3.682518,,,,,,
675,5.625000,-3.574886,1.944990,-3.677389,,,,,,
676,5.633333,-3.572854,1.940543,-3.682378,,,,,,
677,5.641667,-3.572925,1.940428,-3.682420,,,,,,
678,5.650000,-3.573123,1.940447,-3.682394,,,,,,
679,5.658333,-3.573161,1.940434,-3.682412,,,,,,
680,5.666667,-3.573154,1.940415,-3.682478,,,,,,
681,5.675000,-3.573472,1.940564,-3.682388,,,,,,
682,5.683333,-3.575721,1.945145,-3.676905,,,,,,
683,5.691667,-3.575916,1.945257,-3.676808,,,,,,
684,5.700000,-3.575885,1.945127,-3.676651,,,,,,
685,5.708333,-3.576082,1.945228,-3.676467,,,,,,
686,5.716667,-3.576148,1.945034,-3.676245,,,,,,
687,5.725000,-3.576342,1.945223,-3.676001,,,,,,
688,5.733333,-3.576237,1.945092,-3.676039,,,,,,
689,5.741667,-3.576155,1.945103,-3.675825,,,,,,
690,5.750000,-3.576236,1.945238,-3.675550,,,,,,
691,5.758333,-3.575956,1.945169,-3.675580,,,,,,
692,5.766667,-3.575597,1.945051,-3.675601,,,,,,
693,5.775000,-3.575166,1.945090,-3.675650,,,,,,
694,5.783333,-3.572239,1.940562,-3.680935,,,,,,
695,5.791667,-3.573782,1.945152,-3.675943,,,,,,
696,5.800000,-3.572920,1.945138,-3.676205,,,,,,
697,5.808333,-3.572125,1.944963,-3.676495,,,,,,
698,5.816667,-3.575172,1.945870,-3.680016,,,,,,
699,5.825000,-3.574538,1.945883,-3.680274,,,,,,
700,5.833333,-3.573822,1.945726,-3.680490,,,,,,
701,5.841667,-3.569192,1.945113,-3.676967,,,,,,
702,5.850000,-3.568670,1.945106,-3.676994,,,,,,
703,5.858333,-3.568049,1.945056,-3.676938,,,,,,
704,5.866667,-3.567720,1.945086,-3.677232,,,,,,
705,5.875000,-3.567297,1.945029,-3.677372,,,,,,
706,5.883333,-3.566862,1.945171,-3.677618,,,,,,
707,5.891667,-3.566259,1.945390,-3.677701,,,,,,
708,5.900000,-3.565569,1.945273,-3.678291,,,,,,
709,5.908333,-3.562685,1.940857,-3.683696,,,,,,
710,5.916667,-3.563894,1.944995,-3.679109,,,,,,
711,5.925000,-3.562832,1.944859,-3.679437,,,,,,
712,5.933333,-3.565928,1.945638,-3.682806,,,,,,
713,5.941667,-3.560668,1.945029,-3.679337,,,,,,
714,5.950000,-3.559525,1.945150,-3.679237,,,,,,
715,5.958333,-3.558706,1.945009,-3.679311,,,,,,
716,5.966667,-3.557919,1.944940,-3.679074,,,,,,
717,5.975000,-3.557020,1.944995,-3.678628,,,,,,
718,5.983333,-3.556309,1.945116,-3.678425,,,,,,
719,5.991667,-3.555456,1.945135,-3.678321,,,,,,
720,6.000000,-3.554708,1.945160,-3.678254,,,,,,
721,6.008333,,,,,,,,,
722,6.016667,-3.557073,1.945939,-3.681797,,,,,,
723,6.025000,-3.551989,1.945126,-3.678010,,,,,,
724,6.033333,-3.551299,1.945138,-3.678263,,,,,,
725,6.041667,-3.550787,1.945050,-3.678314,,,,,,
726,6.050000,-3.550215,1.945000,-3.678338,,,,,,
727,6.058333,-3.549828,1.945011,-3.678301,,,,,,
728,6.066667,-3.549302,1.944799,-3.678488,,,,,,
729,6.075000,-3.548964,1.944660,-3.678530,,,,,,
730,6.083333,-3.548540,1.944712,-3.678469,,,,,,
731,6.091667,-3.548184,1.944664,-3.678417,,,,,,
732,6.100000,-3.545737,1.940541,-3.682897,,,,,,
733,6.108333,-3.547292,1.944605,-3.678449,,,,,,
734,6.116667,-3.546855,1.944737,-3.678202,,,,,,
735,6.125000,-3.546530,1.944731,-3.678329,,,,,,
736,6.133333,-3.546148,1.944849,-3.678004,,,,,,
737,6.141667,-3.545948,1.944742,-3.677947,,,,,,
738,6.150000,-3.545539,1.944793,-3.677804,,,,,,
739,6.158333,-3.545267,1.944865,-3.677599,,,,,,
740,6.166667,-3.545158,1.944958,-3.677464,,,,,,
741,6.175000,-3.549187,1.945824,-3.680871,,,,,,
742,6.183333,-3.544958,1.945090,-3.677071,,,,,,
743,6.191667,-3.549077,1.945822,-3.680663,,,,,,
744,6.200000,-3.548885,1.945645,-3.680483,,,,,,
745,6.208333,-3.548894,1.945718,-3.680228,,,,,,
746,6.216667,-3.548832,1.945704,-3.680113,,,,,,
747,6.225000,-3.548731,1.945642,-3.679970,,,,,,
748,6.233333,-3.548684,1.945708,-3.679842,,,,,,
749,6.241667,-3.548668,1.945711,-3.679808,,,,,,
750,6.250000,-3.548676,1.945653,-3.679704,,,,,,
751,6.258333,-3.548517,1.945702,-3.679749,,,,,,
752,6.266667,-3.548549,1.945757,-3.679689,,,,,,
753,6.275000,-3.548582,1.945724,-3.679706,,,,,,
754,6.283333,-3.548684,1.945678,-3.679738,,,,,,
755,6.291667,-3.548735,1.945743,-3.679795,,,,,,
756,6.300000,-3.548647,1.945735,-3.679971,,,,,,
757,6.308333,-3.548754,1.945713,-3.680088,,,,,,
758,6.316667,-3.548765,1.945762,-3.680176,,,,,,
759,6.325000,-3.548783,1.945662,-3.680405,,,,,,
760,6.333333,-3.548880,1.945734,-3.680502,,,,,,
761,6.341667,-3.549016,1.945677,-3.680579,,,,,,
762,6.350000,-3.544926,1.944932,-3.677005,,,,,,
763,6.358333,-3.545096,1.944889,-3.677202,,,,,,
764,6.366667,-3.545331,1.944839,-3.677232,,,,,,
765,6.375000,-3.545643,1.944843,-3.677461,,,,,,
766,6.383333,-3.545881,1.944902,-3.677656,,,,,,
767,6.391667,-3.546089,1.944757,-3.677891,,,,,,
768,6.400000,-3.546304,1.944769,-3.677976,,,,,,
769,6.408333,-3.546380,1.944676,-3.678073,,,,,,
770,6.416667,-3.546397,1.944805,-3.677906,,,,,,
771,6.425000,-3.546481,1.944716,-3.677699,,,,,,
772,6.433333,-3.544617,1.940620,-3.681918,,,,,,
773,6.441667,-3.544458,1.940491,-3.681604,,,,,,
774,6.450000,-3.546378,1.944521,-3.676944,,,,,,
775,6.458333,-3.544548,1.940475,-3.680990,,,,,,
776,6.466667,-3.544776,1.940415,-3.680721,,,,,,
777,6.475000,-3.544985,1.940439,-3.680464,,,,,,
778,6.483333,-3.545322,1.940539,-3.680173,,,,,,
779,6.491667,-3.545629,1.940428,-3.679760,,,,,,
780,6.500000,-3.545930,1.940506,-3.679434,,,,,,
781,6.508333,-3.546312,1.940560,-3.679030,,,,,,
782,6.516667,-3.546413,1.940561,-3.678736,,,,,,
783,6.525000,-3.548539,1.944690,-3.674141,,,,,,
784,6.533333,-3.548587,1.944752,-3.673645,,,,,,
785,6.541667,-3.548812,1.944728,-3.673361,,,,,,
786,6.550000,-3.549161,1.944970,-3.673018,,,,,,
787,6.558333,-3.549503,1.944944,-3.672870,,,,,,
788,6.566667,-3.549805,1.945324,-3.672305,,,,,,
789,6.575000,-3.550069,1.945275,-3.672102,,,,,,
790,6.583333,-3.548045,1.940794,-3.677566,,,,,,
791,6.591667,-3.550779,1.946111,-3.671863,,,,,,
792,6.600000,-3.551224,1.946734,-3.671830,,,,,,
793,6.608333,-3.551668,1.947587,-3.671944,,,,,,
794,6.616667,-3.552100,1.948583,-3.671975,,,,,,
795,6.625000,-3.552268,1.949820,-3.671987,,,,,,
796,6.633333,-3.552508,1.951426,-3.672354,,,,,,
797,6.641667,-3.557265,1.953827,-3.676838,,,,,,
798,6.650000,-3.557322,1.955798,-3.677205,,,,,,
799,6.658333,-3.557461,1.958275,-3.677562,,,,,,
800,6.666667,-3.557579,1.960977,-3.677552,,,,,,
801,6.675000,-3.557589,1.963620,-3.677967,,,,,,
802,6.683333,-3.557643,1.967365,-3.678164,,,,,,
803,6.691667,-3.557906,1.970969,-3.678170,,,,,,
804,6.700000,-3.557546,1.974385,-3.678795,,,,,,
805,6.708333,-3.557570,1.979175,-3.679024,,,,,,
806,6.716667,-3.557492,1.983434,-3.679421,,,,,,
807,6.725000,-3.557631,1.988794,-3.679692,,,,,,
808,6.733333,-3.557175,1.993578,-3.679717,,,,,,
809,6.741667,-3.557538,1.999518,-3.679930,,,,,,
810,6.750000,-3.557381,2.004942,-3.680241,,,,,,
811,6.758333,-3.557543,2.011220,-3.680403,,,,,,
812,6.766667,-3.553689,2.017151,-3.676928,,,,,,
813,6.775000,-3.557552,2.023985,-3.680465,,,,,,
814,6.783333,-3.557686,2.030683,-3.680498,,,,,,
815,6.791667,-3.555974,2.036087,-3.678667,,,,,,
816,6.800000,-3.556171,2.042318,-3.678932,,,,,,
817,6.808333,-3.556571,2.048836,-3.679035,,,,,,
818,6.816667,-3.556891,2.055297,-3.678954,,,,,,
819,6.825000,-3.556516,2.058887,-3.680481,,,,,,
820,6.833333,-3.557151,2.064613,-3.680794,,,,,,
821,6.841667,-3.558407,2.072509,-3.679084,,,,,,
822,6.850000,-3.558593,2.077664,-3.679227,,,,,,
823,6.858333,-3.558802,2.082624,-3.679147,,,,,,
824,6.866667,-3.558760,2.087138,-3.679252,,,,,,
825,6.875000,-3.558753,2.091532,-3.679147,,,,,,
826,6.883333,-3.558568,2.095683,-3.679335,,,,,,
827,6.891667,-3.558692,2.099604,-3.679043,,,,,,
