Format Version,1.1,Take Name,Take 2016-04-07 08.33.14 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.33.14.076 PM,Total Frames,3720,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10000,Marker_10000,Marker_10000,Marker_10014,Marker_10014,Marker_10014,Marker_10015,Marker_10015,Marker_10015,Marker_10016,Marker_10016,Marker_10016,Marker_10017,Marker_10017,Marker_10017,Marker_10019,Marker_10019,Marker_10019
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271E","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E3570271F","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702720","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702721","8392B20CF49E35702723","8392B20CF49E35702723","8392B20CF49E35702723"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
275,2.291667,-2.310236,1.423762,1.461387,,,,,,,,,,,,,,,
276,2.300000,-2.310278,1.423801,1.461220,,,,,,,,,,,,,,,
277,2.308333,-2.310220,1.423798,1.461309,,,,,,,,,,,,,,,
278,2.316667,-2.310307,1.423843,1.461332,,,,,,,,,,,,,,,
279,2.325000,-2.310228,1.423812,1.461405,,,,,,,,,,,,,,,
280,2.333333,-2.310210,1.423772,1.461397,,,,,,,,,,,,,,,
281,2.341667,-2.310216,1.423855,1.461427,,,,,,,,,,,,,,,
282,2.350000,-2.310313,1.423805,1.461357,,,,,,,,,,,,,,,
283,2.358333,-2.310357,1.423766,1.461437,,,,,,,,,,,,,,,
284,2.366667,-2.310293,1.423748,1.461451,,,,,,,,,,,,,,,
285,2.375000,-2.310276,1.423779,1.461477,,,,,,,,,,,,,,,
286,2.383333,-2.310255,1.423771,1.461508,,,,,,,,,,,,,,,
287,2.391667,-2.310241,1.423729,1.461517,,,,,,,,,,,,,,,
288,2.400000,-2.310346,1.423792,1.461496,,,,,,,,,,,,,,,
289,2.408333,-2.310304,1.423778,1.461477,,,,,,,,,,,,,,,
290,2.416667,-2.310253,1.423846,1.461507,,,,,,,,,,,,,,,
291,2.425000,-2.310197,1.423809,1.461487,,,,,,,,,,,,,,,
292,2.433333,-2.310312,1.423834,1.461525,,,,,,,,,,,,,,,
293,2.441667,-2.310282,1.423788,1.461483,,,,,,,,,,,,,,,
294,2.450000,-2.310271,1.423820,1.461428,,,,,,,,,,,,,,,
295,2.458333,-2.310220,1.423759,1.461491,,,,,,,,,,,,,,,
296,2.466667,-2.310230,1.423753,1.461468,,,,,,,,,,,,,,,
297,2.475000,-2.310308,1.423759,1.461423,,,,,,,,,,,,,,,
298,2.483333,-2.310340,1.423791,1.461472,,,,,,,,,,,,,,,
299,2.491667,-2.310303,1.423795,1.461481,,,,,,,,,,,,,,,
300,2.500000,-2.310375,1.423767,1.461462,,,,,,,,,,,,,,,
301,2.508333,-2.310356,1.423778,1.461473,,,,,,,,,,,,,,,
302,2.516667,-2.310358,1.423744,1.461469,,,,,,,,,,,,,,,
303,2.525000,-2.310320,1.423762,1.461496,,,,,,,,,,,,,,,
304,2.533333,-2.310354,1.423780,1.461519,,,,,,,,,,,,,,,
305,2.541667,-2.310287,1.423723,1.461419,,,,,,,,,,,,,,,
306,2.550000,-2.310348,1.423774,1.461509,,,,,,,,,,,,,,,
307,2.558333,-2.310296,1.423751,1.461479,,,,,,,,,,,,,,,
308,2.566667,-2.310255,1.423731,1.461500,,,,,,,,,,,,,,,
309,2.575000,-2.310273,1.423759,1.461513,,,,,,,,,,,,,,,
310,2.583333,-2.310225,1.423795,1.461517,,,,,,,,,,,,,,,
311,2.591667,-2.310303,1.423749,1.461481,,,,,,,,,,,,,,,
312,2.600000,-2.310258,1.423840,1.461463,,,,,,,,,,,,,,,
313,2.608333,-2.310165,1.423771,1.461555,,,,,,,,,,,,,,,
314,2.616667,-2.310176,1.423732,1.461602,,,,,,,,,,,,,,,
315,2.625000,-2.310194,1.423753,1.461566,,,,,,,,,,,,,,,
316,2.633333,-2.310229,1.423780,1.461558,,,,,,,,,,,,,,,
317,2.641667,-2.310297,1.423785,1.461633,,,,,,,,,,,,,,,
318,2.650000,-2.310232,1.423778,1.461600,,,,,,,,,,,,,,,
319,2.658333,-2.310328,1.423812,1.461529,,,,,,,,,,,,,,,
320,2.666667,-2.310271,1.423785,1.461559,,,,,,,,,,,,,,,
321,2.675000,-2.310273,1.423772,1.461473,,,,,,,,,,,,,,,
322,2.683333,-2.310292,1.423775,1.461563,,,,,,,,,,,,,,,
323,2.691667,-2.310294,1.423810,1.461475,,,,,,,,,,,,,,,
324,2.700000,-2.310334,1.423775,1.461501,,,,,,,,,,,,,,,
325,2.708333,-2.310297,1.423807,1.461480,,,,,,,,,,,,,,,
326,2.716667,-2.310379,1.423811,1.461341,,,,,,,,,,,,,,,
327,2.725000,-2.310297,1.423799,1.461434,,,,,,,,,,,,,,,
328,2.733333,-2.310247,1.423716,1.461356,,,,,,,,,,,,,,,
329,2.741667,-2.310280,1.423795,1.461277,,,,,,,,,,,,,,,
330,2.750000,-2.310324,1.423734,1.461289,,,,,,,,,,,,,,,
331,2.758333,-2.310203,1.423714,1.461295,,,,,,,,,,,,,,,
332,2.766667,-2.310233,1.423825,1.461383,,,,,,,,,,,,,,,
333,2.775000,-2.310217,1.423815,1.461330,,,,,,,,,,,,,,,
334,2.783333,-2.310235,1.423810,1.461331,,,,,,,,,,,,,,,
335,2.791667,-2.310260,1.423826,1.461314,,,,,,,,,,,,,,,
336,2.800000,-2.310296,1.423787,1.461348,,,,,,,,,,,,,,,
337,2.808333,-2.310312,1.423881,1.461286,,,,,,,,,,,,,,,
338,2.816667,-2.310295,1.423842,1.461283,,,,,,,,,,,,,,,
339,2.825000,-2.310244,1.423791,1.461355,,,,,,,,,,,,,,,
340,2.833333,-2.310287,1.423802,1.461357,,,,,,,,,,,,,,,
341,2.841667,-2.310289,1.423778,1.461393,,,,,,,,,,,,,,,
342,2.850000,-2.310247,1.423766,1.461370,,,,,,,,,,,,,,,
343,2.858333,-2.310292,1.423784,1.461341,,,,,,,,,,,,,,,
344,2.866667,-2.310364,1.423748,1.461284,,,,,,,,,,,,,,,
345,2.875000,-2.310254,1.423797,1.461334,,,,,,,,,,,,,,,
346,2.883333,-2.310307,1.423879,1.461346,,,,,,,,,,,,,,,
347,2.891667,-2.310246,1.423767,1.461277,,,,,,,,,,,,,,,
348,2.900000,-2.310249,1.423749,1.461315,,,,,,,,,,,,,,,
349,2.908333,-2.310320,1.423868,1.461305,,,,,,,,,,,,,,,
350,2.916667,-2.310328,1.423899,1.461255,,,,,,,,,,,,,,,
351,2.925000,-2.310282,1.423898,1.461282,,,,,,,,,,,,,,,
352,2.933333,-2.310240,1.423851,1.461375,,,,,,,,,,,,,,,
353,2.941667,-2.310337,1.423822,1.461268,,,,,,,,,,,,,,,
354,2.950000,-2.310365,1.423798,1.461225,,,,,,,,,,,,,,,
355,2.958333,-2.310319,1.423838,1.461290,,,,,,,,,,,,,,,
356,2.966667,-2.310302,1.423916,1.461350,,,,,,,,,,,,,,,
357,2.975000,-2.310327,1.423833,1.461280,,,,,,,,,,,,,,,
358,2.983333,-2.310350,1.423846,1.461302,,,,,,,,,,,,,,,
359,2.991667,-2.310313,1.423830,1.461248,,,,,,,,,,,,,,,
360,3.000000,-2.310346,1.423781,1.461193,,,,,,,,,,,,,,,
361,3.008333,-2.310425,1.423780,1.461165,,,,,,,,,,,,,,,
362,3.016667,-2.310467,1.423843,1.461169,,,,,,,,,,,,,,,
363,3.025000,-2.310501,1.423813,1.461137,,,,,,,,,,,,,,,
364,3.033333,-2.310372,1.423759,1.461283,,,,,,,,,,,,,,,
365,3.041667,-2.310302,1.423836,1.461273,,,,,,,,,,,,,,,
366,3.050000,-2.310258,1.423793,1.461298,,,,,,,,,,,,,,,
367,3.058333,-2.310348,1.423901,1.461236,,,,,,,,,,,,,,,
368,3.066667,-2.310258,1.423848,1.461302,,,,,,,,,,,,,,,
369,3.075000,-2.310293,1.423797,1.461240,,,,,,,,,,,,,,,
370,3.083333,-2.310348,1.423795,1.461213,,,,,,,,,,,,,,,
371,3.091667,-2.310369,1.423800,1.461243,,,,,,,,,,,,,,,
372,3.100000,-2.310353,1.423790,1.461219,,,,,,,,,,,,,,,
373,3.108333,-2.310279,1.423783,1.461176,,,,,,,,,,,,,,,
374,3.116667,-2.310331,1.423740,1.461236,,,,,,,,,,,,,,,
375,3.125000,-2.310303,1.423838,1.461266,,,,,,,,,,,,,,,
376,3.133333,-2.310310,1.423806,1.461305,,,,,,,,,,,,,,,
377,3.141667,-2.310274,1.423780,1.461239,,,,,,,,,,,,,,,
378,3.150000,-2.310319,1.423822,1.461227,,,,,,,,,,,,,,,
379,3.158333,-2.310277,1.423832,1.461255,,,,,,,,,,,,,,,
380,3.166667,-2.310242,1.423774,1.461292,,,,,,,,,,,,,,,
381,3.175000,-2.310249,1.423869,1.461302,,,,,,,,,,,,,,,
382,3.183333,-2.310252,1.423774,1.461292,,,,,,,,,,,,,,,
383,3.191667,-2.310287,1.423832,1.461256,,,,,,,,,,,,,,,
384,3.200000,-2.310301,1.423825,1.461241,,,,,,,,,,,,,,,
385,3.208333,-2.310245,1.423828,1.461318,,,,,,,,,,,,,,,
386,3.216667,-2.310340,1.423793,1.461268,,,,,,,,,,,,,,,
387,3.225000,-2.310252,1.423834,1.461288,,,,,,,,,,,,,,,
388,3.233333,-2.310334,1.423797,1.461251,,,,,,,,,,,,,,,
389,3.241667,-2.310346,1.423783,1.461203,,,,,,,,,,,,,,,
390,3.250000,-2.310379,1.423785,1.461223,,,,,,,,,,,,,,,
391,3.258333,-2.310308,1.423843,1.461274,,,,,,,,,,,,,,,
392,3.266667,-2.310306,1.423861,1.461339,,,,,,,,,,,,,,,
393,3.275000,-2.310354,1.423802,1.461278,,,,,,,,,,,,,,,
394,3.283333,-2.310325,1.423778,1.461290,,,,,,,,,,,,,,,
395,3.291667,-2.310359,1.423832,1.461327,,,,,,,,,,,,,,,
396,3.300000,-2.310369,1.423854,1.461255,,,,,,,,,,,,,,,
397,3.308333,-2.310293,1.423780,1.461284,,,,,,,,,,,,,,,
398,3.316667,-2.310271,1.423837,1.461264,,,,,,,,,,,,,,,
399,3.325000,-2.310337,1.423825,1.461257,,,,,,,,,,,,,,,
400,3.333333,-2.310292,1.423781,1.461267,,,,,,,,,,,,,,,
401,3.341667,-2.310296,1.423812,1.461276,,,,,,,,,,,,,,,
402,3.350000,-2.310184,1.423728,1.461266,,,,,,,,,,,,,,,
403,3.358333,-2.310313,1.423783,1.461276,,,,,,,,,,,,,,,
404,3.366667,-2.310316,1.423760,1.461241,,,,,,,,,,,,,,,
405,3.375000,-2.310325,1.423760,1.461231,,,,,,,,,,,,,,,
406,3.383333,-2.310209,1.423750,1.461304,,,,,,,,,,,,,,,
407,3.391667,-2.310269,1.423778,1.461304,,,,,,,,,,,,,,,
408,3.400000,-2.310311,1.423780,1.461246,,,,,,,,,,,,,,,
409,3.408333,-2.310258,1.423784,1.461322,,,,,,,,,,,,,,,
410,3.416667,-2.310230,1.423790,1.461303,,,,,,,,,,,,,,,
411,3.425000,-2.310285,1.423779,1.461281,,,,,,,,,,,,,,,
412,3.433333,-2.310310,1.423869,1.461337,,,,,,,,,,,,,,,
413,3.441667,-2.310244,1.423805,1.461382,,,,,,,,,,,,,,,
414,3.450000,-2.310251,1.423813,1.461284,,,,,,,,,,,,,,,
415,3.458333,-2.310281,1.423776,1.461238,,,,,,,,,,,,,,,
416,3.466667,-2.310302,1.423801,1.461228,,,,,,,,,,,,,,,
417,3.475000,-2.310197,1.423821,1.461362,,,,,,,,,,,,,,,
418,3.483333,-2.310228,1.423742,1.461332,,,,,,,,,,,,,,,
419,3.491667,-2.310236,1.423724,1.461267,,,,,,,,,,,,,,,
420,3.500000,-2.310236,1.423850,1.461315,,,,,,,,,,,,,,,
421,3.508333,-2.310218,1.423738,1.461328,,,,,,,,,,,,,,,
422,3.516667,-2.310292,1.423791,1.461242,,,,,,,,,,,,,,,
423,3.525000,-2.310257,1.423784,1.461339,,,,,,,,,,,,,,,
424,3.533333,-2.310301,1.423811,1.461318,,,,,,,,,,,,,,,
425,3.541667,-2.310307,1.423795,1.461290,,,,,,,,,,,,,,,
426,3.550000,-2.310360,1.423722,1.461268,,,,,,,,,,,,,,,
427,3.558333,-2.310300,1.423768,1.461372,,,,,,,,,,,,,,,
428,3.566667,-2.310402,1.423857,1.461231,,,,,,,,,,,,,,,
429,3.575000,-2.310437,1.423822,1.461302,,,,,,,,,,,,,,,
430,3.583333,-2.310416,1.423822,1.461285,,,,,,,,,,,,,,,
431,3.591667,-2.310406,1.423776,1.461193,,,,,,,,,,,,,,,
432,3.600000,-2.310288,1.423788,1.461264,,,,,,,,,,,,,,,
433,3.608333,-2.310273,1.423815,1.461351,,,,,,,,,,,,,,,
434,3.616667,-2.310270,1.423841,1.461278,,,,,,,,,,,,,,,
435,3.625000,-2.310222,1.423797,1.461293,,,,,,,,,,,,,,,
436,3.633333,-2.310272,1.423724,1.461276,,,,,,,,,,,,,,,
437,3.641667,-2.310257,1.423789,1.461344,,,,,,,,,,,,,,,
438,3.650000,-2.310203,1.423697,1.461332,,,,,,,,,,,,,,,
439,3.658333,-2.310188,1.423787,1.461259,,,,,,,,,,,,,,,
440,3.666667,-2.310250,1.423877,1.461349,,,,,,,,,,,,,,,
441,3.675000,-2.310303,1.423807,1.461264,,,,,,,,,,,,,,,
442,3.683333,-2.310269,1.423779,1.461200,,,,,,,,,,,,,,,
443,3.691667,-2.310287,1.423753,1.461289,,,,,,,,,,,,,,,
444,3.700000,-2.310302,1.423789,1.461265,,,,,,,,,,,,,,,
445,3.708333,-2.310192,1.423803,1.461273,,,,,,,,,,,,,,,
446,3.716667,-2.310236,1.423767,1.461249,,,,,,,,,,,,,,,
447,3.725000,-2.310209,1.423785,1.461305,,,,,,,,,,,,,,,
448,3.733333,-2.310194,1.423836,1.461338,,,,,,,,,,,,,,,
449,3.741667,-2.310241,1.423794,1.461272,,,,,,,,,,,,,,,
450,3.750000,-2.310261,1.423838,1.461295,,,,,,,,,,,,,,,
451,3.758333,-2.310241,1.423769,1.461263,,,,,,,,,,,,,,,
452,3.766667,-2.310253,1.423781,1.461305,,,,,,,,,,,,,,,
453,3.775000,-2.310304,1.423812,1.461246,,,,,,,,,,,,,,,
454,3.783333,-2.310344,1.423802,1.461285,,,,,,,,,,,,,,,
455,3.791667,-2.310268,1.423834,1.461254,,,,,,,,,,,,,,,
456,3.800000,-2.310336,1.423847,1.461289,,,,,,,,,,,,,,,
457,3.808333,-2.310352,1.423804,1.461248,,,,,,,,,,,,,,,
458,3.816667,-2.310329,1.423857,1.461262,,,,,,,,,,,,,,,
459,3.825000,-2.310243,1.423804,1.461264,,,,,,,,,,,,,,,
460,3.833333,-2.310225,1.423787,1.461282,,,,,,,,,,,,,,,
461,3.841667,-2.310284,1.423795,1.461304,,,,,,,,,,,,,,,
462,3.850000,-2.310274,1.423762,1.461319,,,,,,,,,,,,,,,
463,3.858333,-2.310301,1.423737,1.461263,,,,,,,,,,,,,,,
464,3.866667,-2.310373,1.423768,1.461265,,,,,,,,,,,,,,,
465,3.875000,-2.310296,1.423749,1.461223,,,,,,,,,,,,,,,
466,3.883333,-2.310353,1.423752,1.461282,,,,,,,,,,,,,,,
467,3.891667,-2.310265,1.423737,1.461277,,,,,,,,,,,,,,,
468,3.900000,-2.310283,1.423781,1.461262,,,,,,,,,,,,,,,
469,3.908333,-2.310283,1.423820,1.461317,,,,,,,,,,,,,,,
470,3.916667,-2.310208,1.423836,1.461382,,,,,,,,,,,,,,,
471,3.925000,-2.310261,1.423786,1.461276,,,,,,,,,,,,,,,
472,3.933333,-2.310239,1.423809,1.461322,,,,,,,,,,,,,,,
473,3.941667,-2.310248,1.423769,1.461261,,,,,,,,,,,,,,,
474,3.950000,-2.310273,1.423750,1.461237,,,,,,,,,,,,,,,
475,3.958333,-2.310339,1.423816,1.461264,,,,,,,,,,,,,,,
476,3.966667,-2.310379,1.423759,1.461231,,,,,,,,,,,,,,,
477,3.975000,-2.310393,1.423781,1.461247,,,,,,,,,,,,,,,
478,3.983333,-2.310293,1.423853,1.461240,,,,,,,,,,,,,,,
479,3.991667,-2.310244,1.423725,1.461303,,,,,,,,,,,,,,,
480,4.000000,-2.310259,1.423782,1.461254,,,,,,,,,,,,,,,
481,4.008333,-2.310297,1.423818,1.461184,,,,,,,,,,,,,,,
482,4.016667,-2.310247,1.423715,1.461298,,,,,,,,,,,,,,,
483,4.025000,-2.310167,1.423668,1.461191,,,,,,,,,,,,,,,
484,4.033333,-2.310207,1.423726,1.461287,,,,,,,,,,,,,,,
485,4.041667,-2.310253,1.423856,1.461230,,,,,,,,,,,,,,,
486,4.050000,-2.310200,1.423789,1.461260,,,,,,,,,,,,,,,
487,4.058333,-2.310216,1.423716,1.461236,,,,,,,,,,,,,,,
488,4.066667,-2.310244,1.423806,1.461206,,,,,,,,,,,,,,,
489,4.075000,-2.310230,1.423741,1.461319,,,,,,,,,,,,,,,
490,4.083333,-2.310277,1.423805,1.461278,,,,,,,,,,,,,,,
491,4.091667,-2.310173,1.423755,1.461367,,,,,,,,,,,,,,,
492,4.100000,-2.310280,1.423817,1.461288,,,,,,,,,,,,,,,
493,4.108333,-2.310305,1.423807,1.461252,,,,,,,,,,,,,,,
494,4.116667,-2.310314,1.423739,1.461259,,,,,,,,,,,,,,,
495,4.125000,-2.310312,1.423767,1.461229,,,,,,,,,,,,,,,
496,4.133333,-2.310247,1.423789,1.461277,,,,,,,,,,,,,,,
497,4.141667,-2.310225,1.423729,1.461251,,,,,,,,,,,,,,,
498,4.150000,-2.310231,1.423814,1.461326,,,,,,,,,,,,,,,
499,4.158333,-2.310298,1.423781,1.461218,,,,,,,,,,,,,,,
500,4.166667,-2.310253,1.423786,1.461250,,,,,,,,,,,,,,,
501,4.175000,-2.310232,1.423803,1.461306,,,,,,,,,,,,,,,
502,4.183333,-2.310238,1.423715,1.461189,,,,,,,,,,,,,,,
503,4.191667,-2.310279,1.423783,1.461231,,,,,,,,,,,,,,,
504,4.200000,-2.310249,1.423781,1.461270,,,,,,,,,,,,,,,
505,4.208333,-2.310379,1.423822,1.461175,,,,,,,,,,,,,,,
506,4.216667,-2.310335,1.423811,1.461249,,,,,,,,,,,,,,,
507,4.225000,-2.310270,1.423848,1.461278,,,,,,,,,,,,,,,
508,4.233333,-2.310307,1.423786,1.461190,,,,,,,,,,,,,,,
509,4.241667,-2.310313,1.423804,1.461186,,,,,,,,,,,,,,,
510,4.250000,-2.310272,1.423750,1.461283,,,,,,,,,,,,,,,
511,4.258333,-2.310245,1.423736,1.461291,,,,,,,,,,,,,,,
512,4.266667,-2.310268,1.423719,1.461236,,,,,,,,,,,,,,,
513,4.275000,-2.310247,1.423790,1.461215,,,,,,,,,,,,,,,
514,4.283333,-2.310187,1.423694,1.461317,,,,,,,,,,,,,,,
515,4.291667,-2.310264,1.423729,1.461257,,,,,,,,,,,,,,,
516,4.300000,-2.310253,1.423677,1.461162,,,,,,,,,,,,,,,
517,4.308333,-2.310265,1.423815,1.461282,,,,,,,,,,,,,,,
518,4.316667,-2.310225,1.423729,1.461309,,,,,,,,,,,,,,,
519,4.325000,-2.310248,1.423746,1.461291,,,,,,,,,,,,,,,
520,4.333333,-2.310319,1.423779,1.461231,,,,,,,,,,,,,,,
521,4.341667,-2.310256,1.423753,1.461312,,,,,,,,,,,,,,,
522,4.350000,-2.310282,1.423784,1.461294,,,,,,,,,,,,,,,
523,4.358333,-2.310286,1.423759,1.461277,,,,,,,,,,,,,,,
524,4.366667,-2.310267,1.423758,1.461250,,,,,,,,,,,,,,,
525,4.375000,-2.310300,1.423758,1.461313,,,,,,,,,,,,,,,
526,4.383333,-2.310249,1.423796,1.461354,,,,,,,,,,,,,,,
527,4.391667,-2.310315,1.423788,1.461302,,,,,,,,,,,,,,,
528,4.400000,-2.310319,1.423819,1.461301,,,,,,,,,,,,,,,
529,4.408333,-2.310303,1.423806,1.461294,,,,,,,,,,,,,,,
530,4.416667,-2.310342,1.423826,1.461303,,,,,,,,,,,,,,,
531,4.425000,-2.310324,1.423769,1.461278,,,,,,,,,,,,,,,
532,4.433333,-2.310369,1.423878,1.461222,,,,,,,,,,,,,,,
533,4.441667,-2.310359,1.423791,1.461214,,,,,,,,,,,,,,,
534,4.450000,-2.310394,1.423794,1.461182,,,,,,,,,,,,,,,
535,4.458333,-2.310298,1.423758,1.461224,,,,,,,,,,,,,,,
536,4.466667,-2.310238,1.423729,1.461267,,,,,,,,,,,,,,,
537,4.475000,-2.310277,1.423766,1.461280,,,,,,,,,,,,,,,
538,4.483333,-2.310377,1.423841,1.461223,,,,,,,,,,,,,,,
539,4.491667,-2.310338,1.423784,1.461219,,,,,,,,,,,,,,,
540,4.500000,-2.310271,1.423813,1.461274,,,,,,,,,,,,,,,
541,4.508333,-2.310280,1.423849,1.461241,,,,,,,,,,,,,,,
542,4.516667,-2.310344,1.423879,1.461294,,,,,,,,,,,,,,,
543,4.525000,-2.310318,1.423774,1.461301,,,,,,,,,,,,,,,
544,4.533333,-2.310305,1.423758,1.461316,,,,,,,,,,,,,,,
545,4.541667,-2.310285,1.423787,1.461307,,,,,,,,,,,,,,,
546,4.550000,-2.310288,1.423790,1.461243,,,,,,,,,,,,,,,
547,4.558333,-2.310326,1.423776,1.461276,,,,,,,,,,,,,,,
548,4.566667,-2.310246,1.423826,1.461356,,,,,,,,,,,,,,,
549,4.575000,-2.310202,1.423743,1.461309,,,,,,,,,,,,,,,
550,4.583333,-2.310267,1.423745,1.461272,,,,,,,,,,,,,,,
551,4.591667,-2.310274,1.423820,1.461284,,,,,,,,,,,,,,,
552,4.600000,-2.310203,1.423767,1.461301,,,,,,,,,,,,,,,
553,4.608333,-2.310294,1.423755,1.461312,,,,,,,,,,,,,,,
554,4.616667,-2.310331,1.423838,1.461289,,,,,,,,,,,,,,,
555,4.625000,-2.310410,1.423812,1.461267,,,,,,,,,,,,,,,
556,4.633333,-2.310318,1.423793,1.461226,,,,,,,,,,,,,,,
557,4.641667,-2.310344,1.423844,1.461210,,,,,,,,,,,,,,,
558,4.650000,-2.310302,1.423822,1.461330,,,,,,,,,,,,,,,
559,4.658333,-2.310289,1.423782,1.461291,,,,,,,,,,,,,,,
560,4.666667,-2.310345,1.423878,1.461182,,,,,,,,,,,,,,,
561,4.675000,-2.310246,1.423807,1.461348,,,,,,,,,,,,,,,
562,4.683333,-2.310261,1.423881,1.461294,,,,,,,,,,,,,,,
563,4.691667,-2.310228,1.423733,1.461266,,,,,,,,,,,,,,,
564,4.700000,-2.310384,1.423779,1.461188,,,,,,,,,,,,,,,
565,4.708333,-2.310328,1.423820,1.461269,,,,,,,,,,,,,,,
566,4.716667,-2.310365,1.423776,1.461247,,,,,,,,,,,,,,,
567,4.725000,-2.310295,1.423716,1.461172,,,,,,,,,,,,,,,
568,4.733333,-2.310340,1.423757,1.461200,,,,,,,,,,,,,,,
569,4.741667,-2.310286,1.423809,1.461329,,,,,,,,,,,,,,,
570,4.750000,-2.310245,1.423767,1.461275,,,,,,,,,,,,,,,
571,4.758333,-2.310224,1.423790,1.461358,,,,,,,,,,,,,,,
572,4.766667,-2.310235,1.423778,1.461338,,,,,,,,,,,,,,,
573,4.775000,-2.310264,1.423799,1.461359,,,,,,,,,,,,,,,
574,4.783333,-2.310244,1.423744,1.461294,,,,,,,,,,,,,,,
575,4.791667,-2.310217,1.423748,1.461330,,,,,,,,,,,,,,,
576,4.800000,-2.310206,1.423788,1.461328,,,,,,,,,,,,,,,
577,4.808333,-2.310225,1.423737,1.461294,,,,,,,,,,,,,,,
578,4.816667,-2.310308,1.423793,1.461329,,,,,,,,,,,,,,,
579,4.825000,-2.310314,1.423813,1.461316,,,,,,,,,,,,,,,
580,4.833333,-2.310274,1.423741,1.461309,,,,,,,,,,,,,,,
581,4.841667,-2.310255,1.423759,1.461267,,,,,,,,,,,,,,,
582,4.850000,-2.310297,1.423731,1.461208,,,,,,,,,,,,,,,
583,4.858333,-2.310217,1.423720,1.461330,,,,,,,,,,,,,,,
584,4.866667,-2.310258,1.423692,1.461260,,,,,,,,,,,,,,,
585,4.875000,-2.310281,1.423734,1.461252,,,,,,,,,,,,,,,
586,4.883333,-2.310288,1.423748,1.461155,,,,,,,,,,,,,,,
587,4.891667,-2.310308,1.423770,1.461226,,,,,,,,,,,,,,,
588,4.900000,-2.310254,1.423739,1.461224,,,,,,,,,,,,,,,
589,4.908333,-2.310281,1.423827,1.461262,,,,,,,,,,,,,,,
590,4.916667,-2.310308,1.423786,1.461207,,,,,,,,,,,,,,,
591,4.925000,-2.310224,1.423775,1.461182,,,,,,,,,,,,,,,
592,4.933333,-2.310310,1.423789,1.461266,,,,,,,,,,,,,,,
593,4.941667,-2.310274,1.423833,1.461239,,,,,,,,,,,,,,,
594,4.950000,-2.310249,1.423724,1.461261,,,,,,,,,,,,,,,
595,4.958333,-2.310216,1.423744,1.461251,,,,,,,,,,,,,,,
596,4.966667,-2.310346,1.423711,1.461238,,,,,,,,,,,,,,,
597,4.975000,-2.310333,1.423778,1.461303,,,,,,,,,,,,,,,
598,4.983333,-2.310375,1.423722,1.461300,,,,,,,,,,,,,,,
599,4.991667,-2.310212,1.423677,1.461308,,,,,,,,,,,,,,,
600,5.000000,-2.310302,1.423836,1.461368,,,,,,,,,,,,,,,
601,5.008333,-2.310292,1.423701,1.461288,,,,,,,,,,,,,,,
602,5.016667,-2.310247,1.423745,1.461348,,,,,,,,,,,,,,,
603,5.025000,-2.310246,1.423735,1.461388,,,,,,,,,,,,,,,
604,5.033333,-2.310302,1.423779,1.461364,,,,,,,,,,,,,,,
605,5.041667,-2.310340,1.423840,1.461281,,,,,,,,,,,,,,,
606,5.050000,-2.310185,1.423753,1.461358,,,,,,,,,,,,,,,
607,5.058333,-2.310234,1.423786,1.461380,,,,,,,,,,,,,,,
608,5.066667,-2.310261,1.423823,1.461231,,,,,,,,,,,,,,,
609,5.075000,-2.310279,1.423691,1.461270,,,,,,,,,,,,,,,
610,5.083333,-2.310225,1.423750,1.461274,,,,,,,,,,,,,,,
611,5.091667,-2.310277,1.423667,1.461248,,,,,,,,,,,,,,,
612,5.100000,-2.310342,1.423718,1.461206,,,,,,,,,,,,,,,
613,5.108333,-2.310331,1.423826,1.461206,,,,,,,,,,,,,,,
614,5.116667,-2.310319,1.423716,1.461309,,,,,,,,,,,,,,,
615,5.125000,-2.310372,1.423836,1.461288,,,,,,,,,,,,,,,
616,5.133333,-2.310364,1.423858,1.461227,,,,,,,,,,,,,,,
617,5.141667,-2.310349,1.423816,1.461235,,,,,,,,,,,,,,,
618,5.150000,-2.310282,1.423775,1.461258,,,,,,,,,,,,,,,
619,5.158333,-2.310353,1.423821,1.461262,,,,,,,,,,,,,,,
620,5.166667,-2.310277,1.423758,1.461334,,,,,,,,,,,,,,,
621,5.175000,-2.310238,1.423822,1.461339,,,,,,,,,,,,,,,
622,5.183333,-2.310281,1.423820,1.461235,,,,,,,,,,,,,,,
623,5.191667,-2.310258,1.423832,1.461351,,,,,,,,,,,,,,,
624,5.200000,-2.310338,1.423791,1.461294,,,,,,,,,,,,,,,
625,5.208333,-2.310258,1.423768,1.461323,,,,,,,,,,,,,,,
