1433135160.082	7.22036	6.28610	7.15832	9.03155	8.36500	0.94415	6.79839
1433135160.13	7.81923	7.00294	7.01114	9.03154	8.36500	0.94414	6.33509
1433135160.219	8.15492	8.55180	5.95562	9.03148	8.36498	0.94409	5.09104
1433135160.265	8.20111	8.64388	6.05710	9.03147	8.36500	0.94408	5.18751
1433135160.524	8.10143	8.43570	6.33028	9.03148	8.36498	0.94407	5.46638
1433135160.614	9.14537	8.51664	2.00000	9.03146	8.36507	0.94414	1.07275
1433135160.66	9.17085	8.44113	2.00000	9.03152	8.36498	0.94414	1.06773
1433135160.795	9.03514	8.71062	2.00000	9.03148	8.36495	0.94415	1.11099
1433135161.258	9.01192	8.41167	0.63424	9.03149	8.36497	0.94404	0.31391
1433135161.348	9.06823	8.22508	0.19810	9.03150	8.36496	0.94403	0.75983
1433135161.436	9.08752	8.29576	0.35395	9.03152	8.36497	0.94410	0.59684
1433135162.069	9.07397	8.37217	0.35497	9.03150	8.36500	0.94412	0.59071
1433135162.287	9.59526	11.41723	4.80112	9.03155	8.36497	0.94411	4.95082
1433135166.065	8.62732	7.52000	-2.07118	9.03155	8.36498	0.94408	3.15740
1433135166.115	9.01659	8.49978	0.64073	9.03155	8.36488	0.94402	0.33228
1433135166.16	8.60802	7.95232	-1.59480	9.03160	8.36494	0.94409	2.60685
1433135166.206	9.01668	8.36471	0.59102	9.03154	8.36491	0.94406	0.35335
1433135166.252	9.10997	8.21663	0.33723	9.03159	8.36493	0.94409	0.62962
1433135166.598	9.96982	11.70032	3.88000	9.03155	8.36491	0.94413	4.54143
1433135166.646	9.13811	8.41044	2.00004	9.03157	8.36490	0.94413	1.06224
1433135166.69	9.07497	8.28399	0.31671	9.03157	8.36499	0.94407	0.63405
1433135166.944	8.74409	8.17806	-0.96135	9.03155	8.36499	0.94413	1.93609
1433135167.035	9.19210	8.38207	2.00000	9.03156	8.36494	0.94404	1.06823
1433135167.079	9.17424	8.37794	2.00000	9.03159	8.36489	0.94414	1.06553
1433135167.509	9.18733	8.43916	2.00000	9.03173	8.36482	0.94417	1.06981
1433135167.872	10.27519	10.34796	1.67087	9.03403	8.36088	0.94448	2.45288
1433135168.16	9.02965	8.33857	0.56072	9.04594	8.34918	0.94572	0.38548
1433135168.807	9.05836	7.97885	-0.25663	9.02488	8.22809	1.11282	1.39234
1433135168.9	9.03693	8.20659	0.79076	9.01890	8.18864	1.18062	0.39069
1433135168.95	9.11796	8.10685	0.52701	9.01667	8.16421	1.21995	0.70265
1433135169.0	9.08672	8.14483	0.85197	9.01609	8.13788	1.25993	0.41409
1433135169.048	9.13034	8.19136	1.91494	9.01590	8.11359	1.29386	0.63631
1433135169.093	9.14460	8.09113	1.25557	9.01696	8.08110	1.33595	0.15118
1433135169.142	9.11767	7.99952	0.72848	9.01838	8.04627	1.37836	0.65908
1433135169.19	9.09130	7.95906	0.86603	9.01952	8.01129	1.41724	0.55831
1433135169.235	8.82975	7.82982	-0.41605	9.02116	7.98144	1.44464	1.87665
1433135169.285	9.10450	7.74094	0.32396	9.02439	7.94497	1.47144	1.16822
1433135169.332	9.02602	7.89124	0.69856	9.02807	7.90813	1.49239	0.79401
1433135169.38	9.14171	7.65628	0.56861	9.03167	7.87760	1.50566	0.96910
1433135169.428	9.11066	7.82225	1.00741	9.03616	7.84140	1.51760	0.51595
1433135169.473	8.95597	7.76341	0.07422	9.04031	7.81181	1.52440	1.45344
1433135169.521	9.05990	7.96622	1.21736	9.04531	7.77732	1.52892	0.36465
1433135169.699	9.22379	7.71675	2.00000	9.06246	7.66753	1.51789	0.51077
1433135169.79	9.19025	7.56102	2.00000	9.07049	7.62040	1.50011	0.51745
1433135169.889	9.15067	7.52518	0.97384	9.07720	7.58008	1.47381	0.50832
1433135169.939	9.15573	7.62519	1.02683	9.08025	7.56204	1.45821	0.44247
1433135169.988	9.14649	7.53656	1.06779	9.08258	7.54650	1.44426	0.38199
1433135170.035	9.18061	7.45699	0.69755	9.08449	7.53362	1.43299	0.74565
1433135170.084	8.95725	7.26175	-0.37875	9.08577	7.52304	1.42524	1.82734
1433135170.133	9.18339	7.31299	0.63388	9.08683	7.51491	1.42140	0.81871
1433135170.182	9.30225	7.22690	0.43028	9.08717	7.50930	1.42050	1.05192
1433135170.228	9.14615	7.53027	1.23405	9.08741	7.50635	1.42208	0.19844
1433135170.277	9.23221	7.50142	1.53123	9.08723	7.50435	1.42574	0.17931
1433135170.798	9.13686	7.56726	1.08169	9.08973	7.52732	1.48862	0.41160
1433135170.844	9.17905	7.52479	0.90453	9.09052	7.53145	1.49265	0.59478
1433135170.979	9.09520	7.63981	1.14044	9.09271	7.54370	1.50094	0.37310
1433135171.027	9.15117	7.41093	0.85887	9.09354	7.54857	1.50344	0.66161
1433135171.163	9.15195	7.64708	2.17141	9.09519	7.56363	1.51016	0.66890
1433135171.257	9.19493	7.50653	1.06407	9.09513	7.57612	1.51621	0.46822
1433135171.307	8.36186	6.97423	-2.08480	9.09474	7.58277	1.51960	3.72816
1433135171.354	6.66658	5.73686	-4.61279	9.09407	7.58838	1.52271	6.85312
1433135171.399	9.22727	7.53178	2.00000	9.09288	7.59452	1.52695	0.49576
1433135171.492	9.15062	7.56682	0.85943	9.08988	7.60713	1.53677	0.68125
1433135171.538	8.84489	7.50828	-0.47497	9.08778	7.61272	1.54155	2.03378
1433135171.629	9.07188	7.47196	0.48922	9.08298	7.62507	1.55405	1.07584
1433135171.675	9.07855	7.44767	0.22251	9.08004	7.63189	1.56172	1.35182
